name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,category_survey_email_address,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,reason_for_administrative,mailing_international_address
FUNERAL AIR INTERNATIONAL LLC,LLC,Active,Annual report past due,1353186,2021-03-31,251 MAIN ST SUITE 11,OLD SAYBROOK,United States,06475,CT,RADIV@INCSERV.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Funeral Homes and Funeral Services (812210),812210.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
"150 WOOSTER ST., LLC",LLC,Active,,1353187,2022-03-31,260 COMMERCE STREET,EAST HAVEN,United States,06512,CT,karen@agcontractinginc.net,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
"240 OAKWOOD, LLC",LLC,Active,,1353188,2022-03-31,35 RIPLEY ROAD,GLASTONBURY,United States,06033,CT,INFO2@CPS-FILINGS.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
LUCAS & ROSA CARPENTRY LLC,LLC,Active,Annual report past due,1353189,2021-03-31,47 SPRING GARDEN AVE,WATERBURY,United States,06708,CT,BARBARA@MIRANTEAGENCY.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
33 SHORELINE DRIVE STRATFORD LLC,LLC,Active,,1353190,2022-03-31,33 SHORELINE DRIVE,STRATFORD,United States,06615,CT,33shorelinedrive@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
ON THE HARBOR LLC,LLC,Active,,1353191,2022-03-31,36 DIVISION STREET,EASTON,United States,06612,CT,andreww@afahomes.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
NINAS CLEAN LLC,LLC,Active,Annual report past due,1353192,2021-03-31,63 CAYA AVE,WEST HARTFORD,United States,06110,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
SFAM BEECHCROFT LLC,LLC,Active,,1353193,2022-03-31,"C/O DISERIO MARTIN ONE ATLANTIC STREET, 8TH FL",STAMFORD,United States,06901,CT,peter.a.santoro@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
"ARI HOSPITALITY, INCORPORATED",Stock,Active,,1353194,2022-08-18,432 BANTAM ROAD,LITCHFIELD,United States,06037,CT,SYED@LITCHFIELDINNCT.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Hotels (except Casino Hotels) and Motels (721110),721110.0,2021-11-10 00:12:43.3533333,,,,,,1000.0,,,,,,,,,,,,,,,,
"ELEVATE CONSULTANCY, LLC",LLC,Active,,1353195,2022-03-31,165 CLUB ROAD,STAMFORD,United States,06905,CT,jimpmcevoy@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
MAMA T'S LLC,LLC,Active,Annual report past due,1353196,2021-03-31,226 PLATT STREET,WATERBURY,United States,06704,CT,TERESAANDTHALIA@MAMASLLC.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
LAKE VIEW DELICATESSEN LLC,LLC,Active,Annual report past due,1353197,2021-03-31,45 HAYESTOWN ROAD,DANBURY,United States,06811,CT,LOVLYMICHELLE69@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",722514.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
"MANNY DIAZ TRUCKING, LLC.",LLC,Active,,1353198,2022-03-31,68 OAK AVENUE,TORRINGTON,United States,06790,CT,mannydiaztruckingllc@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
MAGIC FRUIT LLC,LLC,Active,Annual report past due,1353199,2021-03-31,718 NOTT STREET,WETHERSFIELD,United States,06109,CT,ORDERMAGICFRUIT@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
WHALERS HELPING WHALERS INC,Non-Stock,Active,,1353200,2022-10-27,12 SPOONWOOD DR,CANTON,United States,06019,CT,CHEFTOMM@HOTMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,True,False,False,False,Civic and Social Organizations (813410),813410.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
LAZARUS LLC,LLC,Active,Annual report past due,1353202,2021-03-31,175 SADDLE HILL ROAD,STAMFORD,United States,06903,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
GOLDEN CLEANING  LLC,LLC,Active,Annual report past due,1353203,2021-03-31,496 MERRITT ST,BRIDGEPORT,United States,06606,CT,AMELIASERVICES@LIVE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
248 BUNKER HILL ROAD LLC,LLC,Active,,1353205,2022-03-31,99 STONEHOUSE RD,COVENTRY,United States,06238,CT,dbdiversifiedservices@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
SEAN'S PLUMBING AND DRAIN LLC,LLC,Active,Annual report past due,1353207,2021-03-31,168 YALE AVE.,MILFORD,United States,06460,CT,SEANCOUBROUGH@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
"HASTINGS ADMINISTRATIVE SOLUTIONS, LLC",LLC,Active,,1353208,2022-03-31,365 RYE STREET 561110,BROAD BROOK,United States,06016,CT,brian103@cox.net,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Office Administrative Services (561110),561110.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
"J & J DESIGN AND CONSULTING, LLC",LLC,Active,Annual report past due,1353210,2021-03-31,569 INVERNESS COURT,"OXFORD,",United States,06478,CT,JEANNAPETRILLO@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
"VR BROTHERS CAR WASH, LLC",LLC,Active,,1353211,2022-03-31,84 CAMP AVENUE,STAMFORD,United States,06907,CT,JAMES@AMESUR.NET,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
"ASPIRATION INSURANCE AGENCY, LLC",LLC,Active,,1353212,2022-03-31,4551 GLENCOE AVENUE SUITE 300,MARINA DEL REY,United States,90292,CA,beth@westmontlaw.com,Foreign,2020-07-30,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:12:43.9800000,,2020-07-30,"ASPIRATION INSURANCE AGENCY, LLC",United States,josh@westmontlaw.com,,"1209 ORANGE STREET CORPORATION TRUST CENTER, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET CORPORATION TRUST CENTER,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET CORPORATION TRUST CENTER, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET CORPORATION TRUST CENTER,WILMINGTON,DE,19801,United States,,,,
INTUITIVE ENERGY HEALING LLC,LLC,Active,,1353213,2022-03-31,10 HINMAN MEADOW RD,BURLINGTON,United States,06013,CT,daniellaquartucio@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),621399.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
JMG DRYWALL LLC,LLC,Active,Annual report past due,1353214,2021-03-31,69 EDGEHILL AVE,WATERBURY,United States,06704,CT,MIGUELGUEVERA042@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
NAFIS HALIM ENTERPRISE LLC,LLC,Active,,1353215,2022-03-31,293 WEST MAIN ST,MERIDEN,United States,06451,CT,halimnafis0225@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
250 BUNKER HILL ROAD LLC,LLC,Active,,1353217,2022-03-31,99 STONEHOUSE RD,COVENTRY,United States,06238,CT,dbdiversifiedservices@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
BOOTYFULL FITNESS LLC,LLC,Active,,1353219,2022-03-31,165 Johnson St,Middletown,United States,06457-2255,CT,MEGANMARIE9@SNET.NET,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
THATO FOUNDATION LLC,LLC,Active,Annual report past due,1353220,2021-03-31,61 WASHINGTON STREET 1 W,WATERBURY,United States,06706,CT,CHICKENBOX5@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
BRIKINI LLC,LLC,Active,,1353221,2022-03-31,10 GREENWOOD AVE,BLOOMFIELD,United States,06002,CT,Brikiniswim@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Other Clothing Stores (448190),,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
AMAZED RIDES LLC,LLC,Active,Annual report past due,1353222,2021-03-31,31 CAROLINA ROAD,STAMFORD,United States,06902,CT,COMEGETME360@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
MONTOWESE LANDSCAPING LLC,LLC,Active,,1353223,2022-03-31,2221 MAPLE ROAD,NORTH BRANFORD,United States,06471,CT,Montoweselandscape@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Landscape Architectural Services (541320),541320.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
"BEACON HILL PROPERTY ADVISORS, LLC",LLC,Active,,1353224,2022-03-31,18205 REDSTART LANE,SOUTH BEND,United States,46637,IN,peterhiza@snet.net,Domestic,2020-07-30,IN,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
"AJM ENTERPRISE, LLC",LLC,Active,,1353225,2022-03-31,1265 MARION RD.,CHESHIRE,United States,06410,CT,alxmazzella@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
CAFE DESIRE LLC,LLC,Active,Annual report past due,1353226,2021-03-31,1167 BOSTON POST RD,WEST HAVEN,United States,06516,CT,SAMI.NIAZAI@AOL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
"FAITH'S HAVEN, LLC",LLC,Active,Annual report past due,1353228,2021-03-31,2389 MAIN ST STE 100,GLASTONBURY,United States,06033,CT,DOCS@BUSINESSROCKET.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
CLASSPETERS CONSULTING LLC,LLC,Active,Annual report past due,1353229,2021-03-31,49 GLENDALE CIRCLE,STAMFORD,United States,06906,CT,QUALYCARE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
SCRUBS & THINGZ BOUTIQUE LLC,LLC,Active,Annual report past due,1353230,2021-03-31,218 MAIN ST. UNIT 3,EAST HARTFORD,United States,06118,CT,INFO@SCRUBSANDTHINGZBOUTIQUE.COM,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
"ABSOLUTE AUTOMOTIVE DETAILING, LLC",LLC,Active,Annual report past due,1353231,2021-03-31,17 TWISS STREET,MERIDEN,United States,06450,CT,ABSOLUTEAUTOMOTIVEDETAILING@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
REY'S CONSTRUCTION LLC,LLC,Active,,1353232,2022-03-31,112 NEWTON ST,HARTFORD,United States,06106,CT,ELBERCITO182@HOTMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
SOLD BY SKYLA LLC,LLC,Active,,1353233,2022-03-31,125 LAFANTASIE RD,KILLINGLY,United States,06239,CT,brooksgagnon@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
BOSTON2LA LLC,LLC,Active,,1353234,2022-03-31,264 HILLSPOINT RD,WESTPORT,United States,06880,CT,hross65@hotmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",424330.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,
CULTIVATE HAIR STUDIO LLC,LLC,Active,,1353235,2022-03-31,4 ZOEY PL,TOLLAND,United States,06084,CT,Alicia.cultivate.hair@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,
"VENTURE SOLAR COMMERCIAL, LLC",LLC,Active,Annual report past due,1353236,2021-03-31,67 WEST STREET,BROOKLYN,United States,11222,NY,SCOTT@B-BLAWGROUP.COM,Foreign,2020-07-30,DE,DE,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:44.6800000,,2020-07-30,"VENTURE SOLAR COMMERCIAL, LLC",United States,,,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,
UNIQUE WRAPS & GLASS LLC,LLC,Active,Annual report past due,1353238,2021-03-31,14 POST RD,ENFIELD,United States,06082,CT,UNIQUEWRAPSCT@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
C-SUITE-IT LLC,LLC,Active,Annual report past due,1353239,2021-03-31,111 AMIDON ROAD,ASHFORD,United States,06278,CT,DAVE.W@C-SUITE-IT.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
BROWNSKYNZ LLC,LLC,Active,Annual report past due,1353240,2021-03-31,273 PUTNAM STREET,NEW HAVEN,United States,06519,CT,MBROWNSKYNZN@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
GROUND BREAKING TRANSPORTATION LLC,LLC,Active,Annual report past due,1353241,2021-03-31,603 GOLDENROD AVE,BRIDGEPORT,United States,06606,CT,GB2020TRANSPORT@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",484220.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
MAGIC ESSENTIALS LLC,LLC,Active,Annual report past due,1353242,2021-03-31,129 EARLE STREET,HARTFORD,United States,06120,CT,CONTACTUS@MEBODYCARE.COM,Domestic,2020-07-30,CT,Connecticut,True,False,True,True,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
DHIECKSON SERVICES LLC,LLC,Active,Annual report past due,1353243,2021-03-31,37 WILSON ST APT 3,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
XPRESS TRADING & WHOLESALE LLC,LLC,Active,Annual report past due,1353244,2021-03-31,17 MILDRED RD.,WEST HARTFORD,United States,06107,CT,JAWADSHERWANI@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
RARE DESIGN STUDIO LLC,LLC,Active,,1353245,2022-03-31,142 URSULA PL #4,STAMFORD,United States,06902,CT,rarenewyork@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
KNOT AND MANE LLC,LLC,Active,,1353246,2022-03-31,977R FARMINGTON AVE,WEST HARTFOR,United States,06107,CT,hairbynickyz@hotmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
ON THE PULSE 2.0 INC,Non-Stock,Active,Annual report past due,1353247,2021-09-03,163 SPENO RIDGE,ROCKY HILL,United States,06067,CT,JOE@OTP20.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
ALDS SERVICES LLC,LLC,Active,Annual report past due,1353248,2021-03-31,184 SIGOURNEY ST APT A3,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
"BYBOB, LLC",LLC,Active,Annual report past due,1353249,2021-03-31,32 GENE STREET,EAST HAVEN,United States,06513,CT,RITAMARIEFALANGA@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
PRECIOUS WAY TRANSPORTS LLC,LLC,Active,,1353250,2022-03-31,83 RIDGE STREET,MANCHESTER,United States,06040,CT,preciouswaytransports@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",484122.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
VOLCANO HAWAIIAN SHAVE ICE LLC,LLC,Dissolved,,1353252,2021-03-31,30 ERNEST ST,WALLINGFORD,United States,06492,CT,VOLCANOHAWAIIANSHAVEICE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:12:45.2766667,2020-12-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
ANGELITOS EN MARCHA LLC,LLC,Active,,1353253,2022-03-31,469 FIRST AVE 2ND FL,WEST HAVEN,United States,06516,CT,misamados@live.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
ANGEL'S PLACE FAMILY DAYCARE LLC,LLC,Active,Annual report past due,1353254,2021-03-31,46 AYERS STREET 2ND FLOOR,WATERBURY,United States,06706,CT,JISSELH73@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
BC CLEANING CO. LLC,LLC,Dissolved,,1353255,2021-03-31,39 N. TURNPIKE RD.,WALLINGFORD,United States,06492,CT,BCCLEANING203@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:45.8700000,2021-07-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
DEJESUS AUTO SERVICES LLC,LLC,Active,Annual report past due,1353256,2021-03-31,24 HOYT STREET,NORWALK,United States,06851,CT,MOLIFTBACK@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,Automotive Glass Replacement Shops (811122),811122.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
LUNA'S LEGACY PROPERTY MANAGEMENT COMPANY LLC,LLC,Active,,1353257,2022-03-31,62 PROSPECT AVENUE,HARTFORD,United States,06106,CT,lunaslegacy62@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),813920.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
"FUR AND FEATHER FARM, LLC",LLC,Active,,1353260,2022-03-31,44 SUNSET HILL ROAD,REDDING,United States,06896,CT,Furnfeathersfarm@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Farm Management Services (115116),,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
7 GRAHAMPTON LANE LLC,LLC,Active,Annual report past due,1353262,2021-03-31,7 GRAHAMPTON LANE,GREENWICH,,06830,CT,,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
"18 SHERWOOD ST., LLC",LLC,Active,,1353263,2022-03-31,40 WILBUR CROSS WAY SUITE 102,STORRS,United States,06268,CT,brandon@nicabm.com,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
610 INNOVATIONS LLC,LLC,Active,,1353268,2022-03-31,48 GERRY STREET,GREENWICH,United States,06830,CT,jcolucci@colucciassociates.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
S&J ENTERPRISE LLC,LLC,Active,,1353271,2022-03-31,235 GLEN ST,NEW BRITAIN,United States,06051,CT,Thelwelldeolio@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
PISTACHIO LLC,LLC,Active,,1353277,2022-03-31,911 WHALLEY AVE,NEW HAVEN,United States,06515,CT,MOHAMAD@PISTACHIONHV.COM,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
LE CHIEN CHIC LLC,LLC,Active,,1353303,2022-03-31,150 CAT ROCK ROAD,COS COB,United States,06807,CT,natalya@lechienchic.com,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
