name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,country_formation,billing_unit,dissolution_date,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting
STEEN CONSULTING LLC,LLC,Dissolved,1340666,2021-03-31,7 HUNTING RIDGE DRIVE,SIMSBURY,United States,06070,CT,TOM@STEENCONSULTING.NET,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),621420.0,2021-11-10 00:08:33.7000000,,,,,,,2021-02-15T00:00:00.000,,,,,,,,,,,,,,,
OSKIE ADVISORS LLC,LLC,Active,1340667,2022-03-31,2901 SOUTH BAYSHORE DRIVE APT 13 B,MIAMI,United States,33133,FL,evisaia@me.com,Domestic,2020-03-31,FL,Connecticut,True,False,False,False,False,Investment Advice (523930),523930.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
NAHAL MISHMAR LLC,LLC,Active,1340668,2021-03-31,101 WHITNEY AVE SUITE 6B,NEW HAVEN,United States,06510,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
OCEAN 50 NH LLC,LLC,Active,1340669,2021-03-31,101 WHITNEY AVE SUITE 6B,NEW HAVEN,United States,06510,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NAHAL MEAROT LLC,LLC,Active,1340670,2021-03-31,101 WHITNEY AVE SUITE 6B,NEW HAVEN,United States,06510,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PMX APPLIANCE REPAIR LLC,LLC,Active,1340673,2022-03-31,65 SOUNDVIEW AVE,NORWALK,United States,06854,CT,epmax1@yahoo.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Appliance Repair and Maintenance (811412),811412.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
"JOURNEY WITH JOY, LLC",LLC,Active,1340675,2022-03-31,19 STEVENS AVENUE,LEDYARD,United States,06339,CT,greenisgood43@gmail.com,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
LA PRIMERA IGLESIA EVANGELICA EL MEKADDESH INC.,Religious,Active,1340677,,No information provided,,,,,,Domestic,2020-03-31,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
RUMBA LOUNGE LLC,LLC,Active,1340679,2022-03-31,12 EAST MAIN STREET,BRISTOL,United States,06010,CT,MIPUEBLOMS@OUTLOOK.COM,Domestic,2020-03-31,CT,Connecticut,True,False,True,False,False,Drinking Places (Alcoholic Beverages) (722410),,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
ESSENTIAL BUILDERS LLC,LLC,Active,1340680,2021-03-31,40 GRANDVIEW ST.,NEW BRITAIN,United States,06053,CT,ESSENTIALBUILDERSLLC@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
QUALITY AIRE LLC,LLC,Active,1340681,2021-03-31,115 WEEKEEPEEMEE RD.,BETHLEHEM,United States,06751,CT,QUALITYAIREHVAC@AOL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),561790.0,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DE TOMASO AUTOMOBILI, NORTH AMERICA LLC",LLC,Active,1340682,2021-03-31,200 GLASTONBURY BOULEVARD SUITE 102,GLASTONBURY,United States,06033,CT,RYAN.BERRIS@DETOMASO-AUTOMOBILI.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Automobile Manufacturing (336111),336111.0,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"APOLLO AUTOMOBIL, NORTH AMERICA LLC",LLC,Dissolved,1340683,2021-03-31,200 GLASTONBURY BLVD. SUITE 102,GLASTONBURY,United States,06033,CT,RYAN.BERRIS@APOLLO-AUTOMOBIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Automobile Manufacturing (336111),336111.0,2021-11-10 00:08:34.9966667,,,,,,,2021-03-31T00:00:00.000,,,,,,,,,,,,,,,
G0 SOLUTIONS LLC,LLC,Active,1340684,2021-03-31,7 AARONS WAY,EAST HAMPTON,United States,06424,CT,ALEX@GZEROSOLUTIONS.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Engine Equipment Manufacturing (333618),333618.0,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"MSL HOUSEKEEPING SERVICES, LLC",LLC,Active,1340685,2022-03-31,14 BIRCHWOOD RD.,SEYMOUR,United States,06483,CT,Mslhousekeepingservices@hotmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
"PAWS AND PURPOSE, LLC",LLC,Active,1340686,2022-03-31,"17 POPLAR ROAD, SUITE 410",RIDGEFIELD,United States,06877,CT,jaclyn.eglit@pawsandpurpose.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Pet and Pet Supplies Stores (453910),453910.0,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
ONENESS TECHNOLOGIES LLC,LLC,Active,1340687,2022-03-31,400 FARMINGTON AVE 2822,FARMINGTON,United States,06032,CT,ALEX@ONENESSTECH.COM,Foreign,2020-03-31,NV,NV,False,False,False,False,False,Research and Development in Nanotechnology (541713),541713.0,2021-11-10 00:08:34.9966667,,2020-03-31,ONENESS TECHNOLOGIES LLC,,United States,,,,,"BOX 100, CARSON CITY, NV, 89702, United States",BOX 100,CARSON CITY,NV,89702,United States,"BOX 100, CARSON CITY, NV, 89702, United States",BOX 100,CARSON CITY,NV,89702,United States,
NEXTOLOGIES INC.,Stock,Active,1340688,2020-06-29,No information provided,,,,,CHRISTIANM@NEXTOLOGIES.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,All Other Telecommunications (517919),517919.0,2021-11-10 00:08:34.9966667,First report past due,,,,,,,Failure to file First Report,1000.0,,,,,,,,,,,,,
ONE ENERGY LLC,LLC,Active,1340689,2022-03-31,85 AVON ST. UNIT 1,NEW HAVEN,United States,06511,CT,sunnyside.yi@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,"Trust, Fiduciary, and Custody Activities (523991)",523991.0,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
"TREBOR A. NORA, LLC",LLC,Active,1340690,2022-03-31,34 OVERLOOK AVE,WEST HAVEN,United States,06516,CT,trebornora@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
BOGLISCH BOOKS LLC,LLC,Active,1340691,2022-03-31,383 ELM ST,WINDSOR LOCKS,United States,06096,CT,boglischbooks@gmail.com,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
ADT HAULERS LLC,LLC,Active,1340693,2021-03-31,33 HARWICH ST,HARTFORD,United States,06114,CT,ANTWAN.BOZEMAN@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ALTA MANAGEMENT CT LLC,LLC,Active,1340694,2022-03-31,7 Mathias Ct,Norwalk,United States,06851,CT,SUPPORT@BOOKKEEPERLIVE.COM,Domestic,2020-03-31,AZ,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:34.9966667,,,,,,,,,,,,,,,,,,,,,,
"BEN'S BEHAVIORAL HEALTH, LLC",LLC,Active,1340695,2021-03-31,42 VALLEYVIEW DRIVE,MIDDLEFIELD,United States,06455,CT,BENSBEHAVIORALHEALTH@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,All Other Outpatient Care Centers (621498),621498.0,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MERTOL'S PROPERTY COMPANY LLC,LLC,Active,1340696,2022-03-31,360 ANDOVER ST UNIT 1202,DANVERS,United States,01923,MA,EFILE1234@INCFILE.COM,Domestic,2020-03-31,MA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
J&A PINNOCK ENTERPRISES LLC,LLC,Active,1340697,2022-03-31,148 MANSFIELD RD,ASHFORD,United States,06278,CT,JERMAINEPINNOCK@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
NMW TENNIS ENTERPRISES INC,Stock,Active,1340699,2021-03-31,112 SOUTHFIELD AVE,STAMFORD,United States,06902,CT,TAXCHIEF62@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Golf Courses and Country Clubs (713910),713910.0,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,10.0,,,,,,,,,,,,,
"SCOREBLUE, LLC",LLC,Active,1340700,2022-03-31,9663 SANTA MONICA BLVD. SUITE 647,BEVERLY HILLS,United States,90212,CA,OPS@SCOREBLUE.COM,Foreign,2020-03-31,NV,NV,False,False,False,False,False,Other Services Related to Advertising (541890),541890.0,2021-11-10 00:08:35.0300000,,2020-03-31,"SCOREBLUE, LLC",,United States,,,,,"202 S. MINNESOTA ST., CARSON CITY, NV, 89703, United States",202 S. MINNESOTA ST.,CARSON CITY,NV,89703,United States,"202 S. MINNESOTA ST., CARSON CITY, NV, 89703, United States",202 S. MINNESOTA ST.,CARSON CITY,NV,89703,United States,
"LJ NURSE PLACEMENT, LLC",LLC,Active,1340701,2022-03-31,107 OLD WINDSOR ROAD 2ND FLOOR,BLOOMFIELD,United States,06002,CT,licethy@yahoo.com,Domestic,2020-03-31,CT,Connecticut,True,False,True,False,False,Employment Placement Agencies (561311),561311.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
"VOS ESTIS LUX MUNDI FUND, LLC",LLC,Active,1340703,2022-03-31,467 BLOOMFIELD AVENUE,BLOOMFIELD,United States,06002,CT,KCASEY@CSD-LAW.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
E.L.Y. ANALYTICS LLC,LLC,Active,1340704,2022-03-31,15 TIMOTHY TERRACE,WINDSOR,United States,06095,CT,ELYanalytics@Outlook.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
"BRIEF CAMEO PRODUCTIONS, INC.",Non-Stock,Active,1340705,2022-06-18,8 RISING TRAIL DRIVE,MIDDLETOWN,United States,06457,CT,BRIEFCAMEOPRODUCTIONS@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Theater Companies and Dinner Theaters (711110),711110.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
AWARD PROPERTIES LLC,LLC,Active,1340706,2021-03-31,28 LONG RIDGE RD,REDDING,United States,06896,CT,AWARDPROPERTIESCT@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
007 ENTERPRISE LLC,LLC,Active,1340707,2022-03-31,1124 AVALON DRIVE EAST,ORANGE,United States,06477,CT,atlantisllc@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,All Other Support Activities for Transportation (488999),488999.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
MAURICE REZNIK CONSULTING LLC,LLC,Active,1340708,2021-03-31,8 BALDWIN PLACE,WESTPORT,United States,06880,CT,MAURICE@MJREZNIK.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
JUILEE FRACTING RECOVERY LLC,LLC,Active,1340711,2022-03-31,12 LAKE AVENUE APT 3,DANBURY,United States,06810,CT,juileefractingrecovery@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
SABES HOLDING CO LLC,LLC,Active,1340712,2021-03-31,177 WEST PUTNAM AVE,GREENWICH,United States,06831,CT,HESS@SABESCAPITAL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"KRAMDEN HOMES, LLC",LLC,Active,1340713,2022-03-31,494 BRIDGEPORT AVENUE SUITE 101-390,SHELTON,United States,06484,CT,DTORRES@NCHINC.COM,Foreign,2020-03-31,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:35.0300000,,2020-03-31,"KRAMDEN HOMES, LLC",,United States,,,,,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,
MYSTICAL MUSE BOUTIQUE LLC,LLC,Active,1340714,2022-03-31,1540 HOPE STREET,STAMFORD,United States,06907,CT,christineriina@icloud.com,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
J & J PROPERTY ENTERPRISES LLC,LLC,Active,1340715,2022-03-31,64 ISLAND LANE,WEST HAVEN,United States,06516,CT,jagson1166@yahoo.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
FERTILITY CENTER OF CONNECTICUT PLLC,LLC,Active,1340719,2021-03-31,75 KINGS HIGHWAY,FAIRFIELD CT,United States,06825,CT,PINHOJA@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,True,True,True,True,False,Specialty (except Psychiatric and Substance Abuse) Hospitals (622310),622310.0,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,Failure to appoint or maintain an agent for service,,,,,,,,,,,,,,
PARALEGAL MENTOR LLC,LLC,Active,1340720,2021-03-31,210 MICA HILL ROAD,DURHAM,United States,06422,CT,PARALEGALMENTOR@OUTLOOK.COM,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
N. GILBERT LLC,LLC,Active,1340721,2022-03-31,820 RAIL FENCE ROAD,ORANGE,United States,06477,CT,ngob8@yahoo.com,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,Bus and Other Motor Vehicle Transit Systems (485113),485113.0,2021-11-10 00:08:35.0600000,,,,,,,,,,,,,,,,,,,,,,
"YOUNG SKIN, LLC",LLC,Active,1340722,2022-03-31,123 HIGH RIDGE ROAD,STAMFORD,United States,06905,CT,Saryna.md@gmail.com,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:35.0600000,,,,,,,,,,,,,,,,,,,,,,
"OLSUN, LLC",LLC,Active,1340723,2021-03-31,122 UPPER STATE STREET,NORTH HAVEN,United States,06473,CT,ISIKYILDIZ1986@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"ICI, LLC",LLC,Active,1340724,2021-03-31,293 ELM STREET,WEST HAVEN,United States,06516,CT,ISIKYILDIZ1986@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CAROLINA BONE LLC,LLC,Active,1340725,2022-03-31,288 WARD ST 3RD FLR,WALLINGFORD,United States,06492,CT,EMMABONE99@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:08:35.0600000,,,,,,,,,,,,,,,,,,,,,,
"RAE INTERIORS, LLC",LLC,Active,1340726,2021-03-31,155 BROWN STREET,MIDDLETOWN,United States,06457,CT,RACHEL@RAEINTERIORS.ORG,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
R&S LLC,LLC,Active,1340727,2022-03-31,6 VAIL STREET,NORWALK,United States,06850,CT,randsllc2020@gmail.com,Domestic,2020-03-31,CT,Connecticut,True,False,False,False,False,Home Health Care Services (621610),452319.0,2021-11-10 00:08:35.0600000,,,,,,,,,,,,,,,,,,,,,,
MADELINE MINI  MART LLC,LLC,Active,1340728,2021-03-31,569 MAPLE AVENUE,HARTFORD,United States,06114,CT,MADELINEMINIMART@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"KIRBY BATES ASSOCIATES, LLC",LLC,Active,1340730,2022-03-31,2655 NORTHWINDS PARKWAY,ALPHARETTA,United States,30009,GA,TMCAFEE@JACKSONHEALTHCARE.COM,Foreign,2020-03-31,GA,GA,False,False,False,False,False,Employment Placement Agencies (561311),,2021-11-10 00:08:35.0600000,,2020-03-01,"KIRBY BATES ASSOCIATES, LLC",,United States,,,,,"2655 NORTHWINDS PARKWAY, ALPHARETTA, GA, 30009, United States",2655 NORTHWINDS PARKWAY,ALPHARETTA,GA,30009,United States,"2655 NORTHWINDS PARKWAY, ALPHARETTA, GA, 30009, United States",2655 NORTHWINDS PARKWAY,ALPHARETTA,GA,30009,United States,
DARIAS HOLDINGS LLC,LLC,Active,1340731,2022-03-31,13 RAVEN CREST DR,BETHEL,United States,06801,CT,EFILE1234@INCFILE.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:08:35.0600000,,,,,,,,,,,,,,,,,,,,,,
LIQGO LLC,LLC,Active,1340732,2021-03-31,252 SAVOY STREET 1ST FLOOR,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
745 ATLANTIC PROPERTY LLC,LLC,Active,1340733,2021-03-31,26 ISLAND HEIGHTS,STAMFORD,United States,06902,CT,WRPALMERCPA@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
67 ERNA AVE LLC,LLC,Active,1340735,2021-03-31,67 ERNA AVE,MILFORD,United States,06461,CT,MCRUZLAW@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:35.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"ROSEVILLE MEDIA, LLC",LLC,Active,1340736,2021-03-31,110 WASHINGTON AVENUE 4TH FLOOR,NORTH HAVEN,United States,06473,CT,BFCANNING@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:35.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NEWBERRY GROUP LLC,LLC,Active,1340737,2022-03-31,162 RYE STREET,BROAD BROOK,United States,06016,CT,pattycota@me.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:35.6533333,,,,,,,,,,,,,,,,,,,,,,
"PBW2, LLC",LLC,Active,1340738,2021-03-31,185 PLAINS ROAD SUITE 302W,MILFORD,United States,06461,CT,SPENNER@TOTALMORTGAGE.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:35.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CLEMENTE SACA LLC,LLC,Active,1340739,2021-03-31,155 CLAPBOARD RIDGE ROAD,DANBURY,United States,06810,CT,KARENVALLEJOS@LIVE.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"WILDER ENGAGEMENT, LLC",LLC,Active,1340740,2021-03-31,18 SEABREEZE AVENUE UNIT B,MILFORD,United States,06460,CT,AUDRA@WILDERENGAGEMENT.COM,Domestic,2020-03-31,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:35.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SERKS INDUSTRIES LLC,LLC,Active,1340742,2021-03-31,1696 MAIN STREET,GLASTONBURY,United States,06033,CT,SERSKSINDUSTRIES@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:35.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
VISUAL ART LIBRARY INC,Non-Stock,Active,1340743,2022-03-31,165 STATE STREET ATRIUM 104,NEW LONDON,United States,06320,CT,ghw@gwaterman.com,Foreign,2020-03-31,RI,RI,False,False,False,False,False,Libraries and Archives (519120),519120.0,2021-11-10 00:08:35.6533333,,2020-01-01,VISUAL ART LIBRARY INC,,United States,,,,,,,,,,,,,,,,,
K SUSHI LLC,LLC,Active,1340744,2022-03-31,8 HILLCREST AVE,HARTFORD,United States,06110,CT,eastern@northwestregisteredagent.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),,2021-11-10 00:08:35.6533333,,,,,,,,,,,,,,,,,,,,,,
DFS CONSTRUCTION LLC,LLC,Active,1340745,2022-03-31,63 MAPLE TREE AVE APT B,STAMFORD,United States,06906,CT,diego@dfsconstructionct.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:35.6533333,,,,,,,,,,,,,,,,,,,,,,
"GLORON INSURANCE GROUP, LLC",LLC,Active,1340754,2022-03-31,2600 PINE RIDGE BLVD,WAUSAU,United States,54401,WI,accountspayable@gloronagency.com,Foreign,2020-03-31,WI,WI,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:35.7000000,,2020-03-01,"GLORON INSURANCE GROUP, LLC",,United States,,,,,"2600 PINE RIDGE BLVD, WAUSAU, WI, 54401, United States",2600 PINE RIDGE BLVD,WAUSAU,WI,54401,United States,"2600 PINE RIDGE BLVD, WAUSAU, WI, 54401, United States",2600 PINE RIDGE BLVD,WAUSAU,WI,54401,United States,
"BBJDL, LLC",LLC,Active,1340807,2022-03-31,272 OLD POST ROAD,TOLLAND,United States,06084,CT,shirley@tenoooft.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,,,
"SHOPS AT RICHMOND CO-INVESTORS, LLC",LLC,Active,1340819,2022-03-31,7 OLD CLUBHOUSE ROAD,OLD GREENWICH,United States,06870,CT,psmith9@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
BBACCOUNTING LLC,LLC,Active,1340933,2021-03-31,31 DENSLOW HILL ROAD,HAMDEN,,06514,CT,ANNIELOU.LANDINO@BBACCOUNTINGLLC.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3866667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
