name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,mailing_address
BABA WHOLESALE LLC,LLC,Active,Annual report past due,1367567,2021-03-31,2724 BLACK ROCK TURNPIKE,FAIRFIELD,United States,06825,CT,HANIFNEW@YAHOO.COM,Domestic,2020-11-24,CT,Connecticut,False,False,True,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"STORYTELLER COMPANY, LLC",LLC,Active,,1367568,2022-03-31,"1 EAST ERIE ST., SUITE 525-4960",CHICAGO,United States,60611,IL,thenaomi.d.williams@gmail.com,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
ROSALI MANAGEMENT LLC,LLC,Active,,1367569,2022-03-31,367 COLLINSVILLE ROAD,UNIONVILLE,United States,06085,CT,rosalimanagementllc@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
SUFFIELD FOOD MART LLC,LLC,Dissolved,,1367570,2021-03-31,98 MOUNTAIN RD,SUFFIELD,United States,06078,CT,IMTIAZHBUKHARI@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,True,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:12:44.6033333,2021-04-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH-WEST REAL ESTATE  LLC,LLC,Active,,1367571,2022-03-31,42 STRAWFIELD ROAD,UNIONVILLE,United States,06085,CT,bhavini_pat@hotmail.com,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
EJ HOME SERVICES LLC,LLC,Active,Annual report past due,1367572,2021-03-31,1826 PLANK RD,CHESHIRE,United States,06410,CT,EJHOMESERVICESLLC@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
ALI WAREHOUSE LLC,LLC,Dissolved,,1367573,2021-03-31,47 OAKLAND AVE,NEW BRITAIN,United States,06053,CT,FKASSIM7@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,2021-11-10 00:12:44.6033333,2021-06-21T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
D.G. CUSTOM CARPENTRY L.L.C.,LLC,Active,,1367574,2022-03-31,65 AMATO CIRCLE,SOUTHINGTON,United States,06489,CT,derek6401@rocketmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
SABIA ENTERPRISE LLC,LLC,Dissolved,Annual report past due,1367575,2021-03-31,2R BANTON STREET,NORTH HAVEN,United States,06473,CT,MAJUTAX@OUTLOOK.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,True,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:12:44.6033333,2021-08-25T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
HEART & HAND CLEANING CO LLC,LLC,Active,Annual report past due,1367576,2021-03-31,178 WILSON STREET,BRIDGEPORT,United States,06605,CT,HEARTNHANDCO@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
APOLON CONSTRUCTION CORP.,Stock,Active,,1367577,2022-11-24,941 MCLEAN AVE #380,YONKERS,United States,10704-4107,NY,INFO@APOLONCORP.COM,Foreign,2020-11-24,NY,NY,False,False,False,False,False,Framing Contractors (238130),238130.0,2021-11-10 00:12:44.6033333,,,,2020-08-31,APOLON CONSTRUCTION CORP.,United States,,,,,,,,,,,,,,,,,,,
GOT YOUR SIX LLC,LLC,Active,,1367580,2022-03-31,565 OLDFIELD RD,FAIRFIELD,United States,06824,CT,ccoyle668@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,True,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
BEAUTIFULEE CREATED LLC,LLC,Active,Annual report past due,1367582,2021-03-31,462 EAST MAIN ST. 3RD FLOOR,BRIDGEPORT,United States,06608,CT,LEANDRALANGSTON@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"KBR WYLE SERVICES, LLC",LLC,Active,Annual report past due,1367583,2021-03-31,601 JEFFERSON ST,HOUSTON,,77002,TX,,Foreign,2020-11-24,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,2020-11-18,"KBR WYLE SERVICES, LLC",,"1209 ORANGE ST, WILMINGTON, DE, 19801,",1209 ORANGE ST,WILMINGTON,DE,19801,,"1209 ORANGE ST, WILMINGTON, DE, 19801,",1209 ORANGE ST,WILMINGTON,DE,19801,,,,,,,,
UMB LLC,LLC,Active,Annual report past due,1367594,2021-03-31,77 WEST HILL CIRCLE,STAMFORD,United States,06902,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
NOTABLE SERVICES LLC,LLC,Active,Annual report past due,1367608,2021-03-31,535 CARROLL AVE,BRIDGEPORT,United States,06607,CT,NOTABLEELECTRIC@YAHOO.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
"F.A.T.O, LLC",LLC,Active,Annual report past due,1367609,2021-03-31,168 MAPLE STREET,NAUGATUCK,United States,06770,CT,CHRISTOPHERFRANCISQUINI@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
PLANT A TREE CANDLE COMPANY LLC,LLC,Active,Annual report past due,1367610,2021-03-31,366 OCEAN AVENUE,WEST HAVEN,United States,06516,CT,CLAIREBR94@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
AKH INDUSTRIES LLC,LLC,Active,Annual report past due,1367611,2021-03-31,21 WEST WIND RD,TRUMBULL,United States,06611,CT,A.JAMEEL7866@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,True,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",424330.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
"WINTERGREEN AVENUE SOLAR PROJECT 2020, LLC",LLC,Active,,1367728,2022-03-31,200 HARBORSIDE DRIVE SUITE 200,SCHENECTADY,United States,12305,NY,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2020-11-24,DE,DE,False,False,False,False,False,Solar Electric Power Generation (221114),,2021-11-10 00:10:38.2166667,,,,2020-11-24,"WINTERGREEN AVENUE SOLAR PROJECT 2020, LLC",United States,,,,,,,,,,,,,,,,,,,
"ACREAGE IP CONNECTICUT, LLC",LLC,Active,,1367729,2022-03-31,450 LEXINGTON AVENUE #3308,NEW YORK,United States,10163,NY,c.berry@acreageholdings.com,Domestic,2020-11-24,NY,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:10:38.2166667,,,,,,,,,,,,,,,,,,,,,,,,,
"UA LEGACY FUND, INC.",Non-Stock,Active,Annual report due,1367730,2021-12-30,62 VILLAGE STREET,EAST HARTFORD,United States,06108,CT,JOANNE.PERRY@URBANALLIANCE.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:10:38.2166667,,,,,,,,,,,,,,,,,,,,,,,,,
HONEY BEE SECRET LLC,LLC,Active,,1367731,2022-03-31,356 GRANT HILL RD,TOLLAND,United States,06084,CT,rnparke@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:38.2166667,,,,,,,,,,,,,,,,,,,,,,,,,
"205-209 SW STREET, LLC",LLC,Active,Annual report past due,1368705,2021-03-31,640 WEST PUTNAM AVE,GREENWICH,,06830,CT,K.9STUDIO15@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1533333,,,,,,,,,,,,,,,,,,,,,,,,,
TRISTATE GEMS TRUCKING LLC,LLC,Active,Annual report past due,1368168,2021-03-31,135 SHULTAS PL,HARTFORD,,06114,CT,TRISTATEGEMSTRUCKING@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,,,,,,
"WESTIES WIN, INC.",Non-Stock,Active,Annual report past due,1368192,2022-02-19,91 ROCKEFELLER AVENUE,WEST HAVEN,United States,06516,CT,HEATHERRN98@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),813410.0,2021-11-10 00:10:38.7300000,,,,,,,,,,,,,,,,,,,,,,,,,
RP CONSTRUCTION & RENOVATION LLC,LLC,Active,,1368199,2022-03-31,95 COUNTY STREET,NORWALK,United States,06851,CT,ROMANKOTSABA1976@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:10:38.7300000,,,,,,,,,,,,,,,,,,,,,,,,,
TAJUNE LLC,LLC,Active,Annual report past due,1368200,2021-03-31,109 DOVE LANE,MIDDLETOWN,,06457,CT,NICHOLSSHANEKA@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.7300000,,,,,,,,,,,,,,,,,,,,,,,,,
"15 FARMSTEAD CIRCLE, LLC",LLC,Active,Annual report past due,1368201,2021-03-31,15 FARMSTEAD CIRCLE,BLOOMFIELD,,06002,CT,,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.7300000,,,,,,,,,,,,,,,,,,,,,,,,,
"STS TRANSPORTATION ""LLC""",LLC,Active,Annual report past due,1367579,2021-03-31,361 PARK ROAD,WEST HARTFORD,United States,06119,CT,AMOTORS2315@YAHOO.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Limousine Service (485320),485320.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"JUICY6, LLC",LLC,Active,,1367581,2022-03-31,1195 HOPMEADOW STREET,SIMSBURY,United States,06070,CT,mike.payette@cleanjuice.com,Domestic,2020-11-25,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
VOIGT MARITIME INC.,Stock,Active,,1367584,2022-11-25,112 ROWAYTON AVE SUITE 1,ROWAYTON,United States,06853,CT,GREGH@VOIGTMARITIME.COM,Foreign,2020-11-25,NY,NY,False,False,False,False,False,Deep Sea Freight Transportation (483111),483111.0,2021-11-10 00:12:39.6800000,,,,2021-01-01,VOIGT MARITIME INC.,United States,,,,,,,,,,,,,,,,,,,
"BEV MAX OF CT AVENUE, LLC",LLC,Active,Annual report past due,1367585,2021-03-31,17 CEDAR STREET,STAMFORD,United States,06902,CT,MIKEB@BEVMAX.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
AANDKHOMES LLC,LLC,Active,Annual report past due,1367587,2021-03-31,8 SADDLE HILL RD,MANCHESTER,United States,06040,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
CLOUD STREET LLC,LLC,Active,,1367588,2022-03-31,24 SUNSET ST,MANCHESTER,United States,06040,CT,aultjeffrey@gmail.com,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
BULLY'S COMPOUND LLC,LLC,Active,Annual report past due,1367589,2021-03-31,191 ADELAIDE ST. APT 2,HARTFORD,United States,06114,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
PIPING HOT CAFE LLC,LLC,Dissolved,,1367590,2022-03-31,193 ATWATER ST,NEW HAVEN,United States,06513,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:39.6800000,2021-05-24T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
CORPORATE TRANSPORT LLC,LLC,Active,Annual report past due,1367591,2021-03-31,43 12TH STREET,NORWICH,United States,06360,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
HYGIENE CENTERS OF AMERICA LLC,LLC,Active,Annual report past due,1367592,2021-03-31,5 EDGEWOOD AVENUE,GREENWICH,United States,06902,CT,DRSKORDELES@ICLOUD.COM,Domestic,2020-11-25,CT,Connecticut,True,False,False,False,False,Offices of Dentists (621210),621210.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
EAST MEADOW DESIGN LLC,LLC,Active,Annual report past due,1367593,2021-03-31,47 E MEADOW RD,WILTON,,06897,CT,EASTMEADOWDESIGN@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE ELITE ELECTRICAL SERVICE LLC,LLC,Active,,1367595,2022-03-31,21 STILLMAN RD,WETHERSFIELD,United States,06109,CT,Waynegiscombe2@gmail.com,Domestic,2020-11-25,CT,Connecticut,False,True,True,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"CHABAD OF WEST HARTFORD CENTER, INC.",Religious,Active,,1367597,,58 LAWLER ROAD,WEST HARTFORD,,06117,CT,,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT WATCH EXCHANGE LLC,LLC,Active,Annual report past due,1367612,2021-03-31,4 WYNDWOOD RD,WEST HARTFORD,United States,06107,CT,CWALKER@CONNECTICUTWATCHEXCHANGE.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers (423940)",423940.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
STUDIO AMETLLER LLC,LLC,Active,,1367613,2022-03-31,33 IROQUOIS RD,STAMFORD,United States,06902,CT,studioametller@gmail.com,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
HELLOMRHOLMES LLC,LLC,Active,,1367614,2022-03-31,88 BRANCHVILLE RD,RIDGEFIELD,United States,06877,CT,BSTWLD2003@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
C&S AUTO APPEARANCE LLC,LLC,Active,Annual report past due,1367615,2021-03-31,74 RESERVOIR ST,BETHEL,United States,06801,CT,SNYRA45@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
LAFAYETTE PEDIATRICS LLC,LLC,Active,Annual report past due,1367616,2021-03-31,36 LAFAYETTE ST.,NORWICH,United States,06360,CT,LAFAYETTEPEDIATRIC@GMAIL.CO,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
LAWN CARE AN MORE! LLC,LLC,Active,Annual report past due,1367617,2021-03-31,"35 WASHINGTON ST., APT. 7",NORWICH,United States,06360,CT,ANDREWBALLARD86@ICLOUD.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKY LANTERN TATTOO LLC,LLC,Active,Annual report past due,1367618,2021-03-31,1430 MERIDEN ROAD,WATERBURY,United States,06705,CT,LUCKYLANTERNTATTOO@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE SHAPE INC.,Stock,Active,Annual report due,1367619,2021-11-25,24A TROLLEY SQUARE #2268,WILMINGTON,United States,19806,DE,CARL@GATHERLY.IO,Foreign,2020-11-25,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:10:38.2000000,,,,2020-05-29,TRUE SHAPE INC.,United States,,,,,,,,,,,,,,,,,,,
"CRIBCOSTA SUITE 314, LLC",LLC,Active,Annual report past due,1367620,2021-03-31,76 COTTONWOOD ROAD,NEWINGTON,United States,06111,CT,CRIBCOSTA@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
HAYDEN TREE AND PROPERTY EXPERTS LLC,LLC,Active,,1367621,2022-03-31,16 MILLINGTON RD.,EAST HADDAM,United States,06423,CT,Bhayden1992.bh@gmail.com,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
"PUMPING IRON, LLC",LLC,Active,Annual report past due,1367622,2021-03-31,10 HALSTEAD LANE,BRANFORD,United States,06405,CT,BIGMIKEIFBB@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Other Support Activities for Air Transportation (488190),488190.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
A MOMS VOICE LLC,LLC,Active,Annual report past due,1367623,2021-03-31,421 SAW MILL RD APT C1,WEST HAVEN,United States,06516,CT,AMOMSVOICERR@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,True,False,True,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
NATURALLY WILD SHOP LLC,LLC,Active,Annual report past due,1367624,2021-03-31,57 BALANCE ROCK ROAD UNIT 15,SEYMOUR,United States,06483,CT,NATURALLYWILDSHOP@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,All Other Home Furnishings Stores (442299),442299.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
EZRA WELLNESS LLC,LLC,Active,,1367625,2022-03-31,11 BRIARWOOD DR.,SIMSBURY,United States,06070,CT,salomeya131@gmail.com,Domestic,2020-11-25,CT,Connecticut,True,False,True,False,False,Diet and Weight Reducing Centers (812191),812191.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
"TEJ REALTY GROUP, L.L.C",LLC,Active,,1367626,2022-03-31,415 BOSTON POST RD STE 3-1129,MILFORD,United States,06460,CT,Stejuoso@tejrealty.com,Domestic,2020-11-25,CT,Connecticut,True,False,True,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
JRC LLC,LLC,Active,Annual report past due,1367627,2021-03-31,1364 KETTLETOWN RD,SOUTHBURY,United States,06488,CT,JOHNCASTENLLC@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,True,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
"RAILROAD CONSTRUCTION CO. OF SOUTH JERSEY, INC.",Stock,Active,Annual report due,1367628,2021-11-25,705 MANTUA AVE,PAULSBORO,United States,08066,NJ,DSHULTZ@MAZZUCCOCPA.COM,Foreign,2020-11-25,NJ,NJ,False,False,False,False,False,Other Heavy and Civil Engineering Construction (237990),237990.0,2021-11-10 00:10:38.2000000,,,,2019-10-24,"RAILROAD CONSTRUCTION CO. OF SOUTH JERSEY, INC.",United States,,,,,,,,,,,,,,,,,,,
PIERRE PHILIDOR REALTY GROUP LLC,LLC,Active,Annual report past due,1367629,2021-03-31,300 STATE ST,NEW LONDON,United States,06320,CT,CPA@BROOKSALLIANCE.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
"FRYBACK ASSOCIATES, INC.",Stock,Active,Annual report due,1367630,2021-11-25,40 WALTER LANE,STAMFORD,United States,06902,CT,JOHN@FRYBACKASSOCIATES.COM,Foreign,2020-11-25,DE,DE,False,False,False,False,False,Limousine Service (485320),485320.0,2021-11-10 00:10:38.2000000,,,,2020-11-25,"FRYBACK ASSOCIATES, INC.",United States,,,,,,,,,,,,,,,,,,,
"30 WEST AVON RD, LLC",LLC,Active,,1367631,2022-03-31,"30 W AVON RD, SUITE E",AVON,United States,06001,CT,30westavonrd@fvderm.com,Domestic,2020-11-25,CT,Connecticut,True,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,practice.admin@fvderm.com,,,,,
MN PERFECT BEAUTY LLC,LLC,Active,,1367632,2022-03-31,36 ORIOLE WAY,MERIDEN,United States,06451,CT,JC.FRIAS@AOL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
BELSO HOLDINGS LLC,LLC,Active,,1367633,2022-03-31,47 VERNON STREET,WATERBURY,United States,06708,CT,shuly@belsodb.com,Foreign,2020-11-25,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:38.2000000,,,,2020-11-19,BELSO HOLDINGS LLC,United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810,",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,,,,,,,
ROBERTO HOME SERVICES LLC,LLC,Dissolved,,1367634,2022-03-31,35 PEARL LAKE RD,WATERBURY,United States,06706,CT,DAVIEROBERTOFAMILIA@GMAIL.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:38.2000000,2021-10-05T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
MRMRS CREATIVE LTD.,Stock,Active,,1367635,2022-11-25,9 RIDGE VALLEY ROAD,SANDY HOOK,United States,06482,CT,KENYON@MRMRSCREATIVE.COM,Foreign,2020-11-25,NY,NY,False,False,False,False,False,Advertising Agencies (541810),541810.0,2021-11-10 00:10:38.2000000,,,,2020-09-01,MRMRS CREATIVE LTD.,United States,,,,,,,,,,,,,,,,,,,
PROPRIUS REALTY INVESTMENTS LLC,LLC,Active,,1367636,2022-03-31,261 S. MAIN ST. #320,NEWTOWN,United States,06470,CT,ra@andersonadvisors.com,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
THE RUSTIC MERMAID LLC,LLC,Active,,1367637,2022-03-31,253 RIVERSIDE DRIVE,FAIRFIELD,United States,06824,CT,therusticmermaidshop@gmail.com,Domestic,2020-11-25,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. WECHAT USERS ALLIANCE A NJ NONPROFIT CORPORATION,Non-Stock,Withdrawn,Annual report due,1367638,2021-11-25,27 BLEEKER ST.,MILLBURN,United States,07041,NJ,BINAWANG1105@GMAIL.COM,Foreign,2020-11-25,NJ,NJ,False,False,False,False,False,Human Rights Organizations (813311),813311.0,2021-11-10 00:10:38.2000000,,,,2020-11-25,U.S. WECHAT USERS ALLIANCE A NJ NONPROFIT CORPORATION,United States,,,,,,,,,,,,,,,,,,,
"DMG789, LLC",LLC,Active,Annual report past due,1367639,2021-03-31,541 BOOTH HILL ROAD,SHELTON,United States,06484,CT,SLEBOWITZ@ZNCLAW.COM,Domestic,2020-11-25,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:38.2000000,,,,,,,,,,,,,,,,,,,,,,,,,
