name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,mailing_international_address
YOUNG N' GIFTED FOUNDATION INCORPORATED,Non-Stock,Active,1345203,2020-08-24,No information provided,,,,,YOUNGKELS.FNTS@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:42.6533333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
COASTLINE FOOT AND ANKLE SPECIALISTS LLC,LLC,Active,1345204,2022-03-31,131 Boston Post Rd,East Lyme,United States,06333-1605,CT,coastlinefootandankle@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Offices of Podiatrists (621391),621391.0,2021-11-10 00:08:42.6533333,,,,,,,,,,,,,,,,,,,,,mszpara1991@gmail.com,,
GRAVELINE REAL ESTATE LLC,LLC,Active,1345205,2021-03-31,34 MALER AVENUE,SHELTON,United States,06410,CT,YONG@CIAMPITAX.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
71 PINEVILLE ROAD RENTAL PROPERTIES LLC,LLC,Active,1345206,2021-03-31,81 KELLY RD,DAYVILLE,United States,06241,CT,JONATHANONNY@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ELUSIVE CRYPTO LLC,LLC,Active,1345207,2022-03-31,340 HUBBARD RD,HIGGANUM,United States,06441,CT,Swamp.yankee@yahoo.com,Domestic,2020-05-26,CT,Connecticut,False,True,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:42.6533333,,,,,,,,,,,,,,,,,,,,,,,
"AVOCA ENGINEERING & ARCHITECTURE, L.L.C.",LLC,Active,1345208,2022-03-31,242 OLD NEW BRUNSWICK ROAD SUITE 130,PISCATAWAY,United States,08854,NJ,CNEVILL@AVOCAGROUP.COM,Foreign,2020-05-26,NJ,NJ,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:42.6533333,,,,,2020-06-01,"AVOCA ENGINEERING & ARCHITECTURE, L.L.C.",United States,"242 OLD NEW BRUNSWICK ROAD SUITE 130, PISCATAWAY, NJ, 08854, United States",242 OLD NEW BRUNSWICK ROAD SUITE 130,PISCATAWAY,NJ,08854,United States,"242 OLD NEW BRUNSWICK ROAD SUITE 130, PISCATAWAY, NJ, 08854, United States",242 OLD NEW BRUNSWICK ROAD SUITE 130,PISCATAWAY,NJ,08854,United States,,,,
HPN CONSTRUCTION SERVICES LLC,LLC,Active,1345209,2021-03-31,68 WINFIELD AVENUE 1ST FLR,NORWALK,United States,06855,CT,HENRYP.N@HOTMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
PAINTER HILL ROAD LLC,LLC,Active,1345210,2021-03-31,"399 CLINTON STREET, APT #1",BROOKLYN,United States,11231,NY,GDELRAHIM@BULLASSOCIATES.COM,Domestic,2020-05-26,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"THOMPSON JP CAPITAL, LLC",LLC,Active,1345211,2022-03-31,13 COTTAGE STREET,BRIDGEPORT,United States,06605,CT,JERRYKID6900@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:42.6533333,,,,,,,,,,,,,,,,,,,,,,,
"5 ROOSEVELT, LLC",LLC,Active,1345212,2021-03-31,22 BLUEWATER HILL ROAD,WESTPORT,United States,06880,CT,JRANDEL@RANDELESQ.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"HAIR BY KASIA, LLC",LLC,Active,1345213,2021-03-31,2249 NEW LONDON TURNPIKE,SOUTH GLASTONBURY,United States,06073,CT,KASIA.LENIART@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
PIANCA PACKAGING LLC,LLC,Dissolved,1345214,2021-03-31,122 KYLES WAY,SHELTON,United States,06484,CT,SAMEHPIANCA@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Industrial Supplies Merchant Wholesalers (423840),423840.0,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CREDIT LIBERATION SERVICES LLC,LLC,Active,1345215,2021-03-31,851 CENTRAL AVENUE,BRIDGEPORT,United States,06607,CT,KHMBOOKING@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,All Other Nondepository Credit Intermediation (522298),522298.0,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LAWLER REBUILT LLC,LLC,Dissolved,1345216,2021-03-31,16 CORNERSTONE CT,PLANTSVILLE,United States,06479,CT,MIKE@FA-CPAS.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.6833333,,,,2021-07-06T00:00:00.000,,,,,,,,,,,,,,,,,,,
BLUSH AND WAVE LLC,LLC,Active,1345217,2021-03-31,59 JAMES RD,DURHAM,United States,06422,CT,JAE.RUEY@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ARDEN GROUP PROPERTIES LLC,LLC,Dissolved,1345218,2021-03-31,"131 COURTLAND AVENUE, UNIT 17 UNIT 17",STAMFORD,United States,06902,CT,ARDENGROUPPROPERTIES@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,True,True,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:42.6833333,,,,2020-12-14T00:00:00.000,,,,,,,,,,,,,,,,,,,
"56 SAMMIS STREET ROWAYTON, LLC",LLC,Active,1345220,2022-03-31,11546 WEST RICKS CIRCLE,DALLAS,United States,75230,TX,ron.chapman@odnss.com,Domestic,2020-05-26,TX,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:42.6833333,,,,,,,,,,,,,,,,,,,,,,,
SHELBY LOWMAN GOLF LANDSCAPES LLC,LLC,Active,1345235,2022-03-31,5 ROLLING RIDGE RD,RIDGEFIELD,United States,06877,CT,shelbypga.golf.art@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
SUPREME BOUTIQUE LLC,LLC,Active,1345236,2021-03-31,20 SPRINGSIDE AVE APT 3,NEW HAVEN,United States,06515,CT,THESUPREMEBOUTIQUE2020@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous General Purpose Machinery Manufacturing (333999),333999.0,2021-11-10 00:08:42.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LITTLE BLUE HOUSE BAKERY LLC,LLC,Active,1345237,2022-03-31,30 NORTHFIELD RD,WATERTOWN,United States,06795,CT,littlebluehousebakeryct@gmail.com,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
"ANATOMY, LLC",LLC,Active,1345238,2021-03-31,40 UNION CITY ROAD SUITE J,PROSPECT,United States,06712,CT,BROOKE@ANATOMYCLUBS.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"B&B BOATWORKS, LLC",LLC,Active,1345242,2022-03-31,12 NICHOLAS CIRCLE,WOLCOTT,United States,06716,CT,kbelval@comcast.net,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
223-225 FRANKLIN AVE LLC,LLC,Active,1345243,2022-03-31,151 PARK AVENUE,WINDSOR,United States,06095,CT,mark@m-yllc.com,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
SIMPANEN CONSULTING INC,Stock,Active,1345244,2022-05-26,238 MAIN STREET,ASHAWAY,United States,02804,RI,simpanen.consulting@gmail.com,Foreign,2020-05-26,RI,RI,False,False,False,False,False,Other Management Consulting Services (541618),,2021-11-10 00:08:42.7166667,,,,,2020-05-26,SIMPANEN CONSULTING INC,United States,,,,,,,,,,,,,,,,
FULL DEPTH SOLUTIONS LLC,LLC,Active,1345245,2022-03-31,66 LEONARDO DRIVE,NORTH HAVEN,United States,06473,CT,kenayers@sbcglobal.net,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),237130.0,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
"GECON, INC.",Stock,Active,1345246,2021-06-10,611 ACCESS ROAD SUITE 309,STRATFORD,United States,06615,CT,GECONINCCT@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,True,True,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:42.7166667,Annual report past due,,10000.0,,,,,,,,,,,,,,,,,,,,
VALDEMIR VIEIRA SOBRINHO LLC,LLC,Active,1345247,2021-03-31,47 ROSE STREET,HARTFORD,United States,06106,CT,STOPCARGARAGE@HOTMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
C LUTION LLC,LLC,Active,1345248,2022-03-31,10 GRIST MILL LANE,WESTPORT,United States,06880,CT,compliance@ZENBUSINESS.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
JADE LANDSCAPING LLC,LLC,Active,1345249,2022-03-31,10 WARREN STREET REAR,NORWALK,United States,06851,CT,JADELANDSCAPING11@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
BORDUA ENTERPRISES LLC,LLC,Active,1345250,2022-03-31,373 PLEASANT VALLEY ROAD,SOUTH WINDSOR,United States,06074,CT,CORRINEBORDUA@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),812990.0,2021-11-10 00:08:42.7166667,,,,,,,,,,,,,,,,,,,,,,,
VALOR CUSTOMS LLC,LLC,Active,1345251,2021-03-31,39 PATTERSON STREET,TORRINGTON,United States,06790,CT,BCORDANI@HOTMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
FIRMES FAMILY LANSCAPING LLC,LLC,Active,1345252,2021-03-31,80 FERRY ST APT 3C,MIDDLETOWN,United States,06457,CT,MARIXANAYLA@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:08:43.4366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
AS & OF CONSTRUCTION LLC,LLC,Active,1345253,2021-03-31,4 CROFUT ST,DANBURY,United States,06810,CT,GENERALHELPCT@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:43.4366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ABUNDANCE HEALTH SERVICES LLC,LLC,Active,1345254,2021-03-31,940 RESERVOIR AVE,BRIDGEPORT,United States,06606,CT,101THINGZ2DO@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:08:43.4366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
KPS STORES LLC,LLC,Dissolved,1345255,2021-03-31,7 JUSTIN DR,ELLINGTON,United States,06029,CT,ITSSHORTT@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:43.4366667,,,,2021-05-05T00:00:00.000,,,,,,,,,,,,,,,,,,,
EM AND ME LLC,LLC,Active,1345256,2021-03-31,680 E MAIN STREET UNIT 1138,STAMFORD,United States,06901,CT,INFO@EMANDMELLC.COM,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:43.4366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
KEVIN D. GRAY CONSULTING LLC,LLC,Active,1345257,2022-03-31,5 OLD STONE ROAD,DARIEN,United States,06820,CT,kevin.gray@kevindgray.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:43.4366667,,,,,,,,,,,,,,,,,,,,,,,
POLO AUTO BODY AND COLLISION LLC,LLC,Active,1345262,2022-03-31,79 LIBERTY ST STE 2,STAMFORD,United States,06902,CT,POLOAUTODETAIL@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
ELISE WILFINGER CONSULTING LLC,LLC,Active,1345267,2022-03-31,43 SOUNDVIEW RD,RIDGEFIELD,United States,06877,CT,eastern@registeredagentsinc.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
RINZED LLC,LLC,Active,1345269,2021-03-31,1021 ASYLUM AVENUE APT. 205,HARTFORD,United States,06105-2419,CT,CONTACTUS@RINZED.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Drycleaning and Laundry Services (except Coin-Operated) (812320),812320.0,2021-11-10 00:08:43.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LIV WELL BEHAVIORAL HEALTH SERVICES 2 LLC,LLC,Active,1345273,2021-03-31,213 GLEN ST,NEW BRITAIN,United States,06051,CT,DRCARTER@LIVWELLBHS.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:39.5433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"LEGACY HAULING, LLC",LLC,Active,1345275,2021-03-31,111 OAK STREET,EAST HARTFORD,United States,06118,CT,LEGACYTRANSPORT.LLC@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ELEVATE COUNSELING FOR CHILDREN AND FAMILIES PLLC,LLC,Active,1345276,2022-03-31,156 NEW BRITAIN AVE,ROCKY HILL,United States,06067,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),621330.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,,,,
NEW NB PORTFOLIO LLC,LLC,Active,1345293,2022-03-31,110 CHESTNUT RIDGE RD UNIT 397,MONTVALE,United States,07645,NJ,bk@wisebuyersllc.com,Domestic,2020-05-26,NJ,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:40.0900000,,,,,,,,,,,,,,,,,,,,,,,
FREITAS LLC,LLC,Active,1345307,2021-03-31,27 WILSON ST,HARTFORD,United States,06106,CT,BOLAFREITAS@OUTLOOK.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:40.1366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
GINACURL LLC,LLC,Active,1345346,2022-03-31,30 MAIN STREET,EAST HAVEN,United States,06512,CT,gina@ginacurl.com,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,Apprenticeship Training (611513),,2021-11-10 00:08:40.2166667,,,,,,,,,,,,,,,,,,,,,,,
VITAMIN SHOPPE INDUSTRIES LLC,LLC,Active,1345395,2022-03-31,300 HARMON MEADOW BLVD,SECAUCUS,United States,07094,NJ,stephanie.masone@vitaminshoppe.com,Foreign,2020-05-26,NY,NY,False,False,False,False,False,All Other Health and Personal Care Stores (446199),,2021-11-10 00:08:40.8400000,,,,,2020-05-19,VITAMIN SHOPPE INDUSTRIES LLC,United States,,,,,,,,,,,,,,,,
"HUMU, INC.",Stock,Active,1345398,2022-05-26,100 VIEW STREET STE 101,MOUNTAIN VIEW,United States,94041,CA,external-finance@humu.com,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Software Publishers (511210),,2021-11-10 00:08:40.8733333,,,,,2020-06-01,"HUMU, INC.",,,,,,,,,,,,,,,,,
"SUNNOVA SAP IV, LLC",LLC,Active,1345422,2022-03-31,20 GREENWAY PLAZA STE 475,HOUSTON,United States,77046,TX,tax@sunnova.com,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Solar Electric Power Generation (221114),,2021-11-10 00:08:41.9500000,,,,,2020-05-26,"SUNNOVA SAP IV, LLC",United States,,,,,,,,,,,,,,,,
CENTER ST LLC,LLC,Active,1345468,2021-03-31,55 BERGMAN ROAD,BETHLEHEM,United States,06751,CT,SCOTT@THESAMBROOKGROUP.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:42.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"THE DOG RESCUE COALITION, INC.",Non-Stock,Active,1345491,2021-08-31,81 BERRIAN ROAD,STAMFORD,,06905,CT,dogrescuecoalition@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TANKFARM LLC,LLC,Active,1345492,2022-03-31,5 MERRITT AVE,MILLBROOK,United States,12545,NY,scottsinger@ymail.com,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:08:42.6533333,,,,,2020-05-26,TANKFARM LLC,United States,,,,,,,,,,,,,,,,
"MONROE CABLE, LLC",LLC,Active,1345528,2022-03-31,2529 COMMERCE PARKWAY,NORTHPORT,United States,34289,FL,Compliancemail@cscinfo.com,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Fiber Optic Cable Manufacturing (335921),,2021-11-10 00:08:42.7300000,,,,,2020-05-26,"MONROE CABLE, LLC",United States,,,,,,,,,,,,,,,,
FORESTVILLE MACHINE COMPANY,Stock,Active,1345536,2022-07-02,355 SOUTH WASHINGTON STREET,PLAINVILLE,United States,06062,CT,deev@forestvillemachine.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Hardware Manufacturing (332510),332510.0,2021-11-10 00:08:42.7300000,,,20000.0,,,,,,,,,,,,,,,,,,deev@forestvillemachine.com,,
MOMENTUM FITNESS LLC,LLC,Active,1345545,2022-03-31,163 YALE AVE,MILFORD,United States,06460,CT,saldelcollo@momentumct.com,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
"1601 HOLDINGS, LLC",LLC,Active,1345546,2022-03-31,17 LOGGING TRAIL LN,BROOKFIELD,United States,06804,CT,fmamudi@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
DANTE CARTER LLC,LLC,Active,1345551,2021-03-31,21 AVENUE C (APT 1),NORWALK,,06854,CT,DANTE-CARTER@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"NEW WORLD ATHLETICS, LLC",LLC,Active,1345554,2021-03-31,1000 OLD COUNTY CIR STE 115,WINDSOR LOCKS,,06096,CT,INFO@NEWWORLDATHLETICS.COM,Foreign,2020-05-26,MA,MA,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:43.4500000,Annual report past due,,,,2020-06-01,"NEW WORLD ATHLETICS, LLC",,"1000 OLD COUNTY CIR STE 115, WINDSOR LOCKS, CT, 06096,",1000 OLD COUNTY CIR STE 115,WINDSOR LOCKS,CT,06096,,"1000 OLD COUNTY CIR STE 115, WINDSOR LOCKS, CT, 06096,",1000 OLD COUNTY CIR STE 115,WINDSOR LOCKS,CT,06096,,,,,
HOUSE OF FLOWERS INC,Stock,Active,1345559,2021-05-26,875 MIDDLETOWN AVE,NORTH HAVEN,,06473,CT,ana.cruz78@hotmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Florists (453110),453110.0,2021-11-10 00:08:43.4500000,Annual report past due,,20000.0,,,,,,,,,,,,,,,,,,,,
"SILVERFOX HOLDINGS, LLC",LLC,Active,1345562,2022-03-31,"29 TOWN HILL AVE, #7",DANBURY,United States,06810,CT,Silverfoxesq@icloud.com,Domestic,2020-05-26,CT,Connecticut,False,True,True,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
"AINSLIESQUARE51, LLC",LLC,Active,1345568,2021-03-31,115-51 COLONIAL RD,STAMFORD,,06906,CT,JULIA@IMJULIA.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"1082 BOULEVARD, LLC",LLC,Active,1345571,2021-03-31,151 WHITING LANE,WEST HARTFORD,,06119,CT,CAROLYNCASS@COMCAST.NET,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:39.5133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"MIKROPOR AMERICA, INC.",Stock,Active,1345616,2022-05-26,4921 OHIO ST,MICHIGAN CITY,United States,46360,IN,LEAH.DUMORTIER@MIKROPOR.COM,Foreign,2020-05-26,IN,IN,False,False,False,False,False,Industrial Machinery and Equipment Merchant Wholesalers (423830),454390.0,2021-11-10 00:08:40.1066667,,,,,2020-01-01,"MIKROPOR AMERICA, INC.",,,,,,,,,,,,,,,,,
"LOCAL PARTNERSHIP JOINT MARKET SOLUTIONS, LLC",LLC,Active,1345624,2021-03-31,6 MIDDLEFIELD DR.,WEST HARTFORD,United States,06107,CT,LARKINMICHAEL@HOTMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:40.1366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"BEACH ROSE, LLC",LLC,Active,1345639,2022-03-31,82 RUSSELL RD,BETHANY,United States,06524,CT,meunger@comcast.net,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,,
"EARLY-BIRD BILLING SERVICES, LLC",LLC,Active,1345643,2022-03-31,72 RIVER RD,MADISON,,06443-3415,CT,ACK.GIRL@HOTMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,,
"PREMIER INSURANCE BENEFITS, LLC.",LLC,Active,1345718,2022-03-31,"13600 ICOT BLVD., BLDG A",CLEARWATER,United States,33760,FL,entitymanagement@chsamerica.com,Foreign,2020-05-26,FL,FL,False,False,False,False,False,Insurance Agencies and Brokerages (524210),,2021-11-10 00:08:44.7933333,,,,,2020-06-01,"PREMIER INSURANCE BENEFITS, LLC",United States,"13600 ICOT BLVD., BLDG A, CLEARWATER, FL, 33760,","13600 ICOT BLVD., BLDG A",CLEARWATER,FL,33760,,"13600 ICOT BLVD., BLDG A, CLEARWATER, FL, 33760, United States","13600 ICOT BLVD., BLDG A",CLEARWATER,FL,33760,United States,,,,
FENCE U IN LLC,LLC,Dissolved,1345160,2021-03-31,6 NANCY DRIVE,ENFIELD,United States,06082,CT,WISEGUYS70@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),,2021-11-10 00:06:23.4866667,,,,2020-10-28T00:00:00.000,,,,,,,,,,,,,,,,,,,
