name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
GAVIN JOHN CARLISLE SCHOLARSHIP FUND INC.,Non-Stock,Active,1337420,2020-05-25,No information provided,,,,,LPINDER@PINDERLAWOFFICE.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),813410.0,2021-11-10 00:08:36.2466667,First report past due,,,,,Failure to file First Report,,,,,,,,,,,,,,,,
CBTNATURE CONSULTING LLC,LLC,Active,1337421,2022-03-31,271 HIGH ST  APT 2,NEW BRITAIN,United States,06051,CT,heather@cbtnature.com,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",541715.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
E'S DELI & GROCERY LLC,LLC,Active,1337422,2022-03-31,259 W WASHINGTON ST,BRISTOL,United States,06010,CT,eduardo96.es@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
PURPOSE PRACTICED LLC,LLC,Active,1337423,2022-03-31,19 BISHOP ROAD,WEST HARTFORD,United States,06119,CT,brentr@purposepracticed.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
"THE EMPOWERMENT CHURCH OF LOVE, INC.",Non-Stock,Active,1337424,2020-05-25,No information provided,,,,,NOONEY31@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2466667,First report past due,,,,,Failure to file First Report,,,,,,,,,,,,,,,,
PAL CARAY LLC,LLC,Active,1337425,2021-03-31,858 PARK ST,HARTFORD,United States,06106,CT,STRAYALAND@HOTMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",722514.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SKINNER & SCHNEIDER HOLDING CO., LLC",LLC,Dissolved,1337427,2021-03-31,9 VILLAGE STREET,ELLINGTON,United States,06029,CT,EVERETT@GCTIMBERFRAMES.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.2466667,,2021-03-06T00:00:00.000,,,,,,,,,,,,,,,,,,,,
TIDAL RIVER HOLDINGS LLC,LLC,Active,1337429,2022-03-31,41 BRADLEY CORNERS ROAD,MADISON,United States,06443,CT,matt@outerlightbrewing.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,,,
"PREMIER HOME DESIGN, LLC",LLC,Active,1337431,2021-03-31,54 JUDITH DRIVE,DANBURY,United States,06811,CT,TOMMY@GANDGMGMT.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Home Centers (444110),444110.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
83 WOOSTER LLC,LLC,Active,1337432,2021-03-31,377 PEARSALL AVENUE SUITE 2,CEDARHURST,United States,11516,NY,LEON@SYMINVESTMENTS.COM,Domestic,2020-02-25,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PHYSIOPHILANTHROPY LLC,LLC,Active,1337433,2021-03-31,"26 BELDEN AVE., APT. 1312",NORWALK,United States,06850,CT,ANDY@MENTALGRITFITNESS.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ECE REALTY LLC,LLC,Active,1337434,2022-03-31,58 MAIN STREET,PUTNAM,United States,06260,CT,Michael@wickedgoodeventgroup.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
MOSELEY STAGING DESIGN LLC,LLC,Active,1337439,2021-03-31,131 WASHINGTON ST.,NORWALK,United States,06854,CT,MOSELEYSTAGINGDESIGN@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"STREAMTEAM, LLC",LLC,Active,1337440,2022-03-31,1320 WEST MAIN STREET BUILDING 2,WATERBURY,United States,06708,CT,PRTCME@EARTHLINK.NET,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Support Services (561990),,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,srouleau@urospec.com,,
STUDIO 251 INTERIORS LLC,LLC,Active,1337441,2022-03-31,251 FARMINGVILLE RD,RIDGEFIELD,United States,06877,CT,studio251interiors@gmail.com,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
AT THE CORE LLC,LLC,Active,1337442,2021-03-31,20 STIRRUP DRIVE,TRUMBULL,United States,06611-1446,CT,JUSTINE.GALASSO@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Other Technical and Trade Schools (611519),611519.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
EFRAIN PAINTING LLC,LLC,Active,1337443,2021-03-31,1 SOUTH STREET APT 11B,DANBURY,United States,06810,CT,BRTAX18@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
A2 VENDING PRO'S LLC,LLC,Active,1337444,2021-03-31,119 TOWNE STREET,STAMFORD,United States,06902,CT,A2VENDINGPROS@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SPIDERSOFT CONSULTING, INC",Stock,Active,1337447,2021-02-25,1635 KETTLETOWN RD,SOUTHBURY,United States,06488-2642,CT,SPIDERSOFT.APPS@GMAIL.COM,Foreign,2020-02-25,OH,OH,False,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:08:36.3233333,Annual report past due,,2017-04-01,"SPIDERSOFT CONSULTING, INC",United States,,,,,,,,,,,,,,,,,
"SHORELINE BOAT DETAILING, LLC",LLC,Active,1337450,2021-03-31,275 LINDEN AVENUE,BRANFORD,United States,06405,CT,ALEX@DIAMONDMARINE.NET,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
HOPE SENIOR SERVICES LLC,LLC,Active,1337451,2021-03-31,198 BRUSHY HILL RD,NEWTOWN,United States,06470,CT,EXANTUSNT@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MODERN PROPERTIES LLC,LLC,Active,1337452,2022-03-31,438 HUNTING RIDGE ROAD,STAMFORD,United States,06903,CT,daniel@moderndayct.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
STREETWISE TACTICAL & SECURITY TRAINING SERVICES LLC,LLC,Active,1337453,2022-03-31,16 WILLOW RUN,BROOKFIELD,United States,06804,CT,Streetwisetsts@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
SHOP OF AGES LLC,LLC,Active,1337454,2022-03-31,93 ST JOSEPH AVE,MIDDLEBURY,United States,06762,CT,joshry83@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
OAKPARC LLC,LLC,Active,1337455,2022-03-31,1 UNION PLACE,HARTFORD,United States,06103,CT,tim.willey@propark.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Parking Lots and Garages (812930),812930.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
LION LIFE LLC,LLC,Active,1337456,2022-03-31,16 PAINTER RIDGE ROAD,WASHINGTON,United States,06793,CT,jamiespannhake@yahoo.com,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
LAGNIAPPE LOGUE LLC,LLC,Active,1337457,2022-03-31,115 RIVER ROAD,COS COB,United States,06807,CT,john.logue@shorechem.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
HARVEST AND TRADE CAPITAL LLC,LLC,Active,1337458,2022-03-31,166 EAST MIDDLE PATENT ROAD,GREENWICH,United States,06831,CT,compliance@zenbusiness.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),523930.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
DBP PALMA PAINTING LLC,LLC,Active,1337459,2021-03-31,6 DRYDEN STREET APT. 2,STAMFORD,United States,06902,CT,S.IRIZARRY13@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"MELISKY PROPERTIES, LLC",LLC,Active,1337460,2022-03-31,122 BAYBERRY DRIVE,THOMASTON,United States,06787,CT,SARAH-MELISKY@HOTMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
"SRG, LLC",LLC,Active,1337461,2022-03-31,20 BROADMEADOW ROAD,WALLINGFORD,United States,06492,CT,stalpade@gmail.com,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
"CONGRESS AND JOHN, LLC",LLC,Active,1337462,2022-03-31,30 JOHN STREET,WATERBURY,United States,06708,CT,ERIKBARTKUS1@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
TJK CONSULTING LLC,LLC,Dissolved,1337463,2021-03-31,43 ROWAYTON AVENUE,NORWALK,United States,06853,CT,TOMKELLER13@ICLOUD.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:36.3233333,,2021-01-06T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"CONNECTICUT PSYCHIATRY, LLC",LLC,Active,1337464,2022-03-31,674 PROSPECT AVENUE SUITE 5,HARTFORD,United States,06105,CT,hammel@connecticutpsychiatry.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
LLOYD FALES LLC,LLC,Active,1337467,2022-03-31,34 LAKE DRIVE SOUTH,RIVERSIDE,United States,06878,CT,RichP@RPTax.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Other Motion Picture and Video Industries (512199),,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
REMY'S FURNITURE WAREHOUSE LLC,LLC,Active,1337468,2022-03-31,11 KENNY ROBERTS MEMORIAL DRIVE,SUFFIELD,United States,06078,CT,compliance@zenbusiness.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Furniture Stores (442110),442110.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
"KASTRATI & PRUSHI, LLC",LLC,Active,1337469,2021-03-31,1392 HIGH RIDGE ROAD,STAMFORD,United States,06903,CT,PINEHILLNURSERY06903@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Nursery, Garden Center, and Farm Supply Stores (444220)",444220.0,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"CT DENT WORX, LLC",LLC,Active,1337470,2022-03-31,77 ELIZABETH RD,BERLIN,United States,06037,CT,CTDENTREPAIR@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
COOKE'S KIDS LLC,LLC,Dissolved,1337471,2021-03-31,38 BRIARWOOD ROAD,BARKHAMSTED,United States,06063,CT,EYERISHGIRL1976@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:33.7000000,,2021-02-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"SARAH'S SKIN STUDIO, INC.",Stock,Active,1337472,2020-05-25,No information provided,,,,,PLANIOM@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7000000,First report past due,,,,,Failure to file First Report,200.0,,,,,,,,,,,,,,,
"LATINO EXPRESS AND MULTISERVICES, LLC",LLC,Active,1337473,2021-03-31,165 COVE ROAD,STAMFORD,United States,06902,CT,CTLIQUORCONSULTANTS@HOTMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
HEALTH FIT FOR YOU LLC,LLC,Active,1337474,2022-03-31,91 POND HILL RD.,WALLINGFORD,United States,06492,CT,marissafitnesstrainer@gmail.com,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
DZL CONSULTS LLC,LLC,Active,1337476,2022-03-31,52 BROAD BROOK LANE,STAMFORD,United States,06907,CT,compliance@zenbusiness.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
JUMI LLC,LLC,Active,1337478,2021-03-31,10 WYOMING STREET,STRATFORD,United States,06614,CT,IZEALWILSONJR@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
M NAILS SPA INC,Stock,Active,1337479,2022-06-11,140 ALBANY TPKE,CANTON,United States,06019,CT,MNAILSSPA140@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:08:33.7000000,Annual report past due,,,,,,200.0,,,,,,,,,,,,,,,
"68 WILSON, LLC",LLC,Active,1337480,2022-03-31,27 SUZANNE DRIVE,MONSEY,United States,10952,NY,gfemgnt@gmail.com,Domestic,2020-02-25,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),812990.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
"LOON MARINE SERVICE, LLC",LLC,Active,1337482,2022-03-31,28 DUNN HILL RD,TOLLAND,United States,06084,CT,faroutfishing1213@hotmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
JADWIN ASSET MANAGEMENT LLC,LLC,Active,1337483,2022-03-31,45 EAST PUTNAM AVE,GREENWICH,United States,06830,CT,jknox@jadwinam.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
THE FLOWER POT GARDENING SERVICES LLC,LLC,Active,1337484,2022-03-31,152 E. PUTNAM AVE PO 166,GREENWICH,United States,06807,CT,THEFLOWERPOTGARDENING@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:33.7300000,Annual report due,,,,,,,,,,,,,,,,,,,,,
"HONEY BEAVER, LLC",LLC,Active,1337485,2022-03-31,835 STRAITS TURNPIKE SUITE A,MIDDLEBURY,United States,06762,CT,mark.r.jones@ampf.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
PALMIERI PARAMOUNT LLC,LLC,Dissolved,1337486,2021-03-31,889 STRATFIELD ROAD,FAIRFIELD,United States,06825,CT,CJPALMIERI75@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7300000,,2021-01-12T00:00:00.000,,,,,,,,,,,,,,,,,,,,
ATLANTEAN PRODUCTIONS LLC,LLC,Active,1337487,2021-03-31,2 WILLIAM LN,SEYMOUR,United States,06483,CT,TUTTLE_ALEX@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DIRTY BUILDS, LLC",LLC,Active,1337488,2021-03-31,1135 NEW HAVEN AVENUE,MILFORD,United States,06460,CT,DIRTYBUILDS203@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,True,False,False,False,"Motorcycle, Bicycle, and Parts Manufacturing (336991)",336991.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
C.E.O. HOME BUILDERS LLC,LLC,Active,1337489,2022-03-31,167 CHATHAM STREET,NEW HAVEN,United States,06513,CT,CEOHOMEBUILDERS@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
SCHETTA BY TASTEFULLY GRACE LLC,LLC,Active,1337490,2022-03-31,1208 FLANAGAN DR,GLASTONBURY,United States,06033,CT,eric.bianco5@gmail.com,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),722330.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
OK HOME IMPROVEMENT & SERVICES LLC,LLC,Active,1337491,2022-03-31,134 BARTHOLOMEW AV AP 3 S,HARTFORD,United States,06106,CT,duaguiar07@hotmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
F & C MAINTENANCE LLC,LLC,Active,1337492,2021-03-31,200 CUSTER ST 200 CUSTER ST,STAMFORD,United States,06902,CT,DRJENNY28@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
KP ONLINE RETAIL LLC,LLC,Active,1337494,2021-03-31,#198 100 MAIN ST NORTH,SOUTHBURY,United States,06488,CT,KPONLINERETAIL@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"THE YOGA SHOP OF AVON, LLC",LLC,Active,1337495,2021-03-31,300 COUNTRY CLUB ROAD,AVON,United States,06001,CT,INFO@THEYOGASHOP.US,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NIANTIC MASSAGE LLC,LLC,Active,1337497,2022-03-31,8 WEST MAIN STREET SUITE 1-6,NIANTIC,United States,06357,CT,mark@gobrainstormers.com,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
"A SAK BY SALLY, LLC",LLC,Active,1337498,2021-03-31,286 COLUMBIA BLVD,WATERBURY,United States,06710,CT,ASAKBYSALLY@FGMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,"Sewing, Needlework, and Piece Goods Stores (451130)",451130.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TREES R US LLC,LLC,Active,1337499,2021-03-31,42 CORNTASSLE RD,DANBURY,United States,06811,CT,TREESRUS203@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SOUZA WHOLESALE TRAILERS LLC,LLC,Active,1337500,2022-03-31,12 PLAINFIELD RD,CANTERBURY,United States,06331,CT,SOUZATRAILERS@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,True,False,False,"Motorcycle, ATV, and All Other Motor Vehicle Dealers (441228)",441228.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
"MERCHANT DELIVERIES, LLC",LLC,Active,1337501,2022-03-31,"2842 MAIN STREET, SUITE 304",GLASTONBURY,United States,06033,CT,merchantdeliveries@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:34.3100000,,,,,,,,,,,,,,,,,,,,,,
R&M 63DEMING LLC,LLC,Active,1337502,2021-03-31,71 CRESTDALE RD,GLASTONBURY,United States,06033,CT,MAJFEIZ@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:34.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PUGLISI - YOCHER LLC,LLC,Active,1337503,2021-03-31,555 SHERMAN AVENUE,HAMDEN,United States,06514,CT,FJPUGLISICPA@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,True,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:08:34.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
R&M 28ANTON LLC,LLC,Active,1337504,2021-03-31,71 CRESTDALE RD,GLASTONBURY,United States,06033,CT,MAJFEIZ@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:34.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SMALL ENGINE UNLIMITED LLC,LLC,Active,1337505,2022-03-31,85 BLACK ASH RD,OAKDALE,United States,06370,CT,Nickb@smallengineunlimited.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:08:34.3100000,,,,,,,,,,,,,,,,,,,,,,
PEP INTERNATIONAL ENTERPRISES LLC,LLC,Active,1337506,2021-03-31,4 FENWICK PL 2,NORWALK,United States,06855-1912,CT,PEPDRUMS@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:34.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DSB PROPERTY MANAGEMENT, LLC",LLC,Active,1338097,2021-03-31,168 FOREST AVENUE,WATERBURY,,06708,CT,DBPMLLC@ICLOUD.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CENTER AUTO & COLLISION LLC,LLC,Active,1338491,2021-03-31,59 OLD BROADWAY EAST,NORTH HAVEN,,06473,CT,CENTERCOLLISION445@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:08:35.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"OREGON ASSET RECOVERY GROUP, INC. / (OREGON ARG)",Stock,Active,1338495,2022-02-25,4520 SE BELMONT ST #280,PORTLAND,United States,97215,OR,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-02-25,OR,OR,False,False,False,False,False,Collection Agencies (561440),0.0,2021-11-10 00:08:35.0433333,,,2020-02-01,"ASSET RECOVERY GROUP, INC.",United States,,,,,,,,,,,,,,,,,
