name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address,mailing_jurisdiction_3,office_jurisdiction_3
ROBERT CHARLES LESSER & CO,LLC,Active,1334264,2022-03-31,11601 WILSHIRE BLVD SUITE #1650,LOS ANGELES,United States,90025,CA,MARS@MYPARACORP.COM,Domestic,2020-01-27,CA,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:36.8866667,,,,,,,,,,,,,,,,,,,,,,,,,
WOODLAWN PROPERTY DEVELOPMENT LLC,LLC,Active,1334265,2022-03-31,"2389 MAIN STREET, STE 100",GLASTONBURY,United States,06033,CT,info@corporatedirect.com,Domestic,2020-01-27,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:36.8866667,,,,,,,,,,,,,,,,,,,,,,,,,
TALLOW KITCHEN LLC,LLC,Active,1334266,2022-03-31,36 FAIRVIEW AVE,RIDGEFIELD,United States,06877,CT,mlbailey2@gmail.com,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,All Other Publishers (511199),511199.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
MGNYC LLC,LLC,Active,1334267,2022-03-31,10 ELEANOR LANE,NORWALK,United States,06850,CT,GREERFREDERICKS@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
TAILING TAILS LLC,LLC,Active,1334268,2021-03-31,88 MULBERRY STREET,STAMFORD,United States,06907,CT,TAILINGTAILS@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:36.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
VISHVAKARMAN LLC,LLC,Active,1334269,2022-03-31,112 BROWNS ROAD,STORRS,United States,06268,CT,dilbhandari@ymail.com,Domestic,2020-01-27,CT,Connecticut,True,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
SCOUT GROUP LLC,LLC,Active,1334270,2022-03-31,106 Shorefront Park,Norwalk,United States,06854-3753,CT,CTGREGORY@ME.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
CASAS AND DESIGNS LLC,LLC,Active,1334271,2022-03-31,5 SHIELDS LANE,DARIEN,United States,06820,CT,casasanddesigns@gmail.com,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,Home Furnishing Merchant Wholesalers (423220),423220.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
BUDHANILKANTHA LLC,LLC,Active,1334273,2022-03-31,1189 HARTFORD TPK,VERNON,United States,06066,CT,dilbhandari@ymail.com,Domestic,2020-01-27,CT,Connecticut,True,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
WEST UNLIMITED LLC,LLC,Active,1334274,2021-03-31,122 BOULTER RD,WETHERSFIELD,United States,06109-3705,CT,DEVELOKIDS@OUTLOOK.COM,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:36.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
OI INFUSION SERVICES LLC,LLC,Active,1334275,2022-03-31,111 NEW HAMPSHIRE AVENUE SUITE 200,PORTSMOUTH,United States,03801,NH,mcheever@oi-infusion.com,Foreign,2020-01-27,DE,DE,False,False,False,False,False,Office Administrative Services (561110),561110.0,2021-11-10 00:08:36.9033333,,2019-12-01,OI INFUSION SERVICES LLC,United States,"111 NEW HAMPSHIRE AVENUE SUITE 200, PORTSMOUTH, NH, 03801, United States",111 NEW HAMPSHIRE AVENUE SUITE 200,PORTSMOUTH,NH,03801,United States,"111 NEW HAMPSHIRE AVENUE SUITE 200, PORTSMOUTH, NH, 03801, United States",111 NEW HAMPSHIRE AVENUE SUITE 200,PORTSMOUTH,NH,03801,United States,,,,,,,,,
COZY PROPERTY SOLUTIONS LLC,LLC,Dissolved,1334276,2021-03-31,18 WAGON LN,CENTEREACH,United States,11720,NY,EFILE1234@INCFILE.COM,Domestic,2020-01-27,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,2021-03-29T00:00:00.000,,,,,,,
L2 MANAGEMENT CONSULTING LLC,LLC,Active,1334277,2022-03-31,35 LEXINGTON AVE,GREENWICH,United States,06830,CT,DIANA.LAMB@BWC.US.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,,
"FRIENDS OF WHITE DEER ROCK, INC.",Non-Stock,Active,1334278,2021-02-05,15 PARK ROAD,WOODBURY,,06798,CT,,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:08:36.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BOOGIE BROS INC,Stock,Active,1334282,2021-02-18,2163 DURHAM ROAD,MADISON,United States,06443,CT,MIKE@ABAPC.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,5000.0,,,,,,,,
MYHOUSEBUYER.COM LLC,LLC,Active,1334283,2022-03-31,52 PONDSIDE LANE,ROCK HILL,United States,06067,CT,marty@autotechinc.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
THE LOOM LLC,LLC,Active,1334284,2022-03-31,30 STRATFORD ROAD,WEST HARTFORD,United States,06117,CT,hkkvale@gmail.com,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
J&R RENOVATION LLC,LLC,Active,1334285,2021-03-31,31 STUART AVE APT 10,NORWALK,United States,06850,CT,JOSE_MORAN10@OUTLOOK.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"RELEAF HEALTH, INC.",Stock,Active,1334286,2020-04-26,No information provided,,,,,JAMESABENTO@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Testing Laboratories (541380),541380.0,2021-11-10 00:08:36.9333333,First report past due,,,,,,,,,,,,,,,,1500.0,,Failure to file First Report,,,,,,
JOEY DOG'S LLC,LLC,Active,1334287,2022-03-31,37 THRALL RD,VERNON,United States,06066,CT,joseph.mendonca@att.net,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
DD TECH CORPORATION,Stock,Active,1334289,2022-03-29,33 WOODBURY DR,DANBURY,United States,06811,CT,HITENNBHAVSAR@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",518210.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,1000.0,,,,,,,,
"THE BEST COMPANY, LLC",LLC,Active,1334290,2021-03-31,1744 DIXWELL AVE BOX 4482,HAMDEN,United States,06514,CT,TERRICOX44@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
NUTRITION SHACK LLC,LLC,Active,1334291,2021-03-31,5 UCAR ST,SUFFIELD,United States,06078,CT,NUTRITIONSHACK2020@YAHOO.COM,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BRAIDED LLC,LLC,Active,1334292,2021-03-31,360 BLOOMFIELD AVE SUITE 301,WINDSOR,United States,06095,CT,CEO@TIERRAELIZABETHBRAND.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"37 BURBAN DRIVE ASSOCIATES, LLC",LLC,Active,1334293,2021-03-31,66 KINGS HIGHWAY,NORTH HAVEN,United States,06473,CT,JOSEPHIAMUNNO@YAHOO.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"41 BURBAN DRIVE ASSOCIATES, LLC",LLC,Active,1334294,2021-03-31,301 NORTH HIGH STREET UNIT A,EAST HAVEN,United States,06512,CT,LAMATO@PPMGROUPLLC.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"KROKUS, LLC",LLC,Active,1334295,2022-03-31,269 BROAD STREET,NEW BRITAIN,United States,06053,CT,REJNINCPA@YAHOO.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
47 BOND STREET LLC,LLC,Active,1334297,2021-03-31,480 MYRTLE STREET,NEW BRITAIN,United States,06053,CT,SHOLOM.LAINE@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
FACETITLE LLC,LLC,Active,1334298,2022-03-31,6 OLD MAILCOACH RD.,REDDING,United States,06896,CT,joanne@facetitle.com,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
ARAUJO PAINTING SERVICES LLC,LLC,Active,1334300,2021-03-31,10 JACKSON AVE,BRIDGEPORT,United States,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ANNAVOEG LLC,LLC,Active,1334301,2021-03-31,309 SUBURBAN AVE,FAIRFIELD,United States,06825,CT,SMOURA@ATLANTISTAXLLC.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:36.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"NORTH EAST OFFSHORE, LLC",LLC,Active,1334302,2022-03-31,"C/O ORSTED NORTH AMERICA INC. 399 BOYLSTON STREET, 12TH FLOOR",BOSTON,United States,02116,MA,mpottle@pierceatwood.com,Foreign,2020-01-27,DE,DE,False,False,False,False,False,Wind Electric Power Generation (221115),221115.0,2021-11-10 00:08:36.9800000,,2020-01-28,"NORTH EAST OFFSHORE, LLC",United States,"C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD, SUITE 201, DOVER, DE, 19904, United States","C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD, SUITE 201",DOVER,DE,19904,United States,"C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD, SUITE 201, DOVER, DE, 19904, United States","C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD, SUITE 201",DOVER,DE,19904,United States,,,,,,,,,
LA MARGARITA INC.,Stock,Active,1334303,2022-08-30,1076 E Main St,Bridgeport,United States,06608-1617,CT,etax8104@yahoo.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,200.0,,,,,2021-08-30,,,
BRYAN MORRIS AND ASSOCIATES LLC,LLC,Active,1334305,2022-03-31,"COMPASS 320 POST ROAD, SUITE 180",DARIEN,United States,06820,CT,ddaigle@goldmangruderwoods.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
YOURS & MINE CONSIGNMENT LLC,LLC,Active,1334306,2021-03-31,461 NORTH MAIN ST,SOUTHINGTON,,06489,CT,YOURSNMINE@YAHOO.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ENTRELAZADO, LLC",LLC,Active,1334308,2022-03-31,90 MOUNT ARCHER ROAD,LYME,United States,06371,CT,susanballek@gmail.com,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
"HEARTH & HOME RENTALS, LLC",LLC,Active,1334309,2021-03-31,3 SHELBOURNE CT,GOSHEN,United States,06756,CT,LINDA.MAROIS38@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ECHEVERRIA ECUESTRE, LLC",LLC,Active,1334310,2022-03-31,90 MOUNT ARCHER ROAD,LYME,United States,06371,CT,imanolecheverria@gmail.com,Domestic,2020-01-27,CT,Connecticut,False,False,True,False,False,Horses and Other Equine Production (112920),,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
HBRENOVATE LLC,LLC,Active,1334311,2022-03-31,36 BINGHAM ST,NEW BRITAIN,United States,06051,CT,hberrezueta@gmail.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
"4 OVER INTERNATIONAL, LLC",LLC,Active,1334312,2021-03-31,5900 SAN FERNANDO RD.,GLENDALE,United States,91202-2765,CA,LEGAL@4OVER.COM,Foreign,2020-01-27,CA,CA,False,False,False,False,False,Commercial Printing (except Screen and Books) (323111),323111.0,2021-11-10 00:08:36.9800000,Annual report past due,2020-02-01,"4 OVER INTERNATIONAL, LLC",United States,"5900 SAN FERNANDO RD., GLENDALE, CA, 91202-2765, United States",5900 SAN FERNANDO RD.,GLENDALE,CA,91202-2765,United States,"5900 SAN FERNANDO RD., GLENDALE, CA, 91202-2765, United States",5900 SAN FERNANDO RD.,GLENDALE,CA,91202-2765,United States,,,,,,,,,
"MY BEAUTY STYLES, LLC",LLC,Active,1334313,2021-03-31,520 WEST AVE,NORWALK,United States,06850,CT,JESUS0914@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:36.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ONENESS LLC,LLC,Active,1334314,2022-03-31,54 STONY MILL LANE,EAST BERLIN,United States,06023,CT,oneness.housemusic@gmail.com,Domestic,2020-01-27,CT,Connecticut,True,True,True,False,False,Musical Groups and Artists (711130),,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
VISIONS AND FUTURE LLC,LLC,Active,1334315,2022-03-31,7 WEST STREET,WALLINGFORD,United States,06492,CT,EMUGOH@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
4 MAPLEGROVE AVENUE LLC,LLC,Active,1334316,2022-03-31,3 SHELDRAKE ROAD,GREENWICH,United States,06830,CT,COCCOCT@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.9800000,,,,,,,,,,,,,,,,,,,,,,,,,
"ENGAGE 2020, CORP.",Non-Stock,Active,1334317,2020-04-26,No information provided,,,,,NANCY@ACCOUNTINGSOLUTIONS1.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Human Rights Organizations (813311),813311.0,2021-11-10 00:08:37.5600000,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
THREE BROTHERS CONSTRUCTION LLC,LLC,Active,1334318,2022-03-31,751 LINDLEY ST,BRIDGEPORT,United States,06604,CT,majutax@outlook.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:37.5600000,,,,,,,,,,,,,,,,,,,,,,,,,
J R TAX PREPARER LLC,LLC,Active,1334319,2022-03-31,25 OVERTON AVE,WATERBURY,United States,06705,CT,JRTAXPREPARER@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:08:37.5600000,,,,,,,,,,,,,,,,,,,,,,,,,
BOSTON VARIETY LLC,LLC,Active,1334403,2021-03-31,790 BOSTON AVENUE,BRIDGEPORT,,06610,CT,SHORTYSVARIETY790@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MULTI-FREIGHT TRUCKING INC,Stock,Active,1334409,2021-01-27,20 SMITH STREET,ANSONIA,,06401,CT,emanny1018@gmail.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,10000.0,,,,,,,,
"LASUSA LAGACE, LLC",LLC,Active,1334419,2021-03-31,227 LITTLE CITY ROAD,HIGGANUM,,06441,CT,LASUSALGACE@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"223 HIGGANUM ROAD, LLC",LLC,Dissolved,1334423,2021-03-31,565 SAYBROOK ROAD,HADDAM,,06438,CT,JOERAGOZZINO@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.3400000,,,,,,,,,,,,,,,,,,2021-03-04T00:00:00.000,,,,,,,
WOUNDED VETERANS PROJECT INC.,Non-Stock,Active,1334442,2020-04-26,No information provided,,,,,JMPOLAND@COMCAST.NET,Domestic,2020-01-27,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:38.3866667,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
"TONY PAWLIK CONSULTING, LLC",LLC,Active,1334592,2021-03-31,106 NUTMEG DR,SOMERS,,06071,CT,TONY.PAWLIK@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"NO WORRIES NO PROBLEMS, LLC",LLC,Active,1334593,2022-03-31,1135 MAIN STREET,STRATFORD,United States,06615,CT,joe.noworriesnoproblems@gmail.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
LKZ PROPERTIES LLC,LLC,Active,1334597,2022-03-31,12 BELLAIRE DRIVE,OLD SAYBROOK,United States,06475,CT,scalisej@comcast.net,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
ZIGGYS HOLDINGS LLC,LLC,Active,1334598,2021-03-31,12 BELLAIRE DRIVE,OLD SAYBROOK,,06475-2704,CT,,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"FINANCING RESULTS, LLC",LLC,Active,1334601,2022-03-31,123 SALEM ROAD,COLCHESTER,United States,06415,CT,john@financingresults.llc,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,Software Publishers (511210),,2021-11-10 00:08:36.9333333,,,,,,,,,,,,,,,,,,,,,,,,,
"KEVIN M. EHRINGER ENTERPRISES, INC.",Stock,Active,1334613,2022-01-27,1881 VALLEY VIEW LANE,DALLAS,United States,75234,TX,jwilliams@lhcpafirm.com,Foreign,2020-01-27,TX,TX,False,False,False,False,False,Fiber Optic Cable Manufacturing (335921),,2021-11-10 00:08:36.9800000,,2019-09-01,"KEVIN M. EHRINGER ENTERPRISES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
BLACK CAT LAUNDROMAT LLC,LLC,Active,1334626,2021-03-31,207 COLUMBUS AVE,MERIDEN,,06451,CT,BMARCUCCI18@HOTMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SOJ LLC,LLC,Active,1334630,2022-03-31,38 EAST ST  UNIT A,PLAINVILLE,United States,06062,CT,Sickofjim@gmail.com,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,2021-11-10 00:08:37.5600000,,,,,,,,,,,,,,,,,,,,,,,,,
"SPARTAN SURFACES, INC.",Stock,Withdrawn,1334638,2022-01-27,10 S. HAYS STREET,BEL AIR,United States,21014,MD,accounting@spartansurfaces.com,Foreign,2020-01-27,PA,PA,False,False,False,False,False,Home Furnishing Merchant Wholesalers (423220),,2021-11-10 00:08:37.5600000,,2013-03-18,"SPARTAN SURFACES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
"LOVE OF LITERATURE, INC",Non-Stock,Active,1334648,2020-04-26,No information provided,,,,,,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6066667,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
FUTURE ENERGY SOLUTIONS CONTRACTS NO. 1 LLP,LLP,Active,1334656,2021-01-27,5400 NW 35 AVENUE,FORT LAUDERDALE,,33309,FL,,Foreign,2020-01-27,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:37.6066667,Annual report past due,2019-12-15,FUTURE ENERGY SOLUTIONS CONTRACTS NO. 1 LLLP,,,,,,,,,,,,,,,,,,,,,,
"LITCHFIELD HILLS ADULT DAY CENTER, INC.",Non-Stock,Active,1334659,2021-01-27,"LITCHFIELD HILLS ADULT DAY CENTER, INC. 407 BANTAM RD",LITCHFIELD,,06759,CT,LITCHFIELDHILLSADC@GMAIL.COM,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"RICO'S MOBILE WELDING, LLC",LLC,Active,1334717,2021-03-31,53 GRAVELINE AVENUE,MERIDEN,,06451,CT,,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"PLANET NEW CANAAN, INC.",Non-Stock,Active,1334718,2020-04-26,No information provided,,,,,,Domestic,2020-01-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.2933333,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
GWL WINDSOR LAND LLC,LLC,Active,1334727,2022-03-31,60 HEMPSTEAD AVE. SUITE 718,WEST HEMPSTEAD,United States,11552,NY,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-01-27,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:38.3400000,,2020-01-01,GWL WINDSOR LAND LLC,United States,,,,,,,,,,,,,,,,,,,,,
THE HASTING GROUP LLC,LLC,Active,1334734,2022-03-31,7 MANOR DRIVE,HAMPTON,United States,08827,NJ,Compliancemail@cscinfo.com,Foreign,2020-01-27,NJ,NJ,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:08:38.3400000,,2019-01-01,THE HASTING GROUP LLC,United States,,,,,,,,,,,,,,,,,,,,,
"TOTTLY NEW SERVICES CORP I, LLC",LLC,Active,1334738,2022-03-31,310 BROADWAY,HAMDEN,United States,06518,CT,NSTARNAULD@YAHOO.COM,Domestic,2020-01-27,CT,Connecticut,True,True,False,False,False,Other Individual and Family Services (624190),,2021-11-10 00:08:38.3400000,,,,,,,,,,,,,,,,,,,,,,,,,
"DESCARTES LABS, INC.",Stock,Active,1334792,2022-01-27,1704 B LLANO ST NO. 403,SANTA FE,United States,87505,NM,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-01-27,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),,2021-11-10 00:08:38.8866667,,2020-01-27,"DESCARTES LABS, INC.",United States,,,,,,,,,,,,,,,,,,,,,
"HEALTHINSURANCE.COM, LLC",LLC,Active,1334835,2022-03-31,3450 BUSCHWOOD PARK DRIVE  3450 BUSCHWOOD PARK DRIVE,TAMPA,United States,33618,FL,razcarraga@bfyt.com,Foreign,2020-01-27,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),,2021-11-10 00:08:39.4800000,,2020-01-23,"HEALTHINSURANCE.COM, LLC",United States,"3450 BUSCHWOOD PARK DRIVE, TAMPA, FL, 33618, United States",3450 BUSCHWOOD PARK DRIVE,TAMPA,FL,33618,United States,"3450 BUSCHWOOD PARK DRIVE, TAMPA, FL, 33618, United States",3450 BUSCHWOOD PARK DRIVE,TAMPA,FL,33618,United States,,,,,,,,,
