name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address
"BOWHEAD SPECIALTY UNDERWRITERS, INC.",Stock,Active,,1360946,2022-09-30,"667 MADISON AVENUE, 5TH FLOOR",NEW YORK,United States,10065,NY,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-09-30,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:12:45.2600000,2020-11-01,"BOWHEAD SPECIALTY UNDERWRITERS, INC.",United States,,,,,,,,,,,,,,,,,,,
"BETTERHEALTH: A PLANNED PARENTHOOD PARTNERSHIP, INC.",Non-Stock,Active,Annual report past due,1360947,2021-09-30,1144 LOCUST STREET,PHILADELPHIA,United States,19107,PA,LINDA.BUSTILLOS@BETTERHEALTHPP.ORG,Foreign,2020-09-30,PA,PA,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",518210.0,2021-11-10 00:12:45.2600000,2020-10-01,"BETTERHEALTH: A PLANNED PARENTHOOD PARTNERSHIP, INC.",United States,,,,,,,,,,,,,,,,,,,
WATERMAN PROPERTIES LLC,LLC,Active,Annual report past due,1360948,2021-03-31,17 SPRUCE STREET APT. 8,MANCHESTER,United States,06040,CT,NICKSSUMM2016@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
APPLEGREEN USA CENTRAL SERVICES LLC,LLC,Active,,1360952,2022-03-31,279 CEDARCREST DRIVE,LEXINGTON,United States,29072,SC,Joe.Micali@Applegreen.ie,Foreign,2020-09-30,DE,DE,False,False,False,False,False,Payroll Services (541214),541214.0,2021-11-10 00:12:45.2600000,2020-09-30,APPLEGREEN USA CENTRAL SERVICES LLC,United States,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,
59 MONTOWESE LLC,LLC,Active,Annual report past due,1360953,2021-03-31,29 COLUMBUS STREET,EAST HAVEN,United States,06512,CT,JTRACEYRE@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
LUMA PROPERTY MANAGEMENT LLC,LLC,Active,Annual report past due,1360955,2021-03-31,15 SAXONY DR,TRUMBULL,United States,06611,CT,SANDRA@ATLANTISTAXLLC.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
SAVE MORE MINI MART LLC,LLC,Active,Annual report past due,1360956,2021-03-31,1260 MAIN ST,EAST HARTFORD,United States,06108,CT,NNASHER@OUTLOOK.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
ROBERTO TILE LLC,LLC,Active,Annual report past due,1360958,2021-03-31,28 EUCLID AVE,STAMFORD,United States,06902,CT,ROBERTOTILE1978@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),238340.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
"124 CHARLES, LLC",LLC,Active,Annual report past due,1360960,2021-03-31,85 COLLEGE DRIVE,EAST HARTFORD,United States,06108,CT,JOHN.T.FORREST1@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
PEREIRA GENERAL SERVICES LLC,LLC,Active,Annual report past due,1360961,2021-03-31,4 TOWER PL. APT 2  4 TOWER PL. APT 2,DANBURY,United States,06810,CT,PEREIRAGENERALSERVICES@GMAIL.CO,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
E.F.C. ENTERPRISE LLC,LLC,Active,,1360963,2022-03-31,181 TORRINGFORD ST,WINSTED,United States,06098,CT,eddiec745@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),,2021-11-10 00:12:45.8533333,,,,,,,,,,,,,,,,,,,,,,
DIVAS BEAUTY SALON & NAILS LLC,LLC,Dissolved,,1360964,2022-03-31,280 CONNECTICUT  AVE,NORWALK,United States,06854,CT,integrallc18@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:45.8533333,,,,,,,,,,,,,,,,,2021-04-07T00:00:00.000,,,,,
SIMPLICITY BY JACLYN LLC,LLC,Active,,1360965,2022-03-31,96 GILLIES LANE,NORWALK,United States,06854,CT,hoeyjaclyn@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
SPACE GRAY LLC,LLC,Active,No Agent,1360966,2022-03-31,61 BEAVER BROOK RD.,DANBURY,United States,06810,CT,SpaceGrayLLC@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,2021-05-24T00:00:00.000,Failure to appoint or maintain an agent for service,,,,
EXCEL DRAIN REHABILITATION LLC,LLC,Active,Annual report past due,1360967,2021-03-31,88 BAKER RD.,THOMPSON,United States,06277,CT,DREW.LANGLEY123@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Water and Sewer Line and Related Structures Construction (237110),237110.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
THE CONCENTRATION FUND LLC,LLC,Dissolved,,1360968,2022-03-31,28 OWENOKE PARK,WESTPORT,United States,06880,CT,nr06880@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,2021-10-12T00:00:00.000,,,,,
SOMF INDUSTRIES LLC,LLC,Active,Annual report past due,1360970,2021-03-31,"100 WINTHROP ST, FLOOR 2",NEW BRITAIN,United States,06052,CT,SOMFINDUSTRIES@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
FURCHTGOTT INDUSTRIES LLC,LLC,Active,Annual report past due,1360971,2021-03-31,2705 DANIEL RD.,CHEVY CHASE,United States,20815,MD,RFURCHTGOTT@GMAIL.COM,Domestic,2020-09-30,MD,Connecticut,False,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",541614.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
THEE NAILTIQUE ROOM LLC,LLC,Active,Annual report past due,1360972,2021-03-31,"1492 NORTH AVE., APT. 112",BRIDGEPORT,United States,06604,CT,ZAINARODRIGUEZ94@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
"R.H. RESTORATION, LLC",LLC,Active,Annual report past due,1360973,2021-03-31,419 MADISON RD,DURHAM,United States,06422,CT,SANTIAGOPAULO1979@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Remediation Services (562910),562910.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
E THE BARBER LLC,LLC,Active,,1360974,2022-03-31,19 TERRACE DR.,VERNON,United States,06066,CT,khainlili100@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
DUSTY DUDE WOODWORKS LLC,LLC,Active,,1360975,2022-03-31,139 CENTER STREET BUILDING 30 UNIT 4,BRISTOL,United States,06010,CT,DUSTYDUDEWOODWORKS@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Wood Product Manufacturing (321999),333243.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
ETUKA ENTERPRISE LLC,LLC,Active,Annual report past due,1360976,2021-03-31,18 DENISON ST,HARTFORD,United States,06105,CT,ANETO.ETUKA@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
PSII LLC,LLC,Active,,1360977,2022-03-31,21 FARM MEADOW RD,NEWTOWN,United States,06470,CT,jn9292@yahoo.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
ELVT ALLIANCE LLC,LLC,Dissolved,,1360978,2022-03-31,680 E MAIN STREET UNIT #1153,STAMFORD,United States,06901,CT,hello@elvtalliance.com,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,2021-10-31T00:00:00.000,,,,,
BREW ME LLC,LLC,Active,Annual report past due,1360979,2021-03-31,183 STEELE RD,NEW HARTFORD,United States,06057,CT,BREWMECO@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
BY BRUJA LLC,LLC,Active,Annual report past due,1360980,2021-03-31,"842 1ST AVE, APT 22",WEST HAVEN,United States,06156,CT,NATELAND1234@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
"THE REALISTIC WELLNESS COACH, LLC",LLC,Active,,1360981,2022-03-31,230 SOUTH PARK STREET 2ND FLOOR,WILLIMANTIC,United States,06226,CT,therealisticwellnesscoach@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,
BACK TO THE GARDEN L.L.C.,LLC,Active,,1360982,2022-03-31,317 WEST AVE #113197,STAMFORD,United States,06911,CT,josefinabanks@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Pet and Pet Supplies Stores (453910),453910.0,2021-11-10 00:12:46.5100000,,,,,,,,,,,,,,,,,,,,,,
KELLY FIT LLC,LLC,Active,Annual report past due,1360983,2021-03-31,86 ALLIKAT WAY,EAST HAVEN,United States,06513,CT,MICHAEL@LUZZILAW.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:12:46.5100000,,,,,,,,,,,,,,,,,,,,,,
ATS ACCOUNTING AND TAX SERVICES LLC,LLC,Active,Annual report past due,1360984,2021-03-31,71 EAST AVE STE K,NORWALK,United States,06851,CT,KARINAEVANNS@ICLOUD.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:12:46.5100000,,,,,,,,,,,,,,,,,,,,,,
DU-GROW LLC,LLC,Active,Annual report past due,1360986,2021-03-31,191 CANFIELD AVE,BRIDGEPORT,United States,06605,CT,DUGROW@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:46.5100000,,,,,,,,,,,,,,,,,,,,,,
QUARTUCCIO CREATIVE LLC,LLC,Active,,1360987,2022-03-31,32 N PLAINS INDUSTRIAL RD,WALLINGFORD,United States,06492,CT,kelseyquartuccio@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,"Photography Studios, Portrait (541921)",541921.0,2021-11-10 00:12:46.5100000,,,,,,,,,,,,,,,,,,,,,,
"511 JESSICA STREET, LLC",LLC,Active,Annual report past due,1360988,2021-03-31,511 JESSICA STREET SOUTH,NOKOMIS,,34275,FL,DEACUTISJOHN@YAHOO.COM,Domestic,2020-09-30,FL,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:46.5100000,,,,,,,,,,,,,,,,,,,,,,
REPAIR WORLD LLC,LLC,Active,Annual report past due,1360989,2021-03-31,62 RUFUF STREET EXT.,ANSONIA,United States,06401,CT,REPAIRWORLDLLC@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Consumer Electronics Repair and Maintenance (811211),811211.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
DYNAMIC DESIGN LLC,LLC,Active,,1360990,2022-03-31,46 BUSHY HILL RD,IVORYTON,United States,06442,CT,ddumaine1@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
TAVARES CLEANING SERVICES LLC,LLC,Active,Annual report past due,1360991,2021-03-31,699 FAIRVIEW AVE APT 01,BRIDGEPORT,United States,06606,CT,TAVARESCLEANINGSERVICESLLC@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
GOOD ROOTS LLC,LLC,Dissolved,,1360992,2021-03-31,7365 MAIN STREET #227,STRATFORD,United States,06614,CT,GOODROOTSFOODCOMPANY@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Commercial Bakeries (311812),311812.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,2021-03-01T00:00:00.000,,,,,
A1 VIP BARBERSHOP LLC,LLC,Active,Annual report past due,1360995,2021-03-31,1035 BOSTON POST ROAD,WEST HAVEN,United States,06516,CT,A1VIPBARBERSHOP@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
"655 CAPITOL AVENUE, LLC",LLC,Active,Annual report past due,1360996,2021-03-31,511 JESSICA STREET SOUTH,NOKOMIS,,06606,FL,DEACUTISJOHN@YAHOO.COM,Domestic,2020-09-30,FL,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
"340 PRISCILLA STREET, LLC",LLC,Active,Annual report past due,1360997,2021-03-31,340 PRISCILLA STREET,BRIDGEPORT,,06610,CT,DEACUTISJOHN@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
"TEMPLE MOB, LLC",LLC,Active,,1360998,2022-03-31,"C/O WINSTANLEY ENTERPRISES LLC 150 BAKER AVENUE EXTENSION, SUITE 303",CONCORD,United States,01742,MA,mcunha@winent.com,Foreign,2020-09-30,DE,DE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:46.5266667,2020-10-01,"TEMPLE MOB, LLC",United States,,"850 NEW BURTON ROAD SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD SUITE 201,DOVER,DE,19904,United States,"850 NEW BURTON ROAD SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD SUITE 201,DOVER,DE,19904,United States,,,,,,
"HOISL CONSULTING, LLC",LLC,Active,,1361000,2022-03-31,97 MEADOWBROOK ROAD,WEST HARTFORD,United States,06107,CT,thoisl@hoislconsulting.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Offices of Certified Public Accountants (541211),,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
"JAY R. SLAVSKY, LLC",LLC,Active,,1361003,2022-03-31,"47914 HALYARD DRIVE, SUITE 200",PLYMOUTH,United States,48170,MI,complianceteam@cogencyglobal.com,Foreign,2020-09-30,MI,MI,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:35.5566667,2020-10-01,"JAY R. SLAVSKY, LLC",United States,,"47914 HALYARD DRIVE, SUITE 200, PLYMOUTH, MI, 48170,","47914 HALYARD DRIVE, SUITE 200",PLYMOUTH,MI,48170,,"47914 HALYARD DRIVE, SUITE 200, PLYMOUTH, MI, 48170, United States","47914 HALYARD DRIVE, SUITE 200",PLYMOUTH,MI,48170,United States,,,,,,
"GONE THRIFTING, LLC",LLC,Active,Annual report past due,1361007,2021-03-31,26 WELTON STREET,MILFORD,United States,06460,CT,JESSEDACOST1@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
MILLS REALTY LLC,LLC,Active,,1361008,2022-03-31,C/O CUMMINGS & LOCKWOOD LLC SIX LANDMARK SQUARE,STAMFORD,United States,06901,CT,jmills@cl-law.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
"COLEMAN FARM SUBDIVISION HOMEOWNER'S ASSOCIATION, INC.",Non-Stock,Active,,1361011,2022-10-08,31 WALLINGFORD ROAD,CHESHIRE,United States,06410,CT,PHIL@PINNLANDDEVELOPMENT.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
LIGHT BANK & STATUTORY TRUST,Statutory Trust,Active,,1361015,2021-09-30,444 S 900 E STE #507,SALT LAKE CITY,,84102,UT,,Domestic,2020-09-30,UT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
THE CAKE FAIRY LLC,LLC,Active,Annual report past due,1361037,2021-03-31,44 SQUIRE ST.,NEW LONDON,,06320,CT,,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:37.0100000,,,,,,,,,,,,,,,,,,,,,,
"NHST GLOBAL USA, INC.",Stock,Active,Annual report past due,1361045,2021-10-02,1010 WASHINGTON BLVD 2ND FL,STAMFORD,,06901,CT,EIVIND.WOLD@NHST.NO,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Newspaper Publishers (511110),511110.0,2021-11-10 00:12:37.0100000,,,,1000.0,,,,,,,,,,,,,,,,,,
"NHST HOLDING USA, INC.",Stock,Active,Annual report past due,1361046,2021-10-02,1010 WASHINGTON BLVD 2ND FL,STAMFORD,,06901,CT,ELVIND.WOLD@NHST.NO,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Newspaper Publishers (511110),511110.0,2021-11-10 00:12:37.0100000,,,,1000.0,,,,,,,,,,,,,,,,,,
BREEZY'S FREIGHT MOVEMENT LLC,LLC,Active,,1361047,2022-03-31,496 COW HILL RD APT 4,MYSTIC,United States,06355,CT,ITSABREEZY2@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,True,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",,2021-11-10 00:12:37.0100000,,,,,,,,,,,,,,,,,,,,,,
BELA LLC,LLC,Active,Annual report past due,1361131,2021-03-31,407 SHORE DR,CAPE MAY,United States,08204,NJ,TYLERFRIELING@GMAIL.COM,Domestic,2020-09-30,NJ,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.9933333,,,,,,,,,,,,,,,,,,,,,,
ROJA LLC,LLC,Active,,1361132,2022-03-31,4775 COLLINS AVE ? UNIT 2504,MIAMI BEACH,United States,33140,FL,robbie490@aol.com,Domestic,2020-09-30,FL,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:12:40.9933333,,,,,,,,,,,,,,,,,,,,,,
SOLITUDE LLC,LLC,Active,Annual report past due,1361141,2021-03-31,2 SAMSON ROCK DR #1E,MADISON,United States,06443,CT,BERNADINE@PURESOLITUDE.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
RINNAI AMERICA CORPORATION,Stock,Active,,1361188,2022-09-30,103 INTERNATIONAL DRIVE,PEACHTREE CITY,United States,30269,GA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-09-30,NV,NV,False,False,False,False,False,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers (423720),,2021-11-10 00:12:43.3366667,2020-09-30,RINNAI AMERICA CORPORATION,,,,,,,,,,,,,,,,,,,,
FIVE STAR ENTERPRISE LLC,LLC,Active,Annual report past due,1361194,2021-03-31,1290 HIGHLAND AVE,WATERBURY,United States,06708,CT,FIVESTARENTERPRISELLC2020@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),423110.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
BATTERY DELIVERY CORP.,Stock,Active,,1361199,2022-09-30,1333 A NORTH AVE. #747,NEW ROCHELLE,United States,10804,NY,ALONZO.RAPISARDA@GMAIL.COM,Foreign,2020-09-30,NY,NY,False,False,False,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:43.3366667,2020-09-30,BATTERY DELIVERY CORP.,United States,,,,,,,,,,,,,,,,,,,
O & N PROPERTIES LLC,LLC,Active,Annual report past due,1361242,2021-03-31,898 WORTHY STREET,WINDSOR,United States,06095,CT,TRUCK-41@COMCAST.NET,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,
G&C CONSTRUCTION & LANDSCAPING LLC,LLC,Active,Annual report past due,1361279,2021-03-31,67 LEDYARD STREET,NEW LONDON,United States,06320,CT,CELSOTARAX1@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,
MT TRUCKING LLC,LLC,Active,,1361293,2022-03-31,1800 PARK AVE,BRIDGEPORT,United States,06604,CT,mttrucking89@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,
BB MULTI PURPOSE SERVICES LLC,LLC,Active,Annual report past due,1361392,2021-03-31,226 MATIANUCK AVE,WINDSOR,,06095,CT,MULTIPURPOSESERVICESUSA@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
INTEGRIS GROUP INCORPORATED,Non-Stock,Active,Annual report past due,1354156,2022-05-21,80 GLASTONBURY BLVD,GLASTONBURY,,06033,CT,,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:12:45.8866667,,,,,,,,,,,,,,,,,,,,,,
INTEGRIS FINANCIAL SERVICES INCORPORATED,Stock,Active,Annual report past due,1354157,2022-05-21,80 GLASTONBURY BLVD,GLASTONBURY,,06033,CT,,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:12:45.8866667,,,,20000.0,,,,,,,,,,,,,,,,,,
MJHMJR LLC,LLC,Dissolved,,1360969,2021-03-31,3 SALEM STRAITS,DARIEN,United States,06820,CT,MJRIZZO3@HOTMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Private Households (814110),814110.0,2021-11-10 00:10:38.2466667,,,,,,,,,,,,,,,,,2020-10-05T00:00:00.000,,,,,
"BELLCARE COMPANIONS AND HOMECARE, LLC",LLC,Dissolved,,1360935,2021-03-31,158 ORCHARD HILL DRIVE,SOUTH WINDSOR,United States,06074,CT,BELLCAREHOMECARE@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Services for the Elderly and Persons with Disabilities (624120),,2021-11-10 00:06:16.5166667,,,,,,,,,,,,,,,,,2020-11-09T00:00:00.000,,,,,
CHINA GARDEN LIN INC,Stock,Dissolved,,1360962,2020-12-29,No information provided,,,,,LUIREALTY@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),,2021-11-10 00:04:14.9033333,,,,100.0,,,,,,,,,,,,,2020-10-21T00:00:00.000,,,,,
16 CLEAR BROOK LLC,LLC,Dissolved,,1360921,2021-03-31,16 CLEAR BROOK,FARMINGTON,United States,06032,CT,MARK@LEGOWSKILTD.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:04:10.9000000,,,,,,,,,,,,,,,,,2020-10-21T00:00:00.000,,,,,
