name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,billing_unit,reason_for_administrative,category_survey_email_address
711 MX TRAINING LLC,LLC,Active,1384229,2022-03-31,39 HOLBROOK ST.,ANSONIA,United States,06401,CT,711MXTRAINING@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:26.0100000,,,,,,,,,,,,,,,,,,,,,,
BEHAVIORAL HEALTH PROFESSIONAL SERVICES LLC,LLC,Active,1384232,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:07.5400000,,,,,,,,,,,,,,,,,,,,,,
ALL STATE JUNK AND SCRAP REMOVAL L.L.C.,LLC,Active,1384231,2022-03-31,117 LONGHILL RD.,ANDOVER,United States,06232,CT,DAN.MCDONALD3@ICLOUD.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:11.5433333,,,,,,,,,,,,,,,,,,,,,,
SHARP CLEANING CT LLC,LLC,Active,1384149,2022-03-31,700 HIGH STREET EXTENSION APT C,THOMASTON,United States,06787,CT,RAQUELBRUS@ICLOUD.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Janitorial Services (561720),2021-11-10 00:04:12.9500000,,,,,,,,,,,,,,,,,,,,,,
ARC STRATEGY LLC,LLC,Active,1383818,2022-03-31,10 RED HORSE HILL,SHARON,United States,06069,CT,PETER@ARCSTRATEGY.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),2021-11-10 00:04:09.5266667,,,,,,,,,,,,,,,,,,,,,,
"LANDAETA BAKERY, LLC",LLC,Active,1384283,2022-03-31,463 MAIN STREET,RIDGEFIELD,United States,06877,CT,THECAFEBAKER@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:04:11.5100000,,,,,,,,,,,,,,,,,,,,,,
ADORNED BY ASH LLC,LLC,Active,1384338,2022-03-31,101 CHANDLER STREET,HARTFORD,United States,06106,CT,INFO@ADORNBYASH.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Women's Clothing Stores (448120),2021-11-10 00:04:17.0133333,,,,,,,,,,,,,,,,,,,,,,
HOLISTIC ATHLETICS LLC,LLC,Active,1384210,2022-03-31,45 SEYMOUR RD.,TERRYVILLE,United States,06786,CT,MCADOORYAN3@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:03.9933333,,,,,,,,,,,,,,,,,,,,,,
RESOLUTE 457 LLC,LLC,Active,1384087,2022-03-31,"1 N. WATER STREET, STE. 100",NORWALK,United States,06854,CT,STACI@SPINREP.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Business Associations (813910),2021-11-10 00:04:12.8866667,,,,,,,,,,,,,,,,,,,,,,
"IRON SERF, LLC",LLC,Active,1384146,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:06.2600000,,,,,,,,,,,,,,,,,,,,,,
VALENTIN KARATE III LLC,LLC,Active,1384145,2022-03-31,158 MILL STREET,BERLIN,United States,06037,CT,VKBERLIN89@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:05.5266667,,,,,,,,,,,,,,,,,,,,,,
33 PROSPECT GLP LLC,LLC,Active,1384147,2022-03-31,30 WASHINGTON ST.,MYSTIC,United States,06355,CT,KRVARISCO@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:12.2133333,,,,,,,,,,,,,,,,,,,,,,
BELLA VIDA WAX SALON LLC,LLC,Active,1384089,2022-03-31,64 MANSFIELD AVE,WATERBURY,United States,06705,CT,AMANDAH@BELLAVIDAWAXSALON.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:04:04.6966667,,,,,,,,,,,,,,,,,,,,,,
SOUND CHIMNEY SERVICES AND MASONRY LLC.,LLC,Active,1383880,2022-03-31,244 MOXLEY RD,UNCASVILLE,United States,06382,CT,SAMCLARK1994@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2021-11-10 00:04:09.5266667,,,,,,,,,,,,,,,,,,,,,,
BOUNDLESS VIBES LLC,LLC,Active,1384238,2022-03-31,49 SKY VIEW DR.,WEST HARTFORD,United States,06117,CT,ADMIN@BOUNDLESSVIBES.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:08.9166667,,,,,,,,,,,,,,,,,,,,,,
"CRYPTOBASE, LLC",LLC,Active,1383938,2022-03-31,400 N FEDERAL HWY STE 206,BOCA RATON,United States,33431,FL,MICHEAL@CRYPTOBASEATM.COM,Foreign,2021-03-24,FL,FL,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",2021-11-10 00:04:08.9166667,,,2021-03-24,"CRYPTOBASE, LLC",United States,"400 N FEDERAL HWY STE 206, BOCA RATON, FL, 33431, United States",400 N FEDERAL HWY STE 206,BOCA RATON,FL,33431,United States,"400 N FEDERAL HWY STE 206, BOCA RATON, FL, 33431, United States",400 N FEDERAL HWY STE 206,BOCA RATON,FL,33431,United States,,,,,
PARKSIDE GABLES LLC,LLC,Active,1384239,2022-03-31,1235 HUNTINGTON TURNPIKE,TRUMBULL,United States,06611,CT,RDOBOS@CTHOUSINGPARTNERS.ORG,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:04:11.5600000,,,,,,,,,,,,,,,,,,,,,,
MONTEIRO MOVES LLC,LLC,Active,1384148,2022-03-31,26 TAMARACK CIRCLE,TRUMBULL,United States,06611,CT,MONTEIROMOVESCT@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:03.9300000,,,,,,,,,,,,,,,,,,,,,,
"RUDOLPH BUSINESS SERVICES, LLC",LLC,Active,1385064,2022-03-31,8 STEBBINS CLOSE,RIDGEFIELD,,06877,CT,JCLARKRUDOLPH@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Office Administrative Services (561110),2021-11-10 00:04:06.2300000,,,,,,,,,,,,,,,,,,,,,,
COMMERCIAL & RESIDENTIAL CLEANING SERVICES  LLC,LLC,Active,1384144,2022-03-31,224 ELM ST APT 210,WEST HAVEN,United States,06516,CT,CRCSERVICESLLC21@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Janitorial Services (561720),2021-11-10 00:04:03.9800000,,,,,,,,,,,,,,,,,,,,,,
APEX HEALTH CARE LLC,LLC,Active,1384180,2022-03-31,1125 NORTH AVENUE,BRIDGEPORT,United States,06604,CT,APEXHC@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Home Health Care Services (621610),2021-11-10 00:04:10.2133333,,,,,,,,,,,,,,,,,,,,,,
LANDSCAPE CONSTRUCTION SOLUTIONS LLC,LLC,Active,1383939,2022-03-31,3 CONCORD COURT,GROTON,United States,06340,CT,LANDSCAPECONSTRUCTIONSOLUTIONS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:04:14.8866667,,,,,,,,,,,,,,,,,,,,,,
LAWN SERVICES OF NEWINGTON LLC,LLC,Active,1384240,2022-03-31,50 COOLIDGE AVE,NEWINGTON,United States,06111,CT,LSNEWINGTON@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:04:14.8866667,,,,,,,,,,,,,,,,,,,,,,
"84 WEST PARK, LLC",LLC,Active,1384088,2022-03-31,"C/O MARK SANK & ASSOCIATES, LLC 666 GLENBROOK ROAD",STAMFORD,United States,06906,CT,MARK@MARKSANK.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:04:06.9466667,,,,,,,,,,,,,,,,,,,,,,
GLENWOOD EXPORTS LLC,LLC,Active,1383941,2022-03-31,70 GLENWOOD TERRACE,MIDDLETOWN,United States,06457-1725,CT,YUSIF_FARHAT@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",2021-11-10 00:04:12.8566667,,,,,,,,,,,,,,,,,,,,,,
FINE AND COMPANY LLC,LLC,Active,1385065,2022-03-31,899 SKOKIE BLVD. SUITE 100,NORTHBROOK,,60062,IL,MICHAEL@FINEANDCOMPANY.COM,Foreign,2021-03-24,IL,IL,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:04:12.2766667,,,2021-03-01,FINE AND COMPANY LLC,,"P.O. BOX 1588, DEERFIELD, IL, 60015-6009,",P.O. BOX 1588,DEERFIELD,IL,60015-6009,,"899 SKOKIE BLVD. SUITE 100, NORTHBROOK, IL, 60062,",899 SKOKIE BLVD. SUITE 100,NORTHBROOK,IL,60062,,,,,,
"WAVES AND WARDROBES, LLC",LLC,Active,1385057,2022-03-31,800 VILLAGE WALK #319,GUILFORD,,06437,CT,WAVESANDWARDROBES@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Reupholstery and Furniture Repair (811420),2021-11-10 00:04:24.2966667,,,,,,,,,,,,,,,,,,,,,,
TASTY TREATS LLC,LLC,Active,1384296,2022-03-31,950 ASYLUM AVE APT 301,HARTFORD,United States,06105,CT,DASIA.BIGGINS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:04:28.3900000,,,,,,,,,,,,,,,,,,,,,,
SKILLZ BARBER SHOP LLC,LLC,Active,1384364,2022-03-31,535 BREWER STREET,EAST HARTFORD,United States,06118,CT,SKILLZLLC1@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,Barber Shops (812111),2021-11-10 00:04:28.3900000,,,,,,,,,,,,,,,,,,,,,,
EL TACO TRUCK LLC,LLC,Active,1385062,2022-03-31,19 RED CEDAR DR,NEW MILFORD,,06776,CT,JOZETOSCANO@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),2021-11-10 00:04:17.7466667,,,,,,,,,,,,,,,,,,,,,,
KEYTAB MUSIC LLC,LLC,Active,1384126,2022-03-31,52 COLLIS STREET,WEST HAVEN,United States,06516,CT,ROCKHOUSESCHOOL@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:04:20.9966667,,,,,,,,,,,,,,,,,,,,,,
DBCT SUPPLY GROUP LLC,LLC,Active,1384184,2022-03-31,370 STATE STREET SUITE 4,NORTH HAVEN,United States,06473,CT,JANET@THEDIAPERBANK.ORG,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2021-11-10 00:04:18.4200000,,,,,,,,,,,,,,,,,,,,,,
420 SMACK PACKS LLC,LLC,Active,1384247,2022-03-31,23 PHILO CURTIS RD.,SANDY HOOK,United States,06482,CT,420SMACKPACKS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:24.9666667,,,,,,,,,,,,,,,,,,,,,,
"LOU HURWITZ COUNSELING, LLC",LLC,Active,1384182,2022-03-31,61 BRADLEY STREET,BRISTOL,United States,06010,CT,LOUISHURWITZ@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2021-11-10 00:04:18.9200000,,,,,,,,,,,,,,,,,,,,,,
FARIA'S CLEANING LLC,LLC,Active,1384246,2022-03-31,346 HUNTINGTON RD,BRIDGEPORT,United States,06608,CT,AMELIASERVICES@LIVE.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:04:21.6400000,,,,,,,,,,,,,,,,,,,,,,
"A TO Z GROCERY STORE, LLC",LLC,Active,1384125,2022-03-31,738 ORCHARD STREET,NEW HAVEN,United States,06511,CT,NASERROOMI2015@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),2021-11-10 00:04:22.2500000,,,,,,,,,,,,,,,,,,,,,,
PVT CARGO FOE LLC,LLC,Active,1383884,2022-03-31,650 MIX AVE APT. 3M,HAMDEN,United States,06514-2350,CT,RICHARD_WEEK45@OUTLOOK.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Other Warehousing and Storage (493190),2021-11-10 00:04:23.6533333,,,,,,,,,,,,,,,,,,,,,,
KIKS TAX & FINANCIAL SERVICES LLC,LLC,Active,1384131,2022-03-31,8 JOAN DR,ENFIELD,United States,06082,CT,KIKS.TFS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Other Financial Vehicles (525990),2021-11-10 00:04:23.6700000,,,,,,,,,,,,,,,,,,,,,,
LONGFORT ADVISORS LLC,LLC,Active,1384480,2022-03-31,86 BETHANY FARMS RD,BETHANY,United States,06524-3384,CT,INFO@LONGFORTADVISORS.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:04:28.3600000,,,,,,,,,,,,,,,,,,,,,,
"RIDGMAR URBAN AIR, LLC",LLC,Active,1384128,2022-03-31,"2350 AIRPORT FREEWAY, SUITE 505",BEDFORD,,76022,TX,STEPHEN@URBANAIRPARKS.COM,Foreign,2021-03-24,TX,TX,False,False,False,False,False,Amusement and Theme Parks (713110),2021-11-10 00:04:19.0300000,,,2021-03-15,"RIDGMAR URBAN AIR, LLC",,"260 BULL HILL LANE, ORANGE, CT, 06477-3231,",260 BULL HILL LANE,ORANGE,CT,06477-3231,,"260 BULL HILL LANE, ORANGE, CT, 06477-3231,",260 BULL HILL LANE,ORANGE,CT,06477-3231,,,,,,
ABRIELLA READS LLC,LLC,Active,1383879,2022-03-31,304 MAIN ST,FARMINGTON,United States,06032,CT,ABRIELLAREADS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),2021-11-10 00:04:17.7166667,,,,,,,,,,,,,,,,,,,,,,
"LIVEO RESEARCH, INC.",Stock,Active,1385137,2022-03-24,1389 SCHOOL HOUSE ROAD,DELAWARE CITY,,19720,DE,,Foreign,2021-03-24,DE,DE,False,False,False,False,False,,2021-11-10 00:04:37.6400000,,,2021-03-24,"LIVEO RESEARCH, INC.",,,,,,,,,,,,,,,,,,
"NBL, LLC",LLC,Active,1384124,2022-03-31,85 LUKES WOOD ROAD,NEW CANAAN,,06840,CT,,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:42.1266667,,,,,,,,,,,,,,,,,,,,,,
WORKWORKS LLC,LLC,Active,1384154,2022-03-31,47 DARK ENTRY ROAD,CORNWALL BRIDGE,United States,06754,CT,JUDAHGOPIN@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:04:31.9533333,,,,,,,,,,,,,,,,,,,,,,
2785 MAIN STREET LLC,LLC,Active,1384157,2022-03-31,2785 MAIN STREET,STRATFORD,United States,06615,CT,CHRIS@CURRANVW.NET,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:04:35.0466667,,,,,,,,,,,,,,,,,,,,,,
ALPINE MEDIA LLC,LLC,Active,1384130,2022-03-31,101 CENTERPOINT DRIVE SUITE 239,MIDDLETOWN,United States,06457,CT,CHRIS@ALPINEMEDIACREW.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:04:36.3600000,,,,,,,,,,,,,,,,,,,,,,
PRIMO CORNER LLC,LLC,Active,1384303,2022-03-31,68 WARD STREET,NORWALK,United States,06851,CT,PRIMOCORNER1@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:04:31.9533333,,,,,,,,,,,,,,,,,,,,,,
SOLARVISION LLC,LLC,Active,1384181,2022-03-31,28 HIGH STREET,HARTFORD,United States,06103,CT,MICHAEL.DUMOUCHEL@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),2021-11-10 00:04:35.7500000,,,,,,,,,,,,,,,,,,,,,,
KJK MEDIA LLC,LLC,Active,1384133,2022-03-31,64 ADDISON ROAD,GLASTONBURY,United States,06033,CT,MELISSA@LIREIA.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:31.2166667,,,,,,,,,,,,,,,,,,,,,,
"INTEGRA REALTY RESOURCES - HARTFORD/PROVIDENCE, INC.",Stock,Active,1384134,2022-03-24,93-97 BROAD STREET,MIDDLETOWN,United States,06457,CT,LKEITHAN@UKS.COM,Foreign,2021-03-24,RI,RI,False,False,False,False,False,Offices of Real Estate Appraisers (531320),2021-11-10 00:04:39.6100000,,,2019-09-30,"INTEGRA REALTY RESOURCES - HARTFORD/PROVIDENCE, INC.",United States,,,,,,,,,,,,,,,,,
EDEN ROC ADVISORS LLC,LLC,Active,1384156,2022-03-31,651 N BROAD ST,MIDDLETOWN,United States,19709,DE,CSWIDEN1@GMAIL.COM,Foreign,2021-03-24,DE,DE,False,False,False,False,False,All Other Insurance Related Activities (524298),2021-11-10 00:04:33.2633333,,,2020-05-04,EDEN ROC ADVISORS LLC,United States,"651 N BROAD ST, MIDDLETOWN, DE, 19709, United States",651 N BROAD ST,MIDDLETOWN,DE,19709,United States,"651 N BROAD ST, MIDDLETOWN, DE, 19709, United States",651 N BROAD ST,MIDDLETOWN,DE,19709,United States,,,,,
HAYNES FINANCIAL SERVICE LLC,LLC,Active,1384300,2022-03-31,74 PHEASANT LN,EAST HARTFORD,United States,06108-1032,CT,TASKOFFICEWORK@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),2021-11-10 00:04:36.3733333,,,,,,,,,,,,,,,,,,,,,,
"KECAVON, LLC",LLC,Active,1384301,2022-03-31,138 SHORT BEACH ROAD,BRANFORD,United States,06405,CT,MNOVACEKCA@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:37.7333333,,,,,,,,,,,,,,,,,,,,,,
"BURNHAM RISK AND INSURANCE SOLUTIONS, LLC",LLC,Active,1384153,2022-03-31,2211 MICHELSON DRIVE SUITE 1200,IRVINE,United States,92612,CA,GOVDOCS@CORPCREATIONS.COM,Foreign,2021-03-24,FL,FL,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:04:40.1866667,,,2021-03-24,"BURNHAM RISK AND INSURANCE SOLUTIONS, LLC",United States,"801 US HIGHWAY 1, NORTH PALM BEACH, FL, 33408, United States",801 US HIGHWAY 1,NORTH PALM BEACH,FL,33408,United States,"801 US HIGHWAY 1, NORTH PALM BEACH, FL, 33408, United States",801 US HIGHWAY 1,NORTH PALM BEACH,FL,33408,United States,,,,,
CARE4EVER LLC,LLC,Active,1384305,2022-03-31,15 PARK RD,NORTH HAVEN,United States,06473,CT,SALES@CARE4EVER.NET,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:04:42.1733333,,,,,,,,,,,,,,,,,,,,,,
SONO GIROS YA LLC,LLC,Active,1384221,2022-03-31,95 TAYLOR AVENUE 1 FLOOR,NORWALK,United States,06854,CT,SERVIEXPRESS2008@HOTMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Credit Intermediation (522390),2021-11-10 00:04:39.5466667,,,,,,,,,,,,,,,,,,,,,,
"WORLD VISION INTERNATIONAL, INC.",Non-Stock,Active,1385107,2022-03-24,800 W. CHESTNUT AVE.,MONROVIA,,91016-3106,CA,ELIZABETH_HARGELIN@WVI.ORG,Foreign,2021-03-24,CA,CA,False,False,False,False,False,Religious Organizations (813110),2021-11-10 00:04:33.8433333,,,2021-02-01,WORLD VISION INTERNATIONAL,,,,,,,,,,,,,,,,,,
AMMARI COMMUNICATIONS LLC,LLC,Active,1384217,2022-03-31,9 BLUE BIRD ROAD,MIDDLETOWN,United States,06457,CT,AMMARICOMMUNICATIONSLLC@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Professional Organizations (813920),2021-11-10 00:04:35.0466667,,,,,,,,,,,,,,,,,,,,,,
OXYN CLEANING SERVICE LLC,LLC,Active,1384302,2022-03-31,571 1ST AVE,WEST HAVEN,United States,06516,CT,ROXANAGARCIA32@HOTMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Janitorial Services (561720),2021-11-10 00:04:38.8300000,,,,,,,,,,,,,,,,,,,,,,
"SMLA SPACE FOR LIFE, LLC",LLC,Active,1384222,2022-03-31,5191 LLANO DRIVE,WOODLAND HILLS,United States,91364-2901,CA,BRUCE@BRUCEEMEEKS.COM,Foreign,2021-03-24,CA,CA,False,False,False,False,False,Landscape Architectural Services (541320),2021-11-10 00:04:33.2800000,,,2021-03-17,"SMLA SPACE FOR LIFE, LLC",United States,"5191 LLANO DRIVE, WOODLAND HILLS, CA, 91364-2901, United States",5191 LLANO DRIVE,WOODLAND HILLS,CA,91364-2901,United States,"5191 LLANO DRIVE, WOODLAND HILLS, CA, 91364-2901, United States",5191 LLANO DRIVE,WOODLAND HILLS,CA,91364-2901,United States,,,,,
SFJ TRUCKING INC,Stock,Active,1384304,2021-06-22,No information provided,,,,,BAHADIRUGURLU07@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:04:42.0800000,,100.0,,,,,,,,,,,,,,,,First report past due,,,,
BALLOU AFRICAN HAIR BRAIDING LLC,LLC,Active,1384334,2022-03-31,78 ELLSWORTH AVE APT 1E,NEW HAVEN,United States,06511,CT,FOULE.FC@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:04:38.8300000,,,,,,,,,,,,,,,,,,,,,,
HEWITT CARGO LLC,LLC,Active,1384219,2022-03-31,140 WINFIELD DRIVE,NEW BRITAIN,United States,06053,CT,MAIL@HEWITTCARGO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:04:38.8433333,,,,,,,,,,,,,,,,,,,,,,
RLT TRANSPORTATION LLC,LLC,Active,1384220,2022-03-31,111 CENTRAL AVENUE APT 2,NORWICH,United States,06360,CT,RICARDOT.1975@LIVE.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:04:45.5933333,,,,,,,,,,,,,,,,,,,,,,
M&M PROPERTY I LLC,LLC,Active,1383984,2022-03-31,524 BUCHANNAN AVENUE,STATEN ISLAND,United States,10314,NY,BULLESTATESOLUTIONS@GMAIL.COM,Domestic,2021-03-24,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:04:59.4800000,,,,,,,,,,,,,,,,,,,,,,
FRONT AVENUE DEVELOPMENT LLC,LLC,Active,1383983,2022-03-31,299 TERMINAL LANE,NEW HAVEN,United States,06519,CT,JLAYDON@LAYDON.NET,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:05:00.1533333,,,,,,,,,,,,,,,,,,,,,,
"THE CANARY'S LAST LAUGH, LLC",LLC,Active,1384039,2022-03-31,15 CRESTWOOD CIR,FARMINGTON,United States,06032,CT,THECANARYSLASTJOKE@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:58.2633333,,,,,,,,,,,,,,,,,,,,,,
F3 ARMS LLC,LLC,Active,1384155,2022-03-31,18 W SHORE DR,BETHLEHEM,United States,06751,CT,JASON@F3ARMS.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),2021-11-10 00:04:43.5800000,,,,,,,,,,,,,,,,,,,,,,
AP TITAN DEVELOPMENT LLC,LLC,Active,1384092,2022-03-31,480 BROWN COURT,OCEANSIDE,,11572,NY,,Foreign,2021-03-24,NY,NY,False,False,False,False,False,Site Preparation Contractors (238910),2021-11-10 00:04:51.5366667,,,2021-03-16,AP TITAN DEVELOPMENT LLC,,"480 BROWN COURT, OCEANSIDE, NY, 11572,",480 BROWN COURT,OCEANSIDE,NY,11572,,"480 BROWN COURT, OCEANSIDE, NY, 11572,",480 BROWN COURT,OCEANSIDE,NY,11572,,,,,,
"GRAHAM CHILDCARE CONSULTING & STAFFING SERVICES, LLC",LLC,Active,1384116,2022-03-31,10 OLD WINDSOR ROAD,BLOOMFIELD,United States,06002-1313,CT,GRAHAMMADELINE@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),2021-11-10 00:04:55.2566667,,,,,,,,,,,,,,,,,,,,,,
GRACE AND FOSTER COMPANY LLC,LLC,Active,1384093,2022-03-31,41 MIDWOOD CT,HAMDEN,United States,06518,CT,COREYJONES126@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:04:45.6733333,,,,,,,,,,,,,,,,,,,,,,
PRIME HOME REALTY LLC,LLC,Active,1384354,2022-03-31,5 Commerce Rd,Newtown,United States,06470,CT,PRIMEHOMEREALTY@HOTMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:49.0500000,,,,,,,,,,,,,,,,,,,,3081,,
"LAW OFFICE OF BRIAN S. KARPE, LLC",LLC,Active,1384074,2022-03-31,"326 ALBANY TURNPIKE, SUITE A",CANTON,United States,06019,CT,KARPELEGAL@COMCAST.NET,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),2021-11-10 00:04:48.9866667,,,,,,,,,,,,,,,,,,,,,,
