name,business_type,status,accountnumber,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,annual_report_due_date,country_formation,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,total_authorized_shares,sub_status,mailing_international_address,dissolution_date,mail_jurisdiction,record_address,records_address_street,records_address_state,records_address_zip_code,records_address_country,records_address_city
ABL Bridgeport Realty LLC,LLC,Active,2349634,,112-11 69th Ave,,Forest Hills,United States,11375-3917,NY,vhill@goldmangruderwoods.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:45.8266667,2022-03-31,United States,swight@goldmangruderwoods.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"Girard & Co. Engineers, LLC",LLC,Active,2349635,,10 Waterchase Dr.,,Rocky Hill,United States,06067,CT,ken@girardco.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:06:45.8433333,2022-03-31,United States,ken@girardco.com,,,,,,,,,,,,,,,,,,,,,,,,,,
AW Elite Group LLC,LLC,Active,2349647,,221 Bull Hill Ln,,West Haven,United States,06516-3971,CT,awelitegroup@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Coin-Operated Laundries and Drycleaners (812310),2021-11-10 00:06:45.8266667,2022-03-31,United States,awelitegroup@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Miracle LLC,LLC,Active,2349651,,1473 Albany Ave,,Hartford,United States,06112-2112,CT,sistahl47@yahoo.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:45.8433333,2022-03-31,United States,brandie@totallegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Niantic Freight LLC,LLC,Active,2349661,,5 Bramble Bush Dr,,Niantic,United States,06357-1802,CT,nianticfreight@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,True,False,True,False,"General Freight Trucking, Local (484110)",2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
TED PROJECTS AND MULTI SERVICES LLC,LLC,Active,2349662,,4 Northwood Dr,,Waterbury,United States,06708-2922,CT,tedproject76@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,All Other Personal Services (812990),2021-11-10 00:06:45.8733333,2022-03-31,United States,tedproject76@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Greenwich Foot and Ankle Specialist LLC,LLC,Active,2349667,,102 Store Ave,,Waterbury,United States,06705-1429,CT,hasan.masood1986@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2021-11-10 00:06:45.7966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reusable Cups & Brands LLC,LLC,Active,2349665,,268 MILBANK AVE APT 3,,GREENWICH,United States,06830,CT,filings@betterlegal.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8266667,2022-03-31,United States,filings@betterlegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,
SABRINA STYLZ LLC,LLC,Active,2349666,,174 Pierremount Ave,,New Britain,United States,06053-2345,CT,sabrinastylzllc@yahoo.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,True,True,False,False,Interior Design Services (541410),2021-11-10 00:06:45.8733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westport Medical and Wellness Center LLC,LLC,Rejected,2349676,,4 Whitney Street Ext,,Westport,United States,06880-3768,CT,cngorman1@yahoo.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8900000,,United States,corponline@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Follow My Lead Dog Services LLC,LLC,Active,2349679,,95 Leighton Rd,,Bridgeport,United States,06606-1022,CT,followmyleaddogservicesllc@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),2021-11-10 00:06:45.7966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
636 Federal Road LLC,LLC,Active,2349689,,636 Federal Rd,,Brookfield,United States,06804,CT,ilir@lsrealtyteam.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:45.7966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
H & D Commercial Cleaning Inc,Stock,Active,2349691,,,,,,,,hdcommercialclean@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Janitorial Services (561720),2021-11-10 00:06:45.7966667,2021-12-21,United States,,,,,,,,,,,,,,,,,100.0,First report due,,,,,,,,,
Ministerios Bethania New Haven Inc.,Non-Stock,Active,2349704,,,,,,,,renegm07@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:45.8733333,2021-12-21,United States,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
"Cyber Scent Work, Inc.",Stock,Active,2349706,2021-06-07,3267 Rollings Ave,,Thousand Oaks,United States,91360-6435,CA,dianna@cyberscentwork.com,"Cyber Scent Work, Inc.",Foreign,2021-09-22,CALIFORNIA,CALIFORNIA,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),2021-11-10 00:06:45.8266667,2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335 Glendale Ave G12 LLC,LLC,Active,2349719,,784 Fairview Ave,,Bridgeport,United States,06606-4503,CT,preferenceconstruction@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:45.8900000,2022-03-31,United States,preferenceconstruction@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Dru's Donuts LLC,LLC,Active,2349721,,51 Princeton St,,Bridgeport,United States,06605-2962,CT,drusdonuts@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Caterers (722320),2021-11-10 00:06:45.8900000,2022-03-31,United States,drusdonuts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolt Hydration LLC,LLC,Active,2349742,,20 Richard St,,Ansonia,United States,06401-3326,CT,jolthydration@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,True,False,False,False,Other Personal Care Services (812199),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neault Family Real Estate LLC,LLC,Active,2349737,,52 Cindy Ln,,Berlin,United States,06037-3105,CT,neaultrellc@outlook.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,True,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clutter Medics Of Ct Limited Liability Company,LLC,Active,2349735,,184 Weatherly Trl,,Guilford,United States,06437-1203,CT,cluttermedicsofct@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.7966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYPRBLAST LLC,LLC,Active,2349733,,9 Homecrest St,,Newington,United States,06111-3712,CT,olmoreira@hotmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.7966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lina Vargas Studio LLC,LLC,Active,2349752,,398 Elm St,,Enfield,United States,06082-3913,CT,linabermeom@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Todos los dem�s servicios personales (812990),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buscando Mi Destino, LLC",LLC,Active,2349766,,1406 Trout Brook Dr,,West Hartford,United States,06117-2653,CT,buscando.mi.destino.llc@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),2021-11-10 00:06:45.8433333,2022-03-31,United States,lleidy.deleon@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom America Transportation LLC,LLC,Active,2349772,,1135 Horsehill RD,,Westbrook,United States,06498,CT,freedomamericatransportation@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliable Dental Milford Inc,Stock,Active,2349780,,,,,,,,ctepdental@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Offices of Dentists (621210),2021-11-10 00:06:45.8433333,2021-12-21,United States,,,,,,,,,,,,,,,,,1000.0,First report due,,,,,,,,,
Titan Trucking LLC,LLC,Active,2349783,,151 Osgood Ave,,New Britain,United States,06053-2867,CT,titantruckingceo@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Light Christian Counseling LLC,LLC,Active,2349785,,8 Norden Pl,Apt 309,Norwalk,United States,06855-1400,CT,newlightchristiancounseling@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:06:45.8433333,2022-03-31,United States,newlightchristiancounseling@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
32 FCR LLC,LLC,Active,2349846,,175 DOLPHIN COVE QUAY,,STAMFORD,USA,06902,CT,peter@pmdtradingllc.com,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:46.3600000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR AND MRS EMPIRE LLC,LLC,Active,2349855,,40 WILDERS PASS,,CANTON,USA,06019,CT,KYLE.A.NAJA@GMAIL.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,424990,2021-11-10 00:06:46.3600000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DANBURY ROAD INVESTORS, LLC",LLC,Active,2349863,,23 VITTI STREET SUITE 201,,NEW CANAAN,USA,06840,CT,NLASKOWSKI@CAMBRIDGEHANOVER.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8900000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380 MAIN AVENUE LLC,LLC,Active,2349874,2021-09-21,"335 MADISON AVENUE, STE. 5E",,NEW YORK,USA,10017,NY,,380 MAIN AVENUE LLC,Foreign,2021-09-22,,DELAWARE,False,False,False,False,False,,2021-11-10 00:06:45.9066667,2022-03-31,,,"1209 ORANGE STREET, WILMINGTON, DELAWARE, 19801, United States",1209 ORANGE STREET,,WILMINGTON,DELAWARE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DELAWARE, 19801, United States",1209 ORANGE STREET,,WILMINGTON,DELAWARE,19801,United States,,,,,,,,,,,,
"ORIGIN, ENERGY AND RENEWABLES, INC.",Stock,Active,2349912,2021-09-22,"5335 TRIANGLE PARWAY, NW",,PEACHTREE CORNERS,USA,30092,GA,TSTEVENS@US.CRAWCO.COM,"ORIGIN, ENERGY AND RENEWABLES, INC.",Foreign,2021-09-22,,GA,False,False,False,False,False,541330,2021-11-10 00:06:46.3100000,2022-09-23,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
STORM PRO RESTORATION LLC,LLC,Active,2349931,,21 OLNEY RD.,,WETHERSFIELD,USA,06109,CT,TACPROPERTIES@ATT.NET,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8900000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAIAH 58 PROPERTY ACQUISITION AND MANAGEMENT COMPANY LLC,LLC,Active,2349985,,109 KAY VUE DR. #3A,,HAMDEN,USA,06514,CT,BENM.HINES@GMAIL.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:46.3600000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB WILTON LLC,LLC,Active,2350333,,5 RIVER RD #15,,WILTON,USA,06897,CT,,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,722513,2021-11-10 00:06:46.3733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C2 ALASKA, LLC",LLC,Active,2350346,2021-09-22,3000 C STREET SUITE 301,,ANCHORAGE,USA,99503,AK,lisa.white@chenega.com,"C2 ALASKA, LLC",Foreign,2021-09-22,,ALASKA,False,False,False,False,False,485999,2021-11-10 00:06:46.3600000,2022-03-31,USA,,"3000 C STREET SUITE 301, ANCHORAGE, AK, 99503, United States",3000 C STREET SUITE 301,,ANCHORAGE,AK,99503,United States,"3000 C STREET SUITE 301, ANCHORAGE, AK, 99503, United States",3000 C STREET SUITE 301,,ANCHORAGE,AK,99503,United States,,,,,,,,,,,,
UPSTAGE PRODUCTIONS LLC,LLC,Active,2363510,,"44 Avonwood Road, Unit #305",,Avon,US,06001,CT,lfriel@upstagepro.com,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,711320,2021-11-10 00:06:41.7500000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON TRUCKING LLC,LLC,Active,2363610,,33 WILDEMERE AVE,,WATERBURY,US,06705,CT,misterhaynes88@gmail.com,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,492110,2021-11-10 00:06:42.2966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULLIGAN VENTURES, INC.",Stock,Active,2366280,2021-08-23,4 BLUEBERRY HILL ROAD,,WESTON,UNITED STATES,06883,CT,kim@mulliganventures.com,"MULLIGAN VENTURES, INC.",Foreign,2021-09-22,,DELAWARE,False,False,False,False,False,541611,2021-11-10 00:06:42.9500000,2022-10-19,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL&SON CORP.,Stock,Active,2341342,2021-09-27,15 Old Lake Rd,,Congers,United States,10920-2425,NY,slevchuk23@gmail.com,IL&SON CORP.,Foreign,2021-09-23,NEW YORK,NEW YORK,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:40.5133333,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYSTAL LASH STUDIO INC,Stock,Active,2344569,,92 Meadow Rd W,,Trumbull,United States,06611,CT,yuhang.zhang0901@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:06:41.1400000,2022-09-28,United States,,,,,,,,,,,,,,,,2021-09-23,200.0,,,,,,,,,,
Kaplan Kirsch & Rockwell LLP,LLP,Active,2345504,2017-11-13,,,,,,,mmartin@kaplankirsch.com,Kaplan Kirsch & Rockwell LLP,Foreign,2021-09-23,COLORADO,COLORADO,False,False,False,False,False,Offices of Lawyers (541110),2021-11-10 00:06:41.6866667,2022-09-23,,,,,,,,,,"1675 Broadway, 2300, Denver, CO, 80202-4675, United States",1675 Broadway,2300,Denver,CO,80202-4675,United States,,,,,,,,,,,,
titanresale llc,LLC,Active,2345864,,343 Pond Meadow Rd,,Westbrook,United States,06498-1491,CT,fulfillment@zenbusiness.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TradeMatrix, Inc.",Stock,Active,2345950,2021-10-01,100 Research Dr.,Unit 10,Stamford,United States,06906,CT,corporatecourier1@gmail.com,"TradeMatrix, Inc.",Foreign,2021-09-23,WYOMING,WYOMING,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),2021-11-10 00:06:41.7500000,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C R Home Remodeling, Inc.",Stock,Active,2346413,2021-09-17,285 44th Street,,copiague,United States,11726,NY,crhomeremodeling@hotmail.com,"C R Home Remodeling, Inc.",Foreign,2021-09-23,NEW YORK,NEW YORK,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:03:15.3500000,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Integrity Adjusters, LLC",LLC,Active,2347368,2021-09-16,27154 Pollard Rd,,Daphne,United States,36526-5300,AL,wsimmons@integrityadj.com,"Integrity Adjusters, LLC",Foreign,2021-09-23,ALABAMA,ALABAMA,False,False,False,False,False,Claims Adjusting (524291),2021-11-10 00:06:45.2800000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Professional Dental Alliance, LLC",LLC,Active,2347952,2018-01-01,11 S Mill St,200,New Castle,United States,16101-3680,PA,gillj@nadentalgroup.com,"Professional Dental Alliance, LLC",Foreign,2021-09-23,OHIO,OHIO,False,False,False,False,False,,2021-11-10 00:06:45.3266667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choosing Myself Love LLC,LLC,Active,2348406,,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,choosingmyself.liveloveeat@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,True,False,True,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),2021-11-10 00:06:45.8733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
True North Ventures LLC,LLC,Active,2349790,,24 Castle Ln,,Ansonia,United States,06401-3001,CT,breandan.mctighe@icloud.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:06:45.7966667,2022-03-31,United States,breandan.mctighe@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Growing Up With Courage LLC,LLC,Active,2349794,,19 Locke Dr,,Enfield,United States,06082-5055,CT,pdipietro@growingupwithcourage.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Research and Development in the Social Sciences and Humanities (541720),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone Property Investments LLC,LLC,Active,2349805,,169 Ox Yoke Dr,,Berlin,United States,06037-1813,CT,debrastruzinski@yahoo.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:45.9200000,2022-03-31,United States,debrastruzinski@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
VanGorder Consultant Limited Liability Company,LLC,Active,2349812,,334 Emmett Street,,Bristol,United States,06010,CT,lisavangorder@aol.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:06:46.3266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth In Me LLC,LLC,Active,2349819,,42 Buena Vista St,,Stamford,United States,06907-2401,CT,theminijetsetter@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,True,False,True,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:06:45.9200000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWF Landscaping LLC,LLC,Active,2349820,,17 Partridge Rd,,Warren,United States,06754,CT,toniwilson2222@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:06:46.3900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
KV Aesthetics LLC,LLC,Active,2349830,,"304 Federal Rd, Suite 103",,Brookfield,United States,06804,CT,keivbeauty@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
EveryOne's Home Incorporated,Stock,Active,2349841,,,,,,,,nenatmed@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,True,False,False,False,False,Other Residential Care Facilities (623990),2021-11-10 00:06:45.9200000,2021-12-22,United States,nenatmed@gmail.com,,,,,,,,,,,,,,,,100.0,First report due,,,,,,,,,
APPELLATE LAND SERVICES LTD.,Stock,Active,2349848,2021-11-01,"6901 JERICHO TURNPIKE, STE 100",,SYOSSET,United States,11791-4441,NY,asolomon@system2thinking.org,APPELLATE LAND SERVICES LTD.,Foreign,2021-09-23,NEW YORK,NEW YORK,False,False,False,False,False,Title Abstract and Settlement Offices (541191),2021-11-10 00:06:46.3900000,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLPO PALM BEACH LLC,LLC,Active,2349859,,554 Old Post Rd No 3,,Greenwich,United States,06830-6243,CT,ronjrosa@optonline.net,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:46.3733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Ministries LLC,LLC,Active,2349858,,97 Alfred St,FL 2,Bridgeport,United States,06605-2935,CT,patrick.genova@digitalministries.info,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:06:45.9066667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Framemaker LLC,LLC,Active,2349868,,46 Finn St.,,Winsted,United States,06098-1950,CT,debracorvello13@yahoo.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.9066667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thames River PTO Inc.,Non-Stock,Active,2349871,,,,,,,,thamesriverpto@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Educational Support Services (611710),2021-11-10 00:06:46.3600000,2021-12-22,United States,kschanin@yahoo.com,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
STEPHEN MACHESNEY LLC,LLC,Active,2349872,,398 Central Avenue,,New Haven,United States,06515,CT,machesney@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:46.3600000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Connecticut Medical Association Inc,Non-Stock,Active,2349881,,One Regency Dr,Suite 209,Bloomfield,United States,06002,CT,myokose@ssmgt.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),2021-11-10 00:06:45.8900000,2022-10-27,United States,,,,,,,,,,,,,,,,2021-09-23,,,,,,,,,,,
Moses LLC,LLC,Active,2349888,,47 Laurel Way Ext,,Norfolk,United States,06058,CT,fox.hysen@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,True,False,False,False,True,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:46.3266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
EveryOne's Inn Incorporated,Stock,Active,2349884,,,,,,,,nenatmed@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,True,False,False,False,False,Services for the Elderly and Persons with Disabilities (624120),2021-11-10 00:06:45.9200000,2021-12-22,United States,nenatmed@gmail.com,,,,,,,,,,,,,,,,100.0,First report due,,,,,,,,,
chasin' goods LLC,LLC,Active,2349900,,38 pine st,2,hamden,United States,06514,CT,chasingoods@gmail.com,,Domestic,2021-09-23,Connecticut,Connecticut,True,False,True,False,False,,2021-11-10 00:06:46.3900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33 Seaview Avenue, LLC",LLC,Active,2349903,,565 Pier Ave,,Hermosa Beach,United States,90254,CA,slimeagle@aol.com,,Domestic,2021-09-23,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
