name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,total_authorized_shares,dissolution_date,billing_unit,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
"JUAN MENA, LLC",LLC,Active,2288473,2022-03-31,10 Edgar St,New Haven,United States,06519-2319,CT,lusciouslatinm@yahoo.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,True,False,False,2021-11-10 00:04:01.0400000,Caterers (722320),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyped LLC,LLC,Active,2288463,2022-03-31,218 Lounsbury St,Waterbury,United States,06706-1808,CT,hypedllc@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1800000,Footwear Merchant Wholesalers (424340),,,United States,,,,,,,,,,,,,,,,,1st Floor,fulfillment@zenbusiness.com,,,,,,,,,,
"BluJay Learning, LLC",LLC,Active,2288538,2022-03-31,110 Blueberry Lane,Shelton,United States,06484,CT,blujaylearning@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.1966667,Other Individual and Family Services (624190),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tara Root, LLC",LLC,Active,2288501,2022-03-31,150 S Main St,Newtown,United States,06470-6701,CT,tammymetzpt@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.1666667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remind Me LLC,LLC,Active,2288519,2022-03-31,64 Colony Rd,Westport,United States,06880-3704,CT,andy@bangser.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1666667,Software Publishers (511210),,,United States,,,,,,,,,,,,,,,,,,fulfillment@zenbusiness.com,,,,,,,,,,
Panebras USA LLC,LLC,Active,2288532,2022-03-31,670 Dart Hill Rd,Vernon Rockville,United States,06066-2745,CT,contact@panebrasusa.com,Foreign,2021-06-29,FLORIDA,FLORIDA,False,False,False,False,False,2021-11-10 00:04:01.7133333,General Line Grocery Merchant Wholesalers (424410),2021-01-01,Panebras USA LLC,,"2148 Orinoco Dr, 332, Orlando, FL, 32837-8933, United States",2148 Orinoco Dr,Orlando,FL,32837-8933,United States,"2148 Orinoco Dr, 332, Orlando, FL, 32837-8933, United States",2148 Orinoco Dr,Orlando,FL,32837-8933,United States,,,,,,,,332,332,,,,,,,
Quinones Care LLC,LLC,Active,2288534,2022-03-31,26122 Town Walk Dr,Hamden,United States,06518-3772,CT,krystal9482@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,True,False,False,2021-11-10 00:04:02.2133333,Services for the Elderly and Persons with Disabilities (624120),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Creek Capital Advisors, LLC",LLC,Active,2288537,2022-03-31,17 Woody Ln,Westport,United States,06880-2260,CT,epmally@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.6333333,Other Financial Vehicles (525990),,,United States,,,,,,,,,,,,,,,,,,rdipreta@dmoc.com,,,,,,,,,,
RURAL ENERGY LLC,LLC,Rejected,2288549,,11 Ferry Ln W,Westport,United States,06880,CT,tgiannitti@gaultfamilyco.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1966667,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawsitive Energy LLC,LLC,Active,2288644,2022-03-31,565 Newfield St,Middletown,United States,06457-1830,CT,pawsitive.energy22@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.1800000,Offices of All Other Miscellaneous Health Practitioners (621399),,,United States,,,,,,,,,,,,,,,,,7,pawsitive.energy22@gmail.com,,,,,,,,,,
All Eyes on You LLC,LLC,Dissolved,2288604,2022-03-31,20 Water Street,Guilford,United States,06437,CT,all_eyes_on_you@yahoo.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.2433333,Other Personal Care Services (812199),,,United States,,,,,,,,,,,,,,,,2021-09-30T00:00:00.000,,,,,,,,,,,,
Flowers of Life LLC,LLC,Active,2288624,2022-03-31,2529 Albany Ave,West Hartford,United States,06117,CT,lazdavishere@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2433333,All Other Miscellaneous Manufacturing (339999),,,United States,,,,,,,,,,,,,,,,,,fulfillment@zenbusiness.com,,,,,,,,,,
A & A Remodeling & Services LLC,LLC,Active,2288625,2022-03-31,37 HOBART STREET,WESTERLY,United States,02891,RI,b.ajuarez@yahoo.com,Foreign,2021-06-29,RHODE ISLAND,RHODE ISLAND,False,False,False,False,False,2021-11-10 00:04:02.2433333,Residential Remodelers (236118),2021-06-29,A & A Remodeling & Services LLC,,"37 HOBART STREET, WESTERLY, RI, 02891, United States",37 HOBART STREET,WESTERLY,RI,02891,United States,"37 HOBART STREET, WESTERLY, RI, 02891, United States",37 HOBART STREET,WESTERLY,RI,02891,United States,,,,,,,,,,,,,,,,
"Arctic ATM, LLC",LLC,Active,2288611,2022-03-31,"1013 Centre Road, Suite 403-B",Wilmington,United States,19805,DE,samlampert@icloud.com,Foreign,2021-06-29,DELAWARE,DELAWARE,False,False,False,False,False,2021-11-10 00:04:02.1966667,Other Activities Related to Real Estate (531390),2021-06-29,"Arctic ATM, LLC",,"1013 Centre Road, Suite 403-B, Wilmington, DE, 19805, United States","1013 Centre Road, Suite 403-B",Wilmington,DE,19805,United States,"1013 Centre Road, Suite 403-B, Wilmington, DE, 19805, United States","1013 Centre Road, Suite 403-B",Wilmington,DE,19805,United States,,,,,,,,,,,,,,,,
GICH LLC,LLC,Active,2288613,2022-03-31,3 Starr Ln,Enfield,United States,06082-4022,CT,jordangiard@yahoo.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2133333,Residential Property Managers (531311),,,United States,,,,,,,,,,,,,,,,,,tartsinislaw@gmail.com,,,,,,,,,,
Knabb LLC,LLC,Active,2288659,2022-03-31,15 Witherell Dr,Greenwich,United States,06831-4417,CT,knabbllc@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2133333,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dazzled By Zazzle LLC,LLC,Active,2288674,2022-03-31,1281 Silas Deane Hwy,Wethersfield,United States,06109-4302,CT,hairbyjamiezazzle@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.2133333,Beauty Salons (812112),,,United States,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
Agora Art LLC,LLC,Active,2288622,2022-03-31,45 Lazy Brook Rd,Monroe,United States,06468-3315,CT,kathryn@theagoraart.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.2433333,Art Dealers (453920),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Entelechy Academy, LLC",LLC,Active,2288667,2022-03-31,622 Main Street,Newington,United States,06111,CT,msp@entelchyacademy.org,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2433333,All Other Miscellaneous Schools and Instruction (611699),,,United States,,,,,,,,,,,,,,,,,,brian@lawsilver.com,,,,,,,,,,
SunSplash Laundromat & Cleaners LLC,LLC,Rejected,2288643,,261 Graham Road,South Windsor,United States,06074,CT,sophiamyles7@gmail.com,Foreign,2021-06-29,DELAWARE,DELAWARE,False,False,False,False,False,2021-11-10 00:04:01.7266667,Coin-Operated Laundries and Drycleaners (812310),2021-07-12,SunSplash Laundromat & Cleaners LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sungage Financial, LLC",LLC,Active,2288663,2022-03-31,"38 Chauncy St, Floor 6",Boston,United States,02111-2301,MA,ap@sungagefinancial.com,Foreign,2021-06-29,DELAWARE,DELAWARE,False,False,False,False,False,2021-11-10 00:04:01.6200000,Administrative Management and General Management Consulting Services (541611),2013-02-01,"Sungage Financial, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDON LANDSCAPING LLC,LLC,Rejected,2288666,,10 MERRIMAC ST,DANBURY,United States,06810,CT,napoleona1981@aol.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1966667,Landscaping Services (561730),,,United States,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
"Andrew Wagenseller LCSW, LLC",LLC,Active,2288753,2022-03-31,78 Centerbrook Rd,Fairfield,United States,06824-3404,CT,andrew@wagensellerlcsw.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.6500000,Offices of Mental Health Practitioners (except Physicians) (621330),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCAR NAILS LLC,LLC,Rejected,2288684,,150 MAIN ST,MONROE,United States,06468,CT,smoura@atlantistaxllc.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1966667,Nail Salons (812113),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN CONSTRUCTION LLC,LLC,Active,2288744,2022-03-31,48 Windsor St,East Haven,United States,06512-3225,CT,andresavila6@icloud.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2133333,Residential Remodelers (236118),,,United States,,,,,,,,,,,,,,,,,,taxamericaservices@gmail.com,,,,,,,,,,
GENHOME MORTGAGE CORPORATION,Stock,Active,2288749,2022-06-29,16815 Von Karman Ave,Irvine,United States,92606-2404,CA,licensing@beckamfc.com,Foreign,2021-06-29,CALIFORNIA,CALIFORNIA,False,False,False,False,False,2021-11-10 00:04:02.2133333,Mortgage and Nonmortgage Loan Brokers (522310),2021-07-06,GENHOME MORTGAGE CORPORATION,,,,,,,,,,,,,,,,,,SUITE 200,,,,,,,,,,,
Fizzy Memories LLC,LLC,Active,2288714,2022-03-31,19 Allen Road,North Haven,United States,06473,CT,fizzymemoriesco@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1966667,Mobile Food Services (722330),,,United States,,,,,,,,,,,,,,,,,,fulfillment@zenbusiness.com,,,,,,,,,,
Chateau Potelle Holdings LLC,LLC,Active,2288725,2022-03-31,1200 Dowdell Lane,ST. HELENA,United States,94574,CA,tammie@chateaupotelle.com,Foreign,2021-06-29,CALIFORNIA,CALIFORNIA,False,False,False,False,False,2021-11-10 00:04:02.2266667,,2021-07-01,Chateau Potelle Holdings LLC,,"PO Box 2218, Windsor, CA, 95492, United States",PO Box 2218,Windsor,CA,95492,United States,"1200 Dowdell Lane, ST. HELENA, CA, 94574, United States",1200 Dowdell Lane,ST. HELENA,CA,94574,United States,,,,,,,,,,,,,,,,
"175 BROOKSIDE, LLC",LLC,Active,2288816,2022-03-31,128 Colony Road Ext.,Darien,United States,06820,CT,rmaslan@maslanlaw.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.6966667,Land Subdivision (237210),,,United States,,,,,,,,,,,,,,,,,,rmaslan@maslanlaw.com,,,,,,,,,,
Rework Credit LLC,LLC,Active,2288763,2022-03-31,1047 Campbell Ave,West Haven,United States,06516,CT,processing@reworkcredit.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,True,False,False,2021-11-10 00:04:01.7266667,"All Other Professional, Scientific, and Technical Services (541990)",,,United States,,,,,,,,,,,,,,,,,Unit 2,dbrown101781@gmail.com,,,,,,,,,,
Claim The Sky LLC,LLC,Active,2288767,2022-03-31,17 McKinley Avenue,New Haven,United States,06515,CT,kbdphd@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,True,False,False,2021-11-10 00:04:01.7266667,All Other Information Services (519190),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Matters Property Care LLC,LLC,Active,2288773,,261 Blohm St,West Haven,United States,06516-6011,CT,familymatterspc@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.6500000,Landscaping Services (561730),,,United States,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
NGK Home Improvement LLC,LLC,Active,2288776,2022-03-31,194 Newtown Ave.,Norwalk,United States,06851,CT,nikos.gkogkos@outlook.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1966667,,,,United States,,,,,,,,,,,,,,,,,,chalimaria3@gmail.com,,,,,,,,,,
K'MavenbyKailee LLC,LLC,Active,2288866,2022-03-31,3 Fairview Ave,Norwalk,United States,06850-3701,CT,kmavenbykailee@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:02.2266667,Other Personal Care Services (812199),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGELITO'S CARPENTRY AND MORE LLC,LLC,Active,2288838,2022-03-31,87 LEXINGTON AVENUE,NORWALK,United States,06854,CT,angelitocarpentry77@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.7133333,Finish Carpentry Contractors (238350),,,United States,,,,,,,,,,,,,,,,,E,,,,,,,,,,,
BELL CITY KICKS LLC,LLC,Active,2288824,2022-03-31,111 Andrews St,Bristol,United States,06010-6607,CT,slfatdwa@msn.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0400000,Electronic Shopping and Mail-Order Houses (454110),,,United States,,,,,,,,,,,,,,,,,,slfatdwa@msn.com,,,,,,,,,,
"644-646 Reef Road, LLC",LLC,Active,2288899,2022-03-31,11 Red Barn Road,Trumbull,United States,06611,CT,moneymadeasy@aol.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0700000,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT Counseling LLC,LLC,Active,2288849,2022-03-31,139 Cariati Blvd,Meriden,United States,06451-3683,CT,sturnercounseling@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:01.7133333,Offices of Mental Health Practitioners (except Physicians) (621330),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferred palmer llc,LLC,Active,2288870,2022-03-31,141 Frederick St,Stamford,United States,06902-5294,CT,preferredpalmer@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,True,False,False,2021-11-10 00:04:00.4766667,Residential Property Managers (531311),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchid Painting Inc,Stock,Rejected,2288888,,,,,,,letendreinc@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:00.4766667,Painting and Wall Covering Contractors (238320),,,United States,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,
"Four Lake Parcels, LLC",LLC,Active,2288929,2022-03-31,17 Meeks Point Rd,East Hampton,United States,06424-1525,CT,eliteie@comcast.net,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.6500000,Other Activities Related to Real Estate (531390),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri Solar Energy LLC,LLC,Active,2288904,2022-03-31,130 Orchard Hill Rd,Pomfret Center,United States,06259-2106,CT,solarguyteddie@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,True,False,False,False,2021-11-10 00:04:00.4766667,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbaked Sports Cards LLC,LLC,Active,2288896,2022-03-31,43 Merwin Ave,Milford,United States,06460-7945,CT,sunbakedsportscards@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,True,False,2021-11-10 00:04:01.7133333,"Hobby, Toy, and Game Stores (451120)",,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Industrial Bar & Cocktails LLC,LLC,Active,2288908,2022-03-31,222 main st,new britain,United States,06051,CT,msoriano42229@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2133333,Drinking Places (Alcoholic Beverages) (722410),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SEA-GAR, LLC",LLC,Active,2289017,2022-03-31,97 Buckingham Ave,Milford,United States,06460-4890,CT,joe@jjcustombuilders.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2133333,,,,United States,,,,,,,,,,,,,,,,,,rrosati@rosatilawfirm.com,,,,,,,,,,
V VACATIONS LLC,LLC,Active,2289018,2022-03-31,450 RIVER RD,STRATFORD,United States,06614,CT,atlantisllc@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2133333,All Other Traveler Accommodation (721199),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHERYL L SACKLER LLC,LLC,Active,2288918,2022-03-31,45 Northrop Rd,Woodbridge,United States,06525-1722,CT,markjay@optionline.net,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:00.4766667,Residential Property Managers (531311),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nieroda Enterprises LLC,LLC,Rejected,2288927,,116 Conservation Rd,Suffield,United States,06078-2444,CT,nieroda.enterprises@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:00.4766667,Other Activities Related to Real Estate (531390),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLP Express Trucking LLC,LLC,Active,2288937,2022-03-31,"101 Franklin ave,",hartford,United States,06126,CT,jlpexpress19@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,True,False,False,2021-11-10 00:04:01.6966667,"General Freight Trucking, Local (484110)",,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Three Birds Worldwide Chauffeur Service, Inc",Stock,Active,2288950,2021-09-27,,,,,,jserlin@threebirdsworldwide.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0866667,All Other Transit and Ground Passenger Transportation (485999),,,United States,,,,,,,,,,,,,First report past due,,10000.0,,,,,,,,,,,,,
"1026 Reef Road, LLC",LLC,Active,2288967,2022-03-31,11 Red Barn Road,Trumbull,United States,06611,CT,moneymadeasy@aol.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0866667,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563 F Heritage Village LLC,LLC,Active,2288990,2022-03-31,"142 George Road, Box 31",Hebron,United States,03241,NH,adh1195@aol.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:01.0866667,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seymour Powers Corporation LLC,LLC,Active,2288963,2022-03-31,120 Butler St,West Palm Beach,United States,33407,FL,baurelia@fkcpas.com,Foreign,2021-06-29,FLORIDA,FLORIDA,False,False,False,False,False,2021-11-10 00:04:00.9766667,Other Activities Related to Real Estate (531390),2021-01-01,Seymour Powers Corporation LLC,,"120 Butler St, B, West Palm Beach, FL, 33407, United States",120 Butler St,West Palm Beach,FL,33407,United States,"120 Butler St, B, West Palm Beach, FL, 33407, United States",120 Butler St,West Palm Beach,FL,33407,United States,,,,,B,,,B,B,,,,,,,
"Lucious Beauty Bar, LLC",LLC,Active,2288984,,798 Highland Ave,Waterbury,United States,06708-4175,CT,poline1987@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,True,False,False,2021-11-10 00:04:00.9933333,Beauty Salons (812112),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lilliworks, LLC",LLC,Active,2289005,2022-03-31,189 Long Wharf Rd,Mystic,United States,06355-3136,CT,mcurtiss@bjslawyers.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0100000,Administrative Management and General Management Consulting Services (541611),,,United States,,,,,,,,,,,,,,,,,,mcurtiss@bjslawyers.com,,,,,,,,,,
PAULO B SOARES LLC,LLC,Active,2289068,2022-03-31,3 Olive St,Danbury,United States,06810-6125,CT,jesicaez2drivecars@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.2266667,All Other Specialty Trade Contractors (238990),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1004 Reef Road, LLC",LLC,Active,2288995,2022-03-31,11 Red Barn Road,Trumbull,United States,06611,CT,moneymadeasy@aol.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1500000,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olesia&S LLC,LLC,Active,2289105,2022-03-31,223 English St,New Haven,United States,06513-2859,CT,olesia.mykhailenko88@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:01.6500000,Food Service Contractors (722310),,,United States,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
841 WINDHAM RD ASSOCIATES LLC,LLC,Rejected,2289121,,35 N MAIN STREET,SOUTHINGTON,United States,06489,CT,justyna@ctmasonsllc.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:02.1800000,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,United States,,,,,,,,,,,,,,,,,SUITE 3A-6,,,,,,,,,,,
Bethesda Healing & Deliverance Temple Inc.,Non-Stock,Active,2289136,2022-08-27,709 WINDOR STREET,HARTFORD,United States,06120,CT,bhdt01@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,True,False,False,2021-11-10 00:04:02.1333333,Religious Organizations (813110),,,United States,,,,,,,,,,,,,,2021-06-21,,,,,,,,,,,,,,
DORCAS FOUNDATION INC,Non-Stock,Active,2289090,2022-08-27,709 Windsor St,Hartford,United States,06120-2101,CT,bhdt01@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,True,False,False,2021-11-10 00:04:01.5866667,Civic and Social Organizations (813410),,,United States,,,,,,,,,,,,,,2021-08-21,,,,,,,,,,,,,,
Sri Technology Solutions LLC,LLC,Active,2289083,2022-03-31,38 Bonna St,Beacon Falls,United States,06403-1400,CT,rambhargavk@outlook.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0100000,,,,United States,,,,,,,,,,,,,,,,,,rambhargavk@outlook.com,,,,,,,,,,
Empire Salon Parlour LLC,LLC,Active,2289113,2022-03-31,150 Main St,Ansonia,United States,06401-1854,CT,empirehairparlourct@yahoo.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,True,False,False,2021-11-10 00:04:01.0100000,Beauty Salons (812112),,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crazy Horse Axe Throwing & Lounge, LLC",LLC,Rejected,2289147,,965 Bridgeport Ave,Milford,United States,06460-3144,CT,leonardealterio111@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,False,False,False,False,False,2021-11-10 00:04:01.0866667,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brancato, LLC",LLC,Active,2289175,2022-03-31,30 Granite Road,Guilford,United States,06437,CT,erica.brancato17@gmail.com,Domestic,2021-06-29,Connecticut,Connecticut,True,False,False,False,False,2021-11-10 00:04:01.0866667,Marketing Consulting Services (541613),,,United States,,,,,,,,,,,,,,,,,30,kgiuliano@hill-hill.com,,,,,,,,,,
