name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,dissolution_date,sub_status,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
CANTON ARTS COUNCIL INC.,Non-Stock,Active,1379209,2022-06-25,,30 High St,Collinsville,United States,06019-3129,CT,CANTONARTSCOUNCIL@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:25.9933333,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,Annual report due,,2020-01-21,,,
ANGEL CARE FOUNDATION INC.,Non-Stock,Active,1379316,2021-05-24,,No information provided,,,,,ACTPROYUL@ATT.NET,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:16.6266667,All Other Miscellaneous Ambulatory Health Care Services (621999),,,,,,,,,,,,,,First report past due,,,,,
JM WELLNESS LLC,LLC,Active,1379255,2022-03-31,,66 SUMMER STREET,STAMFORD,United States,06901,CT,JMWAEGELEIN@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:19.8166667,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,Unit 406,,
SACIA FRIEDMAN CONSULTING LLC,LLC,Active,1379256,2022-03-31,,40 SKY LINE DR,EASTON,United States,06612,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:24.1900000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
HAVANA BOUTIQUE LLC,LLC,Active,1379319,2022-03-31,,52 COLUMBUS CIR,EAST HARTFORD,United States,06108,CT,ONLINE@THEHAVANABOUTIQUE.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:27.4000000,Women's Clothing Stores (448120),,,,,,,,,,,,,,,,,,,
ACME ROOFING AND SHEETMETAL LLC,LLC,Active,1379217,2022-03-31,,31 FINLEY ST.,MANCHESTER,United States,06040,CT,RNAPOLITANO.ACMEROOFING@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:22.7366667,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,
LOVE LONG AND PROSPER PHOTOGRAPHY LLC,LLC,Active,1379181,2022-03-31,,19 DEAN AVE,EAST WINDSOR,United States,06088,CT,GARY@LOVELONGANDPROSPERPHOTOGRAPHY.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:15.9700000,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,
HAIR.NAILSBYAMANDA LLC,LLC,Active,1379220,2022-03-31,,402 FRENCH ST.,BRIDGEPORT,United States,06606,CT,HAIR.NAILSBYAMANDA@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:27.9933333,,,,,,,,,,,,,,,,,,,,
"ESSEX VILLAGE ENTERPRISES, LLC",LLC,Active,1379317,2022-03-31,,29 ELM STREET,OLD SAYBROOK,United States,06475,CT,ECASSELLA@SAYBROOKLAW.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:08.9000000,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,
CASPIAN DISPATCHING LLC,LLC,Active,1379484,2022-03-31,,145 HARBOR POND DR APT 10C,MERIDEN,United States,06450,CT,EMRE@ISELACCOUNTING.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:08.1966667,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,
MOTORES Y CASAS LLC,LLC,Active,1379485,2022-03-31,,118 WEST CEDAR STREET APT 4,NORWALK,United States,06854,CT,MOTORESYCASAS@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:12.9500000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
ORTIZ TRUCKING LLC,LLC,Active,1379331,2022-03-31,,44 TREMONT ST,NEW BRITAIN,United States,06501,CT,WANDAORTIZ91@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:13.5266667,,,,,,,,,,,,,,,,,,,,
"FRENCH AMERICAN MUSEUM EXCHANGE, INC.",Non-Stock,Active,1379211,2022-02-23,2021-01-01,25 RIVER ROAD,ESSEX,,06426,CT,MDQUIGLEY@FRAMEMUSEUMS.ORG,"FRENCH AMERICAN MUSEUM EXCHANGE, LLC",Foreign,,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:04:12.2133333,Grantmaking Foundations (813211),,,,,,,,,,,,,,,,,,,
CLM ENGINEERING AND DESIGN LLC,LLC,Active,1379969,2022-03-31,,55 COREY ROAD,NORTH HAVEN,United States,,CT,LCIARLEGLIO@COMCAST.NET,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:14.2466667,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,
BEES ARTISTRY LLC,LLC,Active,1379365,2022-03-31,,215 BUCKINGHAM STREET APT 103,HARTFORD,United States,06106,CT,PARKES.ADELINA@BEESARTISTRY.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,True,False,2021-11-10 00:04:13.5433333,Food Service Contractors (722310),,,,,,,,,,,,,,,,,,,
HWMT CT LLC,LLC,Active,1379222,2022-03-31,,40 DAVENPORT FARM LANE EAST,STAMFORD,United States,06903,CT,AMANDULAWILSON10@LIVE.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:04.7300000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
COMPASS MANAGEMENT LLC,LLC,Active,1379180,2022-03-31,,56 LAUREL RIDGE TRAIL,KILLINGWORTH,United States,06419,CT,COMPASSMANAGEMENTCT@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:14.7933333,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
"BLH REALTY TRUST, LLC",LLC,Active,1379330,2022-03-31,2021-02-23,535 LOVE LANE,WARWICK,United States,02886,RI,BLHREALTYLLC@YAHOO.COM,"BLH REALTY TRUST, LLC",Foreign,United States,2021-02-23,RI,RI,False,False,False,False,False,2021-11-10 00:04:14.8400000,Other Activities Related to Real Estate (531390),"535 LOVE LANE, WARWICK, RI, 02886, United States",535 LOVE LANE,WARWICK,RI,02886,"535 LOVE LANE, WARWICK, RI, 02886, United States",535 LOVE LANE,WARWICK,RI,02886,United States,United States,,,,,,,
"NOAH'S WORLD, LLC",LLC,Active,1379327,2022-03-31,,125 CLAPBOARD RIDGE RD.,DANBURY,United States,06811,CT,DOCUMENTS@DIRECTINCORP.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:10.1800000,Other Clothing Stores (448190),,,,,,,,,,,,,,,,,,,
DJGODDARD LLC,LLC,Active,1379326,2022-03-31,,201 NICHOLS TERRACE,STRATFORD,United States,06614,CT,GODDARD.DENISE@ICLOUD.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:12.2300000,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,
"HEADWAY PAYROLL SOLUTIONS, LLC",LLC,Active,1380285,2022-03-31,2021-01-01,3100 SMOETREE COURT STE 900,RALEIGH,,27604,NC,HPS@HEADWAYWFS.COM,"HEADWAY PAYROLL SOLUTIONS, LLC",Foreign,,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:04:05.4933333,Payroll Services (541214),"850 NEW BURTON RD STE 201, DOVER, DE, 19904,",850 NEW BURTON RD STE 201,DOVER,DE,19904,"850 NEW BURTON RD STE 201, DOVER, DE, 19904,",850 NEW BURTON RD STE 201,DOVER,DE,19904,,,,,,,,,
ARIES MRKT LLC,LLC,Active,1379210,2022-03-31,,78 ROBIN COURT,MIDDLETOWN,United States,06457,CT,SHARENCOBB@ARIESMRKT.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:24.8900000,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,
DREAM HOUSE BOUTIQUE LLC,LLC,Active,1379400,2022-03-31,,121 MORSE STREET,HAMDEN,United States,06517,CT,STEPHANIERIVERA529@YAHOO.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:24.2966667,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,
"AMICI HOLDINGS, LLC",LLC,Active,1379328,2022-03-31,,25 MOORELAND ROAD,GREENWICH,United States,06831,CT,JHILLENBRAND@MCPFUNDS.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:18.2933333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
LAST OF OUR KIND LLC,LLC,Active,1379329,2022-03-31,,25 DARLING ST APT F,SOUTHINGTON,United States,06489,CT,STAPLES_BARRY@YAHOO.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:22.2500000,Commodity Contracts Dealing (523130),,,,,,,,,,,,,,,,,,,
SMART RETURNS LLC,LLC,Active,1379212,2022-03-31,,90 BRAINARD ROAD,WEST HARTFORD,United States,06117,CT,ADSANT104@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:27.6400000,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,,,,,
"EVERY PAGE MARKETING, LLC",LLC,Active,1379364,2022-03-31,2016-09-15,19 CLEVELAND STREET,STAMFORD,United States,06907,CT,LESLIE@EVERYPAGEMARKETING.COM,"EVERY PAGE MARKETING, LLC",Foreign,United States,2021-02-23,WA,WA,False,False,False,False,False,2021-11-10 00:04:18.3733333,Marketing Consulting Services (541613),"101 CAPITOL WAY NORTH #202, OLYMPIA, WA, 98501, United States",101 CAPITOL WAY NORTH #202,OLYMPIA,WA,98501,"101 CAPITOL WAY NORTH #202, OLYMPIA, WA, 98501, United States",101 CAPITOL WAY NORTH #202,OLYMPIA,WA,98501,United States,United States,,,,,,,
THE BEAUTY OF BUTTERFLIES LLC,LLC,Active,1379288,2022-03-31,,59 KINGSWOOD DRIVE,NEW HAVEN,United States,06513,CT,LATONYABARRETT192@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:20.3400000,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,
SHIP SHAPE SHIPPING LLC,LLC,Active,1379336,2022-03-31,,33 DIXWELL AVE. #120,NEW HAVEN,United States,06511,CT,SYSAD.JAMES@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:41.5466667,Freight Transportation Arrangement (488510),,,,,,,,,,,,,,,,,,,
ECR HOLDINGS LLC,LLC,Active,1379282,2022-03-31,,390 WHALLEY AVENUE,NEW HAVEN,United States,06511,CT,ELMCITYREALTY@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:41.5800000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
CONNECTICUT RINK OWNERS ASSOCIATION LLC,LLC,Active,1379225,2022-03-31,,300 ALUMNI RD.,NEWINGTON,United States,06111,CT,ANTHONY@LLGRESEARCH.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.6266667,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
"FOSTER CONSULTING, LLC",LLC,Active,1379320,2022-03-31,,29 BREEDS HILL ROAD,GLASTONBURY,United States,06033,CT,MARCFLOOD10@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:32.6566667,,,,,,,,,,,,,,,,,,,,
LATASHA CAKES LLC,LLC,Active,1379363,2022-03-31,,40 DUNLAY ST APT 203,NEW BRITAIN,United States,,CT,LATASHACAKES@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:34.5300000,,,,,,,,,,,,,,,,,,,,
BROTHERS MINI MART LLC,LLC,Active,1379332,2022-03-31,,80 COOK AVE,MERIDEN,United States,06451,CT,HARONTAREB@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:30.4533333,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,
KDA CONSULTING INC.,Stock,Active,1379360,2022-02-23,2021-02-28,140 ROUTE 39 SOUTH,SHERMAN,United States,06784,CT,TOOCPORT@AOL.COM,KDA CONSULTING INC.,Foreign,United States,2021-02-23,NY,NY,False,False,False,False,False,2021-11-10 00:04:36.3433333,,,,,,,,,,,,,,,,,,,,
KAIT TAYLOR SALON LLC,LLC,Active,1379362,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.3300000,,,,,,,,,,,,,,,,,,,,
J2 CONSULTING INC.,Stock,Active,1379358,2021-05-24,,No information provided,,,,,PAUL@SCIENTIFICFINANCIAL.ORG,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:30.5600000,,,,,,,,,,,,,,,First report past due,200.0,,,,
HOWE AVENUE HOLDINGS LLC,LLC,Active,1379350,2022-03-31,,156 CROSS HILL ROAD,MONROE,United States,06468,CT,BCOLELLA@BRCLAWOFFICE.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.8600000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
ECR 2 LLC,LLC,Active,1379285,2022-03-31,,390 WHALLEY AVENUE,NEW HAVEN,United States,06511,CT,ELMCITYREALTY@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.2500000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
"MERIT ADMINISTRATION, LLC",LLC,Active,1379335,2022-03-31,2021-03-23,1128 ROCK CREEK ELEMENTARY SCHOOL DR.,O'FALLON,United States,63366,MO,SANDRA.MAEDER@Y2YC.COM,"MERIT ADMINISTRATION, LLC",Foreign,United States,2021-02-23,MO,MO,False,False,False,False,False,2021-11-10 00:04:36.4200000,All Other Insurance Related Activities (524298),"142 ALBANY MANOR DR., WENTZVILLE, MO, 63385, United States",142 ALBANY MANOR DR.,WENTZVILLE,MO,63385,"1128 ROCK CREEK ELEMENTARY SCHOOL DR., O'FALLON, MO, 63366, United States",1128 ROCK CREEK ELEMENTARY SCHOOL DR.,O'FALLON,MO,63366,United States,United States,,,,,,,
"PD & RJ ARCHITECTURAL WOODWORKING, INC.",Stock,Active,1379361,2022-02-24,,"60 SHELTER ROCK ROAD, UNTS 2&4",DANBURY,United States,06810,CT,PAOLACHACHA15@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.6866667,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,20000.0,,,,
"CASTILLA ENTERPRISES, LLC",LLC,Active,1379287,2022-03-31,,73 LAKEVIEW DRIVE,FAIRFIELD,United States,06825,CT,JD1540@AOL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:31.8600000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
"VELO BASEBALL, LLC",LLC,Active,1379351,2022-03-31,,135 EAST CENTER STREET,MANCHESTER,United States,06040,CT,SAMUELJOSEPHR@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.8733333,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,
"TWO SAMS, LLC",LLC,Active,1379325,2022-03-31,,8 SUNNYSIDE ROAD,AUBURN,United States,01501,MA,SAMANTHA.RAPHAEL@GMAIL.COM,,Domestic,,2021-02-23,MA,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.1866667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
JANIMAL REALTY,LLC,Active,1379242,2022-03-31,,1188 DIXWELL AVENUE,HAMDEN,United States,06514,CT,MGIAMMATTEI@BERSHTEINLAWCENTER.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.9533333,,,,,,,,,,,,,,,,,,,,
ECR 1 LLC,LLC,Active,1379284,2022-03-31,,390 WHALLEY AVENUE,NEW HAVEN,United States,06510,CT,ELMCITYREALTY@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.0633333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
"PINACOM, INC.",Stock,Active,1379283,2022-02-24,,65 HIGH RIDGE ROAD #431,STAMFORD,United States,06905,CT,FERNANDO@AVALONITS.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.0633333,Computer Training (611420),,,,,,,,,,,,,,,1000.0,,,,
FOX-FOLEY CORPORATION,Stock,Active,1379333,2022-07-23,,399 N Park Ave,Easton,United States,06612-1206,CT,FOXFOLEY@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:32.5600000,Beauty Salons (812112),,,,,,,,,,,,,,Annual report due,10000.0,2021-07-11,,,
VITAL HOMECARE LLC,LLC,Active,1379352,2022-03-31,,41 COURTLAND AVE.,WATERBURY,United States,06705,CT,VITALHOMECARELLC@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:34.5300000,Home Health Care Services (621610),,,,,,,,,,,,,,,,,,,
KLH VENTURES LLC,LLC,Active,1379286,2022-03-31,,55 DEWITT STREET,NEW HAVEN,United States,06519,CT,KELLDONH@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:41.5633333,,,,,,,,,,,,,,,,,,,,
TRUSKIN PARTNERS INC,Stock,Active,1379334,2022-02-23,2020-02-25,300 LENORA ST #918,SEATTLE,United States,98121-2322,WA,BRIAN@TRUSKIN.COM,TRUSKIN PARTNERS INC,Foreign,United States,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:04:42.0800000,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,
VANMA PROPERTY MANAGEMENT COMPANY LLC,LLC,Active,1379359,2022-03-31,,146 NEW BRITAIN AVE 2ND FLOOR LEFT SIDE OFFICE,PLAINVILLE,United States,06062,CT,VERONICAREALTYSERVICES146@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.8300000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,
EJOYSCO PROPERTY BUILDERS LLC,LLC,Active,1379240,2022-03-31,,1062 TOWNSEND AVE #2 C/O STACI SCOTT,NEW HAVEN,United States,06512,CT,EJOYSCOPROPERTIES@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:38.3300000,All Other Consumer Goods Rental (532289),,,,,,,,,,,,,,,,,,,
COSSET CUSTOM SERVICES LLC,LLC,Active,1379223,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.8900000,,,,,,,,,,,,,,,,,,,,
"HAWKEYE REAL ESTATE, LLC",LLC,Active,1379307,2022-03-31,,50 SUNRISE CIRCLE,WALLINGFORD,United States,06492,CT,THETASTUFF@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:32.5933333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
CHOWBUS GROCERY LLC,LLC,Active,1379258,2022-03-31,2021-02-17,55 E. JACKSON BLVD. STE. 450,CHICAGO,,60604,IL,LINXIN@CHOWBUS.COM,CHOWBUS GROCERY LLC,Foreign,,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:04:46.3300000,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,
CONSTITUTION FITNESS CENTER LLC,LLC,Active,1379305,2022-03-31,,25 CONSTITUTION BLVD S,SHELTON,United States,06484,CT,DRNICKPM@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:50.9233333,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,
EB WILDLIFE LLC,LLC,Active,1379349,2022-03-31,,7 WILLOW RUN,BROOKFIELD,United States,06804,CT,EBWILDLIFE2@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:55.3500000,Hunting and Trapping (114210),,,,,,,,,,,,,,,,,,,
CARLY PUGLIESE VOICE OVER LLC,LLC,Active,1379373,2022-03-31,,136 GILLIES LANE,NORWALK,United States,06851,CT,CARLY@CARLYPUGLIESE.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:08.7633333,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,
"JOLANTA BORTO, PSY.D., PLLC",LLC,Active,1379310,2022-03-31,,1275 POST ROAD SUITE 202,FAIRFIELD,,06824,CT,JOLANTABORTO@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:43.5933333,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,
COMMON GROUND COMPOST LLC,LLC,Active,1379370,2022-03-31,2021-03-01,34 THIRD AVE #173,NEW YORK,United States,10003,NY,MEREDITH@COMMONGROUNDCOMPOST.COM,COMMON GROUND COMPOST LLC,Foreign,United States,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:05:07.8266667,Administrative Management and General Management Consulting Services (541611),"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,United States,,,,,,,
RETRO KICK'S CT LLC,LLC,Active,1379309,2022-03-31,,157 TERRACE DR,VERNON,United States,06066,CT,L.VASQUEZ0610@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:48.1733333,Shoe Stores (448210),,,,,,,,,,,,,,,,,,,
MILLENNIAL INSURANCE LLC,LLC,Dissolved,1379259,2022-03-31,,20 WEST STREET SUITE 3,DANBURY,,06810,CT,SERVICE@MILLENNIALINSURANCE.US,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.8766667,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,2021-02-24T00:00:00.000,,,,,,
KICK BAND LLC,LLC,Active,1379369,2022-03-31,,70 GREENVIEW TERRACE,MIDDLETOWN,United States,06457,CT,BRIAN.E.PENNINGTON@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:53.4133333,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,
"MTQS,LLC",LLC,Active,1379375,2022-03-31,,24 RAILROAD AVE,CHESTER,United States,06412,CT,MG.MTQS@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:55.9133333,"Process, Physical Distribution, and Logistics Consulting Services (541614)",,,,,,,,,,,,,,,,,,,
COMPRALES CASA LLC,LLC,Active,1379261,2022-03-31,,75 TRESSER BOULEVARD UNIT 255,STAMFORD,United States,06901-3329,CT,CONTACTO@COMPRALESCASA.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.8900000,Consumer Lending (522291),,,,,,,,,,,,,,,,,,,
ZERO ONE ZERO MUSIC LLP,LLP,Active,1379338,2022-02-23,,57 WALLENS HIL RD.,WINSTED,United States,06098,CT,AHLES.MARK@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.8666667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
"WILD ALASKAN, INC.",Stock,Active,1379341,2022-02-23,2021-02-23,85 QUAY STREET SUITE 300,BROOKLYN,United States,11222,NY,LEGAL@WILDALASKANCOMPANY.COM,"WILD ALASKAN, INC.",Foreign,United States,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:04:52.8666667,,,,,,,,,,,,,,,,,,,,
HOLLYWOOF LLC,LLC,Active,1379374,2022-03-31,,59 SOUTH KENT RD,KENT,United States,06785,CT,SEAN@MARCGROSSLAW.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:53.4300000,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,
KJB TAX & ACCOUNTING SERVICES LLC,LLC,Active,1379340,2022-03-31,,49 HILLCREST AVE,STAMFORD,United States,06902,CT,KJBTAX88@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:53.9600000,Other Accounting Services (541219),,,,,,,,,,,,,,,,,,,
MOZETONA LABS LLC,LLC,Active,1379367,2022-03-31,,74 NONQUIT ST.,WEST HAVEN,United States,06516,CT,MOZETONALABS@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:51.0000000,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,,,,,,,,,,,,,,,,,,
34 ARLINGTON LLC,LLC,Dissolved,1379260,2022-03-31,,1015 BOSTON POST ROAD,MILFORD,United States,06460,CT,HANDHREALTYLLC@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:54.0833333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,2021-03-24T00:00:00.000,,,,,,
LITTLE HANDS CREATIVE LLC,LLC,Active,1379306,2022-03-31,,30 CHARTER OAK DRIVE,OXFORD,United States,06478,CT,LITTLEHANDSCREATIVELLC@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:46.9400000,"Hobby, Toy, and Game Stores (451120)",,,,,,,,,,,,,,,,,,,
