name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,category_survey_email_address,naics_code,create_dt,billing_unit,began_transacting_in_ct,business_name_in_state_country,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,total_authorized_shares,mail_jurisdiction,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mailing_international_address,records_address_unit
JG BUILDING REMODELING LLC,LLC,Active,2370851,2022-03-31,5 Foote St,Waterbury,United States,06704-3102,CT,generalhelpct@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,generalhelpct@gmail.com,Other Building Finishing Contractors (238390),2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hillcourt Capital, LLC",LLC,Active,2370846,2022-03-31,2389 Main St.,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.1866667,STE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WESTMOUNT HC1 MM, LLC",LLC,Active,2370847,2022-03-31,"C/O WESTMOUNT DEVELOPMENT GROUP LLC, 36 PARK PLACE",BRANFORD,USA,06405,CT,RICK@WESTMOUNTMGMT.COM,Domestic,United States,2021-10-26,,Connecticut,False,False,False,False,False,,531390,2021-11-10 00:06:44.6700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Landscaping & General Contracting LLC,LLC,Active,2370852,2022-03-31,25 Colony Road,New Haven,United States,06511-2811,CT,bagleymichael45@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Residential Remodelers (236118),2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H&N CT Westport LLC,LLC,Active,2370857,2022-03-31,102 Gun Club Road,Stamford,United States,06903,CT,donald.yurick@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Barber Shops (812111),2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy Time LLC,LLC,Active,2370859,2022-03-31,1363 Corbin Ave,New Britain,United States,06053-3841,CT,chris@buytimellc.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With Honor LLC,LLC,Active,2370892,2022-03-31,138 7th St,Newington,United States,06111,CT,withhonorct@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,onlinefilings@nolo.com,,2021-11-10 00:06:44.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCR HOME SERVICES LLC,LLC,Active,2370868,2022-03-31,180 BROAD STREET,STAMFORD,United States,06901,CT,joe@beharcpa.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Home and Garden Equipment Repair and Maintenance (811411),2021-11-10 00:06:44.6866667,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HC1 MM, LLC",LLC,Active,2370880,2022-03-31,"C/O WESTMOUNT DEVELOPMENT GROUP LLC, 36 PARK PLACE",BRANFORD,USA,06405,CT,RICK@WESTMOUNTMGMT.COM,Domestic,United States,2021-10-26,,Connecticut,False,False,False,False,False,,531390,2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaverSisters LLC,LLC,Active,2370885,2022-03-31,70 Cornish Dr.,Newington,United States,06111,CT,saversistersig@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,All Other Personal Services (812990),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGDA'S TRUCKING LLC,LLC,Active,2370902,2022-03-31,1876 NOBLE AVE,BRIDGEPORT,United States,06610,CT,efile1234@incfile.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,efile1235@incfile.com,"General Freight Trucking, Local (484110)",2021-11-10 00:06:44.2633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0N-REPOS BUILDING AND CONSTRUCTION CORP,Stock,Rejected,2370889,,,,,,,hewanorracon@yahoo.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,True,False,False,chalmark@gmail.com,Finish Carpentry Contractors (238350),2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,
BLINX CORP.,Stock,Active,2370890,2022-01-24,,,,,,efile1234@incfile.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,efile1235@incfile.com,Couriers and Express Delivery Services (492110),2021-11-10 00:06:44.1866667,,,,First report due,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,
NAZCA SERVICES INC,Stock,Active,2370893,2022-10-26,,,,,,,Domestic,United States,2021-10-26,,Connecticut,False,False,False,False,False,,561720,2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,
AV CARPENTRY SERVICES LLC,LLC,Active,2370909,2022-03-31,15 SMITH ST,DANBURY,United States,06810,CT,germanvasquez400@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Framing Contractors (238130),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazies Place LLC,LLC,Active,2370908,2022-03-31,125 Roberts St,Torrington,United States,06790,CT,haziesplace@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,True,False,False,False,haziesplace@gmail.com,Family Clothing Stores (448140),2021-11-10 00:06:44.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAFFERS 4 U LLC,LLC,Active,2370912,2022-03-31,113 MILL PLAIN RD,DANBURY,United States,06811,CT,efile1234@incfile.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,efile1235@incfile.com,Employment Placement Agencies (561311),2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hott Electric LLC,LLC,Active,2370919,2022-03-31,625 Buckley Hwy,Union,United States,06076-4905,CT,hottelectricllc@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Unplugged Limited Liability Company,LLC,Active,2370931,2022-03-31,36 Long View Dr,Simsbury,United States,06070-2644,CT,godunplugged12@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,maps101767@yahoo.com,Religious Organizations (813110),2021-11-10 00:06:44.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flynn Family Holdings LLC,LLC,Active,2370958,2022-03-31,17 Pondview Dr,Cromwell,United States,06416-2023,CT,robert@rjmjdllm.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,robert@rjmjdllm.com,Portfolio Management (523920),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wallace Sphere LLC,LLC,Active,2370965,2022-03-31,2550 Albany Ave,West Hartford,United States,06117-2335,CT,jhaaron@wallacesphere.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,True,False,False,,All Other Legal Services (541199),2021-11-10 00:06:44.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DONTQUITGETFIT LLC,LLC,Active,2370967,2022-03-31,123 OLD BELDEN HILL ROAD,NORWALK,United States,06850,CT,efile1234@incfile.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,efile1235@incfile.com,Other Clothing Stores (448190),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMSTOCK MULTICHAIN FUND LIMITED PARTNERSHIP,Limited Partnership,Active,2370968,2022-10-26,"CORPORATION TRUST CENTER, 1209 ORANGE STREET",WILMINGTON,USA,19801,DE,RSHORTEN@SILVERMINECAPITAL.COM,Foreign,,2021-10-26,,DELAWARE,False,False,False,False,False,,,2021-11-10 00:06:44.1700000,,2021-10-25,"COMSTOCK MULTICHAIN FUND, L.P.",,,,,,,,,,,,,,,,,,,"85 SHERMAN TURNPIKE, REDDING, CT, 06896, USA",85 SHERMAN TURNPIKE,REDDING,CT,6896.0,USA,,,
"AIRROSTI PT, PC",Stock,Active,2370973,2022-10-26,111 TOWER DRIVE BLDG. 1,SAN ANTONIO,US,78232-3625,TX,ACCOUNTING@AIRROSTI.COM,Foreign,,2021-10-26,,TEXAS,False,False,False,False,False,,621340,2021-11-10 00:06:44.1700000,,2021-11-01,"AIRROSTI PT, PC",,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifestyle Rentals LLC,LLC,Active,2371012,2022-03-31,769 Broad Street,Hartford,United States,06106,CT,llcsupport@primecorporateservices.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Passenger Car Rental (532111),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARC Eccentric Spinster, LLC",LLC,Active,2370986,2022-03-31,20 Locust Road,Greenwich,United States,06831,CT,b.hahn7@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,b.hahn7@gmail.com,Civic and Social Organizations (813410),2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYLTON TRUCKING LOGISTICS LLC,LLC,Active,2370987,2022-03-31,26 KENNY DR,NEW HAVEN,United States,06513,CT,efile1234@incfile.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,efile1235@incfile.com,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Naked Fruit LLC,LLC,Active,2370985,2022-03-31,189 Boston Post Road,West Haven,United States,06516,CT,maldonadosbc@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,True,False,False,maldonadosbc@gmail.com,Supermarkets and Other Grocery (except Convenience) Stores (445110),2021-11-10 00:06:44.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Real MLP LLC,LLC,Dissolved,2370993,2022-03-31,144 Main St,East Hartford,United States,06118-3239,CT,michellepoulin12@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Beauty Salons (812112),2021-11-10 00:06:44.1700000,b,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-29T00:00:00.000,,
profitsquared LLC,LLC,Active,2371009,2022-03-31,203 branch rd,Thomaston,United States,06787,CT,profitsquaredllc@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,True,False,False,profitsquaredllc@gmail.com,Other Management Consulting Services (541618),2021-11-10 00:06:44.1700000,unit 4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPECTRA PREMIUM MOBILITY SOLUTIONS USA, LLC",LLC,Active,2370994,2022-03-31,3052 N Distribution Way,Greenfield,United States,46140-6602,IN,info@corpomax.com,Foreign,,2021-10-26,DELAWARE,DELAWARE,False,False,False,False,False,,,2021-11-10 00:06:44.1700000,,2021-10-26,"SPECTRA PREMIUM MOBILITY SOLUTIONS USA, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,"1421 RUE AMPERE BOUCHERVILLE, QC  J4B5Z5",
Practical Cat LLC,LLC,Active,2371003,2022-03-31,114 FloodBridge Rd,Southbury,United States,06488-2169,CT,cherylleea66@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,False,True,False,,,2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORLANDO GLOBAL LLC,LLC,Active,2371002,2022-03-31,120 GREAT NECK RD,WATERFORD,United States,06385,CT,efile1234@incfile.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,efile1235@incfile.com,All Other Personal Services (812990),2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498 New Haven Avenue LLC,LLC,Active,2371015,2022-03-31,541 New Haven Ave,Milford,United States,06460-8613,CT,anthonymonaco5000@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,jtramuta@mtelawfirm.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mixie Chicks, LLC",LLC,Active,2371020,2022-03-31,101 Kenneth St,East Haven,United States,06512-3722,CT,jzullo@zulloandjacks.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUELZ MONTANA PROPERTY MANAGEMENT LLC,LLC,Active,2371030,2022-03-31,176 Atwater St,West Haven,United States,06516-5310,CT,info@juelzmontanapm.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,True,False,False,,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballooning Promotions LLC,LLC,Active,2371021,2022-03-31,128 Fox Hill Rd,Pomfret Center,United States,06259-1133,CT,bbyberg@me.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,bbyberg@me.com,"Scenic and Sightseeing Transportation, Other (487990)",2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Guerrera Baseball LLC,LLC,Active,2371232,2022-03-31,21 Marc Dr,Watertown,United States,06795-3071,CT,jguerrerabaseball@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,jwguerrera@gmail.com,All Other Personal Services (812990),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD Home Renovation LLC,LLC,Active,2371032,2022-03-31,642 Hop River Road,Bolton,United States,06043,CT,sdhomerenovation@outlook.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,True,False,False,,Residential Remodelers (236118),2021-11-10 00:06:44.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Signal Rock Advisors, LLC",LLC,Active,2371033,2022-03-31,10 CENTER ST,WESTPORT,United States,06880,CT,eastern@northwestregisteredagent.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CBW Old Saybrook, LLC",LLC,Active,2371058,2022-03-31,77 Main St,Centerbrook,United States,06409-1004,CT,janet.stoner@campbowwow.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,False,False,False,,,2021-11-10 00:06:44.2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriot Product LLC,LLC,Active,2371035,2022-03-31,218 Valley Rd,North Branford,United States,06471-1831,CT,tedcopco@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,tlinstrum3@gmail.com,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:06:44.1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.E. ANDAGANAAMANTA LLC,LLC,Active,2371039,2022-03-31,50 south st,danbury,United States,06810,CT,karenvallejos@live.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Residential Remodelers (236118),2021-11-10 00:06:44.2500000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEARCAT, LLC",LLC,Active,2371042,2022-03-31,9 Sharon Rd,Lakeville,United States,06039-2107,CT,filing@acs123.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,filing@acs123.com,Other Activities Related to Real Estate (531390),2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR CONSTRUCTION SERVICES LLC,LLC,Active,2371043,2022-03-31,20 Ninth Ave,Danbury,United States,06810-3804,CT,mazavictor977@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Roofing Contractors (238160),2021-11-10 00:06:44.6866667,1 FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 HILLANDALE LLC,LLC,Active,2371047,2022-03-31,90 HILLANDALE ROAD,WESTPORT,USA,06880,CT,KIMWALIN@GMAIL.COM,Domestic,United States,2021-10-26,,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Marie Enterprise LLC,LLC,Active,2371060,2022-03-31,91 Great Plain Rd,Danbury,United States,06811-3927,CT,teach.kmarie@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,True,False,False,,Educational Support Services (611710),2021-11-10 00:06:44.7033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Resident Nepali Association National Coordination Council of USA Corporation,Non-Stock,Active,2371067,2022-10-26,4409 kirbrook,nashville,United States,37221,TN,ctchapter@nrnusa.org,Foreign,,2021-10-26,TENNESSEE,TENNESSEE,False,False,False,False,False,,Civic and Social Organizations (813410),2021-11-10 00:06:44.2000000,,2021-07-01,Non Resident Nepali Association National Coordination Council of USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pier 6 Marketing LLC,LLC,Active,2371079,2022-03-31,23 Wagon Rd,Glastonbury,United States,06033-3260,CT,stierney@pier6marketing.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,False,False,False,,Marketing Consulting Services (541613),2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Solar Portfolio I LLC,LLC,Active,2371070,2022-03-31,888 Prospect St,La Jolla,United States,92037-4260,CA,julia.orr@stoel.com,Foreign,,2021-10-26,DELAWARE,DELAWARE,False,False,False,False,False,,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:06:44.1700000,,2021-03-15,CT Solar Portfolio I LLC,,"800 N State St, 403, Dover, DE, 19901-3925, United States",800 N State St,Dover,DE,19901-3925,United States,"800 N State St, 403, Dover, DE, 19901-3925, United States",800 N State St,Dover,DE,19901-3925,United States,403,403,,,,,,,,,,,,
"CBCR, LLC",LLC,Active,2371091,2022-03-31,499 Federal Rd. Unit 12,Brookfield,United States,06804,CT,bblock1984@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackstone Capital LLC,LLC,Active,2371075,2022-03-31,6 Carthage Street,Fairfield,United States,06825,CT,lisioguy@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,True,False,False,jchazhur@gmail.com,,2021-11-10 00:06:44.1866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kokompe Inc.,Stock,Active,2371078,2022-01-24,,,,,,gagbodo@comcast.net,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,True,False,False,,,2021-11-10 00:06:44.2500000,,,,First report due,,,,,,,,,,,,,,,,100.0,,,,,,,,,,
Ferguson Contracting LLC,LLC,Active,2371081,2022-03-31,61 Tucker St,Danbury,United States,06810-5133,CT,barryfergusoncontracting@yahoo.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Residential Remodelers (236118),2021-11-10 00:06:44.7033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chaffee Equity, LLC",LLC,Active,2371088,2022-03-31,22 Candlewood Dr,South Windsor,United States,06074-2610,CT,joshuachaffee@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:06:44.7033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinto Canyon LLC,LLC,Active,2371096,2022-03-31,43 Camps Flat Rd,South Kent,United States,06785-1209,CT,caroleclew@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,caroleclew@gmail.com,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKYWARD THERAPY, LLC",LLC,Active,2371098,2022-03-31,242 Moody Rd,Enfield,United States,06082,CT,josh@skywardtherapy.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Chiapaneca Food Truck LLC,LLC,Active,2371108,2022-03-31,76 State St,North Haven,United States,06473,CT,lachiapanecafoodtruck@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,True,False,True,liliana.garcia@uconn.edu,Mobile Food Services (722330),2021-11-10 00:06:44.2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA Thrillz LLC,LLC,Active,2371105,2022-03-31,5 Prindle Lane,Danbury,United States,06811,CT,r.cannon123@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,dramsey@kaufmanngildin.com,Full-Service Restaurants (722511),2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIME FITNESS CT LLC,LLC,Active,2371109,2022-03-31,506 Wetherell St,Manchester,United States,06040-6351,CT,andrelj86@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,True,False,False,shawn@tp1040.com,Fitness and Recreational Sports Centers (713940),2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNL-BREAKS LLC,LLC,Active,2371114,2022-03-31,9 NUTMEG AVENUE,DERBY,United States,06418,CT,snl-breaks@outlook.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:06:44.6866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E&P FINANCIAL GROUP USA INC,Stock,Active,2371124,2022-10-26,200 HUDSON STREET,JERSEY CITY,USA,07311,NJ,,Foreign,,2021-10-26,,DELAWARE,False,False,False,False,False,,221114,2021-11-10 00:06:44.6866667,,2021-03-01,E&P FINANCIAL GROUP USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ay'mari Creations LLC,LLC,Active,2371133,2022-03-31,119 Angel Drive,Waterbury,United States,06708,CT,dopemomma3@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",2021-11-10 00:06:44.2333333,Apt e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P Squared Productions LLC,LLC,Active,2371154,2022-03-31,35 Benham Ave,Bridgeport,United States,06605-1436,CT,psquaredproductionsllc@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,True,False,True,False,False,,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:06:44.2333333,STE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL GALLO DORADO LLC,LLC,Active,2371144,2022-03-31,503 Howe Ave,Shelton,United States,06484-8117,CT,contact@amesur.net,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,contact@amesur.net,Limited-Service Restaurants (722513),2021-11-10 00:06:44.2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVA E SOUZA SMART SERVICES LLC,LLC,Active,2371156,2022-03-31,75 Oxford St,Hartford,United States,06105-2918,CT,dasilvaesouzarobert@gmail.com,Domestic,United States,2021-10-26,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:44.2000000,Apt A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
