name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,sub_status,dissolution_date,total_authorized_shares,billing_unit,reason_for_administrative,mailing_address,category_survey_email_address,office_jurisdiction_3
WELLNESS PLAYGROUND GLOBAL LLC,LLC,Active,1393656,2022-03-31,12 BROOKLAWN DR,WESTPORT,United States,06880,CT,LEMONHQ@GMAIL.COM,Foreign,2021-05-26,DE,DE,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:03:54.5866667,2021-05-21,WELLNESS PLAYGROUND GLOBAL LLC,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,,,,,,
"50-54 REED, LLC",LLC,Active,1394621,2022-03-31,9 ORCHARD ST,NEW LONDON,,06320,CT,KRUSKE9@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:46.4600000,,,,,,,,,,,,,,,,,,,,,,,,
77 OMT LLC,LLC,Active,1393529,2022-03-31,"388 HUBBARD ST, UNIT D3",GLASTONBURY,United States,06033,CT,MARYANN@PROPROLOGO.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:45.0700000,,,,,,,,,,,,,,,,,,,,,,,,
SANDBOX HOLDINGS LLC,LLC,Active,1393735,2022-03-31,40 YOGANANDA STREET,SANDY HOOK,United States,06482-1569,CT,OSANDERCOX@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,"Trusts, Estates, and Agency Accounts (525920)",2021-11-10 00:03:43.2566667,,,,,,,,,,,,,,,,,,,,,,,,
"BALL ANKH LOVE 4 LIFE, LLC",LLC,Active,1393897,2022-03-31,2209 NORTH AVE,BRIDGEPORT,United States,06604,CT,BALLANKHLOVE@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,True,False,False,Apparel Accessories and Other Apparel Manufacturing (315990),2021-11-10 00:03:54.6500000,,,,,,,,,,,,,,,,,,,,,,,,
DURAN MARKET LLC,LLC,Active,1393530,2022-03-31,722 E MAIN ST,WATERBURY,United States,06702,CT,LEONARDODURAN75.COM@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,True,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),2021-11-10 00:03:58.5400000,,,,,,,,,,,,,,,,,,,,,,,,
"DASILVA PAINTING, LLC",LLC,Active,1393946,2022-03-31,1251 ESSEX RD,WESTBROOK,United States,06498,CT,SILVAPAINTER@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:05:53.5133333,,,,,,,,,,,,,,,,,,,,,,,,
WOLF PROFESSIONAL LLC,LLC,Active,1393944,2022-03-31,339 ROUTE 66,COLUMBIA,United States,06237,CT,WOLFPROFESSIONALLLC@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:02.0600000,,,,,,,,,,,,,,,,,,,,,,,,
"SUNRISE MOVEMENT EDUCATION FUND, INC.",Non-Stock,Active,1393945,2022-05-27,"50 F STREET NW, STE 700",WASHINGTON,United States,20001,DC,MILES@SUNRISEMOVEMENT.ORG,Foreign,2021-05-27,DC,DC,False,False,False,False,False,,2021-11-10 00:05:53.5600000,2021-05-27,"SUNRISE MOVEMENT EDUCATION FUND, INC.",United States,,,,,,,,,,,,,,,,,,,,,
A'LUXE D.I.V.A LLC,LLC,Active,1393943,2022-03-31,86 FERRONE AVE,WATERBURY,United States,06705,CT,LUXURIOUSCROWNZ@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),2021-11-10 00:05:58.9666667,,,,,,,,,,,,,,,,,,,,,,,,
AJ ACQUISITIONS 57 LLC,LLC,Active,1393891,2022-03-31,672 Queen St,Southington,United States,06489-1540,CT,57.HARRISONST@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:54.6866667,,,,,,,,,,,,,,,,,,,,#1007,,,,
AGGIELAND CLEANING LLC,LLC,Active,1393824,2022-03-31,477 CONNECTICUT BLVD STE 209,EAST HARTFORD,United States,06108,CT,TRAVIS.WILLIAMS@JAN-PRO.COM,Domestic,2021-05-27,CT,Connecticut,False,True,True,True,False,Janitorial Services (561720),2021-11-10 00:06:00.2033333,,,,,,,,,,,,,,,,,,,,,,,,
"GIFTS BY ELIZABETH TEAL "" LLC""",LLC,Active,1393966,2022-03-31,273 BLUE HILLS AVE,HARTFORD,United States,06112,CT,GIFTSBYELIZABETHTEAL@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,True,False,True,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:06:12.4533333,,,,,,,,,,,,,,,,,,,,,,,,
BLUE DREAM IX MANAGING MEMBER LLC,LLC,Active,1393826,2022-03-31,42 REID STREET,FAIRFIELD,United States,06824,CT,CHRIS@BLUEDREAMCAP.COM,Foreign,2021-05-27,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:06:09.4200000,2021-05-27,BLUE DREAM IX MANAGING MEMBER LLC,United States,"CORPORATION TRUST CENTER 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",CORPORATION TRUST CENTER 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"CORPORATION TRUST CENTER 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",CORPORATION TRUST CENTER 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,,,
BEACKWITH POWER WASHING LLC,LLC,Active,1393964,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:06.0633333,,,,,,,,,,,,,,,,,,,,,,,,
ATHLETES & COACHES UNITED LLC,LLC,Active,1393800,2022-03-31,434 HIGHLAND STREET,WETHERSFIELD,United States,06109-3910,CT,NEIL.BREEN@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:06:08.8433333,,,,,,,,,,,,,,,,,,,,,,,,
FRESH CATCH LACROSSE LLC,LLC,Active,1393784,2022-03-31,13 JULIAN TERRACE,NORWICH,United States,06360,CT,FRESHCATCHLACROSSE@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:06:07.5166667,,,,,,,,,,,,,,,,,,,,,,,,
AWC369 LLC,LLC,Active,1393802,2022-03-31,369 NEW BRITAIN ROAD,BERLIN,United States,06037,CT,PAMCOLE233@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:15.3433333,,,,,,,,,,,,,,,,,,,,,,,,
"AMERICAN E-FILE TAX SERVICE, LLC",LLC,Dissolved,1393969,2022-03-31,1905 STATE ST,HAMDEN,United States,06517,CT,JVR.ATLANTICA@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),2021-11-10 00:06:05.4700000,,,,,,,,,,,,,,,,,,2021-08-25T00:00:00.000,,,,,,
DEB AGUDA HOSPITALITY GROUP LLC,LLC,Active,1393801,2022-03-31,33 EASTBURY HILL ROAD,GLASTONBURY,United States,06033,CT,DEBRAAGUDA@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:06:10.0633333,,,,,,,,,,,,,,,,,,,,,,,,
7 TURNER DRIVE LLC,LLC,Active,1393858,2022-03-31,40 CENTRAL PARK SOUTH,NEW YORK,,10019,NY,KHG@ATCO.US,Domestic,2021-05-27,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:08.1233333,,,,,,,,,,,,,,,,,,,,,,,,
RRCI INVESTING LLC,LLC,Active,1393967,2022-03-31,44 WALSH STREET,BLOOMFIELD,United States,06002,CT,COMMUNITYINVESTING18@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:08.1400000,,,,,,,,,,,,,,,,,,,,,,,,
"GALLO EXPRESS DANBURY, LLC",LLC,Active,1393835,2022-03-31,"9905 PIN OAK ACRES WAY, #622",CHARLOTTE,United States,28277,NC,WHALEHAVEN.MICHAEL@GMAIL.COM,Domestic,2021-05-27,NC,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:10.1266667,,,,,,,,,,,,,,,,,,,,,,,,
CRUSADER GROUP LLC,LLC,Active,1393911,2022-03-31,1185 SOUTH MAIN ST,CHESHIRE,United States,06410,CT,LEO@LEORIDERCPA.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:06:10.0300000,,,,,,,,,,,,,,,,,,,,,,,,
KIRA'S TAROT LLC,LLC,Active,1393825,2022-03-31,174 DAVIS AVENUE 1A,GREENWICH,United States,06830-6397,CT,YAKIRANICHOLS@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:06:09.4366667,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAVEN RD CAR WASH LLC,LLC,Active,1393833,2022-03-31,1015 NEW HAVEN ROAD,NAUGATUCK,United States,06770,CT,RTAYLOR@SADDLERCAPITAL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:06.1566667,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE HRM LLC,LLC,Active,1393910,2022-03-31,2035 LINCOLN HWY SUITE 1080,EDISON,United States,08817,NJ,FINANCE@AGGREGATEHRM.COM,Foreign,2021-05-27,DE,DE,False,False,False,False,False,Professional Employer Organizations (561330),2021-11-10 00:06:08.2200000,2021-07-01,AGGREGATE HRM LLC,United States,,,,,,,,,,,,,,,,,,,,,
"CENTURION CARES, INC.",Stock,Active,1393859,2022-05-27,200 EMERALD BAY DR STE 100,OLDSMAR,United States,34677-5052,FL,DOCUMENTS@INCORP.COM,Foreign,2021-05-27,WI,WI,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2021-11-10 00:06:05.5166667,2021-05-27,"CENTURION CARES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
BOSS BABE TRESSES LLC,LLC,Active,1393855,2022-03-31,451 WASHINGTON STREET,HARTFORD,United States,06106,CT,BOSSBABETRESSES@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:06:13.2033333,,,,,,,,,,,,,,,,,,,,,,,,
MALIACOLLECTIONS LLC,LLC,Active,1393915,2022-03-31,1291 QUINNIPAC AVE 20,NEW HAVEN,United States,06513,CT,BATTLECHAWNICE@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,True,False,False,False,False,Jewelry Stores (448310),2021-11-10 00:06:15.9400000,,,,,,,,,,,,,,,,,,,,,,,,
GAD INSIGHTS LLC,LLC,Active,1393785,2022-03-31,1447 NEW LITCHFIELD ST,TORRINGTON,United States,06790,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:05.4833333,,,,,,,,,,,,,,,,,,,,,,,,
"454 RIVERSIDE, LLC",LLC,Active,1393857,2022-03-31,292 POST ROAD EAST,WESTPORT,United States,06880,CT,NATHANHGREENBERG@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:03.5166667,,,,,,,,,,,,,,,,,,,,,,,,
DOREEN'S INSPIRATIONAL LLC,LLC,Active,1393834,2022-03-31,709 WINDSOR STREET,HARTFORD,United States,06112,CT,DIGI04@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:06:06.7500000,,,,,,,,,,,,,,,,,,,,,,,,
POWERCORE MANAGEMENT LLC,LLC,Active,1393968,2022-03-31,120 LONG RIDGE RD 3 NORTH,STAMFORD,United States,06902,CT,HROTHMAN@VFMARKETS.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Commodity Contracts Brokerage (523140),2021-11-10 00:06:24.9300000,,,,,,,,,,,,,,,,,,,,,,,,
"AMRE SHELTON, LLC",LLC,Active,1394028,2022-03-31,8547 E ARAPAHOE RD. #J453,GREENWOOD VILLAGE,United States,80112,CO,CFLANIGAN@AMERICANMEDREIT.COM,Foreign,2021-05-27,DE,DE,False,False,False,False,False,,2021-11-10 00:06:17.2800000,2021-05-27,"AMRE SHELTON, LLC",United States,"16192 COASTAL HWY, LEWES, DE, 19958, United States",16192 COASTAL HWY,LEWES,DE,19958,United States,"16192 COASTAL HWY, LEWES, DE, 19958, United States",16192 COASTAL HWY,LEWES,DE,19958,United States,,,,,,,,,
JOSEPH J SUSKI LLC,LLC,Active,1393914,2022-03-31,2049 SILAS DEANE HIGHWAY,ROCKY HILL,United States,06067,CT,SUSKICPA@AOL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:24.8200000,,,,,,,,,,,,,,,,,,,,,,,,
"CARIBBEAN UNLIMITED VACATIONS & ASSOCIATES, LLC",LLC,Active,1394021,2022-03-31,46 HAMILTON STREET SUITE 1,BRIDGEPORT,United States,06608,CT,SERVICE@CARIBBEANUNLIMITED.NET,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:29.9300000,,,,,,,,,,,,,,,,,,,,,,,,
LOVE VEGAN BAKERY LLC,LLC,Active,1394029,2022-03-31,172 THOMPSON STREET,NEW HAVEN,United States,06511,CT,TABARIHASHIM@ICLOUD.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:18.4700000,,,,,,,,,,,,,,,,,,,,,,,,
AYRES ASSOCIATES INC,Stock,Active,1393913,2022-05-27,3433 OAKWOOD HILLS PKWY,EAU CLAIRE,United States,54701,WI,SMITHW@AYRESASSOCIATES.COM,Foreign,2021-05-27,WI,WI,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:06:18.4266667,2021-06-01,AYRES ASSOCIATES INC,United States,,,,,,,,,,,,,,,,,,,,,
DANS PACKAGE STORE LLC,LLC,Active,1393947,2022-03-31,756 COLONEL LEDYARD HWY,LEDYARD,United States,06339,CT,MKLEFAX@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",2021-11-10 00:06:22.7700000,,,,,,,,,,,,,,,,,,,,,,,,
"GYM CLASS, LLC",LLC,Active,1394023,2022-03-31,541 PINE STREET,BRISTOL,United States,06010,CT,COACHK@GYMCLASSLLC.COM,Domestic,2021-05-27,CT,Connecticut,True,False,True,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:06:16.6266667,,,,,,,,,,,,,,,,,,,,,,,,
"HIDDEN GEMS HOME SOLUTIONS, LLC",LLC,Active,1393949,2022-03-31,585 S LONG BEACH AVE,FREEPORT,United States,11520,NY,RESSY88@GMAIL.COM,Foreign,2021-05-27,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:26.6633333,2021-05-27,"HIDDEN GEMS HOME SOLUTIONS, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,,,,,
Historic House Productions LLC,LLC,Active,1393948,2022-03-31,36 WILLIAM STREET,PAWCATUCK,United States,06379,CT,RANDALLBORRUSO@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:06:27.3366667,,,,,,,,,,,,,,,,,,,,,,,,
HAMBLETT ENTERPRISES LLC,LLC,Active,1393832,2022-03-31,290 CEDAR LAKE ROAD,DEEP RIVER,United States,06417,CT,BOBBY.HAMBLETT@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:25.9466667,,,,,,,,,,,,,,,,,,,,,,,,
SRF LLC,LLC,Active,1394022,2022-03-31,660 MAIN STREET SOUTH UNIT 11,WOODBURY,United States,06798,CT,GSB777@LIVE.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Grantmaking Foundations (813211),2021-11-10 00:06:20.6133333,,,,,,,,,,,,,,,,,,,,,,,,
BALDWIN FARM MVVJ LLC,LLC,Active,1393937,2022-03-31,THE BERESFORD 350 SOUTH OCEAN BLVD APT. 9A,BOCA RATON,,33432,FL,RABCO@LIVE.COM,Domestic,2021-05-27,FL,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:06:19.7366667,,,,,,,,,,,,,,,,,,,,,,,,
CFS LOGISTICS LLC,LLC,Active,1393856,2022-03-31,20 BROADWAY ST,WATERBURY,United States,06705,CT,CFSLOGLLC@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,True,False,False,Freight Transportation Arrangement (488510),2021-11-10 00:06:21.2700000,,,,,,,,,,,,,,,,,,,,,,,,
"BARN HILL SERVICES, LLC",LLC,Active,1394020,2022-03-31,224 BARN HILL RD,MONROE,United States,06468,CT,RAY748@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:06:22.1600000,,,,,,,,,,,,,,,,,,,,,,,,
CURENT GROUP LLC,LLC,Active,1393927,2022-03-31,6350 BROOKDALE DR,CARMEL,,93923,CA,,Foreign,2021-05-27,CA,CA,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:04:04.6800000,2021-05-06,CURENT GROUP LLC,,"10250 CONSTELLATION BL STE 100D, LOS ANGELES, CA, 90067,",10250 CONSTELLATION BL STE 100D,LOS ANGELES,CA,90067,,"10250 CONSTELLATION BLVD STE 100D, LOS ANGELES, CA, 90067,",10250 CONSTELLATION BLVD STE 100D,LOS ANGELES,CA,90067,,,,,,,,,,
CREDIT RESURRECTION LLC,LLC,Active,1393792,2022-03-31,52 CROWN ST,HARTFORD,United States,06114,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:04:10.3233333,,,,,,,,,,,,,,,,,,,,,,,,
LIVECLICKER INC.,Stock,Active,1394959,2022-05-27,9 LEA AVE,NASHVILLE,United States,37210,TN,cls-ctarmsevidence@wolterskluwer.com,Foreign,2021-05-27,CA,CA,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),2021-11-10 00:04:04.7433333,2021-03-01,LIVECLICKER INC.,,,,,,,,,,,,,,,,,,,,,,
SANDBOX AUTO LLC,LLC,Active,1393912,2022-03-31,822 BRIARWOOD AVE,BRIDGEPORT,United States,06604,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:04:08.2133333,,,,,,,,,,,,,,,,,,,,,,,,
"DAVID J. YELLEN MEMORIAL SCHOLARSHIP FUND, INC.",Non-Stock,Active,1393850,2022-06-02,23 QUAIL COURT,WINDSOR LOCKS,United States,06096,CT,,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Grantmaking Foundations (813211),2021-11-10 00:04:06.1500000,,,,,,,,,,,,,,,,,,,,,,,,
DELFINO ENTERPRISES LLC,LLC,Active,1393793,2022-03-31,44 DEAN DRIVE,NEWINGTON,United States,06111,CT,JDELFINO88@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:14.1833333,,,,,,,,,,,,,,,,,,,,,,,,
"LISA GUIDA COACHING, LLC",LLC,Active,1393794,2022-03-31,44 MIDWOOD ROAD,BRANFORD,United States,06405,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:04:09.5100000,,,,,,,,,,,,,,,,,,,,,,,,
"GARLAND BUILDING COMPANY, LLC",LLC,Active,1393851,2022-03-31,ONE LIBERTY SQUARE SUITE 210,BOSTON,United States,02109,MA,ACCOUNTING@GARLANDBOSTON.COM,Foreign,2021-05-27,MA,MA,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:04:25.6233333,2021-05-27,"GARLAND BUILDING COMPANY, LLC",United States,"ONE LIBERTY SQUARE SUITE 210, BOSTON, MA, 02109, United States",ONE LIBERTY SQUARE SUITE 210,BOSTON,MA,02109,United States,"ONE LIBERTY SQUARE SUITE 210, BOSTON, MA, 02109, United States",ONE LIBERTY SQUARE SUITE 210,BOSTON,MA,02109,United States,,,,,,,,,
PAIN PAIN GO AWAY LLC,LLC,Active,1393861,2022-03-31,110 DIVINITY STREET,BRISTOL,United States,06010,CT,DAVID080@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,True,False,False,All Other Health and Personal Care Stores (446199),2021-11-10 00:04:29.0466667,,,,,,,,,,,,,,,,,,,,,,,,
CONNACHT ADVISOR INC.,Stock,Active,1393936,2022-05-27,1 GREYROCK PLACE,STAMFORD,,06901,CT,,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:29.0133333,,,,,,,,,,,,,,,,,,,200.0,,,,,
OT 4 YOU LLC,LLC,Active,1393922,2022-03-31,5 CHESTNUT KNOLL DRIVE,SANDY HOOK,United States,06482,CT,OT4YOUCT@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",2021-11-10 00:04:27.6866667,,,,,,,,,,,,,,,,,,,,,,,,
TARGET WHOLESALE LLC.,LLC,Active,1393853,2022-03-31,153 BOSTON POST ROAD,EAST LYME,United States,06333,CT,HAWKSINC@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),2021-11-10 00:04:27.0300000,,,,,,,,,,,,,,,,,,,,,,,,
ELITE COSMETICS LLC,LLC,Active,1393921,2022-03-31,"660 MAIN STREET S, SUITE",WOODBURY,United States,06798,CT,ALYSSALYNNMUA@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:04:27.0000000,,,,,,,,,,,,,,,,,,,,,,,,
"BHL PROPERTIES, LLC",LLC,Active,1393920,2022-03-31,174 ORCHARD ROAD,ORANGE,United States,06477,CT,BLADUTKO@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:29.7333333,,,,,,,,,,,,,,,,,,,,,,,,
CT EVENTS UNLIMITED LLC,LLC,Active,1393924,2022-03-31,2016 ELM STREET,STRATFORD,United States,06615,CT,JTOMASDILLON@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",2021-11-10 00:04:18.9500000,,,,,,,,,,,,,,,,,,,,,,,,
ANDI LANDSBACH STUDIO LLC,LLC,Active,1393852,2022-03-31,"183 MONTOWESE STREET SUITE C1, 2ND FL",BRANFORD,United States,06405,CT,ANDISTUDIOBACKDROPS@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,True,False,False,True,False,"Photography Studios, Portrait (541921)",2021-11-10 00:04:22.2933333,,,,,,,,,,,,,,,,,,,,,,,,
"258 MAIN NORWALK, LLC",LLC,Active,1393972,2022-03-31,258 MAIN AVENUE,NORWALK,United States,06851,CT,UBSELI@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:04:27.6700000,,,,,,,,,,,,,,,,,,,,,,,,
NEW WORLD MASONRY & SON LLC,LLC,Active,1393974,2022-03-31,31 BROAD STREET,EAST HARTFORD,United States,06118,CT,MALDONADOSBC@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:04:20.9966667,,,,,,,,,,,,,,,,,,,,,,,,
ANGUS AND BARLEY GOOD DOG SOAP LLC,LLC,Active,1393971,2022-03-31,209 NORWICH RD,SALEM,United States,06420,CT,DCSILVA13@LIVE.COM,Domestic,2021-05-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:04:25.0133333,,,,,,,,,,,,,,,,,,,,,,,,
CANDID 5 INC.,Stock,Active,1393860,2022-08-25,110 Divinity Street,Bristol,United States,06010-6004,CT,DAVID080@YAHOO.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:04:29.0933333,,,,,,,,,,,,,,,,2021-06-21,Annual report due,,1000.0,,,,,
"BRANTL MEN'S STYLING OF CT, LLC",LLC,Active,1393919,2022-03-31,52 COBBLERS MILL RD,SANDY HOOK,United States,06482,CT,CURTBRANTL@CHARTER.NET,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),2021-11-10 00:04:19.0433333,,,,,,,,,,,,,,,,,,,,,,,,
FURCELF LLC,LLC,Active,1393854,2022-03-31,96 GENERAL,STRATFORD,United States,06615,CT,ALLENSVERDIER@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:04:26.9666667,,,,,,,,,,,,,,,,,,,,,,,,
COASTAL STEAM CLEANING LLC,LLC,Active,1393970,2022-03-31,47 FREEMONT AVE,MILFORD,United States,06460,CT,KRISTOFERCHAD@GMAIL.COM,Domestic,2021-05-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:22.1866667,,,,,,,,,,,,,,,,,,,,,,,,
"E.S.P. PRODUCTIONS, INC.",Stock,Active,1394146,2022-05-27,1930 NEW HIGHWAY,FARMINGDALE,United States,11735,NY,GABE@ESPEVENTPRODUCTION.COM,Foreign,2021-05-27,NY,NY,False,False,False,False,False,,2021-11-10 00:04:17.7466667,2021-05-01,"E.S.P. PRODUCTIONS, INC.",United States,,,,,,,,,,,,,,,,,,,,,
