name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billingcountry,reason_for_administrative,total_authorized_shares,sub_status,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,naics_sub_code,dissolution_date,billing_unit,date_of_organization_meeting
HW PROPERTY ACQUISITIONS LLC,LLC,Active,1319675,2020-03-31,556 PARK RD,WATERTOWN,06795,CT,HWPROPERTY1@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
FIFTH STRING PRODUCTIONS LLC,LLC,Active,1319685,2022-03-31,52 STARIN DRIVE,STAMFORD,06902,CT,jdosreis@mdcocpa.com,Domestic,2019-08-26,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:26.2000000,United States,,,,,,,,,,,,,,,,,,,,812990.0,,,
NORTHEAST BATTERY SYSTEMS LLC,LLC,Active,1319697,2020-03-31,456 TUNXIS AVENUE,BLOOMFIELD,06002,CT,KDONALD525@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2466667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
VANIDOSA BEAUTY LLC,LLC,Active,1319728,2020-03-31,425 S. BROAD ST.,MERIDEN,06450,CT,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
GADY REALTY LLC,LLC,Active,1319828,2022-03-31,178 HIGHLAND AVE.,PORT CHESTER,10573,NY,gadycontracting@yahoo.com,Domestic,2019-08-26,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,,,,
"THE GRASSO GROUP, LLC",LLC,Active,1319847,2020-03-31,185 UNION RD,WALES,01081,MA,,Domestic,2019-08-26,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
NORTHEAST ASSET REDEMPTION LLC,LLC,Active,1319848,2020-03-31,157 CHURCH STREET 19TH FLOOR,NEW HAVEN,06510,CT,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CORRINA BEAUTY LLC,LLC,Active,1319849,2020-03-31,6 BELAIR CIRCLE,ROCKY HILL,06067,CT,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
TPA CQBATTLEHOUSE LLC,LLC,Active,1319918,2022-03-31,50 SHAW ROAD,NORTH BRANFORD,06471,CT,HTALMADGE@TPAMILSIM.COM,Domestic,2019-08-26,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:10:28.7600000,United States,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,D,
CREDIT BOOST INC,B Corp,Active,1319924,2022-02-12,10 RAMBLEWOOD DRIVE,ROCKY HILL,06067,CT,ASIM.HAFEEZ8@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:10:28.7600000,United States,,1000.0,Annual report past due,,,,,,,,,,,,,,,,,,,,
A.D.A. (ATTITUDE DETERMINES YOUR ALTITUDE) CORP,Non-Stock,Active,1319925,2021-08-26,No information provided,,,,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.7600000,,,,First report past due,,,,,,,,,,,,,,,,,,,,
HONGCUI LLC,LLC,Active,1319929,2022-03-31,44 BENTON STREET,NEW HAVEN,06525,CT,Accuratequicken@gmail.com,Domestic,2019-08-26,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:28.7600000,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
MOTION PICTURE LICENSING CORPORATION,Stock,Active,1319942,2022-08-26,5455 S. CENTINELA AVENUE,LOS ANGELES,90066,CA,yaxsom@mplc.com,Foreign,2019-08-26,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:10:28.8100000,United States,,,,,2019-09-01,MOTION PICTURE LICENSING CORPORATION,United States,,,,,,,,,,,,,541990.0,,,
"STYLES BY KRISTYN, LLC",LLC,Active,1319952,2020-03-31,183A APACHE LANE,STRATFORD,06614,CT,KRISTYNADRADE.KA@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8100000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
LOT 59 LLC,LLC,Active,1319954,2022-03-31,109 BLACK ROCK TURNPIKE,REDDING,06896,CT,info@swredding.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:28.8100000,United States,,,,,,,,,,,,,,,,,,,,,,,
QUEEN'S DELI LLC,LLC,Active,1320000,2020-03-31,"999 FOXON ROAD, UNIT #6",NORTH BRANFORD,06471,CT,JOSEBAUTISTA@OPTONLINE.NET,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2466667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
C. M JUNK REMOVAL SERVICES LLC,LLC,Active,1320004,2020-03-31,906 MAPLEWOOD AVE 1ST FLOOR,BRIDGEPORT,06605,CT,CARLOSMORALES1D50@YAHOO.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2466667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"L-S INDUSTRIES, INC.",Stock,Active,1320006,2021-08-26,8902 VALGRO RD,KNOXVILLE,37920,TN,LKING@L-SI.COM,Foreign,2019-08-26,TN,TN,False,False,False,False,False,All Other Miscellaneous General Purpose Machinery Manufacturing (333999),2021-11-10 00:10:26.2466667,United States,,,Annual report past due,,2019-07-01,"L-S INDUSTRIES, INC.",United States,,,,,,,,,,,,,,,,
FOUR BURRITOS DINER LLC,LLC,Active,1320013,2020-03-31,340 MAIN STREET,WEST HAVEN,06516,CT,FOURBURRITOS4@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2466667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"220 RIVERSIDE GREEN, LLC",LLC,Active,1320017,2020-03-31,16 AMERIDGE DR.,BRIDGEPORT,06606,CT,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8100000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"MATERIAL SOLUTION SERVICES, INC.",Stock,Active,1320042,2022-08-26,21 EAST 10TH STREET,NORTHAMPTON,18067,PA,sgilbert@materialsolutionservices.com,Foreign,2019-08-26,PA,PA,False,False,False,False,False,Other Nonhazardous Waste Treatment and Disposal (562219),2021-11-10 00:10:26.8400000,United States,,,,,2020-01-01,"MATERIAL SOLUTION SERVICES, INC.",United States,,,,,,,,,,,,,562219.0,,,
ALLURE BEAUTY AND GROOMING STUDIO. LLC,LLC,Active,1320060,2020-03-31,10 STATE HOUSE SQUARE,HARTFORD,06103,CT,ALLUREOFCT@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MEADOW KY LLC,LLC,Active,1320066,2020-03-31,181 WEST MOUNTAIN RD,WEST SIMSBURY,06092,CT,YU88YA88@YAHOO.COM.HK,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
S&S AUTOMOTIVE GROUP LLC,LLC,Active,1313963,2022-03-31,127 ECHO LAKE RD UNIT 22,WATERTOWN,06795,CT,sandsauto1@hotmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,General Automotive Repair (811111),2021-11-10 00:10:30.8100000,United States,,,,,,,,,,,,,,,,,,,,811111.0,,,
IGLESIA BAUTISTA DE MERIDEN,Religious,Active,1320567,,No information provided,,,,,Domestic,2019-08-26,,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1200000,,,,,,,,,,,,,,,,,,,,,,,,
CBM DISTRIBUTORS LLC,LLC,Dissolved,1319425,2020-03-31,148 COTTONWOOD ROAD,NEWINGTON,06111,CT,CBMDISTRIBUTORSUS@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:15.2666667,United States,,,,,,,,,,,,,,,,,,,,,2019-11-25T00:00:00.000,,
BRUNO & SOUZA SERVICES LLC,LLC,Dissolved,1319545,2020-03-31,122 SAVOY ST,BRIDGEPORT,06606,CT,VAL.SOUZA77@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:22.7366667,United States,,,,,,,,,,,,,,,,,,,,,2019-12-21T00:00:00.000,,
"LEONE ENTERPRISES, LLC",LLC,Dissolved,1319385,2021-03-31,163 GANNET DRIVE,SOUTHINGTON,06489,CT,leone3@cox.net,Domestic,2019-08-26,CT,Connecticut,False,True,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:04:38.3133333,United States,,,,,,,,,,,,,,,,,,,,,2020-06-05T00:00:00.000,,
MA TRANSPORTATION LLC,LLC,Dissolved,1319433,2020-03-31,16 WEST ST APT 3,NEW MILFORD,06776,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:41.5166667,United States,,,,,,,,,,,,,,,,,,,,,2019-10-11T00:00:00.000,,
LIWA TECHNOLOGY LLC,LLC,Dissolved,1319449,2021-03-31,171 HYNES AVE. APT. 4,GROTON,06340,CT,kaiskarsou@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:04:49.0166667,United States,,,,,,,,,,,,,,,,,,,,,2020-08-20T00:00:00.000,,
P&P CONSTRUCTION AND DEVELOPMENT LLC,LLC,Dissolved,1319549,2020-03-31,3 ROCKY BROOK LN,GUILFORD,06437,CT,PATRICIO_3367@HOTMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:43.6333333,United States,,,,,,,,,,,,,,,,,,,,,2020-02-10T00:00:00.000,,
MANUEL VALLE LLC,LLC,Dissolved,1319467,2021-03-31,1345 BARNUM AVE. #159,STRATFORD,06614,CT,MENACORPSERVICE@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:03:33.3500000,United States,,,,,,,,,,,,,,,,,,,,,2020-02-25T00:00:00.000,,
"MICROSCAPE, LLC",LLC,Active,1319497,2022-03-31,40 DEER RUN ROAD,BROOKFIELD,06804,CT,fkwok@ix.netcom.com,Domestic,2019-08-27,CT,Connecticut,False,False,True,False,False,Computer Systems Design Services (541512),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,541512.0,,,
"CRAIG A. STASULIS, DMD, MD, ORAL AND MAXILLOFACIAL SURGERY, INC.",Stock,Active,1319499,2022-08-27,435 WILLARD AVENUE UNIT D,NEWINGTON,06111,CT,craig.stasulis@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),2021-11-10 00:10:27.5600000,United States,,5000.0,,,,,,,,,,,,,,,,,,621210.0,,,
"DRAKON CONSULTING, LLC",LLC,Active,1319503,2020-03-31,22 RICHARD SWEET DRIVE,WOODBRIDGE,06525,CT,,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
RCS CONSTRUCTION LLC,LLC,Active,1319504,2020-03-31,115 FORT HILL RD,NEW MILFORD,06776,CT,BRTAX18@GMAIL.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
PHILLIPSCOR LLC,LLC,Active,1319520,2022-03-31,75 Sunset Ridge Dr,East Hartford,06118-1351,CT,cornieliousphillips@phillipscorllc.com,Domestic,2019-08-27,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,492110.0,,,
551 PEQUOT LLC,LLC,Active,1319529,2022-03-31,5780 SW BARNACLE COURT,SOUTH BEACH,97366,OR,loewuscg@aol.com,Domestic,2019-08-27,OR,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
SCOCAN LLC,LLC,Active,1319533,2020-03-31,1425 NOBLE AVE,BRIDGEPORT,06610,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
SIMSBURY PROPERTY GROUP LLC,LLC,Active,1319536,2021-03-31,61 INTERSTATE LANE,WATERBURY,06705,CT,waterbury4@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:28.1200000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531120.0,,,
"GENERAL MUFFLER AND AUTOMOTIVE SUPPLY OF ANSONIA, LLC",LLC,Active,1319544,2020-03-31,670 MAIN STREET,ANSONIA,06401,CT,,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
RICHRUFF HOLDINGS LLC,LLC,Active,1319548,2021-03-31,248 EDGEWOOD STREET,HARTFORD,06112,CT,mitchrico1@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:10:28.1200000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531190.0,,,
919 STRATFORD AVENUE LLC,LLC,Active,1319550,2022-03-31,73 MARIAN ROAD,FAIRFIELD,06825,CT,lcoassin06@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:28.1200000,United States,,,,,,,,,,,,,,,,,,,,,,,
L&J LLC,LLC,Dissolved,1319553,2020-03-31,14 NEW CANAAN WAY,NORWALK,06850,CT,JNSHEPAR@GMAIL.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,United States,,,,,,,,,,,,,,,,,,,,,2021-06-23T00:00:00.000,,
SAIDA BEST CLEANING SERVICES LLC,LLC,Active,1319554,2020-03-31,92 HOSPITAL AVE 1FL,DANBURY,06810,CT,SAIDADOTA79@GMAIL.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
AB CONSTRUCTION OF WATERBURY INC.,Stock,Active,1319555,2021-08-27,No information provided,,,,FILING@ACS123.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,,200.0,First report past due,,,,,,,,,,,,,,,,,,,,
WARD BROTHERS PLLC,LLC,Active,1319557,2022-03-31,100 Mill Plain Rd,Danbury,06811,CT,wardbrotherspllc@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:28.1533333,United States,,,,,,,,,,,,,,,,,,,,531390.0,,3rd Floor,
"WILTON MB AUTOMOTIVE SERVICE, INC",Stock,Active,1319558,2022-08-27,46 DANBURY RD,WILTON,06897,CT,wiltonmbservice@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,General Automotive Repair (811111),2021-11-10 00:10:28.1533333,United States,,300.0,,,,,,,,,,,,,,,,,,811111.0,,,
WINNER CONSULTING LLC,LLC,Active,1319559,2022-03-31,7 RIVER LANE,WESTPORT,06880,CT,mackenzie.w.berman@gmail.com,Domestic,2019-08-27,CT,Connecticut,True,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:28.1533333,United States,,,,,,,,,,,,,,,,,,,,523999.0,,,
HH LEARNING AND CONSULTING LLC,LLC,Active,1319560,2020-03-31,318 WARREN ST.,BROOKLYN,11201,NY,HECTOR@HHLEARNING.ORG,Domestic,2019-08-27,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1666667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
THE THERAPY SPACE CT LLC,LLC,Active,1319561,2022-03-31,105 DANBURY ROAD,RIDGEFIELD,06877,CT,bonnie.luft@gmail.com,Domestic,2019-08-27,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:28.1666667,United States,,,,,,,,,,,,,,,,,,,,812990.0,,,
CT WRAPS LLC,LLC,Active,1319562,2020-03-31,3B INSPIRATION LN.,CHESTER,06412,CT,R.WRAPS@GMAIL.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1666667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
745 SOUTH MAIN LLC,LLC,Active,1319563,2022-03-31,21 OAK STREET,MIDDLETOWN,06457,CT,nunespropertymgt@snet.net,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:28.1666667,United States,,,,,,,,,,,,,,,,,,,,531390.0,,,
EXCURSION ENTERTAINMENT LLC,LLC,Active,1319564,2022-03-31,37 SKINNER RD.,BROAD BROOK,06016,CT,excursionent@gmail.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Other Spectator Sports (711219),2021-11-10 00:10:28.1666667,United States,,,,,,,,,,,,,,,,,,,,,,,
GALVIN EXCAVATION LLC,LLC,Active,1319565,2021-03-31,24 ANNETTE PL.,MIDDLETOWN,06457,CT,James@galvinexcavation.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Other Building Equipment Contractors (238290),2021-11-10 00:10:28.1666667,United States,,,Annual report past due,,,,,,,,,,,,,,,,,238290.0,,,
STABLE SCALES LLC,LLC,Active,1319566,2022-03-31,"35 TALCOTTVILLE RD., SUITE 31 #292",VERNON ROCKVILLE,06066,CT,Stablescales@gmail.com,Domestic,2019-08-27,CT,Connecticut,True,False,False,False,False,Other Electronic and Precision Equipment Repair and Maintenance (811219),2021-11-10 00:10:28.1666667,United States,,,,,,,,,,,,,,,,,,,,811219.0,,,
AQUARELLE LOUNGE LLC,LLC,Dissolved,1319567,2020-03-31,"136 FRENCH AVE, 2 FLOOR",EAST HAVEN,06512,CT,MARIAPAZCARROZA@GMAIL.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,2020-12-16T00:00:00.000,,
SHAHI ZAIKA RESTAURANT LLC,LLC,Active,1319569,2020-03-31,100 STORE AVE,WATERBURY,06705,CT,RANASALIH96@YAHOO.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1666667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ALEXANDER MCLAWHORN MD PLLC,LLC,Active,1319570,2022-03-31,523 EAST 72ND ST 7TH FL,NEW YORK,10021,NY,mparrish@ambcpapc.com,Foreign,2019-08-27,NY,NY,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2021-11-10 00:10:28.1666667,United States,,,,,2019-09-01,ALEXANDER MCLAWHORN MD PLLC,United States,"377 OAK STREET SUITE 407, GARDEN CITY, NY, 11530,",377 OAK STREET SUITE 407,GARDEN CITY,NY,11530,,"523 EAST 72ND STREET 7TH FL, NEW YORK, NY, 10021, United States",523 EAST 72ND STREET 7TH FL,NEW YORK,NY,10021.0,United States,621111.0,,,
"NAJAM, INC.",Non-Stock,Active,1319571,2020-08-27,93 ROCKLEDGE DRIVE,SOUTH WINDSOR,06074,CT,,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1666667,,Failure to file Annual Report,,Annual report past due,,,,,,,,,,,,,,,,,,,,
CAMUTO LLC,LLC,Active,1319572,2022-03-31,810 DSW DRIVE,COLUMBUS,43219,OH,brandyschroeder@camutogroup.com,Foreign,2019-08-27,OH,OH,False,False,False,False,False,Footwear Merchant Wholesalers (424340),2021-11-10 00:10:28.1666667,United States,,,,,2019-08-27,CAMUTO LLC,United States,"C/O CORPORATION SERVICE COMPANY 50 WEST BROAD STREET STE 1330, COLUMBUS, OH, 43215, United States",C/O CORPORATION SERVICE COMPANY 50 WEST BROAD STREET STE 1330,COLUMBUS,OH,43215,United States,"C/O CORPORATION SERVICE COMPANY 50 WEST BROAD STREET STE 1330, COLUMBUS, OH, 43215, United States",C/O CORPORATION SERVICE COMPANY 50 WEST BROAD STREET STE 1330,COLUMBUS,OH,43215.0,United States,424340.0,,,
POINTFORWARD LLC,LLC,Active,1319573,2022-03-31,58 COMMERCE ROAD,STAMFORD,06902,CT,Compliancemail@cscinfo.com,Foreign,2019-08-27,DE,DE,False,False,False,False,False,Commodity Contracts Dealing (523130),2021-11-10 00:10:28.1666667,United States,,,,,2019-09-01,POINTFORWARD LLC,United States,"C/O CSC 251 LITTLE FALLS DR., WILMINGTON, DE, 19808,",C/O CSC 251 LITTLE FALLS DR.,WILMINGTON,DE,19808,,"C/O CSC 251 LITTLE FALLS DR., WILMINGTON, DE, 19808, United States",C/O CSC 251 LITTLE FALLS DR.,WILMINGTON,DE,19808.0,United States,523130.0,,,
BOZ SONO TRS LLC,LLC,Active,1319574,2022-03-31,350 N ORLEANS STREET SUITE 300,CHICAGO,60654,IL,Compliancemail@cscinfo.com,Foreign,2019-08-27,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:28.2000000,United States,,,,,2019-08-26,BOZ SONO TRS LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,531390.0,,,
BIRDSEY STREET APARTMENTS LLC,LLC,Active,1319575,2022-03-31,27 WARRINGTON ROUND,DANBURY,06810,CT,vanessa@bresnangroup.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:28.2000000,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
"SOLE SOCIETY GROUP, INC.",Stock,Active,1319577,2020-08-27,8511 STELLER DRIVE,CULVER CITY,90232,CA,MIRIAMSHOAP@DSWINC.COM,Foreign,2019-08-27,DE,DE,False,False,False,False,False,,2021-11-10 00:10:28.2000000,,Failure to file Annual Report,,Annual report past due,,2019-08-27,"SOLE SOCIETY GROUP, INC.",,,,,,,,,,,,,,,,,
LOGI-DOG TRAINING LLC,LLC,Active,1319578,2020-03-31,448 LITCHFIELD RD.,HARWINTON,06791,CT,NATM@LOGI-DOGTRAINING.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"AVERY METALS, LLC",LLC,Active,1319579,2022-03-31,250 SOUTH ROAD,ENFIELD,06082,CT,KPALUCH@PHOENIXMFG.BIZ,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,Machine Shops (332710),2021-11-10 00:10:28.2000000,United States,,,,,,,,,,,,,,,,,,,,332710.0,,,
"CHRISTIAN DIOR, INC.",Stock,Active,1319580,2022-08-27,19 EAST 57TH STREET,NEW YORK,10022,NY,marjorie.kipp@lvmh.com,Foreign,2019-08-27,NY,NY,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:10:28.2000000,United States,,,,marjorie.kipp@lvmh.com,2019-08-27,"CHRISTIAN DIOR, INC.",United States,,,,,,,,,,,,,452319.0,,,
LAKEFLYERS LLC,LLC,Active,1319581,2022-03-31,5 Francis st,milford,06460,CT,jeffpilot@mac.com,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,"Scenic and Sightseeing Transportation, Land (487110)",2021-11-10 00:10:28.2000000,United States,,,,,,,,,,,,,,,,,,,,487110.0,,,
CANDLEWOOD HOLDINGS LLC,LLC,Active,1319582,2021-03-31,30 WEATHERVANE DR,EASTON,06612,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:28.2000000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,812990.0,,,
"CONTOURING CELLULITE CENTER, LLC",LLC,Active,1319583,2020-03-31,150 SYCAMORE STREET,GLASTONBURY,06033,CT,LEAELIERIN@GMAIL.COM,Domestic,2019-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.2000000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
