name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,total_authorized_shares,mailing_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_international_address
EMBRACE PSYCHOTHERAPY LLC,LLC,Active,,1325861,2022-03-31,101 MERRITT 7  STE 300,NORWALK,06851,CT,Embracepsychotherapy@gmail.com,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,
"DEDICATED SOURCING SOLUTIONS, LLC",LLC,Active,,1325864,2022-03-31,49 THOMASTON ROAD,MORRIS,06763,CT,JOHN@DEDICATEDSOURCINGLLC.COM,Domestic,2019-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,
"HEAL-HELPING EVERYONE ACCEPT AND ADAPT TO LIFE, LLC",LLC,Active,,1325865,2022-03-31,300 STATE STREET SUITE 422A,NEW LONDON,06320,CT,cmoss-savage@consulting.org,Foreign,2019-10-29,VA,VA,False,False,False,False,False,,2021-11-10 00:10:32.7000000,2019-10-29,United States,"HEAL-HELPING EVERYONE ACCEPT AND ADAPT TO LIFE, LLC",United States,"2405 WESTWOOD AVENUE SUITE 101, RICHMOND, VA, 23230, United States",2405 WESTWOOD AVENUE SUITE 101,RICHMOND,VA,23230,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,"300 STATE STREET SUITE 422A, NEW LONDON, VA, 23230, United States",300 STATE STREET SUITE 422A,NEW LONDON,VA,23230,United States,,,United States,,,,
70 CREST AVE LLC,LLC,Active,,1325866,2022-03-31,25 JARDIN DRIVE,EAST HAVEN,06513,CT,cpiccerillo@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
948 MAIN ST LLC,LLC,Active,Ready for dissolution,1325867,2020-03-31,948 MAIN STREET,BRIDGEPORT,06604,CT,GARRYL@LPMANAGEMENTINC.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
"COASTAL ASSET MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1325868,2020-03-31,114 SMITH STREET,NEW LONDON,06320,CT,GPV@SYNODIVIDELL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
CYBER ASSURANCE ASSOCIATES LLC,LLC,Active,,1325869,2022-03-31,102 SUNRISE HILL ROAD,NORWALK,06851,CT,curt@cyberassoc.com,Domestic,2019-10-29,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,"Data Processing, Hosting, and Related Services (518210)",518210.0,,,,,,,,,,,,,
"TELIGENTIP, INC",Stock,Active,,1325870,2022-10-29,8156 S WADSWORTH BLVD.  SUITE E-354,LITTLETON,80128,CO,sosteam@csilongwood.com,Foreign,2019-10-29,WY,WY,False,False,False,False,False,,2021-11-10 00:10:32.7000000,2019-10-29,United States,"TELIGENTIP, INC",United States,,,,,,Telecommunications Resellers (517911),517911.0,,,,,,,,,,,,,
PK STAMFORD LLC,LLC,Active,Annual report past due,1325871,2021-03-31,28 OLD FIELD LANE,GREAT NECK,11020,NY,mpark0505@gmail.com,Domestic,2019-10-29,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,
"MC GOWAN BUILDERS, INC.",Stock,Active,Annual report past due,1325872,2020-10-29,160 EAST UNION AVENUE,EAST RUTHERFORD,07073,NJ,KS@MCGOWANBUILDERS.COM,Foreign,2019-10-29,NY,NY,False,False,False,False,False,,2021-11-10 00:10:32.7000000,2019-10-29,United States,"MC GOWAN BUILDERS, INC.",United States,,,,,,,,,,,,,,,,,,,,
ST. JOHN PROPERTY GROUP LLC,LLC,Active,Annual report past due,1325874,2021-03-31,5 TONETTA CIRCLE,NORWALK,06855,CT,ct-reports@statefilings.in,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
IMRAN AHMED ONE LLC,LLC,Active,Ready for dissolution,1325875,2020-03-31,95 SOUTH CHERRY ST,WALLINGFORD,06492,CT,USMANAHMED800@YAHOO.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
"FTD, LLC",LLC,Active,,1325877,2022-03-31,3113 WOODCREEK DRIVE,DOWNERS GROVE,60515,IL,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7000000,2019-06-27,,"FTD, LLC",,"3113 WOODCREEK DRIVE, DOWNERS GROVE, IL, 60515,",3113 WOODCREEK DRIVE,DOWNERS GROVE,IL,60515,Electronic Shopping and Mail-Order Houses (454110),454110.0,"3113 WOODCREEK DRIVE, DOWNERS GROVE, IL, 60515,",3113 WOODCREEK DRIVE,DOWNERS GROVE,IL,60515,,,,,,,,
ABACUS BACKFLOW PREVENTER TESTING LLC,LLC,Active,Ready for dissolution,1325878,2020-03-31,395 WEST AVON ROAD,AVON,06001,CT,ABACUSBACKFLOW@AOL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
SIAM IYARA LLC,LLC,Active,Ready for dissolution,1325880,2020-03-31,81 N Main St,Bristol,06010-8114,CT,ZACHARYAMARKS89@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,Restaurant,
"COX FENCE, LLC",LLC,Active,,1325881,2022-03-31,65 ARDMORE RD.,WEST HARTFORD,06119,CT,bcox@coxlandscapingct.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),561730.0,,,,,,,,,,,,,
EXCEONE LLC,LLC,Active,,1325882,2022-03-31,30 VOLLMER AVE,NORWALK,06851,CT,neishalex@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,
GRANVILLE APTS. LLC,LLC,Active,Ready for dissolution,1325883,2020-03-31,4 GRANVILLE AVENUE,DANBURY,06810,CT,FRANKTHEBUILDER9@AOL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
"MARMON ASSOCIATES, LLC.",LLC,Active,,1325884,2022-03-31,389 SHORE RD.,OLD LYME,06371,CT,ircmultiservices@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,
"KYRA MEDICAL, INC.",Stock,Active,,1325885,2022-10-29,100 OTIS ST UNIT 1,NORTHBOROUGH,01532,MA,Compliancemail@cscinfo.com,Foreign,2019-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7466667,2019-10-01,United States,"KYRA MEDICAL, INC.",United States,,,,,,Surgical Appliance and Supplies Manufacturing (339113),339113.0,,,,,,,,,,,,,
GARCIA-UZL LLC,LLC,Dissolved,,1325886,2021-03-31,117 ELMFIELD STREET,WEST HARTFORD,06110,CT,uzljj85@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Private Households (814110),814110.0,,,,,,,2021-02-03T00:00:00.000,,,,,,
ALEXANDRA ESKANDARI LLC,LLC,Active,Annual report past due,1325887,2021-03-31,120 MALTBY STREET APT B,SHELTON,06484,CT,alexandraeskandari@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Other Personal Care Services (812199),,,,,,,,,,,,,,
DALY HOLDING COMPANY LLC,LLC,Active,Ready for dissolution,1325890,2020-03-31,86 DENISON AVENUE,MYSTIC,06355,CT,SARAH@MORIARTYSLAW.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
SHINE! CONSULTING AND TRAINING LLC,LLC,Active,Ready for dissolution,1325891,2020-03-31,51 BLUEBERRY LANE,MERIDEN,06451,CT,ANNE-MARIE@SHINECONSULTINGANDTRAINING.COM,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
"MARKS REALTY, LLC",LLC,Active,Ready for dissolution,1325893,2020-03-31,"1350 MAIN ST., STE. 312",SPRINGFIELD,01003,MA,MRD@DRAYMORE.COM,Foreign,2019-10-29,MA,MA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,2018-12-31,,"MARKS REALTY, LLC",,"1350 MAIN ST., STE. 312, SPRINGFIELD, MA, 01003,","1350 MAIN ST., STE. 312",SPRINGFIELD,MA,01003,,,"1350 MAIN ST., STE. 312, SPRINGFIELD, MA, 01003,","1350 MAIN ST., STE. 312",SPRINGFIELD,MA,01003,,,,,,,,
"EAST COAST LAWN CARE, LLC",LLC,Active,Ready for dissolution,1325894,2020-03-31,4 WILLIAM LANE,CLINTON,06413,CT,,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,,,,,,,,,,,,,,,,,,,,,,,
"7 LOCUST STREET, LLC",LLC,Active,Annual report past due,1325896,2021-03-31,"7 LOCUST STREET, UNIT C",NORWALK,06855,CT,cnwallace01@gmail.com,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
"JAR, LLC",LLC,Active,Ready for dissolution,1325897,2020-03-31,15 SOUTH WOOD APT. 310,STAMFORD,06902,CT,DAHIANAAPONTELAW@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
OLD WORLD ARTS AND CRAFTS LLC,LLC,Active,Ready for dissolution,1325898,2020-03-31,36 ALICE ST,NORWICH,06360,CT,MNC2323@YAHOO.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
"JUST BE YOGA AND WELLNESS, LLC",LLC,Active,Ready for dissolution,1325899,2020-03-31,234 NEW HAVEN AVE.,MILFORD,06460,CT,JUSTBEYOGAANDWELLNESS@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,,United States,,,,,,,,,,,,,,,,,,,,,,
"NATIONAL FOUNDATION FOR ADVANCEMENT IN THE ARTS, INC.",Non-Stock,Active,,1325900,2022-10-29,2100 BISCAYNE BOULEVARD,MIAMI,33137,FL,krystle@labyrinthinc.com,Foreign,2019-10-29,FL,FL,False,False,False,False,False,,2021-11-10 00:10:32.7933333,2019-10-29,United States,"NATIONAL FOUNDATION FOR ADVANCEMENT IN THE ARTS, INC.",United States,,,,,,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,
JPOZZ PLUMBING&HEATING LLC,LLC,Active,,1325901,2022-03-31,41 BOX MOUNTAIN RD,BOLTON,06043,CT,Jpozzato@yahoo.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,,United States,,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,
HERCULES & SEBASTIAN LLC,LLC,Active,Ready for dissolution,1325902,2020-03-31,"9 WALL STREET, UNIT 201",NORWALK,06850,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,,United States,,,,,,,,,,,,,,,,,,,,,,
VRC MANAGEMENT LLC,LLC,Withdrawn,,1325903,2020-03-31,949 N WILLARD CT #405,CHICAGO,60642,IL,JOZEF@VRCMANAGEMENTLLC.COM,Foreign,2019-10-29,IL,IL,False,False,False,False,False,,2021-11-10 00:10:32.7933333,2019-10-29,United States,VRC MANAGEMENT LLC,United States,"949 N WILLARD CT #405, CHICAGO, IL, 60642, United States",949 N WILLARD CT #405,CHICAGO,IL,60642,,,"949 N WILLARD CT #405, CHICAGO, IL, 60642, United States",949 N WILLARD CT #405,CHICAGO,IL,60642,United States,,,United States,,,,
LUMBARD ENTERPRISES LLC,LLC,Active,,1325904,2022-03-31,28 BURNHAM ST,TERRYVILLE,06786,CT,lumbard19@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,,United States,,,,,,,,Motor Vehicle Towing (488410),488410.0,,,,,,,,,,,,,
COVENCON LLC,LLC,Active,,1325906,2022-03-31,2 CLARA LANE,NEW MILFORD,06776,CT,compliance@zenbusiness.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,,United States,,,,,,,,Convention and Trade Show Organizers (561920),561920.0,,,,,,,,,,,,,
"LEVEL HOSPITALITY, LLC",LLC,Active,,1325907,2022-03-31,285-B KENT ROAD,KENT,06757,CT,john@level-hospitality.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,,United States,,,,,,,,Other Specialized Design Services (541490),541490.0,,,,,,,,,,,,,
"LB RESIDENTIAL 96, LLC",LLC,Active,,1325908,2022-03-31,171 TOLLAND TURNPIKE,WILLINGTON,06279,CT,palter@alterpearson.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,,United States,,,,,,,,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,
FINN & FRIENDS GROOMING LLC,LLC,Active,Annual report past due,1325909,2021-03-31,31 BORETZ RD,COLCHESTER,06415,CT,BRANDIPILL@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7933333,,United States,,,,,,,,Pet Care (except Veterinary) Services (812910),812910.0,,,,,,,,,,,,,
CJ WADE ELECTRIC LLC,LLC,Active,Ready for dissolution,1325910,2020-03-31,31 BORETZ RD,COLCHESTER,06415,CT,2026WORLDCUP@PROTONMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,,United States,,,,,,,,,,,,,,,,,,,,,,
STRATIFIED INSURANCE GROUP LLC,LLC,Active,Ready for dissolution,1325916,2020-03-31,88 OAK STREET,NEW BRITAIN,06051,CT,RICHARDBEACH12@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,,United States,,,,,,,,,,,,,,,,,,,,,,
"OPTIMAL ORBIT, LLC",LLC,Active,,1325917,2022-03-31,87 MAIN STREET,NOANK,06340,CT,lacy@optimalorbitllc.com,Domestic,2019-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Educational Support Services (611710),611710.0,,,,,,,,,,,,,
"2280 RESERVOIR AVENUE, LLC",LLC,Active,Ready for dissolution,1325918,2020-03-31,2280 RESERVOIR AVENUE,TRUMBULL,06611,CT,,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3700000,,,,,,,,,,,,,,,,,,,,,,,,
"PRODUCTION SOUND, INC.",Stock,Active,First report past due,1325919,2021-10-29,No information provided,,,,,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,,,,,,,,,,,,,,,,,,200.0,,,,,
ICREDITWORKS LLC,LLC,Active,,1325920,2022-03-31,485 E US HIGHWAY 1 SOUTH SUITE 210,ISELIN,08830,NJ,Compliancemail@cscinfo.com,Foreign,2019-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:10:33.3700000,2019-10-31,United States,ICREDITWORKS LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"Data Processing, Hosting, and Related Services (518210)",518210.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,United States,,,,
"TFC OPERATING, LLC",LLC,Active,,1325922,2022-03-31,275 SCHOOLHOUSE ROAD,CHESHIRE,06410,CT,atyra@bozzutos.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,"Cafeterias, Grill Buffets, and Buffets (722514)",722514.0,,,,,,,,,,,,,
"TOWN FARM REAL ESTATE HOLDINGS, LLC",LLC,Active,,1325923,2022-03-31,275 SCHOOLHOUSE ROAD,CHESHIRE,06410,CT,atyra@bozzutos.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
"WATER-PROS, LLC",LLC,Active,,1325924,2022-03-31,275 SCHOOLHOUSE ROAD,CHESHIRE,06410,CT,atyra@bozzutos.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,
QUIRKY PICKLE PRODUCTIONS LLC,LLC,Active,,1325925,2022-03-31,93 PEQUOT LANE,NEW CANAAN,06840,CT,compliance@zenbusiness.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Other Services Related to Advertising (541890),541890.0,,,,,,,,,,,,,
PEAK PERFORMANCE TRAINING STUDIO LLC,LLC,Active,,1325926,2022-03-31,16 E MAIN STREET,PLAINVILLE,06062,CT,Peakperformancetrainingstudio@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,
71 ROUTE 12 LLC,LLC,Active,Ready for dissolution,1325927,2020-03-31,67 HIGHLAND AVENUE,NORWALK,06853,CT,BRANTBEHR@HOTMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3700000,,United States,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST AUTOMOTIVE SOLUTIONS LLC,LLC,Active,,1325929,2022-03-31,1504 CT-12,GALES FERRY,06335,CT,jasonp.jp@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Automotive Parts and Accessories Stores (441310),441310.0,,,,,,,,,,,,,
BERLIN MEATS LLC,LLC,Active,Ready for dissolution,1325931,2020-03-31,121 FRIENDS LANE SUITE 301,NEWTOWN,18940,PA,KPATEL@PANDYAGRP.COM,Domestic,2019-10-29,PA,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3700000,,United States,,,,,,,,,,,,,,,,,,,,,,
QUALITY USED CARS & REPAIRS LLC,LLC,Active,Annual report past due,1325932,2021-03-31,872 DIXWELL AVE,HAMDEN,06514,CT,kenneth.little.kl2@gmail.com,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Used Merchandise Stores (453310),453310.0,,,,,,,,,,,,,
"27 BROADNAX, LLC",LLC,Active,Ready for dissolution,1325933,2020-03-31,145 RIVER STREET,NEW CANAAN,06840,CT,ADAMJONES21284@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3700000,,United States,,,,,,,,,,,,,,,,,,,,,,
"147-149 RIVER STREET, LLC",LLC,Active,,1325934,2022-03-31,23 HUBBARD ROAD,WILTON,06897,CT,ruth@ruthjoneshomes.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3700000,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
SCOUT MY GAME LLC,LLC,Active,Annual report past due,1325935,2021-03-31,C/O GOLDMAN GRUDER & WOODS 200 CONNECTICUT AVENUE,NORWALK,06854,CT,COACHSCOTT513@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3700000,,United States,,,,,,,,,,,,,,,,,,,,,,
"COASTAL GROUP, INC",Stock,Active,Annual report past due,1325936,2020-10-29,145 CHESTNUT HILL ROAD,KILLINGWORTH,06419,CT,MARTHA@COASTALTOOLING.COM,Foreign,2019-10-29,NV,NV,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-10-24,United States,"COASTAL GROUP, INC",United States,,,,,,,,,,,,,,,,,,,,
"SOFIAGREY, LLC",LLC,Active,,1325937,2022-03-31,201 BROAD STREET SUITE 1002,STAMFORD,06901,CT,josh@efinancialtree.com,Foreign,2019-10-29,NY,NY,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-10-29,United States,"SOFIAGREY, LLC",United States,"7014 13TH AVE SUITE 202, BROOKLYN, NY, 11228, United States",7014 13TH AVE SUITE 202,BROOKLYN,NY,11228,All Other Personal Services (812990),,"7014 13TH AVE SUITE 202, BROOKLYN, NY, 11228, United States",7014 13TH AVE SUITE 202,BROOKLYN,NY,11228,United States,,,United States,,,,
"SMITH ROAD 94, LLC",LLC,Active,,1325938,2022-03-31,3 TUDOR COURT EAST,OLD SAYBROOK,06475,CT,smithroad94llc@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
"TIMECLOCK PLUS, LLC",LLC,Active,,1325939,2022-03-31,1 TIME CLOCK DR,SAN ANGELO,76904,TX,tax@tcpsoftware.com,Foreign,2019-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-10-29,United States,"TIMECLOCK PLUS, LLC",United States,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),423430.0,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,,,United States,,,,
BRISTOL SNOW AND LANDSCAPING SERVICES LLC,LLC,Active,Annual report past due,1325940,2021-03-31,84 CHESTNUT ST,BRISTOL,06010,CT,townsleydavid0@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
DEFENSE ANALYTICS GROUP LLC,LLC,Active,,1325941,2022-03-31,15 HAWKINS RD,OXFORD,06478,CT,defangrp@gmail.com,Domestic,2019-10-29,CT,Connecticut,True,True,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,
"DKC REALTY GROUP, LLC",LLC,Active,Annual report past due,1325943,2021-03-31,1738 WALLACE AVENUE,BRONX,10462,NY,ct-reports@statefilings.in,Foreign,2019-10-29,NY,NY,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-10-29,United States,"DKC REALTY GROUP, LLC",United States,"1738 WALLACE AVENUE, BRONX, NY, 10462, United States",1738 WALLACE AVENUE,BRONX,NY,10462,Offices of Real Estate Agents and Brokers (531210),531210.0,"1738 WALLACE AVENUE, BRONX, NY, 10462, United States",1738 WALLACE AVENUE,BRONX,NY,10462,United States,,,United States,,,,
"FROG HOLLOW CAPITOL MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1325944,2020-03-31,29 VALLEY DRIVE #5133,GREENWICH,06831,CT,ROMULO@GLOBALREALTYLLC.NET,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,,United States,,,,,,,,,,,,,,,,,,,,,,
YIELDX INC.,Stock,Active,Annual report past due,1325948,2020-10-29,2980 NE 207TH ST UNIT 504,AVENTURA,33180,FL,ELI@BONDHOUSE.COM,Foreign,2019-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-11-04,,YIELDX INC.,,,,,,,,,,,,,,,,,,,,,
"DEAN LAW OFFICES, PLLC",LLC,Active,,1325949,2022-03-31,56 SURREY DR,WALLINGFORD,06492,CT,kdean@deanlaw.net,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Offices of Lawyers (541110),,,,,,,,,,,,,,
