name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,naics_sub_code,dissolution_date,category_survey_email_address,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
BNF TRADING GROUP LLC,LLC,Active,Ready for dissolution,1331284,2020-03-31,558 VILLA AVENUE,FAIRFIELD,United States,06825,CT,BNFTRADINGGROUP@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,
VALLEY RIDGE INVESTMENT PARTNERS LLC,LLC,Active,,1331285,2022-03-31,72 VALLEY ROAD,NEW CANAAN,United States,06840,CT,john.sheffield@valleyridgeip.com,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:36.9200000,2019-06-28,VALLEY RIDGE INVESTMENT PARTNERS LLC,United States,"DIVISION OF CORPORATIONS PO BOX 898, DOVER, DE, 19903, United States",DIVISION OF CORPORATIONS PO BOX 898,DOVER,DE,19903,Portfolio Management (523920),"NONE, DOVER, DE, 19903, United States",NONE,DOVER,DE,19903,United States,United States,523920.0,,,,,,,
"JRRA, LLC",LLC,Active,,1331288,2022-03-31,"483 WEST MIDDLE TURNPIKE, SUITE 102",MANCHESTER,United States,06040,CT,docansari@jawfixers.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9200000,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,531120.0,,,,,,,
JAY PAINTING LLC.,LLC,Active,Ready for dissolution,1331289,2020-03-31,74 BOND ST.,BRIDGEPORT,United States,06610,CT,YCARRANZA29@YAHOO.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,
"PETER FASANO LTD., LLC",LLC,Active,,1331290,2022-03-31,"19 NEWTOWN TURNPIKE, STE. 2",WESTPORT,United States,06880,CT,accounting@peterfasano.com,Foreign,2019-12-27,MA,MA,False,False,False,False,False,,2021-11-10 00:08:36.9200000,2019-12-27,"PETER FASANO LTD., LLC",United States,"964 MAIN STREET, SUITE 3, GREAT BARRINGTON, MA, 01230, United States","964 MAIN STREET, SUITE 3",GREAT BARRINGTON,MA,01230,Commercial Printing (except Screen and Books) (323111),"964 MAIN STREET, SUITE 3, GREAT BARRINGTON, MA, 01230, United States","964 MAIN STREET, SUITE 3",GREAT BARRINGTON,MA,01230,United States,United States,323111.0,,,,,,,
KNIGHT BUS TRUCKING LIMITED LIABILITY CO.,LLC,Active,Ready for dissolution,1331291,2020-03-31,33 WOODRUFF LN APT 7,LITCHFIELD,United States,06759,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,
Y.R.R HARDWOOD FLOORS LLC,LLC,Active,,1331292,2022-03-31,132 BENHAM AVE  132 BENHAM AVE,BRIDGEPORT,United States,06605,CT,documents@lasamericastax.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9200000,,,,,,,,,Flooring Contractors (238330),,,,,,,,238330.0,,,,,,,
RED RIVER PROPERTIES LLC,LLC,Active,,1331294,2022-03-31,1540 BUCKS HILL ROAD,SOUTHBURY,United States,06488,CT,carlincluney@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,
SASSY CREATIONS NAILS LLC,LLC,Active,Ready for dissolution,1331295,2020-03-31,593 TALCOTTVILLE RD,VERNON ROCKVILLE,United States,06066,CT,TPTC2012@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,
SECOND OPINION DOCS INC.,Stock,Active,Annual report past due,1331296,2020-12-27,10 WOODLEIGH PL,WEATOGUE,United States,06089,CT,PHLPHYSICIANSERVICES@GMAIL.COM,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:36.9500000,2019-10-07,SECOND OPINION DOCS INC.,United States,,,,,,,,,,,,,,,,,,,,,
BAOBAB LLC,LLC,Dissolved,,1331297,2021-03-31,11 WINNIPAUK DRIVE,NORWALK,United States,06851,CT,michaelsuchenski9@gmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Marine Cargo Handling (488320),,,,,,,,488320.0,2021-07-26T00:00:00.000,,,,,,
TPC FRANKLIN LLC,LLC,Active,Ready for dissolution,1331298,2020-03-31,2040 FRANKLIN ST APT 808,SAN FRANCISCO,United States,94109,CA,PJHEALY15@GMAIL.COM,Domestic,2019-12-27,CA,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,
LITTLE BIRD WELLNESS LLC,LLC,Active,,1331299,2022-03-31,175 MAIN STREET,MANCHESTER,United States,06042,CT,INFO@LITTLEBIRDWELLNESSCT.COM,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,621399.0,,,,,,,
ARSENS HOMES LLC,LLC,Dissolved,,1331300,2021-03-31,208 MIDLAND DR,ORANGE,United States,06477,CT,ARSENSAPSA@YAHOO.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,531110.0,2021-02-02T00:00:00.000,,,,,,
ABM SERVICES LLC,LLC,Active,Ready for dissolution,1331301,2020-03-31,570 DANBURY RD APT 24,RIDGEFIELD,United States,06877,CT,MALAR.TECHIST@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,
GEDEON GENERAL SERVICES LLC,LLC,Active,Ready for dissolution,1331302,2020-03-31,22 ELM ST UNIT I,DANBURY,United States,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,
PORCELAIN PROPERTIES LLC,LLC,Active,,1331304,2022-03-31,175 HAMILTON STREET,MERIDEN,United States,06451,CT,Wendy.secore@homevestors.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
808 NOSTRAND LLC,LLC,Active,Annual report past due,1331305,2021-03-31,696 BROADWAY,CEDARHURST,United States,11516,NY,david@tplaw.us,Foreign,2019-12-27,NY,NY,False,False,False,False,False,,2021-11-10 00:08:36.9500000,2019-08-27,808 NOSTRAND LLC,United States,"696 BROADWAY, CEDARHURST, NY, 11516, United States",696 BROADWAY,CEDARHURST,NY,11516,Lessors of Residential Buildings and Dwellings (531110),"696 BROADWAY, CEDARHURST, NY, 11516, United States",696 BROADWAY,CEDARHURST,NY,11516,United States,United States,531110.0,,,,,,,
"WOLFE RACING, LLC",LLC,Active,,1331307,2022-03-31,15 FREEDOM WAY UNIT 58,NIANTIC,United States,06357,CT,wolfe.racing93@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Sports Teams and Clubs (711211),,,,,,,,711211.0,,,,,,,
SIEBAR SOLAR LLC,LLC,Active,,1331308,2022-03-31,360 BLOOMFIELD AVENUE SUITE 401,WINDSOR,United States,06095,CT,joanne@capstonect.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Professional Organizations (813920),,,,,,,,813920.0,,,,,,,
SKY WHOLESALE LLC,LLC,Active,Annual report past due,1331309,2021-03-31,1509 EAST MAIN ST UNIT B,BRIDGEPORT,United States,06608,CT,alaa@skywholesale.us,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Tobacco and Tobacco Product Merchant Wholesalers (424940),,,,,,,,424940.0,,,,,,,
EG PAINTING SERVICES LLC,LLC,Active,Ready for dissolution,1331310,2020-03-31,13 CLINTON AVE APT 2A,NORWALK,United States,06854,CT,MARLOSTURCIOS@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,
FASANO ENTERPRISE INC,Stock,Active,,1331311,2022-10-29,107 Lake St,Winsted,United States,06098-1450,CT,SZILVIABARNETT@HOTMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9500000,,,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,200.0,2021-10-01,,,
SJB PRODUCTION SERVICES LLC,LLC,Active,,1331312,2022-03-31,28 ARMSTRONG RD UNIT D31,COVENTRY,United States,06238,CT,samuel@sjblightingdesign.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,"Independent Artists, Writers, and Performers (711510)",,,,,,,,711510.0,,,,,,,
MONTECARLO FAMILY LLC,LLC,Active,Ready for dissolution,1331313,2020-03-31,7 CONCORD ST,DANBURY,United States,06810,CT,JESUS4530@ICLOUD.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
HAIR ANTIXX LLC,LLC,Active,Annual report past due,1331314,2021-03-31,887 EAST STREET APT 1,NEW BRITAIN,United States,06051,CT,hairantixx@gmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,454110.0,,,,,,,
JOHN FAITH LLC,LLC,Active,Ready for dissolution,1331315,2020-03-31,46 GAIL DRIVE,WATERBURY,United States,06704,CT,SERVICE@MYLLC.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
IVANISIN ELECTRICAL SERVICES LLC,LLC,Active,Ready for dissolution,1331316,2020-03-31,8 TILL STREET,ENFIELD,United States,06082,CT,IVANISINELECTRICAL@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
"TOURJEE BROTHERS OWNERS, INC.",Non-Stock,Active,Annual report past due,1331317,2021-01-02,8 AUTUMN WAY,GALES FERRY,United States,06335,CT,GARYTOURJEE@AOL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,813990.0,,,,,,,
GLENN TAYLOR LLC,LLC,Active,Ready for dissolution,1331318,2020-03-31,53 PARKER STREET D306,WALLINGFORD,United States,06492,CT,MOANOFDOVES@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
257 NEWHALL STREET LLC,LLC,Active,Ready for dissolution,1331319,2020-03-31,700 CANAL STREET,STAMFORD,United States,06902,CT,MANAGEMENT@CONSTITUTIONMGMT.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
JGY CONSULTING LLC,LLC,Active,,1331320,2022-03-31,51 NUT PLAINS ROAD,GUILFORD,United States,06437,CT,jocelyne.gavin@gmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,621399.0,,,,,,,
"LAW OFFICE OF ERICA T. LEFF, PLLC",LLC,Dissolved,,1331321,2021-03-31,45 ELIZABETH ST,HARTFORD,United States,06105,CT,erica@ericalefflaw.com,Domestic,2019-12-27,CT,Connecticut,True,False,False,True,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Offices of Lawyers (541110),,,,,,,,541110.0,2021-01-06T00:00:00.000,,,,,,
"LATROI LOGISTICS, LLC",LLC,Active,,1331322,2022-03-31,145 QUINN ST,NAUGATUCK,United States,06770,CT,Support@latroilogistics.com,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,484122.0,,,,,,,
XYZ TRUCKING LLC,LLC,Active,Ready for dissolution,1331323,2020-03-31,11 BASSETT ST,WEST HAVEN,United States,06516,CT,BTHTRUCKING@YAHOO.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
LUNAR RAINBOW PUBLISHING LLC,LLC,Active,Annual report past due,1331324,2021-03-31,100 PEARL ST 14TH FLOOR,HARTFORD,United States,06103,CT,Naleygonzalez@hotmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Book Publishers (511130),,,,,,,,511130.0,,,,,,,
"CAPASSO ENTERPRISES, LLC",LLC,Dissolved,,1331233,2020-03-31,251 MIDDLE STREET,MIDDLETOWN,United States,06457,CT,ANNB@JOECAPASSOMASON.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:17.1900000,,,,,,,,,,,,,,,,,,2020-02-05T00:00:00.000,,,,,,
EG PAINTIGN SERVICES LLC,LLC,Dissolved,,1331306,2020-03-31,13 CLINTON AVE APT 2A,NORWALK,United States,06854,CT,MARLOSTURCIOS@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:10.9166667,,,,,,,,,,,,,,,,,,2020-01-06T00:00:00.000,,,,,,
DAVE'S GUITAR REPAIR LLC,LLC,Dissolved,,1331246,2021-03-31,4 KNOB HILL RD.,BARKHAMSTED,United States,06063,CT,daorlo@hotmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:37.6133333,,,,,,,,,Other Electronic and Precision Equipment Repair and Maintenance (811219),,,,,,,,,2020-10-31T00:00:00.000,,,,,,
WOVEN THREADS BOUTIQUE LLC,LLC,Dissolved,,1331325,2021-03-31,870 EAST ST,ANDOVER,United States,06232,CT,WOVENTHREADSBOUTIQUE@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Women's Clothing Stores (448120),,,,,,,,,2021-06-27T00:00:00.000,jesa0302@comcast.net,,,,,
ROYAL DREAM USA LLC,LLC,Active,Annual report past due,1331327,2021-03-31,35 GINGER LN APT 326,EAST HARTFORD,United States,06118,CT,danielmarcelo.1995@gmail.com,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Jewelry Stores (448310),,,,,,,,,,,,,,,
C.S.E. EXPRESS LLC,LLC,Active,Ready for dissolution,1331328,2020-03-31,25 ADMIRAL ST,WEST HAVEN,United States,06516,CT,CRISMARCELO2012@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,
LAURA'S HOME DAYCARE LLC,LLC,Active,,1331329,2022-03-31,52 LAUREL DR,WALLINGFORD,United States,06492,CT,Laurashomedaycare1@gmail.com,Domestic,2019-12-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.9966667,,,,,,,,,Child Day Care Services (624410),,,,,,,,624410.0,,,,,,,
"DEEP KNOWLEDGE INVESTING, LLC",LLC,Active,,1331332,2022-03-31,1 VINEYARD LANE,WESTPORT,United States,06880,CT,GB@DeepKnowledgeInvesting.com,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:37.5766667,,,,,,,,,Investment Advice (523930),,,,,,,,523930.0,,,,,,,
COASTAL NUTRITION LLC,LLC,Active,,1331333,2022-03-31,48 RIVER RD,PAWCATUCK,United States,06379,CT,ktruffin@gmail.com,Domestic,2019-12-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:37.5766667,,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,621399.0,,,,,,,
NICE AND CLEAN LLC,LLC,Active,Ready for dissolution,1331334,2020-03-31,346 VAUXHALL ST,NEW LONDON,United States,06320,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,
CUSTODIO TRUCKING LLC,LLC,Active,Ready for dissolution,1331335,2020-03-31,238 FEDERAL ST,BRIDGEPORT,United States,06606,CT,ANGELCUSTODIO21@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,False,False,False,True,False,Failure to file Annual Report,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,
ANAVRIN LLC,LLC,Active,Annual report past due,1331336,2021-03-31,34 LESTER STREET SUITE B,ANSONIA,United States,06401,CT,anavrin1923@gmail.com,Domestic,2019-12-28,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:37.5766667,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,813990.0,,,,,,,
TAYLOR LAWN CARE LLC,LLC,Active,Ready for dissolution,1331337,2020-03-31,281 TAUGWONK ROAD,STONINGTON,United States,06378,CT,TTAYLORLAWN@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,
WILLOW HYPNOSIS LLC,LLC,Active,,1331338,2022-03-31,715 WEST ROAD,SALEM,United States,06420,CT,MICHELE@WILLOWHYPNOSIS.COM,Domestic,2019-12-28,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:37.5766667,,,,,,,,,Other Individual and Family Services (624190),,,,,,,,,,,,,,,
"70 OLIVER, LLC",LLC,Active,,1331339,2022-03-31,584 HOPE STREET UNIT 2,STAMFORD,United States,06907,CT,gspartnersfunds@gmail.com,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:37.5766667,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,531110.0,,,,,,,
SANDY HOLLOW TAROT LLC,LLC,Active,,1331340,2022-03-31,43 CHESTNUT HILL RD,TRUMBULL,United States,06611,CT,plwoods@sbcglobal.net,Domestic,2019-12-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:37.5766667,,,,,,,,,All Other Personal Services (812990),,,,,,,,812990.0,,,,,,,
"MARK V. GRUDBERG, PH.D., LLC",LLC,Active,Ready for dissolution,1331342,2020-03-31,50 ELM STREET 2ND FLOOR,NEW HAVEN,United States,06510-2006,CT,MARK.V.GRUDBERG@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,
KOBUKAIJJ LLC,LLC,Active,,1331343,2022-03-31,405 SULLIVAN AVE,SOUTH WINDSOR,United States,06074,CT,KobukaiSW@gmail.com,Domestic,2019-12-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:37.5766667,,,,,,,,,Fitness and Recreational Sports Centers (713940),,,,,,,,713940.0,,,,,,,
AUTO SELECT LLC,LLC,Dissolved,,1331330,2020-03-31,554 MAIN ST,OAKVILLE,United States,06779,CT,AUTOSELECTWHOLESALE@GMAIL.COM,Domestic,2019-12-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:04:16.2000000,,,,,,,,,,,,,,,,,,2019-12-31T00:00:00.000,,,,,,
RESOURCE INTERNATIONAL INC.,Stock,Active,First report past due,1327067,2021-01-02,No information provided,,,,,INFO@R-I-INC.COM,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1700000,,,,,,,,,,,,,,,,,,,,1000.0,,,,
GENIUS PRODUCTS LLC,LLC,Active,Annual report past due,1331175,2021-03-31,9 FRANCES HUNTER DR,NEW HAVEN,United States,06511,CT,geniusproducts203@gmail.com,Domestic,2019-12-30,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:38.8566667,,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,454110.0,,,,,,,
"288 MAIN, LLC",LLC,Active,,1331176,2022-03-31,288 MAIN STREET 288-292 MAIN STREET,OLD SAYBROOK,United States,06475,CT,saybrooker@gmail.com,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.8566667,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,
"TAI CHI FOR LIFE, LLC",LLC,Active,,1331178,2022-03-31,142 WOODSIDE DRIVE 142 WOODSIDE DRIVE,GREENWICH,United States,06830,CT,SDSSBOOKKEEP@AOL.COM,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.8566667,,,,,,,,,Sports and Recreation Instruction (611620),,,,,,,,611620.0,,,,,,,
"BIG TIME CARGO, LLC",LLC,Active,Ready for dissolution,1331180,2020-03-31,124 DOVER RD.,WEST HARTFORD,,06119,CT,CBROWN@BIGTIMECARGO.COM,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
ESCO LOGISTICS LLC,LLC,Dissolved,,1331181,2020-03-31,27-29 WARNER ST,HARTFORD,United States,06114,CT,ESTEVANEHERNANDEZ@GMAIL.COM,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,2021-01-16T00:00:00.000,,,,,,
"COMMERCE HILL RADOZYCKI HOLDINGS, LLC",LLC,Active,Ready for dissolution,1331186,2020-03-31,4798 MAIN STREET,BRIDGEPORT,,06606,CT,COMHILL@YAHOO.COM,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,,,
"COMMERCE HILL DOUGIELLO FUNERAL HOME, LLC",LLC,Active,Ready for dissolution,1331189,2020-03-31,4798 MAIN STREET,BRIDGEPORT,,06606,CT,COMHILL@YAHOO.COM,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,,,
34 OAKWOOD REALTY LLC,LLC,Active,,1331190,2022-03-31,34 OAKWOOD AVENUE,NORWALK,United States,06850,CT,aberabadi4@gmail.com,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.9033333,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,
"CRICKET MANAGEMENT, LLC",LLC,Active,,1331191,2022-03-31,44  CRICKET LANE,SOMERS,United States,06071,CT,cricketmanagement@cox.net,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,
"TS STRATEGIC ADVISORS, LLC",LLC,Active,,1331192,2022-03-31,588 BOSTON POST ROAD,MADISON,United States,06443,CT,Valerie@tartanltd.com,Domestic,2019-12-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Other Management Consulting Services (541618),,,,,,,,541618.0,,,,,,,
SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,Limited Partnership,Active,Annual report due,1331207,2021-12-30,"27777 FRANKLIN RD., STE. 200",SOUTHFIELD,United States,48034,MI,TAXDEPT@SUNCOMMUNITIES.COM,Foreign,2019-12-30,MI,MI,False,False,False,False,False,,2021-11-10 00:08:38.9500000,2020-01-02,SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,United States,,,,,,Lessors of Other Real Estate Property (531190),"27777 FRANKLIN RD., STE. 200, SOUTHFIELD, MI, 48034, United States","27777 FRANKLIN RD., STE. 200",SOUTHFIELD,MI,48034,United States,,,,,,,,,
"ALL STATES ASPHALT (MA), LLC",LLC,Active,,1331218,2022-03-31,112 AMHERST RD.,SUNDERLAND,United States,01375,MA,Compliancemail@cscinfo.com,Foreign,2019-12-30,MA,MA,False,False,False,False,False,,2021-11-10 00:08:39.4500000,2019-12-23,"ALL STATES ASPHALT, LLC",United States,"112 AMHERST RD., SUNDERLAND, MA, 01375,",112 AMHERST RD.,SUNDERLAND,MA,01375,Asphalt Paving Mixture and Block Manufacturing (324121),"112 AMHERST RD., SUNDERLAND, MA, 01375, United States",112 AMHERST RD.,SUNDERLAND,MA,01375,United States,,324121.0,,,,,,,
WORKCENTRIC LLC,LLC,Active,,1331223,2022-03-31,"45662 TERMINAL DR., STE. 200",STERLING,United States,20166,VA,complianceteam@cogencyglobal.com,Foreign,2019-12-30,VA,VA,False,False,False,False,False,,2021-11-10 00:08:39.4500000,2020-01-06,WORKCENTRIC LLC,United States,"45662 TERMINAL DR., STE. 200, STERLING, VA, 20166,","45662 TERMINAL DR., STE. 200",STERLING,VA,20166,Professional Employer Organizations (561330),"45662 TERMINAL DR., STE. 200, STERLING, VA, 20166, United States","45662 TERMINAL DR., STE. 200",STERLING,VA,20166,United States,,561330.0,,,,,,,
