name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3,category_survey_email_address
MB GUTTERS LLC,LLC,Active,1310531,2020-03-31,26 DEERFIELD DR  26 DEERFIELD DR,BROAD BROOK,United States,06016,CT,MIHNET89@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"SHOP AMPERSAND, LLC",LLC,Active,1310532,2020-03-31,11 WELLS ST,GROTON,United States,06340,CT,HI@SHOPAMPERSAND.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SANTANA CARPENTRY LLC,LLC,Active,1310533,2020-03-31,123 RAYMOND ST,WATREBURY,United States,06706,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"GUARDIAN MECHANICAL SERVICE, LLC",LLC,Active,1310534,2022-03-31,462 Main St,Torrington,United States,06790-5005,CT,daniel.ethan.plourde@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,True,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,Rear,,,
203DOGLIFE LLC,LLC,Active,1310535,2020-03-31,351 COURTLAND AVE,STAMFORD,United States,06905,CT,203DOGLIFE@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
ARJ CLEANING LLC,LLC,Active,1310538,2020-03-31,135 GURDON ST,BRIDGEPORT,United States,06606,CT,A20336008240@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"DG OZ FUND, LLC",LLC,Active,1310544,2020-03-31,88 CEDAR CLIFF ROAD,RIVERSIDE,,06878,CT,DGRESSEL@TELEOS.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"AZELIS AMERICAS CASE, LLC",LLC,Active,1310549,2022-03-31,225 PICTORIA DRIVE SUITE 550,CINCINNATI,United States,45246,OH,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-05-23,TX,TX,False,False,False,False,False,Other Chemical and Allied Products Merchant Wholesalers (424690),424690.0,2021-11-10 00:10:27.6200000,,,,2019-04-01,"AZELIS AMERICAS CASE, LLC",United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,,,
THE OVER UNDER INITIATIVE INC.,Non-Stock,Active,1310550,2021-01-16,46 WRIGHT STREET,WESTPORT,United States,06880,CT,KYLE@OVERUNDERINITIATIVE.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:10:27.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"AVALON SHELTON, LLC",LLC,Withdrawn,1310551,2021-03-31,4040 WILSON BLVD. SUITE 1000,ARLINGTON,United States,22203,VA,lora_ross@avalonbay.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:27.6200000,,,,2019-05-23,"AVALON SHELTON, LLC",United States,"BALLSTON TOWER 671 N. GLEBE ROAD SUITE 800, ARLINGTON, VA, 22203, United States",BALLSTON TOWER 671 N. GLEBE ROAD SUITE 800,ARLINGTON,VA,22203,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,
HEALTHCOMP INC,Stock,Withdrawn,1310577,2021-05-23,1226 HURON ROAD,CLEVELAND,United States,44115,OH,complianceteam@cogencyglobal.com,Foreign,2019-05-23,OH,OH,False,False,False,False,False,All Other Business Support Services (561499),561499.0,2021-11-10 00:10:28.1366667,Annual report past due,,,2019-06-21,HEALTHCOMP INC,United States,,,,,,,,,,,,,,,,,,
"BURNS & WILCOX, LTD.",Stock,Active,1310579,2022-05-23,30833 NORTHWESTERN HIGHWAY SUITE 220,FARMINGTON HILLS,United States,48334,MI,Compliancemail@cscinfo.com,Foreign,2019-05-23,MI,MI,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:28.1666667,,,,2019-05-23,"BURNS & WILCOX, LTD.",United States,,,,,,,,,,,,,,,,,,
"SASHELBY, LLC.",LLC,Active,1310580,2020-03-31,75 NEWTOWN TURNPIKE.,WESTPORT,United States,06880,CT,SASHELBY75@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"DJD NEW HAVEN CAFE, LLC",LLC,Active,1310582,2022-03-31,992 WILLARD ROAD,ORANGE,United States,06477,CT,debarbad@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
ROYAL INDIA CUISINE INC,Stock,Active,1310583,2020-05-23,329 OLD GATE LN,MILFORD,United States,06460,CT,Ramsingh373737@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,200.0,,,,,,,,,,,,,,,,,,,,,
"TRUMBULL MEADOWS ASSOCIATION, INC.",Non-Stock,Active,1310584,2021-05-23,No information provided,,,,,,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,First report past due,,,,,,,,,,,,,,,,,,,,,,,
AUTO RENEWAL CENTER LLC,LLC,Withdrawn,1310585,2022-03-31,6789 QUAIL HILL PKWY SUITE 605,IRVINE,United States,92603,CA,agent@bizfilings.com,Foreign,2019-05-23,NV,NV,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:10:28.1666667,,,,2019-05-23,DIRECT MARKETING GROUP LLC,United States,"500 N RAINBOW BLVD STE 300A, LAS VEGAS, NV, 89107, United States",500 N RAINBOW BLVD STE 300A,LAS VEGAS,NV,89107,United States,"500 N RAINBOW BLVD STE 300A, LAS VEGAS, NV, 89107, United States",500 N RAINBOW BLVD STE 300A,LAS VEGAS,NV,89107,United States,,,,,,
RAVIKA LLC,LLC,Active,1310586,2020-03-31,22 KENNEDY DR,NEW BRITAIN,United States,06051,CT,GRACEPOMIANOWSKA@HOTMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"785TERRYVILLE, LLC",LLC,Active,1310587,2022-03-31,47 CANNON RIDGE DR,WATERTOWN,United States,06795,CT,kateanne24@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:10:28.1833333,,,,,,,,,,,,,,,,,,,,,,,,
THE COUCH POTATO FOOD TRUCK LLC,LLC,Active,1310588,2021-03-31,3 BETMARLEA RD,NORWALK,United States,06850,CT,gevin_luz@yahoo.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:10:28.1833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
COMPLIANCE HIW LLC,LLC,Active,1310590,2021-03-31,22 ELIZABETH STREET 2I,NORWALK,United States,06854,CT,kevinpenthouse@gmail.com,Foreign,2019-05-23,DC,DC,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:10:28.1833333,Annual report past due,,,2019-05-14,COMPLIANCE HIW LLC,United States,"1923 SIMON STREET, BABYLON, NY, 11702, United States",1923 SIMON STREET,BABYLON,NY,11702,United States,"1923 SIMON STREET, BABYLON, NY, 11702, United States",1923 SIMON STREET,BABYLON,NY,11702,United States,,,,,,
VES CONSTRUCTION LLC,LLC,Active,1310591,2020-03-31,77 OSBORNE ST APT 2,DANBURY,United States,06810,CT,BARBARA@EDDIESMULTISERVICES.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FAMILY FOOD BASKET CORP,Stock,Active,1310592,2021-05-23,No information provided,,,,,FAMILYFOODBASKET@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1833333,First report past due,,200.0,,,,,,,,,,,,,,,,,,,,,
217 GRANT BOULEVARD LLC,LLC,Active,1310593,2022-03-31,88 LONGFELLOW RD,SHELTON,United States,06484,CT,molinari.weiler@gmail.com,Domestic,2019-05-23,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:28.1833333,,,,,,,,,,,,,,,,,,,,,,,,
CAMEL MILK COOPERATIVE LLC,LLC,Active,1310595,2021-03-31,142 NORTH STREET,RIDGEFIELD,United States,06877,CT,HEERINGLAW@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Dairy Cattle and Milk Production (112120),112120.0,2021-11-10 00:10:28.1833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"INFINITE HOMES, LLC",LLC,Active,1310596,2022-03-31,51 HOSPITAL AVE C,DANBURY,United States,06810,CT,kelvincollado939@gmail.com,Foreign,2019-05-23,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:28.1833333,,,,2019-05-30,"INFINITE HOMES, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,,
MARKET ON EAST MAIN I LLC  LAS AMERICAS MARKET,LLC,Active,1310685,2022-03-31,958 EAST MAIN SSTREET,STAMFORD,United States,06902,CT,mjflores0816@gmail.com,Domestic,2019-05-23,CT,Connecticut,True,False,True,False,False,General Line Grocery Merchant Wholesalers (424410),,2021-11-10 00:10:26.2133333,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,mjflores0816@gmail.com
THE OBAS FAMILY LLT,Statutory Trust,Active,1310783,2020-05-23,1 KENNEDY AVE.,DANBURY,,06810,CT,,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
"INTERNATIONAL SOLIDARITY OF SCIENTISTS, L.L.C.",LLC,Active,1310788,2020-03-31,9 CHUCK WAGON LANE,DANBURY,,06810,CT,DRDAVIDBHAYES@YAHOO.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"2000 ANGELS, LLC",LLC,Active,1310794,2021-03-31,154 KENT AVENUE,BRIDGEPORT,United States,06610,CT,2000angelsllc@gmail.com,Domestic,2019-05-23,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:27.4966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"ON THE MARC CONSTRUCTION, LLC",LLC,Active,1310796,2022-03-31,36 FERNCLIFF RD,FAIRFIELD,United States,06825,CT,msgilles@optonline.net,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
CYRUSONE MANAGEMENT SERVICES LLC,LLC,Active,1310799,2022-03-31,2850 N HARWOOD ST STE 2200,DALLAS,United States,75201,TX,Compliancemail@cscinfo.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:27.5433333,,,,2019-05-23,CYRUSONE MANAGEMENT SERVICES LLC,United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR, WILMINGTON, DE, 19808,",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR,WILMINGTON,DE,19808,,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,,,,,,
"IOTA COMMERCIAL SOLUTIONS, LLC",LLC,Active,1310801,2022-03-31,600 HAMILTON STREET SUITE 1010,ALLENTOWN,United States,18101,PA,jgrega@iotacommunications.com,Foreign,2019-05-23,AZ,AZ,False,False,False,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:10:27.5433333,,,,2019-05-22,"IOTA COMMERCIAL SOLUTIONS, LLC",United States,"9 EAST LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901, United States",9 EAST LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,United States,"9 EAST LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901, United States",9 EAST LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,United States,,,,,,
"LE CREUSET OF AMERICA, INC.",Stock,Active,1310804,2022-05-23,114 BOB GIFFORD BLVD,EARLY BRANCH,United States,29916,SC,salestax.us@lecreuset.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Home Furnishing Merchant Wholesalers (423220),423220.0,2021-11-10 00:10:27.5433333,,,,2019-02-15,"LE CREUSET OF AMERICA, INC.",United States,,,,,,,,,,,,,,,,,,
PIZZA ON DEMAND LLC,LLC,Active,1310812,2020-03-31,1170 LITCHFIELD TPK,NEW HARTFORD,,06057,CT,FITFARM365@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"MOVER MANAGEMENT, LLC",LLC,Active,1310820,2020-03-31,85 PRISCILLA STREET,BRIDGEPORT,,06610,CT,MOVEFORLESS80@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
YAS PROPERTY SOLUTIONS LLC,LLC,Active,1310886,2022-03-31,1131 TOWN WALK DRIVE,HAMDEN,United States,06518,CT,yaspropertysolutions@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:28.1833333,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT CANINE CARE AND RESCUE INC.,Non-Stock,Active,1310887,2021-05-23,No information provided,,,,,,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1833333,First report past due,,,,,,,,,,,,,,,,,,,,,,,
KZ EXPRESS LLC,LLC,Dissolved,1310436,2020-03-31,64F OAKLAND AVE,EAST HARTFORD,United States,06108,CT,IKTRANSPORTATION@YAHOO.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:54.7633333,,,,,,,,,,,,,,,,,,,2020-03-03T00:00:00.000,,,,,
EAST TO WEST REAL ESTATE GROUP LLC,LLC,Dissolved,1310451,2020-03-31,308 OAK ST,EAST HARTFORD,United States,06118,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:57.4366667,,,,,,,,,,,,,,,,,,,2020-05-22T00:00:00.000,,,,,
CENTRAL BROKERS LLC,LLC,Dissolved,1310537,2020-03-31,122 TRUMBULL ST,MERIDEN,United States,06451,CT,CENTRALBROKERSLLC@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:10.2900000,,,,,,,,,,,,,,,,,,,2019-12-31T00:00:00.000,,,,,
INTERWEBMASTERS LLC,LLC,Dissolved,1310424,2020-03-31,19 COTTAGE RD,HARWINTON,United States,06791,CT,WEBMASTERS@INTERWEBMASTERS.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:42.7800000,,,,,,,,,,,,,,,,,,,2020-01-27T00:00:00.000,,,,,
PHAT ONE SHOT LLC,LLC,Dissolved,1310594,2020-03-31,229 SILO ROAD,BRISTOL,United States,06010,CT,MAIHUUPHAT94@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:12.5466667,,,,,,,,,,,,,,,,,,,2019-11-22T00:00:00.000,,,,,
TOTAL SAFETY SYSTEMS LLC,LLC,Dissolved,1310513,2020-03-31,77 MAIN STREET NORTH SUITE 100,SOUTHBURY,United States,06488,CT,DAPPIAH@PRESTIGECANDH.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:24.6133333,,,,,,,,,,,,,,,,,,,2020-10-13T00:00:00.000,,,,,
EAST COAST VISUALS LLC,LLC,Dissolved,1310527,2020-03-31,4-1 WESTWOOD RD.,OLD LYME,United States,06371,CT,EASTCOASTVISUALS.CT@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:39.8500000,,,,,,,,,,,,,,,,,,,2019-09-27T00:00:00.000,,,,,
H & R DESIGN LLC SCOTT YATES ARCHITECT,LLC,Dissolved,1310684,2020-03-31,50 OSBORNE STREET,DANBURY,United States,06810,CT,HAL@HRDESIGNINC.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:45.1633333,,,,,,,,,,,,,,,,,,,2020-01-25T00:00:00.000,,,,,
"NUTMEG ROAD NORTH 595, LLC",LLC,Active,1310499,2022-03-31,595 Nutmeg Rd N,South Windsor,United States,06074-2461,CT,team@distinctivetreecare.com,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
RAMOUTAR'S  LLC,LLC,Active,1310500,2022-03-31,622 BROADVIEW TERRACE,HARTFORD,United States,06106,CT,savitrimahabal@yahoo.com,Domestic,2019-05-24,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
NCM BROOKSIDE STRATFORD LLC,LLC,Active,1310501,2020-03-31,"1023 MAIN STREET, 2ND FLOOR",BRIDGEPORT,,06604,CT,,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CT SUMMER STREET EQUITIES LLC,LLC,Active,1310502,2022-03-31,4 BREWSTER GATE,MASSAPEQUA,United States,11758,NY,clasaracina@rllawfirm.com,Domestic,2019-05-24,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:10:27.5433333,,,,,,,,,,,,,,,,,,,,,,,,
JDLP PAINTING LLC,LLC,Active,1310503,2020-03-31,77 MAGNOLIA ST,BRIDGEPORT,,06610,CT,CS655821@GMAIL.COM,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
GORDON PCS LLC,LLC,Active,1310506,2020-03-31,61 TAMARACK DR,WINDOSR,United States,06095,CT,MPCS@COMCAST.NET,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"NORTH COAST HOSPITALITY SERVICES, INC.",Stock,Active,1310507,2022-05-24,2001 CROCKER ROAD SUITE 300,WESTLAKE,United States,44145,OH,jeffgerish@emeraldhospitality.com,Foreign,2019-05-24,OH,OH,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:10:27.5433333,,,,2019-06-01,"NORTH COAST HOSPITALITY SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,
BARISHAL COMMUNITY OF CONNECTICUT INC,Non-Stock,Active,1310522,2021-05-24,No information provided,,,,,ANOWERR@GMAIL.COM,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,First report past due,,,,,,,,,,,,,,,,,,,,,,,
"23 BEACH DR, LLC",LLC,Active,1310528,2022-03-31,19 OUTLOOK DRIVE,DARIEN,United States,06820,CT,jharchuck@gmail.com,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIATED CAPITAL GROUP INCORPORATED,Stock,Active,1310536,2022-05-24,191 MASON STREET,GREENWICH,United States,06830,CT,KMasiello@gabelli.com,Foreign,2019-05-24,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:27.5733333,,,,2019-05-24,ASSOCIATED CAPITAL GROUP INCORPORATED,United States,,,,,,,,,,,,,,,,,,
265 FIELD RD LLC,LLC,Active,1310539,2020-03-31,265 FIELD RD,SOMERS,United States,06071,CT,PSMITH@RPSNE.COM,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CIELO CATERING AND EVENTS LLC,LLC,Active,1310540,2020-03-31,85 CHASE LANE,WEST HAVEN,United States,06516,CT,LUZ@NOWALWAYSFOREVER.COM,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"AE7, LLC",LLC,Active,1310541,2022-03-31,333 NORTH BEDFORD ROAD SUITE 145,MOUNT KISCO,United States,10549,NY,jmiller@rdiusa.com,Foreign,2019-05-24,NY,NY,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:10:27.6200000,,,,2019-05-24,"AE7, LLC",United States,"333 NORTH BEDFORD ROAD SUITE 145, MOUNT KISCO, NY, 10549, United States",333 NORTH BEDFORD ROAD SUITE 145,MOUNT KISCO,NY,10549,United States,"333 NORTH BEDFORD ROAD SUITE 145, MOUNT KISCO, NY, 10549, United States",333 NORTH BEDFORD ROAD SUITE 145,MOUNT KISCO,NY,10549,United States,,,,,,
"EO BUILDERS, LLC",LLC,Active,1310542,2020-03-31,4 WHIPPOORWILL LANE,STRATFORD,United States,06614,CT,DOWEN1327@YAHOO.COM,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"SOURCEBOOKS, LLC",LLC,Active,1310543,2020-03-31,1935 BROOKDALE ROAD SUITE 139,NAPERVILLE,,60653,IL,BARB.BRIEL@SOURCEBOOKS.COM,Foreign,2019-05-24,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:27.6200000,Ready for dissolution,Failure to file Annual Report,,2019-05-20,"SOURCEBOOKS, LLC",,"1201 N. MARKET STREET SUITE 2300, WILMINGTON, DE, 19801,",1201 N. MARKET STREET SUITE 2300,WILMINGTON,DE,19801,,"1201 N. MARKET STREET SUITE 2300, WILMINGTON, DE, 19801,",1201 N. MARKET STREET SUITE 2300,WILMINGTON,DE,19801,,,,,,,
HILL PROFESSIONAL SERVICES LLC,LLC,Active,1310545,2020-03-31,121 SCHOOL STREET,BLOOMFIELD,United States,06002,CT,HILLPROFESSIONALSERVICES@GMAIL.COM,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"PANDORA MEDIA, LLC",LLC,Active,1310546,2022-03-31,"LEGAL DEPARTMENT, PANDORA MEDIA, INC. 2100 FRANKLIN STREET SUITE 700",OAKLAND,United States,94612,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-05-24,DE,DE,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,2021-11-10 00:10:27.6200000,,,,2019-05-24,"PANDORA MEDIA, LLC",United States,"LEGAL DEPARTMENT, PANDORA MEDIA, INC. 2100 FRANKLIN STREET SUITE 700, OAKLAND, CA, 94612, United States","LEGAL DEPARTMENT, PANDORA MEDIA, INC. 2100 FRANKLIN STREET SUITE 700",OAKLAND,CA,94612,United States,"LEGAL DEPARTMENT, PANDORA MEDIA, INC. 2100 FRANKLIN STREET SUITE 700, OAKLAND, CA, 94612, United States","LEGAL DEPARTMENT, PANDORA MEDIA, INC. 2100 FRANKLIN STREET SUITE 700",OAKLAND,CA,94612,United States,,,,,,
WARSHCAPITAL PHX LLC,LLC,Active,1310547,2022-03-31,151 MILBANK AVENUE #4,GREENWICH,United States,06830,CT,robertwarshauer@gmail.com,Domestic,2019-05-24,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:10:27.6200000,,,,,,,,,,,,,,,,,,,,,,,,
