"EndorsementNumber","EndIssueDate","EndExpireDate","EndCity","EndCountry","EndLine1","EndLine2","EndState","EndZipOut","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZipOut","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZipOut"
1,5/23/2022,12/31/2023,"Trapper creek ","UNITED STATES","Mile 133 parks hwy ",,"AK","99683",2157443,"Mahoneys Snack Shack ","Active",5/23/2022,,12/31/2023,"Trapper creek ","UNITED STATES","Mile 133 parks hwy ",,"AK","99683","Trapper creek ","UNITED STATES","P.O. Box 13445",,"AK","99683"
1,5/27/2022,12/31/2023,"Phoenix","UNITED STATES","4302 W Buckeye Rd STE 109",,"AZ","85043",2157823,"CenterWell Pharmacy, Inc.","Active",5/27/2022,,12/31/2023,"Phoenix","UNITED STATES","4302 W Buckeye Rd STE109",,"AZ","85043","Phoenix","UNITED STATES","4302 W Buckeye Rd STE109",,"AZ","85043"
1,5/27/2022,12/31/2023,"West Chester","UNITED STATES","9843 Windisch Rd ",,"OH","45069",2157824,"CenterWell Pharmacy, Inc. ","Active",5/27/2022,,12/31/2023,"West Chester","UNITED STATES","9843 Windisch Rd ",,"OH","45069","West Chester","UNITED STATES","9843 Windisch Rd ",,"OH","45069"
1,5/27/2022,12/31/2023,"Kaltag","UNITED STATES","29 Yukon Dr.",,"AK","99748+0038",2157861,"Wildcats Den, LLC","Active",5/27/2022,,12/31/2023,"Kaltag","UNITED STATES","29 Yukon Dr.",,"AK","99748-0038","Kaltag","UNITED STATES","P.O. Box 38",,"AK","99748-0038"
1,5/31/2022,12/31/2023,"Newhalen","UNITED STATES","100 Power Lane Road","P.O. Box 207","AK","99606",2157979,"Nanvarpagmiut Cooperative, Inc. ","Active",5/31/2022,,12/31/2023,"Newhalen","UNITED STATES","101 1st Ave",,"AK","99606","Newhalen","UNITED STATES","P.O. Box 207",,"AK","99606"
1,5/31/2022,12/31/2023,"Fairbanks ","UNITED STATES","1215 bunnell st ","Apt 1","AK","99701",2158038,"Amber Gz Spot Novelty Shop","Active",5/31/2022,,12/31/2023,"Fairbanks ","UNITED STATES","1215 bunnell st","Apt 1","AK","99701","Fairbanks ","UNITED STATES","1215 bunnell st","Apt 1","AK","99701"
1,6/5/2022,12/31/2023,"Coffman Cove","UNITED STATES","312 Harbor Ave",,"AK","99918",2158349,"R&R Fuels and Service ","Active",6/5/2022,,12/31/2023,"Coffman Cove","UNITED STATES","312 Harbor Ave",,"AK","99918","Coffman Cove","UNITED STATES","PO BOX 8051",,"AK","99918"
1,6/8/2022,12/31/2023,"Anchorage","UNITED STATES","501 west International Unit #30",,"AK","99518",2158579,"Blackbull Native Store","Active",6/8/2022,1/23/2023,12/31/2023,"Anchorage","UNITED STATES","501 West International Airport Road","Unit #30","AK","99518","Anchorage","UNITED STATES","501 west International Unit #30",,"AK","99518"
1,6/9/2022,12/31/2023,"Scammon Bay","UNITED STATES","East Hillside Street",,"AK","99662",2158641,"ugrook's ","Active",6/9/2022,,12/31/2023,"Scammon Bay","UNITED STATES","East Hillside Street",,"AK","99662","Scammon Bay","UNITED STATES","box 64",,"AK","99662"
1,6/13/2022,12/31/2023,"clarks point ","UNITED STATES","Saguyak ave",,"AK","99569",2158858,"Saguyak Store ","Active",6/13/2022,,12/31/2023,"Clarks Point ","UNITED STATES","Saguyak ave",,"AK","99569","Clarks point","UNITED STATES","po box 4 ",,"AK","99569"
1,6/13/2022,12/31/2023,"Ruby ","UNITED STATES","1 Titna Street",,"AK","99768",2158882,"McCarty's Services","Active",6/13/2022,,12/31/2023,"Ruby ","UNITED STATES","1 Titna Street ",,"AK","99768","Ruby, Alaska ","UNITED STATES","P.O. Box 68012",,"AK","99768"
1,6/24/2022,12/31/2023,"ANCHORAGE","UNITED STATES","2042 E 3RD AVE ","STE A ","AK","99501",2158951,"Double Eagle Cannabis","Active",6/14/2022,,12/31/2023,"Anchorage","UNITED STATES","2042 E. 3rd Avenue","Suite B","AK","99501","Anchorage","UNITED STATES","2042 E. 3rd Avenue","Suite B","AK","99501"
1,6/16/2022,12/31/2023,"Petersburg","UNITED STATES","10.2 Mitkof Hwy",,"AK","99833",2159159,"The Trees Rv L.L.C.","Active",6/16/2022,,12/31/2023,"Petersburg","UNITED STATES","10.2 Mitkof Hwy",,"AK","99833","Petersburg","UNITED STATES","P.O. Box 1292",,"AK","99833"
1,6/21/2022,12/31/2023,"dutch harbor","UNITED STATES","airport restaurant,LLC 300 airport terminal way",,"AK","99692",2159413,"Airport Restaurant,LLC","Active",6/21/2022,,12/31/2023,"dutch harbor","UNITED STATES","176 chernofski drive",,"AK","99692","dutch harbor","UNITED STATES","po box 921240",,"AK","99692"
1,6/23/2022,12/31/2023,"Merced","UNITED STATES","3876 E Childs Avenue",,"CA","94341",2159536,"McLane/Pacific","Active",6/23/2022,,12/31/2023,"Merced","UNITED STATES","3876 E Childs Avenue",,"CA","94341","Merced","UNITED STATES","3876 E Childs Avenue",,"CA","94341"
1,6/28/2022,12/31/2023,"Huslia","UNITED STATES","68 Lakeview Drive",,"AK","99746",2159856,"Lakeview","Active",6/28/2022,,12/31/2023,"Huslia","UNITED STATES","68 Lakeview Drive",,"AK","99746","Huslia","UNITED STATES","PO Box 68",,"AK","99746"
1,7/2/2022,12/31/2023,"Grayling ","UNITED STATES","84 C St. ",,"AK","99590+0084",2160163,"Kiara*s ","Active",7/2/2022,,12/31/2023,"Grayling ","UNITED STATES","84 C St.",,"AK","99590-0084","Grayling ","UNITED STATES","84 C St.",,"AK","99590-0084"
1,7/5/2022,12/31/2023,"Homer","UNITED STATES","3125 East End Rd",,"AK","99603",2160224,"The Grog Shop east end","Active",7/5/2022,,12/31/2023,"Homer","UNITED STATES","3125 East End Rd",,"AK","99603","Homer","UNITED STATES","369 E. Pioneer Ave., c/o The Grog S",,"AK","99603"
1,7/5/2022,12/31/2023,"HOMER","UNITED STATES","369 E PIONEER AVE",,"AK","99603",2160225,"The Grog Shop","Active",7/5/2022,,12/31/2023,"HOMER","UNITED STATES","369 E PIONEER AVE",,"AK","99603","HOMER","UNITED STATES","369 E PIONEER AVE",,"AK","99603"
1,7/5/2022,12/31/2023,"Homer","UNITED STATES","276 Olsen Lane #3",,"AK","99603",2160227,"The Rum Locker","Active",7/5/2022,,12/31/2023,"Homer","UNITED STATES","276 Olsen Lane #3",,"AK","99603","Homer","UNITED STATES","369 E Pioneer Ave",,"AK","99603"
1,7/5/2022,12/31/2023,"Homer","UNITED STATES","4474 Homer Spit Rd #4",,"AK","99603",2160228,"Homer Liquor & Wine Company","Active",7/5/2022,,12/31/2023,"Homer","UNITED STATES","4474 Homer Spit Rd #4",,"AK","99603","Homer","UNITED STATES","235 E Pioneer Ave",,"AK","99603"
1,10/28/2022,12/31/2023,"ADAK","UNITED STATES","42446 KAGALASKA DRIVE",,"AK","99546",2160337,"Tundra Tavern LLC","Active",7/6/2022,,12/31/2023,"Adak","UNITED STATES","42446 Kagalaska Dr.",,"AK","99546","Fairbanks","UNITED STATES","20 College Road STE 2",,"AK","99701"
1,7/8/2022,12/31/2023,"Wasilla","UNITED STATES","2301 S Knik-Goose Bay Rd #1",,"AK","99654",2160550,"The Culture","Active",7/8/2022,,12/31/2023,"Wasilla","UNITED STATES","2301 S Knik-Goose Bay Rd #1",,"AK","99654","Wasilla","UNITED STATES","2301 S Knik-Goose Bay Rd #4",,"AK","99654"
1,7/13/2022,12/31/2023,"Tucson","UNITED STATES","3924 W Ina Rd",,"AZ","85741",2160878,"ylsn distribution llc","Active",7/13/2022,,12/31/2023,"Tucson","UNITED STATES","3924 W Ina Rd",,"AZ","85741","Tucson","UNITED STATES","3924 W Ina Rd",,"AZ","85741"
1,7/15/2022,12/31/2023,"Juneau","UNITED STATES","7900 Honsiger Dr",,"AK","99802",2161009,"Juneau Essential One","Active",7/15/2022,,12/31/2023,"Juneau","UNITED STATES","7900 Honsiger Dr",,"AK","99802","Anchorage","UNITED STATES","1813 E 1ST AVE",,"AK","99501"
1,7/16/2022,12/31/2023,"Chalkyitsik ","UNITED STATES","9788 Chalkyitsik Rd ",,"AK","99788",2161029,"The Wright Drinks ","Active",7/16/2022,,12/31/2023,"Chalkyitsik ","UNITED STATES","9788 Chalkyitsik RD ","9788 Chalkyitsik RD ","AK","99788","Chalkyitsik ","UNITED STATES","POBox 8 ","9788 Chalkyitsik RD ","AK","99788"
1,7/19/2022,12/31/2023,"Willow ","UNITED STATES","Mile 70 Parks Highway ",,"AK","99688",2161243,"Glacier Flight","Active",7/19/2022,,12/31/2023,"Willow","UNITED STATES","Mile 70 Parks Highway",,"AK","99688","scottsdale ","UNITED STATES","15333N Hayden Rd ","unit 2216","AZ","85260"
1,7/21/2022,12/31/2023,"Juneau","UNITED STATES","7900 Honsiger Dr",,"AK","99802",2161335,"Airport Petro One","Active",7/21/2022,,12/31/2023,"Juneau","UNITED STATES","7900 Honsiger Dr",,"AK","99802","Anchorage","UNITED STATES","1813 E 1st Ave",,"AK","99501"
1,7/25/2022,12/31/2023,"Colorado Springs","UNITED STATES","4847 cedarmere dr",,"CO","80918",2161484,"Timetraveler Studios","Active",7/25/2022,,12/31/2023,"Colorado Springs","UNITED STATES","4847 cedarmere dr",,"CO","80918","Colorado Springs","UNITED STATES","4847 cedarmere dr",,"CO","80918"
1,7/27/2022,12/31/2023,"Addison","UNITED STATES","511 S. Vista Ave",,"IL","60101",2161672,"HS Wholesale Limited","Active",7/27/2022,,12/31/2023,"Addison","UNITED STATES","511 S. Vista Ave",,"IL","60101","Addison","UNITED STATES","511 S. Vista Ave",,"IL","60101"
1,8/2/2022,12/31/2023,"Old Harbor","UNITED STATES","7 Three Saints ",,"AK","99643",2162077,"Nuniaq Food Market LLC","Active",8/2/2022,,12/31/2023,"Old Harbor","UNITED STATES","7 Three Saints",,"AK","99643","Old Harbor","UNITED STATES","PO Box 51",,"AK","99643"
1,8/12/2022,12/31/2023,"aniak","UNITED STATES","teachers road housing #1",,"AK","99557",2162760,"Uppa joe's ","Active",8/12/2022,,12/31/2023,"aniak","UNITED STATES","teachers road housing #1",,"AK","99557","aniak","UNITED STATES","po box 345",,"AK","99557"
1,8/13/2022,12/31/2023,"Anchorage","UNITED STATES","867 East Loop Road",,"AK","99501",2162789,"The Liquor Store and Hollywood Mini Mart","Active",8/13/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","867 E LOOP ROAD",,"AK","99501","ANCHORAGE","UNITED STATES","867 E LOOP ROAD",,"AK","99501"
1,8/18/2022,12/31/2023,"Scammon Bay","UNITED STATES","Box 73",,"AK","99662",2163054,"BB's","Active",8/18/2022,,12/31/2023,"Scammon Bay","UNITED STATES","101 Mountain Road",,"AK","99662","Scammon Bay","UNITED STATES","Box 73",,"AK","99662"
1,8/19/2022,12/31/2023,"Anchorage ","UNITED STATES","500 Muldoon rd sp 15 ",,"AK","99504",2163121,"Huff & Puff","Active",8/19/2022,,12/31/2023,"Anchorage","UNITED STATES","500 Muldoon road sp 15",,"AK","99504","Anchorage","UNITED STATES","500 Muldoon road sp 15",,"AK","99504"
1,8/29/2022,12/31/2023,"Dutch Harbor","UNITED STATES","300 Airport Terminal Way",,"AK","99692",2163721,"J&G Airport Restaurant LLC","Active",8/29/2022,,12/31/2023,"Dutch Harbor","UNITED STATES","300 Airport Terminal Way",,"AK","99692","Dutch Harbor","UNITED STATES","PO Box 921240",,"AK","99692"
1,9/1/2022,12/31/2023,"Kenai","UNITED STATES","10672 Kenai Spur Hwy #103",,"AK","99611",2163961,"Smoke Street Tobacco LLC","Active",9/1/2022,,12/31/2023,"Kenai","UNITED STATES","10672 Kenai Spur Hwy #103",,"AK","99611","Kenai","UNITED STATES","Po Box 1886",,"AK","99611"
1,9/5/2022,12/31/2023,"JUNEAU","UNITED STATES","209 SEWARD STREET","1601 Tongass #100","AK","99801",2164126,"Alaskan Pipeline - Juneau","Active",9/5/2022,,12/31/2023,"JUNEAU","UNITED STATES","209 SEWARD STREET","1601 Tongass #100","AK","99801","Ketchikan","UNITED STATES","618 Canyon Road",,"AK","99901"
2,9/6/2022,12/31/2023,"Anchorage","UNITED STATES","2101E. 63rd Ave",,"AK","99507+2044",2164191,"PVG2 LLC","Active",9/6/2022,,12/31/2023,"Los Angeles","UNITED STATES","1700 S Santa Fe Ave ","STE 420","CA","90021","Los Angeles","UNITED STATES","1700 S Santa Fe Ave","STE 420","CA","90021"
1,9/6/2022,12/31/2023,"Juneau","UNITED STATES","9951 Stephen Richards Dr",,"AK","99801",2164191,"PVG2 LLC","Active",9/6/2022,,12/31/2023,"Los Angeles","UNITED STATES","1700 S Santa Fe Ave ","STE 420","CA","90021","Los Angeles","UNITED STATES","1700 S Santa Fe Ave","STE 420","CA","90021"
1,9/7/2022,12/31/2023,"venetie","UNITED STATES","110 wood yard way",,"AK","99781",2164231,"chandalar goods","Active",9/7/2022,,12/31/2023,"Venetie","UNITED STATES","110 Wood Yard Way",,"AK","99781","Venetie","UNITED STATES","110 Wood Yard Way",,"AK","99781"
1,9/7/2022,12/31/2023,"Utqiagvik","UNITED STATES","4326 Nathaniel Olemaun Jr. Boulevard",,"AK","99723",2164234,"Alaskan Grown Cannabis","Active",9/7/2022,,12/31/2023,"Utqiagvik","UNITED STATES","4326 Nathaniel Olemaun Jr. Boulevard",,"AK","99723","Anchorage","UNITED STATES","PO Box 241223",,"AK","99524"
1,9/8/2022,12/31/2023,"Anchorage","UNITED STATES","3705 Arctic Blvd","#1784","AK","99503",2164328,"Farrell Lane Imports LLC","Active",9/8/2022,,12/31/2023,"Anchorage","UNITED STATES","3705 Arctic Blvd","#1784","AK","99503","Anchorage","UNITED STATES","3705 Arctic Blvd","#1784","AK","99503"
1,9/10/2022,12/31/2023,"Anchorage","UNITED STATES","805 N Flower Street #4",,"AK","99508",2164431,"Puff & Roll Alaska","Active",9/10/2022,,12/31/2023,"Anchorage","UNITED STATES","805 N. Flower St","#4","AK","99508","Anchorage","UNITED STATES","805 N. Flower St","#4","AK","99508"
1,9/16/2022,12/31/2023,"Anchorage","UNITED STATES","3836 Spenard Road",,"AK","99517",2164791,"A B Cigs","Active",9/16/2022,,12/31/2023,"Anchorage","UNITED STATES","707 A Street",,"AK","99501","Anchorage","UNITED STATES","P.O. Box 141966",,"AK","99508"
1,9/20/2022,12/31/2023,"Emmonak ","UNITED STATES","04 Delta St","P.O Box 26","AK","99581+0926",2165024,"Emmonak Alaska Printing","Active",9/20/2022,,12/31/2023,"Emmonak ","UNITED STATES","04 Delta Street ","P.o Box 26","AK","99591-0926","Emmonak ","UNITED STATES","04 Delta Street ","P.O Box 26","AK","99581-0926"
1,9/26/2022,12/31/2023,"Igiugig","UNITED STATES","4198 Main Street",,"AK","99613",2165341,"Needful Things","Active",9/26/2022,,12/31/2023,"Igiugig","UNITED STATES","2 River View Drive",,"AK","99613","Igiugig","UNITED STATES","PO Box 4046",,"AK","99613"
1,10/5/2022,12/31/2024,"Fairbanks","UNITED STATES","899 Old Steese Highway",,"AK","99701",2165981,"Pipe & Leaf: Premium Alaskan Cannabis","Active",10/5/2022,,12/31/2024,"Fairbanks","UNITED STATES","899 Old Steese Highway",,"AK","99701","Fairbanks","UNITED STATES","1244 Viewpointe Drive",,"AK","99709"
1,10/6/2022,12/31/2024,"Anchorage","UNITED STATES","7317 Old Seward Highway",,"AK","99518",2166043,"Enlighten Alaska","Active",10/6/2022,,12/31/2024,"Anchorage","UNITED STATES","7317 Old Seward Highway",,"AK","99518","Anchorage","UNITED STATES","9130 Jupiter Drive",,"AK","99507"
1,10/11/2022,12/31/2024,"Talkeetna","UNITED STATES","38993 S. Commercial Drive",,"AK","99676",2166357,"Hash House","Active",10/11/2022,,12/31/2024,"Talkeetna","UNITED STATES","38993 S. Commercial Drive",,"AK","99676","Talkeetna","UNITED STATES","PO Box 630",,"AK","99676"
1,10/12/2022,12/31/2024,"Slana","UNITED STATES","Mi.61 Glenn hwy 1 (tok cutoff)",,"AK","99586",2166497,"Midway Services LLC.","Active",10/12/2022,,12/31/2024,"Gakona","UNITED STATES","Mi 61 Glenn Hwy 1( tok cutoff)",,"AK","99586","Slana","UNITED STATES","Po box 834",,"AK","99586"
1,10/20/2022,12/31/2024,"Delta Junction","UNITED STATES","Mile 50 Pogo Mine Road",,"AK","99737",2167044,"ATCO Frontec USA Inc.","Active",10/20/2022,,12/31/2024,"Spring","UNITED STATES","480 Wildwood Forest Dr.","Suite 225, Wildwood II","TX","77380-3772","Calgary","CANADA","5302 Forand Street SW","4th Floor, West Building","AB","T3E8B4"
1,10/31/2022,12/31/2024,"Anchorage ","UNITED STATES","910 W International Airport Rd","STE B","AK","99518",2167708,"Red Run Anchorage Holdings LLC","Active",10/31/2022,,12/31/2024,"Anchorage","UNITED STATES","910 W International Airport Rd","STE B","AK","99518","Kenai","UNITED STATES","105 Trading Bay Rd","STE 103","AK","99611"
1,11/1/2022,12/31/2023,"Togiak","UNITED STATES","Red Building 2nd Avenue",,"AK","99678",2167819,"Togiak Village Cooperative Inc","Active",11/1/2022,,12/31/2023,"Togiak","UNITED STATES","Red Building 2nd Avenue",,"AK","99678","Togiak","UNITED STATES","PO Box 148",,"AK","99678"
1,11/3/2022,12/31/2023,"Ketchikan","UNITED STATES","146 Misty Marie Lane",,"AK","99901",2167994,"Heck's Cleaning Service","Active",11/3/2022,,12/31/2023,"Ketchikan","UNITED STATES","517 canyon road",,"AK","99901","Ketchikan","UNITED STATES","517 canyon road",,"AK","99901"
1,11/4/2022,12/31/2024,"Huslia ","UNITED STATES","Lot 36 ",,"AK","99746",2168117,"Grandma Linda lous ","Active",11/4/2022,,12/31/2024,"Huslia ","UNITED STATES","Lot 36 rocky road ",,"AK","99746","Huslia ","UNITED STATES","P.O. Box 45 ",,"AK","99746"
1,11/7/2022,12/31/2024,"Lakewood","UNITED STATES","9611 45th Ave., SW BLDG 4 DIV 308",,"WA","94899",2168232,"Xelix Distribution, Inc.","Active",11/7/2022,,12/31/2024,"Lakewood","UNITED STATES","9611 45th Ave., SW BLDG 4 DIV 308",,"WA","94899","Temple","UNITED STATES","4747 McLane Parkway",,"TX","76504"
1,11/9/2022,12/31/2024,"Wrangell","UNITED STATES","640 Shakes Street",,"AK","99929",2168425,"Hungry Beaver Pizza LLC","Active",11/9/2022,,12/31/2024,"Wrangell","UNITED STATES","640 Shakes Street",,"AK","99929","Wrangell","UNITED STATES","PO Box 806",,"AK","99929"
1,11/10/2022,12/31/2024,"Craig","UNITED STATES","505 Front Street",,"AK","99921",2168530,"420 Green Street","Active",11/10/2022,,12/31/2024,"Craig","UNITED STATES","505 Front Street",,"AK","99921","Craig","UNITED STATES","PO Box 828",,"AK","99921"
1,1/9/2023,12/31/2024,"ANCHORAGE","UNITED STATES","910 W INTERNATIONAL AIRPORT RD STE B",,"AK","99518",2168592,"Red Run Cannabis Company","Active",11/11/2022,,12/31/2024,"Anchorage","UNITED STATES","910 W. International Airport  Road","Suite B","AK","99518","Kenai","UNITED STATES","105 Trading Bay Road, Suite 103",,"AK","99611"
1,11/15/2022,12/31/2024,"Saxman","UNITED STATES","2852 South Tongass Highway",,"AK","99901",2168780,"Three Bears #119","Active",11/15/2022,,12/31/2024,"Saxman","UNITED STATES","2852 South Tongass Highway",,"AK","99901","Wasilla","UNITED STATES","7362 W. Parks Hwy, #814",,"AK","99623"
1,11/18/2022,12/31/2024,"Denali National Park & Reserve","UNITED STATES","238.6 Parks Hwy",,"AK","99755",2169048,"Alaskan Whimsy Art & Gifts","Active",11/18/2022,,12/31/2024,"Denali National Park and Preserve","UNITED STATES","238.6 Parks Hwy",,"AK","99755","Fairbanks","UNITED STATES","PO Box 58136",,"AK","99711"
1,11/18/2022,12/31/2024,"WASILLA","UNITED STATES","951E. Creekside drive # 9",,"AK","99654",2169049,"Camwell On The Green","Active",11/18/2022,,12/31/2024,"WASILLA","UNITED STATES","951E. Creekside drive # 9",,"AK","99654","WASILLA","UNITED STATES","951E. Creekside drive # 9",,"AK","99654"
1,11/21/2022,12/31/2024,"Tucson","UNITED STATES","4695 N Oracle Road","STE 105","AZ","85705",2169176,"FT DISTRO LLC","Active",11/21/2022,,12/31/2024,"Tucson","UNITED STATES","4695 N Oracle Road","STE 105","AZ","85705","Tucson","UNITED STATES","4695 N Oracle Road","STE 105","AZ","85705"
1,11/23/2022,12/31/2024,"Anchorage","UNITED STATES","3720 Core Court","Apt. 4","AK","99502",2169351,"Heathen House","Active",11/23/2022,,12/31/2024,"Anchorage","UNITED STATES","3720 Core Court","Apartment 4","AK","99502","Anchorage","UNITED STATES","3720 Core Court","Apartment 4","AK","99502"
1,12/6/2022,12/31/2024,"Soldotna","UNITED STATES","48380 Sterling Highway",,"AK","99669",2170048,"The Tufted Puffin","Active",12/6/2022,,12/31/2024,"Soldotna","UNITED STATES","48380 Sterling Highway",,"AK","99669","Seward","UNITED STATES","PO Box 1934",,"AK","99664"
1,12/28/2022,12/31/2024,"UNALASKA","UNITED STATES","1829 BALLYHOO RD",,"AK","99685",2171361,"Westward Seafoods, Inc. Northern Victor","Active",12/28/2022,,12/31/2024,"Dutch Harbor","UNITED STATES","1829 Ballyhoo Road",,"AK","99692","Bellevue","UNITED STATES","3015 112th Avenue NE, Suite 100",,"WA","98004-8001"
1,1/2/2023,12/31/2024,"Homer","UNITED STATES","4470 Homer Spit Rd. Ste C",,"AK","99603",2171841,"PATEL'S","Active",1/2/2023,,12/31/2024,"Homer","UNITED STATES","4470 Homer Spit Rd. Ste. C",,"AK","99603","Homer","UNITED STATES","369 E. Pioneer Ave",,"AK","99603"
1,1/2/2023,12/31/2024,"Homer","UNITED STATES","4474 Homer Spit Rd. #4",,"AK","99603",2171853,"Homer Liquor & Wine","Active",1/2/2023,,12/31/2024,"Homer","UNITED STATES","4474 Homer Spit Rd. #4",,"AK","99603","Homer","UNITED STATES","369 E. Pioneer Ave",,"AK","99603"
1,1/9/2023,12/31/2023,"Wrangell","UNITED STATES","930 Zimovia Highway",,"AK","99929",2172409,"Tk's Mini-Mart","Active",1/9/2023,,12/31/2023,"Wrangell","UNITED STATES","930 Zimovia Highway",,"AK","99929-2233","Wrangell","UNITED STATES","PO Box 2233",,"AK","99929-2233"
1,1/9/2023,12/31/2024,"Homer","UNITED STATES","369 E. Pioneer Ave",,"AK","99603",2172418,"Grog Shop","Active",1/9/2023,,12/31/2024,"Homer","UNITED STATES","369 E. Pioneer Ave",,"AK","99603","Homer","UNITED STATES","369 E. Pioneer Ave",,"AK","99603"
1,1/11/2023,12/31/2024,"MOUNTAIN VILLAGE ","UNITED STATES","20 2ND WILSON AVE",,"AK","99632",2172636,"Mountain Fuel Company LLC","Active",1/11/2023,,12/31/2024,"MOUNTAIN VILLAGE","UNITED STATES","20 2nd Wilson Ave",,"AK","99632","Anchorage","UNITED STATES","7120 Old Seward Hwy","Suite 206","AK","99518"
1,1/16/2023,12/31/2024,"Anchorage","UNITED STATES","3505 Spenard road unit #B",,"AK","99503",2173026,"BigBoyBurger and ExpressMarket","Active",1/16/2023,,12/31/2024,"Anchorage","UNITED STATES","3505 Spenard road unit #B",,"AK","99503","Anchorage","UNITED STATES","3505 Spenard road unit #B",,"AK","99503"
1,1/17/2023,12/31/2024,"Eagle River","UNITED STATES","12325 Crested butte dr",,"AK","99577",2173124,"Nissy's Luxurious Picnics and more LLC","Active",1/17/2023,,12/31/2024,"Eagle River ","UNITED STATES","12325 Crested butte dr",,"AK","99577","Eagle River ","UNITED STATES","12325 Crested butte dr",,"AK","99577"
1,1/17/2023,12/31/2024,"Eagle River","UNITED STATES","12325 Crested butte dr",,"AK","99577",2173130,"Mr. & Mrs. Puffs and Smokerz LLC","Active",1/17/2023,,12/31/2024,"Eagle River","UNITED STATES","12325 Crested butte dr ",,"AK","99577","Eagle River","UNITED STATES","12325 Crested butte dr ",,"AK","99577"
1,1/18/2023,12/31/2024,"Homer","UNITED STATES","528 E. Pioneer Road",,"AK","99603",2173224,"Alaska Glass and Accessories LLC","Active",1/18/2023,,12/31/2024,"Homer","UNITED STATES","528 Pioneer Road",,"AK","99603","Homer","UNITED STATES","528 Pioneer Road",,"AK","99603"
