name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
ValueBlue Inc.,Stock,Active,2568625,2023-05-24,228 E. 45th St. Ste. 9E,,NEW YORK,United States,10017,NY,compliance@tabsinc.com,Foreign,,2022-05-24,DELAWARE,DELAWARE,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2022-06-13 00:16:21.0500000,,,,2022-05-24,ValueBlue Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Pro Best Investors LLC,LLC,Active,2568652,2023-03-31,349 Candlewood Lake Rd,,Brookfield,United States,06804-1603,CT,catiadasilva22@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:21.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Jacobs LLC,LLC,Active,2568682,2023-03-31,11 John Read Rd,,Redding,United States,06896-1626,CT,codyjcbs@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-06-13 00:16:21.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SECT Supports, LLC",LLC,Active,2568660,2023-03-31,165 State Street,Suite 311,New London,United States,06320,CT,julie@echohomes.org,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Community Housing Services (624229),2022-06-13 00:16:21.0366667,akyprillis@hmrslaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madicam Holdings LLC,LLC,Active,2568663,2023-03-31,331 Asylum Rd,,Warwick,United States,02886-7847,RI,jmercurio8500@gmail.com,Foreign,,2022-05-24,RHODE ISLAND,RHODE ISLAND,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.0833333,,,,2022-05-31,Madicam Holdings,,,,,,,,,,,,,,,,,,,,,,,,
SAMUEL RESTORATION LLC,LLC,Active,2568714,2023-03-31,30 GLADDEN STREET,1,NEW BRITAIN,United States,06051,CT,samuelgomez53@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",2022-06-13 00:16:21.0366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minaya's Peruvian Restaurant LLC,LLC,Active,2568677,2023-03-31,446 New Britain Avenue,,Hartford,United States,06106,CT,isabel@multiservicesintl.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:21.0500000,cristminaya1@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray 699 LLC,LLC,Active,2568679,2023-03-31,255 Homestead Ave,,Hartford,United States,06112-2392,CT,wbriere@chrysaliscenterct.org,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.1000000,akyprillis@hmrslaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence Wellness of Connecticut P.C.,Stock,Active,2568691,2023-06-07,317 West Ave,#113197,Stamford,United States,06911,CT,jake.halpert@florencehealth.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2022-06-13 00:16:21.1000000,,,1000.0,,,2022-05-24,,,,,,,,,,,,,,,,,,,,,,,
"Galt Enterprises, Inc.",Stock,Active,2568683,2023-05-24,34555 Chagrin Blvd.,Suite 100,Moreland Hills,United States,44022,OH,bstevens@galtenterprises.com,Foreign,,2022-05-24,OHIO,OHIO,False,False,False,False,False,Office Administrative Services (561110),2022-06-13 00:16:21.0500000,,,,2022-05-24,"Galt Enterprises, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Leah & Sophia Future Foundation Inc,Non-Stock,Active,2568695,2022-08-22,,,,,,,lishuai05@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:21.0833333,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALLIED MINERAL PRODUCTS, LLC",LLC,Active,2568704,2023-03-31,2700 SCIOTO PARKWAY,,COLUMBUS,,43221,OH,aman.bhullar@alliedmin.com,Foreign,,2022-05-24,,OH,False,False,False,False,False,327110,2022-06-13 00:16:21.1000000,,,,2021-01-01,"ALLIED MINERAL PRODUCTS, LLC",,"41 S. HIGH ST., STE. 2800, COLUMBUS, OH, 43215, United States","41 S. HIGH ST., STE. 2800",COLUMBUS,OH,43215,United States,"41 S. HIGH ST., STE. 2800, COLUMBUS, OH, 43215, United States","41 S. HIGH ST., STE. 2800",COLUMBUS,OH,43215,United States,,,,,,,,,,,
Spicy Jerk LLC,LLC,Active,2568731,2023-03-31,470 Freeman Ave,,Stratford,United States,06614-4026,CT,alyssa@transcompservice.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:21.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGIC BOUNCE RENTALS LLC,LLC,Active,2568747,2023-03-31,3 Chamberlain Pl,3,New Haven,United States,06512-1609,CT,magicbouncerental@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,True,False,False,Recreational Goods Rental (532284),2022-06-13 00:16:21.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"College Bound Rickshaws, LLC",LLC,Active,2568748,2023-03-31,34 Horseshoe Rd,,Wilton,United States,06897-3402,CT,colin.gilmor@cbrickshaws.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,All Other Transit and Ground Passenger Transportation (485999),2022-06-13 00:16:21.0666667,mark.gilmor@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giron Real Estate Investments, LLC",LLC,Active,2568751,2023-03-31,241 Danbury Rd,,New Milford,United States,06776-4347,CT,newmilfordgranite@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:21.0833333,larry@baker-law.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABAX LLC,LLC,Active,2568760,2023-03-31,38 LAKE DRIVE,,NEW MILFORD,,06776,CT,,Domestic,United States,2022-05-24,,Connecticut,False,False,False,False,False,541614,2022-06-13 00:16:21.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford Self Storage LLC,LLC,Active,2568773,2023-03-31,2 Pheasant Run Road,Lot #1,Oxford,United States,06478,CT,esmamay@hotmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,General Rental Centers (532310),2022-06-13 00:16:21.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nailsthetics LLC,LLC,Active,2568776,2023-03-31,140 Center St,,Manchester,United States,06040-5007,CT,nailsbyalii.xo@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,Beauty Salons (812112),2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ace RoadRunners, LLC",LLC,Active,2568779,2023-03-31,95 Hampton St,,Hartford,United States,06120,CT,aceroadrunners@yahoo.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,Couriers and Express Delivery Services (492110),2022-06-13 00:16:21.0666667,aoneproperties01@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ABH PROPCO, LLC",LLC,Active,2568781,2023-03-31,494 ELM STREET,,STAMFORD,,06902,CT,,Foreign,,2022-05-24,,DE,False,False,False,False,False,531110,2022-06-13 00:16:21.0366667,,,,2022-05-23,"ABH PROPCO, LLC",,,,,,,,,,,,,,,,,,,,,,,,
ECS W Transportation Limited Liability Company,LLC,Active,2568818,2023-03-31,75 Lancaster Rd,,Bristol,United States,06010-4539,CT,ecstransportation22@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJCC PROPERTIES LLC,LLC,Active,2568821,2023-03-31,1424 Aspen Glen Dr,,Hamden,United States,06518-5302,CT,acop5719@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,,2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iDeals LLC,LLC,Active,2568786,2023-03-31,28 Shelbourne Dr,,Goshen,United States,06756-1809,CT,idealsco.com@idealsco.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shira Transport LLC,LLC,Active,2568795,2023-03-31,79 Hitchcock Rd,,Southington,United States,06489-2215,CT,florim.shira@hotmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:21.0200000,pemiola@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ABH OPCO, LLC",LLC,Active,2568801,2023-03-31,494 ELM STREET,,STAMFORD,,06902,CT,,Foreign,,2022-05-24,,DE,False,False,False,False,False,623110,2022-06-13 00:16:21.0500000,,,,2022-05-23,"ABH OPCO, LLC",,,,,,,,,,,,,,,,,,,,,,,,
Beauty bratz LLC,LLC,Active,2568829,2023-03-31,509 east Main Street,,Bridgeport,United States,06608,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Beauty Salons (812112),2022-06-13 00:16:21.0200000,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILANI'S TRANSPORT LLC,LLC,Active,2568807,2023-03-31,186 Eastern St,,New Haven,United States,06513,CT,asiamcmillian@yahoo.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Factory Gourmet LLC,LLC,Active,2568813,2023-03-31,65 Fairfield Ave,1,Stamford,United States,06902-4918,CT,sharonalves.admm@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Caterers (722320),2022-06-13 00:16:21.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MaryEllen Ferri Executive Consulting Services, LLC",LLC,Active,2568857,2023-03-31,18 Peck Avenue,,Greenwich,United States,06830,CT,mariaellena.ferri@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2022-06-13 00:16:21.1300000,daniel@schopicklaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udder Delights LLP,LLP,Active,2568858,2023-05-24,43 Grant Avenue,,Stafford Springs,United States,06076,CT,udderdelights860@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Mobile Food Services (722330),2022-06-13 00:16:21.1300000,beth_stringfield37@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leeland Gateway Preschool LLC,LLC,Active,2568828,2023-03-31,135 Willow St,Unit B,Meriden,United States,06450-9509,CT,autumnpepe@yahoo.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2022-06-13 00:16:21.0366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kralani LLC,LLC,Active,2568839,2023-03-31,348 Peach Lake Rd,,Brewster,United States,10509-1715,NY,kralanish@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:21.0200000,lfabich@ctattorneys.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Transportantion Logistics LLC,LLC,Active,2568868,2023-03-31,37 Albion St,,Waterbury,United States,06705,CT,premiumtransportationllct@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:21.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latitude Psychiatry, LLC",LLC,Active,2568871,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-06-13 00:16:21.0200000,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KB SCK BUYER, LLC",LLC,Active,2568851,2023-03-31,905 HONEYSPOT RD.,,STRATFORD,,06615,CT,,Foreign,,2022-05-24,,DE,False,False,False,False,False,333241,2022-06-13 00:16:21.1300000,,,,2022-05-03,"KB SCK BUYER, LLC",,,,,,,,,,,,,,,,,,,,,,,,
"KB TLC BUYER, LLC",LLC,Active,2568874,2023-03-31,905 HONEYSPOT RD.,,STRATFORD,,06615,CT,,Foreign,,2022-05-24,,DE,False,False,False,False,False,333241,2022-06-13 00:16:21.0366667,,,,2022-05-03,"KB TLC BUYER, LLC",,,,,,,,,,,,,,,,,,,,,,,,
A-1 Financial Services LLC,LLC,Active,2568880,2023-03-31,186 Converse Ave,,Meriden,United States,06450,CT,cividanesannette@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,,2022-06-13 00:16:21.0200000,acivi23@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBEREASON INC.,Stock,Active,2568884,2023-05-24,"200 CLARENDON STREET, 18TH FLOOR",,BOSTON,,02116,MA,corporatetax@cybereason.com,Foreign,,2022-05-24,,DE,False,False,False,False,False,541519,2022-06-13 00:16:21.1300000,,,,2022-04-01,CYBEREASON INC.,,,,,,,,,,,,,,,,,,,,,,,,
GE CT LLC,LLC,Active,2568891,2023-03-31,"c/o: Verivia, 237 West 37th Street, 10th Floor",,New York,United States,10018,NY,bgurtman@sheppardmullin.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:21.1000000,evidencecsafulfillment@cscglobal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JoannaLynneofficial, LLC",LLC,Active,2568897,2023-03-31,5 School House Ln,,Quaker Hill,United States,06375-1326,CT,joanna@joannalynneofficial.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:21.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITIMED LLC,LLC,Active,2568902,2023-03-31,11516 Nicholas St Ste 300,,Omaha,United States,68154,NE,efile1234@incfile.com,Foreign,,2022-05-24,NEBRASKA,NEBRASKA,False,False,False,False,False,Temporary Help Services (561320),2022-06-13 00:16:21.0200000,,,,2022-05-24,UNITIMED LLC,,"11516 NICHOLAS STREET, SUITE 300, OMAHA, NE, 68154, United States","11516 NICHOLAS STREET, SUITE 300",OMAHA,NE,68154,United States,"11516 NICHOLAS STREET, SUITE 300, OMAHA, NE, 68154, United States","11516 NICHOLAS STREET, SUITE 300",OMAHA,NE,68154,United States,,,,,,,,,,,
"K SFR BLOOMFIELD, LLC",LLC,Active,2568910,2023-03-31,1140 Post Rd,,Fairfield,United States,06824-6020,CT,bard@ctrealtytrust.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Barker Company Inc,Stock,Active,2568933,2022-08-22,,,,,,,wandagupton@bobbarker.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2022-06-13 00:16:21.0666667,,First report due,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maravilla Construction LLC,LLC,Active,2568909,2023-03-31,200 MONROE ST,,BRIDGEPORT,United States,06605,CT,rim46idalia@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:21.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Generations LLC,LLC,Active,2568911,2023-03-31,247 Ingham Hill Rd,,Old Saybrook,United States,06475-1139,CT,gm@toyotaofcolchester.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:21.0833333,kmlarensen@tcors.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&Y Investments LLC,LLC,Active,2568932,2023-03-31,88 Bradley Rd,7,Woodbridge,United States,06525-2300,CT,yonirbils@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH CT LLC,LLC,Active,2568931,2023-03-31,"c/o Verivia, 237 West 37th Street, 10th Floor",,New York,United States,10018,NY,bgurtman@sheppardmullin.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:21.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"114 Beecher Street, LLC",LLC,Active,2568942,2023-03-31,90 Welch Rd,,Southington,United States,06489-6026,CT,cusanosr@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.0200000,shane@jeremytaylorlaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALMON CONSULTANCY LLC,LLC,Active,2568937,2023-03-31,63 Allendale Rd,,Hartford,United States,06106-3502,CT,osburnsalmon06@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-06-13 00:16:21.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirador, Inc.",Stock,Rejected,2568947,,,,,,,,mkelly@miradorllc.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),2022-06-13 00:16:21.0833333,mkelly@miradorllc.com,,1750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chused & Co LLC,LLC,Active,2568955,2023-03-31,68 Jay Street Ste 607A,,Brooklyn,United States,11201,NY,processing@mycorporation.com,Foreign,,2022-05-24,NEW YORK,NEW YORK,False,False,False,False,False,Interior Design Services (541410),2022-06-13 00:16:21.0500000,,,,2022-05-24,Chused & Co LLC,,"68 Jay Street Ste 607A, Brooklyn, NY, 11201, United States",68 Jay Street Ste 607A,Brooklyn,NY,11201,United States,"68 Jay Street Ste 607A, Brooklyn, NY, 11201, United States",68 Jay Street Ste 607A,Brooklyn,NY,11201,United States,,,,,,,,,,,
Joey Guns LLC,LLC,Active,2568957,2023-03-31,1221 Norwich Rd,,Plainfield,United States,06374-1928,CT,khconstructionllc@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Sporting and Recreational Goods and Supplies Merchant Wholesalers (423910),2022-06-13 00:16:21.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basking Productions LLC,LLC,Active,2568959,2023-03-31,67 Stonehedge Dr S,,Greenwich,United States,06831-3220,CT,ajabel@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2022-06-13 00:16:21.1000000,ajabel@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Five Iron, LLC",LLC,Active,2568989,2023-03-31,36 Dawley Dr,,Stonington,United States,06378-2021,CT,mark@anthem-sports.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.1000000,mark@anthem-sports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sushi By Bou Foxwoods LLC,LLC,Active,2569053,2023-03-31,16 West 16th Street,5MN,New York,United States,10011,NY,erika@simplevenue.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:21.1000000,elana.sinensky@sinenskylaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 Raytkwich Road LLC,LLC,Active,2568991,2023-03-31,41 Raytkwich Rd,,Naugatuck,United States,06770-2223,CT,mlenkowski@hotmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:21.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4Souza LLC,LLC,Active,2569024,2023-03-31,39 Muller Dr,,Westbrook,United States,06498-2166,CT,marissasouza13@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.1133333,mratibbus@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT Consulting LLC,LLC,Active,2569026,2023-03-31,49 Putzel Ave,,Guilford,United States,06437-1445,CT,ltconsulting203@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:21.0666667,laurenteresatucker@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLACEMAKR, INC.",Stock,Active,2569040,2023-05-24,"1701 RHODE ISLAND AVENUE, NW, FL 3, STE 124",,WASHINGTON,,20036,DC,legal@placemakr.com,Foreign,,2022-05-24,,DE,False,False,False,False,False,721199,2022-06-13 00:16:21.0500000,,,,2022-05-23,"PLACEMAKR, INC.",,,,,,,,,,,,,,,,,,,,,,,,
"177 EFS, LLC",LLC,Active,2569047,2023-03-31,1220 S Biscayne Point Rd,,Miami Beach,United States,33141-1742,FL,dantcoughlin@yahoo.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-06-13 00:16:21.0833333,jcoploff@tclaw.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Boys NYC LLC,LLC,Active,2569059,2023-03-31,125 Flood Rd,,Marlborough,United States,06447-1511,CT,bigboysnyc@protonmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2022-06-13 00:16:21.0366667,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARK HEALTHCARE MANAGEMENT, LLC",LLC,Active,2569063,2023-03-31,494 ELM STREET,,STAMFORD,,06902,CT,,Foreign,,2022-05-24,,DE,False,False,False,False,False,623110,2022-06-13 00:16:21.0033333,,,,2020-10-15,"ARK HEALTHCARE MANAGEMENT, LLC",,,,,,,,,,,,,,,,,,,,,,,,
