name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_name_in_state_country,citizenship,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,business_email_address,naics_code,total_authorized_shares,country_formation,formation_place,category_survey_email_address,billing_unit,sub_status,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit,mail_jurisdiction,mailing_international_address
"MAGNUM TRANSACTION SUB, LLC",LLC,Active,2635790,2023-03-31,2022-09-30,"424 CHURCH STREET, SUITE 1400",NASHVILLE,,37219,TN,"MAGNUM TRANSACTION SUB, LLC",Foreign,2022-09-23,DE,False,False,False,False,False,2022-10-04 00:17:50.7400000,corporatesecretary@changeheallthcare.com,518210,,,,,,,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,,WILMINGTON,DE,19801,,,,,,,,,,,
1549-1555 Central Ave Limited Liability Co.,LLC,Active,2635787,2023-03-31,,20 Wyndover Ln N,Stamford,United States,06902-1826,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7400000,steve@stamford-cpa.com,Lessors of Other Real Estate Property (531190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy International Solutions LLC,LLC,Active,2635788,2023-03-31,,2389 Main St,Glastonbury,United States,06033-4617,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7400000,llcsupport@primecorporateservices.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,Suite 100,,,,,,,,,,,,,,,,,,,,,,,,,,
2465 Black Rock LLC,LLC,Active,2635789,2023-03-31,,2465 Black Rock Tpke,Fairfield,United States,06825-2420,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5200000,paulrichter2465@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sirius Digital Studio, LLC",LLC,Active,2635815,2023-03-31,,826 Fountain Street,Woodbridge,United States,06525,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.7733333,luisaferreira@siriusdigitalstudio.com,Custom Computer Programming Services (541511),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Counseling LLC,LLC,Active,2635796,2023-03-31,,11 Shetland Dr,Wallingford,United States,06492-2646,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4800000,dr.fredoclermont@gmail.com,Offices of Mental Health Practitioners (except Physicians) (621330),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURLINGTON AVENUE AUTOMOTIVE LLC,LLC,Active,2635797,2023-03-31,,195 Burlington Ave,Bristol,United States,06010-3667,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3033333,auto@castle-motors.net,All Other Automotive Repair and Maintenance (811198),,United States,Connecticut,kalsgc@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
32 GERMANTOWN ROAD LLC,LLC,Active,2635812,2023-03-31,,32 GERMANTOWN ROAD,DANBURY,United States,06810,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3033333,syedempires@gmail.com,,,United States,Connecticut,jim@weinbergpc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PONTO SOFTWARE, INC.",Stock,Active,2635798,2023-09-23,2022-09-19,"155 MONTGOMERY STREET, SUITE 700",SAN FRANCISCO,,94104,CA,"PONTO SOFTWARE, INC.",Foreign,2022-09-23,DE,False,False,False,False,False,2022-10-04 00:17:50.1000000,hello@ponto.org,522320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperium Builders LLC,LLC,Active,2635813,2023-03-31,,715 Frenchtown Rd,Bridgeport,United States,06606-1355,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7666667,deoliveirafabio21@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,46,,,,,,,,,,,,,,,,,,,,,,,,,,
Project22 Realty LLC,LLC,Active,2635805,2023-03-31,,45 Aspen Ln,Monroe,United States,06468-4211,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7400000,project22realtynyc@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Consulting LLC,LLC,Active,2635809,2023-03-31,,83 Ensign St,East Hartford,United States,06118-1813,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5200000,bryan8470@gmail.com,Marketing Consulting Services (541613),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRTA HEALTH CORP.,Stock,Active,2635835,2023-09-23,2022-03-16,501 FOLSOM ST,SAN FRANCISCO,,94105,CA,VIRTA HEALTH CORP.,Foreign,2022-09-23,DE,False,False,False,False,False,2022-10-04 00:17:50.7300000,legal@virtahealth.com,541618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Access Products, Inc.",Stock,Rejected,2635816,,2022-09-26,4192 Center Park Dr,Colorado Springs,United States,80916-4505,CO,"Access Products, Inc.",Foreign,2022-09-23,COLORADO,False,False,False,False,False,2022-10-04 00:17:50.1333333,accounting@accessproductsinc.com,,,,COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East-Line Outfitter, LLC",LLC,Active,2635825,2023-03-31,,86 Ensign St,East Hartford,United States,06118,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1333333,dominique@eastlineoutfitter.com,All Other Miscellaneous Schools and Instruction (611699),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adalicia Ramos LLC,LLC,Active,2635819,2023-03-31,,125 Lasalle Rd Ste 310,West Hartford,United States,06107-2311,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.7100000,adaliciar.lcsw@gmail.com,Offices of Mental Health Practitioners (except Physicians) (621330),,United States,Connecticut,kcarey@mancusocarey.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSM SERVICES LLC,LLC,Active,2635821,2023-03-31,,7 Sisson Ave,Hartford,United States,06106-1138,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7100000,miv8658@gmail.com,Janitorial Services (561720),,United States,Connecticut,,APT A1,,,,,,,,,,,,,,,,,,,,,,,,,,
AP HOME RENOVATIONS LLC,LLC,Active,2635822,2023-03-31,,1539 Fairfield Ave,Bridgeport,United States,06605-2037,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1700000,delaiglesiac@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pieces of Mi LLC,LLC,Active,2635826,2023-03-31,,179 Burnham street,Hartford,United States,06112,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5200000,aminahanderson41@gmail.com,Clothing Accessories Stores (448150),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL SUPPLIES WHOLESALE LLC,LLC,Active,2635823,2023-03-31,,73 Berry St,Torrington,United States,06790-4802,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.1333333,info@tax4you.net,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Half Hitch Hal's Tree Service, LLC",LLC,Active,2635830,2023-03-31,,41 Sunny Ln,Meriden,United States,06450-7226,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7666667,snowprosrg@aol.com,Landscaping Services (561730),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130 LLC,LLC,Active,2635840,2023-03-31,,25 FIELD POINT ROAD,GREENWICH,,06830,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5133333,jferguson@fercolaw.com,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEIL TOKA, LLC",LLC,Active,2635864,2023-03-31,,264 Main St. #226,Torrington,United States,06790,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4933333,zippoyippo@aol.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio A Vilchis LLC,LLC,Active,2635845,2023-03-31,,123 park ave,Danbury,United States,06810,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1700000,lissette_trrs@yahoo.com,"Paint, Varnish, and Supplies Merchant Wholesalers (424950)",,United States,Connecticut,lissette_trrs@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC TEE SHOP LLC,LLC,Active,2635846,2023-03-31,,146 Thornridge Dr,Stamford,United States,06903-5118,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7500000,alyssacotaj@gmail.com,,,United States,Connecticut,orders@usa-corporate.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Winthrop LLC,LLC,Active,2635851,2023-03-31,,350 Bedford St.,Stamford,United States,06901,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6600000,nroberts@graberroberts.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,nroberts@graberroberts.com,301,,,,,,,,,,,,,,,,,,,,,,,,,,
Chastity Marie's Creations LLC,LLC,Active,2635852,2023-03-31,,61 Orient st,meriden,United States,06450,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.7400000,cmcreations816@gmail.com,"Gift, Novelty, and Souvenir Stores (453220)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPC-BR INCOME (SWAN) LIMITED PARTNERSHIP,Limited Partnership,Active,2635854,2023-09-23,2022-09-23,1209 ORANGE STREET,"WILMINGTON, NEW CASTLE COUNTY",,19801,DE,GPC-BR INCOME (SWAN) LP,Foreign,2022-09-23,DE,False,False,False,False,False,2022-10-04 00:17:50.7333333,kservidea@gallatinpoint.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Real Properties Holding LLC,LLC,Active,2635862,2023-03-31,,188 Grand Avenue,New Haven,United States,06513,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.7500000,legacyrph@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,,ste 1283,,,,,,,,,,,,,,,,,,,,,,,,,,
Barz LLC,LLC,Active,2635873,2023-03-31,,37 the Boulevard,Newtown,United States,06470,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7500000,ron.barzilai@proton.me,Marketing Consulting Services (541613),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troubleshoot L.L.C.,LLC,Active,2635866,2023-03-31,,"120 Laning st, room 308",Southington,United States,06489,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1700000,hamzabinhakim@outlook.com,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMVGROUP AVON LLC,LLC,Active,2635876,2023-03-31,,530R Bushy Hill Rd,Simsbury,United States,06070-2922,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.1500000,mayuraboosa@gmail.com,Limited-Service Restaurants (722513),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Firehouse LLC,LLC,Active,2635878,2023-03-31,,11 Pearl Street,Enfield,United States,06082-5535,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.1500000,cpapecpa@aol.com,Drinking Places (Alcoholic Beverages) (722410),,United States,Connecticut,cpapecpa@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
watch on wheels L.L.C.,LLC,Active,2635882,2023-03-31,,45 Boxwood Ln,New Milford,United States,06776-4671,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.2000000,info@watchonwheels.com,Drive-In Motion Picture Theaters (512132),,United States,Connecticut,mbetances93@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accurate Construction LLC,LLC,Active,2635885,2023-03-31,,98 Pickens Dr,Newington,United States,06111-4916,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.2000000,zobrien20@gmail.com,Commercial and Institutional Building Construction (236220),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Rivera Pinto LLC,LLC,Active,2635891,2023-03-31,,213 CLARK ST,NEW BRITAIN,United States,06051,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.2133333,wendy@durangoagency.com,Janitorial Services (561720),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doing Everything Except Regular LLC,LLC,Active,2635892,2023-03-31,,319 E Washington Ave,Bridgeport,United States,06608-2125,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.2133333,doingeverythingexceptregular@gmail.com,"Independent Artists, Writers, and Performers (711510)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Branford 3 Realty, LLC",LLC,Active,2635896,2023-03-31,,16611 Firenze Way,Naples,United States,34110-3229,FL,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1900000,rlinekin@aol.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,kwackerman@pullcom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive Outcome Trucking LLC,LLC,Active,2635902,2023-03-31,,146 Colby Dr,East Hartford,United States,06108-1416,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1700000,deshaunh@gmail.com,Freight Transportation Arrangement (488510),,United States,Connecticut,deshaunh@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Beta-Spectrin 1 (SPTBN1) Foundation, Inc.",Non-Stock,Active,2635905,2022-12-22,,,,,,,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5000000,mchaivaroli@gmail.com,,,United States,Connecticut,sgreen@harborcompliance.com,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
"Posicraftivity, LLC",LLC,Active,2635914,2023-03-31,,97 Richards Ave,Norwalk,United States,06854-1672,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.1700000,posicraftivity@gmail.com,"Hobby, Toy, and Game Stores (451120)",,United States,Connecticut,,D6,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutomski Wallworks LLC,LLC,Active,2635915,2023-03-31,,83-85 Washington St Apt 2B,Norwalk,United States,06854-3014,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7300000,lutomskiwallworks@gmail.com,Painting and Wall Covering Contractors (238320),,United States,Connecticut,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Bartlett Construction LLC,LLC,Active,2635924,2023-03-31,,3 High Rock Rd.,Monroe,United States,06468-1309,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7300000,joebartlett@yahoo.com,Finish Carpentry Contractors (238350),,United States,Connecticut,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SYREN, LLC",LLC,Active,2635918,2023-03-31,,53 Lake Ave Ext,Danbury,United States,06811,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5133333,tjm.improvements@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAWSON DEVELOPMENT GROUP, LLC",LLC,Rejected,2635922,,,3 Rochambeau Dr,Yorktown Heights,United States,10598,NY,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4800000,agivans@spotfundandflip.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Traffic Control & Safety LLC,LLC,Active,2635930,2023-03-31,,3561 Main St,Bridgeport,United States,06606-3604,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.1800000,elitetrafficcontrol715@gmail.com,All Other Support Services (561990),,United States,Connecticut,atpcllc7@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earthly Bubbles LLC,LLC,Active,2635937,2023-03-31,,355 Coe Ave,Meriden,United States,06451-3756,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:49.4733333,earthlyxbubbles@gmail.com,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,United States,Connecticut,,Apt 155,,,,,,,,,,,,,,,,,,,,,,,,,,
EXQUISITIVE CORPORATION,Stock,Active,2635934,2023-09-23,2022-09-01,2389 Main Street,Glastonbury,United States,06033,CT,EXQUISITIVE CORPORATION,Foreign,2022-09-23,DELAWARE,False,False,False,False,False,2022-10-04 00:17:50.6866667,eric@exquisitive.com,Custom Computer Programming Services (541511),,,DELAWARE,,STE 100,,,,,,,,,,,,,,,,,,,,,,,,,,
CASS Technologies LLC,LLC,Active,2635940,2023-03-31,,11 Dutton Place Way,Glastonbury,United States,06033-2436,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4733333,sdoppalapudi@casscg.com,Computer Systems Design Services (541512),,United States,Connecticut,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensiryarah Enterprises LLC,LLC,Active,2635942,2023-03-31,,23 Johnson Rd,Wallingford,United States,06492-2112,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4733333,kensiryarahnepton13@gmail.com,Marketing Consulting Services (541613),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QtPi Co LLC,LLC,Active,2635944,2023-03-31,,70 Valley Shore Dr,Guilford,United States,06437-2146,CT,,Domestic,2022-09-23,Connecticut,True,False,False,True,False,2022-10-04 00:17:50.7500000,taylor.e.bryant@gmail.com,Mobile Food Services (722330),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIAL LLC,LLC,Active,2635946,2023-03-31,,69 Geer St,Cromwell,United States,06416-1327,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.1733333,sialbeveragellc@gmail.com,Other Grocery and Related Products Merchant Wholesalers (424490),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less Bits Inc,Stock,Rejected,2635947,,2022-09-30,688 Five Mile River Rd,Putnam,United States,06260-2819,CT,Less Bits Inc,Foreign,2022-09-23,DELAWARE,False,False,False,False,False,2022-10-04 00:17:50.1500000,allison@lessbits.com,Other Computer Related Services (541519),,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFS ENTERPRISES LLC,LLC,Active,2635950,2023-03-31,,195 Chapman St,New Britain,United States,06051-2429,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1800000,vincentg@mysolutionproviders.com,Marketing Consulting Services (541613),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aunty's House LLC,LLC,Active,2635953,2023-03-31,,32 Trescott St,West Haven,United States,06516-1139,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.7533333,auntyshousellc@gmail.com,Child Day Care Services (624410),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BCE SOLUTIONS, LLC",LLC,Active,2639714,2023-03-31,,30 CONTROLS DR,SHELTON,UNITED STATES,06484,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3333333,J.PERRY@BCESOLUTIONSLLC.COM,541330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGLERS HOLDINGS LLC,LLC,Active,2638183,2023-03-31,,64 NOBLE AVENUE,MILFORD,USA,0646,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5266667,DAVID@HARVESTBEV.COM,531390,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRAFT PARTNERS, LLC",LLC,Active,2638351,2023-03-31,,83 LITCHFIELD RD,NORFOLK,USA,06058,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4933333,,711510,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & E LOGISTICS LLC,LLC,Active,2638513,2023-03-31,,86 ALDEN ST,NEW BRITAIN,USA,06053,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6933333,MICKEYMAN7714@GMAIL.COM,484122,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VALIANTYS AMERICA, INC",Stock,Active,2638895,2023-09-30,2022-09-30,"980 WASHINGTON ST., #220",DEDHAM,USA,02026,MA,"VALIANTYS AMERICA, INC",Foreign,2022-09-23,MASSACHUSETTS,False,False,False,False,False,2022-10-04 00:17:50.1266667,FINANCE.US@VALIANTYS.COM,518210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venseed Capital Management, LLC",LLC,Active,2618452,2023-03-31,2022-09-01,3000 Whitney Avenue,Hamden,United States,06518-2353,CT,"Venseed Capital Management, LLC",Foreign,2022-09-24,DELAWARE,False,False,False,False,False,2022-10-04 00:17:55.8800000,jorge@venseed.com,Administrative Management and General Management Consulting Services (541611),,,DELAWARE,,#282,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB Speaks Limited Liability Company,LLC,Active,2632418,2023-03-31,,202 Graham st,Stratford,United States,06615,CT,,Domestic,2022-09-24,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8133333,mlbspeaks@gmail.com,Professional and Management Development Training (611430),,United States,Connecticut,mlbspeaks@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weownda LLC,LLC,Rejected,2634910,,,61 Ridgedale Way,Bethlehem,United States,06751-1625,CT,,Domestic,2022-09-24,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.8200000,weowndallc@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMA Properties LLC,LLC,Active,2635967,2023-03-31,,1401 Ella T Grasso Blvd,New Haven,United States,06511-4003,CT,,Domestic,2022-09-24,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.1100000,mamoudoutoure04@gmail.com,Residential Property Managers (531311),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
