name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billing_unit,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
CLARIVATE ANALYTICS (US) HOLDINGS INC.,Stock,Active,2434742,2023-01-27,"3133 W FRYE ROAD, SUITE 401",CHANDLER,UNITED STATES,85226,AZ,martin.reeves@clarivate.com,Foreign,,2022-01-27,,DELAWARE,False,False,False,False,False,541618,2022-02-07 00:07:05.2600000,,,,,2022-01-01,CLARIVATE ANALYTICS (US) HOLDINGS INC.,,,,,,,,,,,,,,,,,,,,,,,,
The CIO Institute Inc.,Non-Stock,Active,2434743,2022-04-27,,,,,,lp2191@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7600000,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fischer Research Group Global LLC,LLC,Active,2434811,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2022-02-07 00:07:05.7600000,,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lfa Salon llc,LLC,Active,2434745,2023-03-31,50 Judson Pl,Milford,United States,06461-4041,CT,lfahairsalon@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG tranSMART LLC,LLC,Active,2434748,2023-03-31,343 Eastern Street,New haven,United States,06513,CT,mikegranda56@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2022-02-07 00:07:05.6966667,C1608,mikegranda56@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope's Humble Hands LLC,LLC,Active,2434753,2023-03-31,31 Pond St,Stratford,United States,06614,CT,mzhopebagz@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Educational Support Services (611710),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicer Mansion of Mystic LLC,LLC,Active,2434787,2023-03-31,15 Elm Street,Mystic,United States,06355,CT,rosemary@steamboatinnmystic.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Hotels (except Casino Hotels) and Motels (721110),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORES FINISH CARPENTRY LLC,LLC,Active,2434767,2023-03-31,52 Bradley Pl,Stamford,United States,06905-1801,CT,cris111f@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-02-07 00:07:05.6966667,,martha@avancetax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lucid Bridges Health Solutions, LLC",LLC,Active,2434770,2023-03-31,558 Old Stamford Road,New Canaan,United States,06840,CT,jetze8@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Home Health Care Services (621610),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISTIAN'S PAINTING & HOME IMPROVEMENT LLC,LLC,Active,2434793,2023-03-31,2241 Park Ave,Bridgeport,United States,06604-1613,CT,cristianpainting08@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total Quality Financial, Inc.",Stock,Active,2434809,2023-01-27,"7700 Irvine Center Dr Suite 800, Office 47",Irvine,United States,92618,CA,chris@tqfloans.com,Foreign,,2022-01-27,CALIFORNIA,CALIFORNIA,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),2022-02-07 00:07:05.6966667,,,,,2022-01-28,"Total Quality Financial, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
"Federal Hill Investors, LLC",LLC,Active,2434822,2023-03-31,"c/o Rome Clifford Katz & Koerner, LLP 214 Main Street",Hartford,United States,06106,CT,guy@aprpsfnewco.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2022-02-07 00:07:05.2600000,,jviner@rckklaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redstone Advance, Inc",Stock,Active,2434827,2023-01-27,157 Church St,New Haven,United States,06510,CT,cphelps@hgesq.com,Foreign,,2022-01-27,Florida,Florida,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-02-07 00:07:05.2600000,Suite 1971,,,,2022-01-27,"Redstone Advance, Inc",,,,,,,,,,,,,,,,,,,,,,,,
"GOD OF WINTER, LLC",LLC,Active,2434810,2023-03-31,60 NEWTOWN RD,DANBURY,United States,06810,CT,stoked@godofwinter.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),2022-02-07 00:07:05.7133333,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entwood Studios LLC,LLC,Active,2434816,2023-03-31,6 Oak Valley Rd,Shelton,United States,06484-3837,CT,ricardo@entwood-studios.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2022-02-07 00:07:05.7300000,,rvaca0@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rinse Bath & Body Inc.,Stock,Rejected,2434817,,1620 S Broad St,Monroe,United States,30655-2263,GA,info@rinsesoap.com,Foreign,,2022-01-27,GEORGIA,GEORGIA,False,False,False,False,False,All Other Health and Personal Care Stores (446199),2022-02-07 00:07:05.7300000,,,,,2021-12-01,Rinse Bath & Body,,,,,,,,,,,,,,,,,,,,,,,,
"Baires, LLC",LLC,Active,2434820,2023-03-31,1127 Highland Ave,Cheshire,United States,06410-1627,CT,pablonapolitano@yahoo.com.ar,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-02-07 00:07:05.7433333,,brian@lawsilver.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.A.D. Skills Basketball Training LLC,LLC,Active,2434833,2023-03-31,1 Munson Dr,Seymour,United States,06483-3706,CT,rashardrodriguez@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,Sports and Recreation Instruction (611620),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidon Design Inc,Stock,Active,2434843,2023-01-27,1221 N Pennsylvania St,Indianapolis,United States,46202-2410,IN,accounting@guidondesign.com,Foreign,,2022-01-27,INDIANA,INDIANA,False,False,False,False,False,Architectural Services (541310),2022-02-07 00:07:05.7600000,,,,,2022-01-27,Guidon Design Inc,,,,,,,,,,,,,,,,,,,,,,,,
SCOUT AND GUS INC.,Stock,Active,2434846,2022-04-27,,,,,,JASONORANZO@YAHOO.COM,Domestic,United States,2022-01-27,,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7433333,,,First report due,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
JA HOLDING INC,Stock,Active,2434849,2022-04-27,,,,,,kristen@premiercfs.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-02-07 00:07:05.6966667,,,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MAJESTIC TOUCH AFFORDABLE HANDYMAN  AND MANAGEMENT LLC,LLC,Active,2434870,2023-03-31,55 Big Oak Ln,Stamford,United States,06903-4638,CT,gilberto.natareno@icloud.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.7133333,1,hidalgoxa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRATERNITY HOME HEALTH CARE LLc,LLC,Active,2434890,2023-03-31,20 Academy Ave,Waterbury,United States,06705-1401,CT,reneldgabriel3@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalon Medical Spa PLLC,LLC,Active,2434893,2023-03-31,39 New London Tpke,Glastonbury,United States,06033-2061,CT,kalonmedicalspa@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2022-02-07 00:07:05.7300000,suite 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sister's Construction LLC,LLC,Active,2434896,2023-03-31,18 Valentine St,Waterbury,United States,06708,CT,msacramento1017@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.7600000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kadima Construction, LLC",LLC,Active,2434909,2023-03-31,1825 Main Street,Glastonbury,United States,06033-2943,CT,paulalenge@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husky Stone LLC,LLC,Active,2434919,2023-03-31,60 old hartford rd,Hebron,United States,06231,CT,troykindt@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,True,False,False,False,Dimension Stone Mining and Quarrying (212311),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RouxBNB LLC,LLC,Active,2434910,2023-03-31,21 Barry Rd,Plymouth,United States,06782-2103,CT,jayr@rouxbnb.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AestheticsByKelsie Limited Liability Company,LLC,Active,2434925,2023-03-31,146 main st,wethersfield,United States,06109,CT,aestheticsbykelsie3@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything But Buds LLC,LLC,Active,2434939,2023-03-31,6 Blueberry Ln,Sherman,United States,06784,CT,everythingbutbuds@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-02-07 00:07:05.2600000,,jim@cummingslawfirm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHSIDE PROPERTY LLC,LLC,Active,2434943,2023-03-31,46 MAIN STREET STE 188,MONSEY,United States,10952,NY,smangmnt@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple R Remodel & Design LLC,LLC,Active,2434971,2023-03-31,79 Raffia Rd,Enfield,United States,06082-5144,CT,tripler.remodel.design@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.6966667,,tripler.remodel.design@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manfield Enterprises, Inc",Stock,Active,2434957,2022-04-27,,,,,,processing@mycorporation.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.2600000,,processing@mycorporation.com,First report due,84599.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXWOOD HOLDINGS LLC,LLC,Active,2434970,2023-03-31,12 Yearling Ln,Sandy Hook,United States,06482-1076,CT,asantella15@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:05.7600000,,anthony@diperrio.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station 19 LLC,LLC,Active,2434959,2023-03-31,136 Summit Avenue,Montvale,United States,07645,NJ,gavi@station19mobile.com,Foreign,,2022-01-27,DELAWARE,DELAWARE,False,False,False,False,False,Medical Laboratories (621511),2022-02-07 00:07:05.7433333,,,,,2022-01-27,Station 19 LLC,"1013 Centre Rd, Wilmington, DE, 19805-1265, United States",1013 Centre Rd,Wilmington,DE,19805-1265,United States,"1013 Centre Rd, Wilmington, DE, 19805-1265, United States",1013 Centre Rd,Wilmington,DE,19805-1265,United States,,,,,,,,,,,,
Concrete-Rx LLC,LLC,Active,2434961,2023-03-31,83 Slater St,Manchester,United States,06042-1600,CT,concreterxllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Building Finishing Contractors (238390),2022-02-07 00:07:05.7433333,Unit 83-4,executiveoutboardllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Computer Solutions LLC,LLC,Active,2434976,2023-03-31,181 Lourmel St,Bridgeport,United States,06606-2206,CT,lucianovivessureda@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),2022-02-07 00:07:05.7133333,,lucianovivessureda@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MY SECOND HOME FAMILY DAYCARE LLC.,LLC,Active,2434991,2023-03-31,660 SAW MILL ROAD,WEST HAVEN,USA,06516,CT,AUMA1045@GMAIL.COM,Domestic,United States,2022-01-27,,Connecticut,False,False,False,False,False,624410,2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tacombi Holding NA, LLC",LLC,Active,2434994,2023-03-31,265 Bowery,New York,United States,10002,NY,leo.navarro@tacombi.com,Foreign,,2022-01-27,NEW YORK,NEW YORK,False,False,False,False,False,Full-Service Restaurants (722511),2022-02-07 00:07:05.6966667,2FL,,,,2022-02-01,"Tacombi Holding NA, LLC","265 Bowery, 2FL, New York, NY, 10002, United States",265 Bowery,New York,NY,10002,United States,"265 Bowery, 2FL, New York, NY, 10002, United States",265 Bowery,New York,NY,10002,United States,2FL,2FL,,,,,,,,,,
IndiaForeign.TV LLC,LLC,Active,2435002,2023-03-31,1131 Tolland Tpke Ste #71,Manchester,United States,06042,CT,indiaforeign.tvllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timed Legacy LLC,LLC,Active,2435018,2023-03-31,44 McKinley Avenue,Stratford,United States,06615,CT,andrewnnkwo@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:05.7600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stott and May Inc,Stock,Active,2435019,2023-01-27,"14 Penn Plaza, Ste 1800",New York,United States,10122,NY,mspecht@pragermetis.com,Foreign,,2022-01-27,NEW YORK,NEW YORK,False,False,False,False,False,,2022-02-07 00:07:05.7600000,,,,,2022-01-27,Stott and May Inc,,,,,,,,,,,,,,,,,,,,,,,,
BARROS MOTORS LLC,LLC,Active,2435025,2023-03-31,134 ALBION ST,BRIDGEPORT,United States,06605,CT,barrosmotors@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Todas las dem�s reparaciones y mantenimiento automotrices (811198),2022-02-07 00:07:05.6966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Solutions LLC,LLC,Active,2435035,2023-03-31,34 Rockwell St,Norwich,United States,06360-3537,CT,willhemi300@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2022-02-07 00:07:05.6966667,,nscola@closingcentral.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aptyx Services, LLC",LLC,Active,2435056,2023-03-31,42 Ferris Ave,Norwalk,United States,06854,CT,don.miller@aptyx-services.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.6966667,2E,donleemiller@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAN MASSAGE SPA LLC,LLC,Active,2435067,2023-03-31,67 TURNPIKE SQ,MILFORD,United States,06460,CT,ananmassagespallc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2022-02-07 00:07:05.6966667,,ananmassagespallc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Cesar Trucking LLC,LLC,Active,2435055,2023-03-31,85 Fifth Street 1st Floor,Bridgeport,United States,06607,CT,kingdavecesar22@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:05.7133333,,kingdavecesar22@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivers Edge East Limited Liability Company,LLC,Active,2435059,2023-03-31,277 Fairfield Ave,Bridgeport,United States,06604-4227,CT,zjafri@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,New Multifamily Housing Construction (except For-Sale Builders) (236116),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ideal Painting and Remodeling LLC,LLC,Active,2435070,2023-03-31,92 Waklee Rd,Waterbury,United States,06705,CT,bardul.tufekci@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7600000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogtown Partners LLC,LLC,Active,2435069,2023-03-31,378 Frogtown Rd,New Canaan,United States,06840,CT,patricia.mee@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2022-02-07 00:07:05.7133333,,filings@swyftfilings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"F & M PARTNERS, LLC",LLC,Active,2435153,2023-03-31,171 Blackberry Dr,Stamford,United States,06903-1207,CT,micha.brym@gmail.com,Foreign,,2022-01-27,DELAWARE,DELAWARE,False,False,False,False,False,,2022-02-07 00:07:05.7433333,,,,,2022-02-01,"F&M Partners, LLC",,,,,,,,,,,,,,,,,,,,,,,,
"Katie Slaughter Studios, LLC",LLC,Active,2435093,2023-03-31,1255 Middlebury Rd,Middlebury,United States,06762,CT,katieslaughterstudios@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,True,All Other Personal Services (812990),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusive Frontiers LLC,LLC,Active,2435085,2023-03-31,2 Swallow Ln,Westport,United States,06880-6735,CT,rebeccal@wallstreetluxury.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7433333,,corponline@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEXPAK TRANSPORTES, LLC",LLC,Active,2435116,2023-03-31,333 Vincellette St 9,Bridgeport,United States,06606,CT,aliraza3692000@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olive Tree Residential Properties, LLC",LLC,Active,2435117,2023-03-31,1 Yellow Green Street,Middletown,United States,06457-4922,CT,olivetreeresidentialllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,True,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Choclamore Group LLC,LLC,Active,2435106,2023-03-31,78 1st St,New Haven,United States,06519-2635,CT,thechoclamoregroupllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,True,False,True,Professional and Management Development Training (611430),2022-02-07 00:07:05.7600000,Ste B,sharliseenterprises@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMWORK LLC,LLC,Active,2435124,2023-03-31,3223 Main St,Brideport,United States,06606,CT,jtorres@dimwork.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1A LLC,LLC,Active,2435131,2023-03-31,11 Reilly Pl,Stafford Springs,United States,06076,CT,a1astallonedream@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Wineries (312130),2022-02-07 00:07:05.6966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cee Rouss Productions LLC,LLC,Rejected,2435133,,24 1/2 W Mystic Ave,Mystic,United States,06355-2331,CT,ceeroussproductions@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7433333,,peterjr@grotonlaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZ Vibez LLC,LLC,Active,2435142,2023-03-31,112 Cottage Grove Rd,Bloomfield,United States,06002,CT,ezfood890@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),2022-02-07 00:07:05.2600000,,homecareservice2@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaringHomes LLC,LLC,Active,2435161,2023-03-31,"3225 McLeod Dr, Suite 100",Las Vegas,United States,89121,NV,ra@andersonadvisors.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dearborn Development, LLC",LLC,Active,2435164,2023-03-31,5 Saddlebrook Dr,Wallingford,United States,06492-2593,CT,carolineraynis@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Land Subdivision (237210),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soriano Remodeling LLC,LLC,Active,2435166,2023-03-31,18 Valentine Street,Newington,United States,06111,CT,remodelingsoriano@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
