name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,country_formation,category_survey_email_address,date_of_organization_meeting,total_authorized_shares,dissolution_date,mailing_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,geo_location,mailing_international_address,records_address_unit
132 Chaffeeville Road LLC,LLC,Active,Annual report due,2684345,2023-03-31,,132 Chaffeeville Rd,,Storrs Mansfield,United States,06268-2637,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
"Rana Financial, Inc.",Stock,Active,Annual report due,2684354,2023-12-23,2022-12-27,817 W Sample Rd,,Deerfield Beach,United States,33064-2002,FL,jose.delemos@ranaexpressus.com,"Rana Financial, Inc.",Foreign,2022-12-23,GEORGIA,GEORGIA,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,All Other Nondepository Credit Intermediation (522298),,,,,,,,,,,,,,,,,,,,,,
"Direct2MD FL, P.A. P.C.",Stock,Active,Annual report due,2684284,2023-12-23,2023-01-01,5055 E Washington St Ste 200,,Phoenix,United States,85034-2036,AZ,hwitherell@foley.com,"Direct2MD FL, P.A.",Foreign,2022-12-23,FLORIDA,FLORIDA,False,False,False,False,False,2023-01-04 00:08:17.5133333,,,,,,,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,
Nelo LLC,LLC,Active,Annual report due,2684289,2023-03-31,,880 Pacific St,Unit 707,Stamford,United States,06902-0708,CT,nelobalm@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.9766667,,,,,,,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,United States,,,,,,,,,,,,,,
Cross Breeze North LLC,LLC,Active,Annual report due,2684296,2023-03-31,,3 Hillsboro Road,,Trumbull,United States,06611,CT,kerrystratton@att.net,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.9766667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,psullivan@sgbllp.com,,,,,,,,,,,,,
CENTER FOR AIRWAY DENTISTRY PC,Stock,Active,First report due,2684303,2023-03-23,,,,,,,,prostovanilla@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.9766667,,,,,,,Offices of Dentists (621210),,,,,,,,United States,,,200.0,,,,,,,,,,,
KETCHUP AND MUSTARD LLC,LLC,Active,Annual report due,2684307,2023-03-31,,972 WEST MAIN STREET,,NEW BRITAIN,United States,06053,CT,sgaik94@icloud.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:21.9766667,,,,,,,Limited-Service Restaurants (722513),,,,,,,,United States,,,,,,,,,,,,,,
"ARC Funny How, LLC",LLC,Active,Annual report due,2684328,2023-03-31,,20 Locust Road,,Greenwich,United States,06831,CT,matt@adelphiracing.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.9766667,,,,,,,Civic and Social Organizations (813410),,,,,,,,United States,,,,,,,,,,,,,,
"Free Royalty, LLC",LLC,Active,Annual report due,2684309,2023-03-31,,27 Hazel Road,,Guilford,United States,06437,CT,djcsms@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3700000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"ARC Certified Loverboy, LLC",LLC,Active,Annual report due,2684310,2023-03-31,,20 Locust Road,,Greenwich,United States,06831,CT,matt@adelphiracing.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3700000,,,,,,,Civic and Social Organizations (813410),,,,,,,,United States,,,,,,,,,,,,,,
Ciotto Properties LLC,LLC,Active,Annual report due,2684313,2023-03-31,,25 Zoey Dr,,Vernon,United States,06066-5722,CT,ana@american-vets.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,True,True,False,False,2023-01-04 00:08:21.3700000,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,United States,attyrubin@aol.com,,,,,,,,,,,,,
NOVA UNIAO CONNECTICUT LLC,LLC,Active,Annual report due,2684314,2023-03-31,,600 N Colony Rd,suite 8,Wallingford,United States,06492-3168,CT,seneca.business@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3700000,,,,,,,Sports and Recreation Instruction (611620),,,,,,,,United States,,,,,,,,,,,,,,
DELFINOS CONSTRUCTION LLC,LLC,Active,Annual report due,2684320,2023-03-31,,224 Wheeler Ave,,Bridgeport,United States,06606-5666,CT,atepale@rohuer.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,delfinosconst@outlook.com,,,,,,,,,,,,,
194 North Eagleville Road LLC,LLC,Active,Annual report due,2684329,2023-03-31,,194 N Eagleville Rd,,Storrs Mansfield,United States,06268-1917,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3700000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
"VMS Rental Properties, LLC",LLC,Active,Annual report due,2684342,2023-03-31,,378 Windsor Avenue,,Windsor,United States,06095,CT,info@velandabreakthrough.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:21.4533333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Green Panther Consulting LLC,LLC,Active,Annual report due,2684344,2023-03-31,,495 Todd Road,,Wolcott,United States,06716,CT,rjjones03@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,United States,,,,,,,,,,,,,,
REzon Co LLC,LLC,Active,Annual report due,2684350,2023-03-31,,1131 Tolland Tpke,Suite O #142,Manchester,United States,06042,CT,reich.cuizon@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
136 Brookside Lane LLC,LLC,Active,Annual report due,2684352,2023-03-31,,136 Brookside Ln,,Mansfield Center,United States,06250-1002,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1133333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
9-11 Riverview Road LLC,LLC,Active,Annual report due,2684357,2023-03-31,,9 Riverview Rd,,Mansfield Center,United States,06250-1633,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1133333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
F FANTON PROPERTY LLC,LLC,Active,Annual report due,2684362,2023-03-31,,20 CRESCENT STREET,,GROTON LONG POINT,United States,06340,CT,ffanton@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7866667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Unique Jewelry Couture LLC,LLC,Active,Annual report due,2684365,2023-03-31,,35 Mallory Hill Rd,,Ridgefield,United States,06877-6302,CT,sandysono@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:20.7866667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"Milestone Mortgage Solutions, LLC",LLC,Active,Annual report due,2684367,2023-03-31,2022-11-21,32 Hillman Street,,New Bedford,United States,02740,MA,stephdrum@sydassociatescpa.com,"Milestone Mortgage Solutions, LLC",Foreign,2022-12-23,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2023-01-04 00:08:20.7866667,"32 Hillman Street, New Bedford, MA, 02740, United States",32 Hillman Street,New Bedford,MA,02740,United States,Mortgage and Nonmortgage Loan Brokers (522310),"32 Hillman Street, New Bedford, MA, 02740, United States",32 Hillman Street,,New Bedford,MA,02740,United States,,,,,,,,,,,,,,,
44 Meadowood Road LLC,LLC,Active,Annual report due,2684369,2023-03-31,,44 Meadowood Rd,,Storrs Mansfield,United States,06268-1927,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7866667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
16 Ridge Road LLC,LLC,Active,Annual report due,2684371,2023-03-31,,16 Ridge Rd,,Storrs Mansfield,United States,06268-2050,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7866667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
"17 Alan, LLC",LLC,Active,Annual report due,2684391,2023-03-31,,23 Juniper Ridge Dr,,Danbury,United States,06811-4718,CT,kfantel@sbcglobal.net,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3533333,,,,,,,,,,,,,,,United States,costa@halloransage.com,,,,,,,,,,,,,
Mr. Land Records Servicing LLC,LLC,Active,Annual report due,2684392,2023-03-31,,135 E Center St,,Manchester,United States,06040-5242,CT,michael@dunsheeassociatesllc.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3533333,,,,,,,,,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
Seagreen for two LLC,LLC,Active,Annual report due,2684374,2023-03-31,,515 West Ave,PH39,Norwalk,United States,06850,CT,greeal61@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,Other Management Consulting Services (541618),,,,,,,,United States,,,,,,,,,,,,,,
50 Meadowood Rd LLC,LLC,Active,Annual report due,2684375,2023-03-31,,50 Meadowood Rd,,Storrs Mansfield,United States,06268-1927,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.8100000,,,,,,,,,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
Shanti Living LLC,LLC,Active,Annual report due,2684400,2023-03-31,,6 Ferguson Way,,Ellington,United States,06029,CT,shantilivingllc@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.8100000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
"DIMAURO GROUNDS MAINTENANCE, LLC",LLC,Active,Annual report due,2684380,2023-03-31,,132 Neanda St,,New Britain,United States,06053,CT,jamesdimauro@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4666667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Goncalves General Services LLC,LLC,Active,Annual report due,2684383,2023-03-31,,332 bishop st,apt 212,waterbury,United States,06704,CT,evvandrobarbosabotelho@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:21.4666667,,,,,,,,,,,,,,,United States,salyssa637@gmail.com,,,,,,,,,,,,,
61 Meadowood Road LLC,LLC,Active,Annual report due,2684384,2023-03-31,,61 Meadowood Rd,,Storrs Mansfield,United States,06268-1903,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4666667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
Chribs homes and home improvement Limited Liability Company,LLC,Active,Annual report due,2684386,2023-03-31,,3035 Phelps Rd,,West Suffield,United States,06093-3027,CT,ibosakwe@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:19.4166667,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
47 Meadowood Road LLC,LLC,Active,Annual report due,2684389,2023-03-31,,47 Meadowood Rd,,Storrs Mansfield,United States,06268-1903,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,michael@dunsheeassociatesllc.com,,,,,,,,,,,,,
This Inimitable Life LLC,LLC,Active,Annual report due,2684416,2023-03-31,,61 Windermere Ave,,Ellington,United States,06029-3840,CT,stace112@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.3533333,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,United States,,,,,,,,,,,,,,
D & H DISTRIBUTING CO.,Stock,Active,First report due,2684418,2023-03-23,,,,,,,,susanblouse7@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4333333,,,,,,,,,,,,,,,United States,,,1.0,,,,,,,,,,,
Vinny Zupo LLC,LLC,Active,Annual report due,2684421,2023-03-31,,51 Joy Rd,B,Milford,United States,06460-6046,CT,vinnyzupo@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,"Independent Artists, Writers, and Performers (711510)",,,,,,,,United States,,,,,,,,,,,,,,
JOYCE HOUSE OF BEAUTY Limited Liability Company,LLC,Active,Annual report due,2684423,2023-03-31,,1312 Whalley Ave,,New Haven,United States,06515-1101,CT,joycetonnelle74@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,Beauty Salons (812112),,,,,,,,United States,,,,,,,,,,,,,,
DALALIO SERVICES LLC,LLC,Active,Annual report due,2684427,2023-03-31,,22 High Rise Rd,,Danbury,United States,06811-3836,CT,tdalalio@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
The Inimitable Life LLC,LLC,Rejected,,2684426,,,61 Windermere Ave,,Ellington,United States,06029-3840,CT,stace112@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:18.8100000,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,United States,,,,,,,,,,,,,,
Ed Services llc,LLC,Active,Annual report due,2684432,2023-03-31,,7 North Rd,,Bethel,United States,06801-1133,CT,edsonedim21151@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.8100000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
"C&C Sporthorses, LLC",LLC,Active,Annual report due,2684430,2023-03-31,,175 Barndoor Hills Rd,,Granby,United States,06035-2917,CT,cperegrin23@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8133333,,,,,,,Support Activities for Animal Production (115210),,,,,,,,United States,lmarks@jmattys.com,,,,,,,,,,,,,
Only Us L.L.C.,LLC,Active,Annual report due,2684435,2023-03-31,,50 Lenox St,,Hartford,United States,06112-2220,CT,lamarfaniel200@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Pavese Consulting LLC,LLC,Active,Annual report due,2684434,2023-03-31,,35 Horseshoe Ridge Road,,Sandy Hook,United States,06482,CT,rpavesegroup@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4333333,,,,,,,Marketing Consulting Services (541613),,,,,,,,United States,filings@swyftfilings.com,,,,,,,,,,,,,
international Consortium on Female Sport Incorporated,Non-Stock,Active,First report due,2684444,2023-03-23,,,,,,,,hello@icfsport.org,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,True,False,2023-01-04 00:08:17.4333333,,,,,,,Human Rights Organizations (813311),,,,,,,,United States,kimjones@iconswomen.com,,,,,,,,,,,,,
Brindle Properties LLC,LLC,Active,Annual report due,2684458,2023-03-31,,420 Greens Loop,,Cheshire,United States,06410-2374,CT,brindlepropertiesct@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1133333,,,,,,,Residential Property Managers (531311),,,,,,,,United States,miovanna26@gmail.com,,,,,,,,,,,,,
"Merryall Consulting, LLC",LLC,Active,Annual report due,2684452,2023-03-31,,108 INDIAN TRAIL RD,,NEW MILFORD,United States,06776,CT,ronald@deramoncpa.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.7600000,,,,,,,Other Scientific and Technical Consulting Services (541690),,,,,,,,United States,filings@swyftfilings.com,,,,,,,,,,,,,
"Campus Direction, LLC",LLC,Active,Annual report due,2684457,2023-03-31,,120 Riders Lane,,Fairfield,United States,06824-1941,CT,cammiebertram@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
MODULAR CLOSETS LIMITED LIABILITY COMPANY,LLC,Active,Annual report due,2684469,2023-03-31,2022-12-23,1985 Cedarbridge Ave,,Lakewood,United States,08701,NJ,eastern@registeredagentsinc.com,MODULAR CLOSETS LIMITED LIABILITY COMPANY,Foreign,2022-12-23,NEW JERSEY,NEW JERSEY,False,False,False,False,False,2023-01-04 00:08:18.8033333,,,,,,,Other Building Finishing Contractors (238390),,,,,,,,,,,,,,,,,,,,,,
ROMERO PINEDA LANDSCAPING LLC,LLC,Active,Annual report due,2684472,2023-03-31,,11 OLIVE ST,,DANBURY,United States,06810,CT,bprpineda@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1133333,,,,,,,Landscaping Services (561730),,,,,,,,United States,,,,,,,,,,,,,,
Horan Home Design LLC,LLC,Active,Annual report due,2684478,2023-03-31,,6 Carrington Ln,,Farmington,United States,06032-2344,CT,krystal@horanhomedesign.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:18.1566667,,,,,,,Interior Design Services (541410),,,,,,,,United States,krystal@horanhomedesign.com,,,,,,,,,,,,,
Building Foundations LLC,LLC,Active,Annual report due,2684481,2023-03-31,,41 William St,,East Hartford,United States,06108,CT,buildingfoundations.fd@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.7366667,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
Born Savage Apparel LLC,LLC,Active,Annual report due,2684499,2023-03-31,,1 Woodland Ave,,Bloomfield,United States,06002-1811,CT,jashawnhunter40@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:18.1200000,,,,,,,Clothing Accessories Stores (448150),,,,,,,,United States,,,,,,,,,,,,,,
Congress Development LLC,LLC,Active,Annual report due,2684503,2023-03-31,,20 Vernon Street,,New Haven,United States,06519,CT,dkeyes699@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.7200000,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,,,,,,,,,,,,,,
"Daye Time Contracting, L.L.C.",LLC,Active,Annual report due,2684519,2023-03-31,,28 Massachusetts Ave,,New Haven,United States,06512-2620,CT,dayetimecontracting@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:19.4300000,,,,,,,All Other Personal Services (812990),,,,,,,,United States,adaye922@gmail.com,,,,,,,,,,,,,
"Yolo Brand Group, LLC",LLC,Active,Annual report due,2685120,2023-03-31,,240 HARTFORD AVENUE,,NEWINGTON,UNITED STATES,06111,CT,MARK@YOLOBRANDGROUP.COM,,Domestic,2022-12-23,,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7133333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
MERITAGE CT II LIMITED PARTNERSHIP,Limited Partnership,Active,Annual report due,2685132,2023-12-23,2023-01-01,"874 WALKER ROAD, SUITE C",,DOVER,UNITED STATES,19904,CT,MERITAGE-LEGAL@MERITAGEGROUP.COM,MERITAGE CT II LIMITED PARTNERSHIP,Foreign,2022-12-23,,DELAWARE,False,False,False,False,False,2023-01-04 00:08:20.7133333,,,,,,,,,,,,,,,,,,,,,"66 FIELD POINT ROAD, GREENWICH, CT, 06830, USA",66 FIELD POINT ROAD,GREENWICH,CT,6830.0,USA,,,
BOLD NORTH AMERICA LLC,LLC,Active,Annual report due,2685136,2023-03-31,2023-01-02,1615 SOUTH CONGRESS AVENUE STE 103,,DELRAY BEACH,UNITED STATES,33445,FL,LEGAL@BOLD.COM,BOLD NORTH AMERICA LLC,Foreign,2022-12-23,,DE,False,False,False,False,False,2023-01-04 00:08:16.8900000,,,,,,,541519,,,,,,,,,,,,,,,,,,,,,,
"BITPAY, INC.",Stock,Active,Annual report due,2685142,2023-12-23,2022-12-23,"8000 AVALON BLVD, SUITE 300",,ALPHARETTA,UNITED STATES,30009,GA,LICENSING@BITPAY.COM,"BITPAY, INC.",Foreign,2022-12-23,,DE,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,522320,,,,,,,,,,,,,,,,,,,,,,
