name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,category_survey_email_address,sub_status,total_authorized_shares,date_of_organization_meeting,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mail_jurisdiction,mailing_international_address,records_address_unit
Rod The Builder LLC,LLC,Rejected,2604358,,133 Hampton St,,Hartford,United States,06120-1305,CT,ruizg1@southernct.edu,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW A CHARMING NAIL & SPA LLC,LLC,Active,2604362,2023-03-31,515 BRIDGEPORT AVE,,SHELTON,United States,06484,CT,jasonshencpa@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Nail Salons (812113),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tradewinds Beau Laundry of Meriden LLC,LLC,Active,2604373,2023-03-31,21 Hemingway Dr,,Wallingford,United States,06492-2681,CT,gdbeau21@aol.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Coin-Operated Laundries and Drycleaners (812310),2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,skwlawyer@aol.com,,,,,,,,,,,,,
PurrLuv LLC,LLC,Active,2604363,2023-03-31,8 Karlak St,,Seymour,United States,06483-2618,CT,riggottpamela@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,rlsos@parasec.com,,,,,,,,,,,,,
Equanimity Show Stables LLC,LLC,Active,2604370,2023-03-31,74 Saw Mill Rd,,Litchfield,United States,06759-2000,CT,krisbramley5@aol.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,krisbramley5@aol.com,,,,,,,,,,,,,
King of the North imports LLC,LLC,Active,2604377,2023-03-31,133 Hampton St,,Hartford,United States,06120-1305,CT,ruizg1@southernct.edu,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIRTY BEACH BOAT DETAILING LLC,LLC,Active,2604378,2023-03-31,54 Middletown Rd,,Berlin,United States,06037,CT,efile1234@incfile.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Car Washes (811192),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
Olivia Castanho LLC,LLC,Active,2604382,2023-03-31,77 Cheney Rd,,Marlborough,United States,06447,CT,omcastanho@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,melissa@castanhocpa.com,,,,,,,,,,,,,
SKAKET LLC,LLC,Active,2604388,2023-03-31,55 Old Field Point Rd,,Greenwich,United States,06830-6149,CT,ddisalvo@smgmt.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,True,False,False,False,Residential Property Managers (531311),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURPOSE1SIX LLC,LLC,Active,2604411,2023-03-31,3000 Whitney Ave,216,Hamden,United States,06518-2353,CT,efile1234@incfile.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
Good Life Nutrition LLC,LLC,Active,2604414,2023-03-31,248 Edgewood St,,Hartford,United States,06112-1906,CT,mitchrico1@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,Dog and Cat Food Manufacturing (311111),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN ELECTROCHEMICAL TECHNOLOGIES LLC,LLC,Active,2604394,2023-03-31,15 Skyline Dr,,South Windsor,United States,06074,CT,efile1234@incfile.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
"RB3, LLC",LLC,Active,2604396,2023-03-31,3 Maplecrest Ln,,North Haven,United States,06473-1014,CT,rbathrick@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,ron@bathricklaw.com,,,,,,,,,,,,,
MOOREGROUP CORPORATION,Stock,Active,2604395,2023-07-25,1 JEFFERSON PLACE,,BALDWIN,US,11510,NY,,Foreign,,2022-07-25,,NEW YORK,False,False,False,False,False,238110,2022-08-31 00:16:27.8300000,2022-07-20,MOOREGROUP CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pierce HVAC, LLC",LLC,Active,2604398,2023-03-31,3 Kings Highway Ext,,Shelton,United States,06484-2931,CT,djpierce0517@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,jjr@romanellolawfirm.com,,,,,,,,,,,,,
Bobby's at the Rink LLC,LLC,Active,2604399,2023-03-31,1125 Cove Road,,Stamford,United States,06906,CT,adam.robert.bull@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OnTruestores LLC,LLC,Active,2604407,2023-03-31,58 Terrace Ave,,Stamford,United States,06905,CT,incorporation@corporatedocfiling.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Appliance Repair and Maintenance (811412),2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENE Security, LLC",LLC,Active,2604410,2023-03-31,155 River Road,Unit 10,Bow,United States,03304,NH,dlaythe@enesystems.com,Foreign,,2022-07-25,NEW HAMPSHIRE,NEW HAMPSHIRE,False,False,False,False,False,Security Systems Services (except Locksmiths) (561621),2022-08-31 00:16:27.8466667,2022-08-01,"ENE Security, LLC","155 River Road, Unit 10, Bow, NH, 03304, United States",155 River Road,Unit 10,Bow,NH,03304,United States,"155 River Road, Unit 10, Bow, NH, 03304, United States",155 River Road,Unit 10,Bow,NH,03304,United States,,,,,,,,,,,,,,
THE WILLOW SCHOOL CT LLC,LLC,Active,2604401,2023-03-31,106 Cow Pen Hill Rd,,Killingworth,United States,06419,CT,efile1234@incfile.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Administration of Education Programs (923110),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
Turf MGMT LLC,LLC,Active,2604403,2023-03-31,85 North Lakeshore Dr,,Brookfield,United States,06804,CT,turfmgmtllc@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodwork master LLC,LLC,Active,2604404,2023-03-31,45 High St,17,Norwalk,United States,06851-4740,CT,feanor96ghost@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COVERING MY SISTERS, INC.",Non-Stock,Rejected,2604420,,,,,,,,cmsisters433@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSRJ LLC,LLC,Active,2604409,2023-03-31,157 Falmouth Road,,Scarsdale,United States,10583,NY,johnadaoud@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,cs@incfilings.com,,,,,,,,,,,,,
M.I. Jackson LLC,LLC,Active,2604423,2023-03-31,467 Hartford Tpke,,Hamden,United States,06517-2958,CT,mijacksonllc@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAE Transport LLC,LLC,Active,2604425,2023-03-31,20 Flagg Street,,Springfield,United States,01109,MA,ks4.ks5519@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,filings@legalinc.com,,,,,,,,,,,,,
"InLife Legal Forms, Inc.",Stock,Active,2604427,2023-07-25,1300 Post Road,207,Fairfield,United States,06824,CT,mark@schnitzlerlaw.com,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:28.4600000,2022-07-25,"InLife Legal Forms, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRYME Physical Therapy + Sports Medicine LLC,LLC,Active,2604430,2023-03-31,21 Beacher Rd,,Milford,United States,06460-7702,CT,mjohnson.prymeptsm@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHG Events LLC,LLC,Active,2604432,2023-03-31,19 Woodview Dr,,Brookfield,United States,06804-1911,CT,miagrossman56@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,Marketing Consulting Services (541613),2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335 High St LLC,LLC,Active,2604433,2023-03-31,1182 59th St,,Brooklyn,United States,11219-4908,NY,feishysinay@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Elegance LLC,LLC,Active,2604446,2023-03-31,13 Longmeadow Dr,,Pomfret center,United States,06259,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,eastern@registeredagentsinc.com,,,,,,,,,,,,,
ANDRES MINI MARKET LLC,LLC,Active,2604472,2023-03-31,52 E Farm St,,Waterbury,United States,06704-3601,CT,jose32hdz@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combat veteran enterprises LLC,LLC,Active,2604461,2023-03-31,157 Church St,19th floor,New Haven,United States,06510-2100,CT,combatveteranenterprisesllc@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,True,True,False,False,"General Freight Trucking, Local (484110)",2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Procyon Risk, LLC",LLC,Active,2604466,2023-03-31,One Corporate Drive,Suite 225,Shelton,United States,06484,CT,cfoster@procyonpartners.net,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-08-31 00:16:27.8166667,2022-07-25,"Procyon Risk, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ideal Insurance Agency LLC,LLC,Active,2604488,2023-03-31,"129 W. Trade St., 9th Fl.",,Charlotte,United States,28202,NC,cg@financeofamerica.com,Foreign,,2022-07-25,FLORIDA,FLORIDA,False,False,False,False,False,Direct Property and Casualty Insurance Carriers (524126),2022-08-31 00:16:27.8166667,2022-08-01,Ideal Insurance Agency LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanborn LLP,LLP,Active,2604490,2023-07-25,59 Montowese Street,Suite 3,Branford,United States,06405-4055,CT,von@sanbornllp.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,danielle@sanbornbattleson.com,,,,,,,,,,,,,
HL TRANSPORT LLC,LLC,Active,2604469,2023-03-31,975 Meriden Rd,82,Waterbury,United States,06705-3155,CT,joelhltransportllc@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,joelhltransportllc@gmail.com,,,,,,,,,,,,,
18 HOOD TERRACE LLC,LLC,Active,2604474,2023-03-31,430 ISLAND LANE,,WEST HAVEN,United States,06516,CT,jdg@degrandandson.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,brobbins@wwblaw.com,,,,,,,,,,,,,
Eravitacy Studios LLC,LLC,Active,2604485,2023-03-31,1310 Dixwell Ave,2,Hamden,United States,06514-4153,CT,eravitacygraphics@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Advertising Material Distribution Services (541870),2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,ballinasely@gmail.com,,,,,,,,,,,,,
"Jetty National, Inc.",Stock,Active,2604519,2023-07-25,"14 Wall Street, 20th Floor",,New York,United States,10005,NY,alayna.witherow@jetty.com,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:28.4266667,2022-08-01,"Jetty National, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S M HOME IMPROVEMENT LLC,LLC,Active,2604498,2023-03-31,71 Bennett Ave,2 FL,Waterbury,United States,06708-4046,CT,servio28@icloud.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMP Enterprises LLC,LLC,Active,2604500,2023-03-31,223 Killingworth Turnpike,,Clinton,United States,06413,CT,ryanpowerssss1@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131-139 Main Street, Seymour, Connecticut, LLC",LLC,Active,2604509,2023-03-31,1800 Meadowlark Lane,,Englewood,United States,34224,FL,jprincipi@snet.net,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,Nonresidential Property Managers (531312),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,jprincipi@snet.net,,,,,,,,,,,,,
Sun Health LLC,LLC,Active,2604512,2023-03-31,747 Maple Ave,,Hartford,United States,06114-2315,CT,uzidoc1@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 Orchard Hill Drive LLC,LLC,Active,2604510,2023-03-31,99 Garwood Rd,,Trumbull,United States,06611-2232,CT,machomeservices@hotmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,dmg@dmgassociates.com,,,,,,,,,,,,,
Indoaftermath LLc,LLC,Active,2604525,2023-03-31,148 Burroughs St Fl 1,,Bridgeport,United States,06608,CT,aknight8909@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,,2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Procyon Tax, LLC",LLC,Active,2604517,2023-03-31,1 Corporate Dr,,Shelton,United States,06484-6207,CT,cfoster@procyonpartners.net,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-08-31 00:16:28.4266667,2022-07-25,"Procyon Tax, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA PPC LLC,LLC,Active,2604530,2023-03-31,38 Blueberry Lane,,Shelton,United States,06484,CT,scondon@usappc.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Advertising Agencies (541810),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HEALIOS USA, INC.",Stock,Active,2604543,2023-07-25,228 E. 45TH ST. STE. 9E,,NEW YORK,United States,10017,NY,compliance@tabsinc.com,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-08-31 00:16:28.4266667,2022-07-15,"HEALIOS USA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SORDONI CONSTRUCTION SERVICES, INC.",Stock,Active,2604518,2023-07-25,45 OWEN STREET,,FORTY FORT,US,18704-4339,PA,JCHOLKO@SORDONI.COM,Foreign,,2022-07-25,,PENNSYLVANIA,False,False,False,False,False,236220,2022-08-31 00:16:28.4266667,2022-07-05,"SORDONI CONSTRUCTION SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUENTES CARPENTRY LLC,LLC,Active,2604526,2023-03-31,22 Stevens St,APT 1,Danbury,United States,06810-6524,CT,emilioantoniofuentes6@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTICAR RIDGEFIELD LLC,LLC,Active,2604528,2023-03-31,63 Ethan Allen Hwy,,Ridgefield,United States,06877-6226,CT,andreapolinario36@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Used Car Dealers (441120),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,ez2drivecars@gmail.com,,,,,,,,,,,,,
NELSON CARMEN ABARCA ARIAS LLC,LLC,Active,2604554,2023-03-31,72 Franklin St,2,Danbury,United States,06810-4500,CT,jonas@miranteagency.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Shree Vallabh LLC,LLC,Active,2604614,2023-03-31,1340 Barnum Ave,,Stratford,United States,06614-5402,CT,jaishreevallabh.llc@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,vrajrenullc@gmail.com,,,,,,,,,,,,,
"Westbrook Place Association, Inc.",Non-Stock,Active,2604615,2022-10-23,,,,,,,waterview0901@hotmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Nardy Tire LLC,LLC,Active,2604531,2023-03-31,46 Wilson St,2,Waterbury,United States,06708-2714,CT,nardytire@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Immodest Entertainment, LLC",LLC,Active,2604542,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Performing Arts Companies (711190),2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FF Intermediate Holdings, Inc.",Stock,Rejected,2604558,,53 State St,FL 20,Boston,United States,02109,MA,ap@forwardfinancing.com,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Other Financial Vehicles (525990),2022-08-31 00:16:28.4433333,2022-07-25,"FF Intermediate Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
a good find. LLC,LLC,Active,2604574,2023-03-31,1000 Farmington Ave,Suite 109,West Hartford,United States,06107-2138,CT,jaysgemsweha@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,jasoncraig2222@gmail.com,,,,,,,,,,,,,
"Leonidas Realty, LLC",LLC,Active,2604556,2023-03-31,864 east 175th street,,bronx,United States,10460,NY,mr.melo@lib.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,,2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E&N INVESTMENT GROUP LLC,LLC,Active,2604562,2023-03-31,111 FARREN AVE,3RD FLOOR,NEW HAVEN,United States,06513,CT,info@modernsolutionsgroup.net,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,info@modernsolutionsgroup.net,,,,,,,,,,,,,
"I.BRAIDS, LLC",LLC,Active,2604583,2023-03-31,1201 Kings Highway Ste 2,,Fairfield,United States,06824,CT,daisy.mica@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
