name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,geo_location,country_formation,naics_code,total_authorized_shares,date_of_organization_meeting,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,mail_jurisdiction,records_address_unit
Pinkzart LLC,LLC,Active,Annual report due,2665844,2023-03-31,,27 Bradley St,,Branford,United States,06405-4060,CT,gloriahern2897@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,Casas de compras electr�nicas y pedidos por correo (454110),,,gloriahern2987@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Hartford Flavor Cocktail Parlour LLC,LLC,Active,Annual report due,2665755,2023-03-31,,54 Pratt St,,Hartford,United States,06103-1601,CT,lelaneia@hartfordflavor.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.7433333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davino Digital LLC,LLC,Rejected,,2665780,,,31 Hewitt Rd,,North Stonington,United States,06359-1329,CT,dylan@davinodigital.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4400000,,United States,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravani Infrastructure LLC,LLC,Active,Annual report due,2665759,2023-03-31,2022-11-22,1015 Boston Post Rd,101,Milford,United States,06460-3533,CT,ravaniinfrallc@gmail.com,Ravani Infrastructure LLC,Foreign,2022-11-22,INDIA,,False,False,False,False,False,2022-12-13 00:18:17.8300000,,INDIA,New Housing For-Sale Builders (236117),,,,,,,,,India,,,,,,India,,,,,,,,,,,"101/102 Mahalaxmi Arcade Opposite Mahalaxmi Temple Anand Mahal Road, Adajan, Surat 395009 GUJARAT",
"Soil Journey, LLC",LLC,Active,Annual report due,2665772,2023-03-31,,310 Flanders Rd,426,East Lyme,United States,06333-1758,CT,soiljourney@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,True,2022-12-13 00:18:18.3633333,,United States,"Soil Preparation, Planting, and Cultivating (115112)",,,,,,,,,,,,,,,,,,,,,,,,,,,
402 Elm LLC,LLC,Active,Annual report due,2665779,2023-03-31,,140 Sherman St,c/o Colony Grill Developm,Fairfield,United States,06824-5849,CT,jwalsh@colonygrill.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4400000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEY SERVICE LLC,LLC,Active,Annual report due,2665766,2023-03-31,,8 Atwood St,,New Britain,United States,06051,CT,wiwyto04@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3633333,,United States,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turning Point Psychology, LLC",LLC,Active,Annual report due,2665775,2023-03-31,,230 High Ridge Road,,Stamford,United States,06905,CT,drrachelduffy@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,True,2022-12-13 00:18:18.4400000,,United States,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Food & Convenience Corp,Stock,Active,First report due,2665784,2023-02-20,,,,,,,,maninderarora67@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4400000,,United States,Gasoline Stations with Convenience Stores (447110),100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramos Carpentry LLC,LLC,Active,Annual report due,2665819,2023-03-31,,523 W Taft Ave,,Bridgeport,United States,06604-1827,CT,gustavoramos2689@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6266667,,United States,Finish Carpentry Contractors (238350),,,gustavoramos2689@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Goods USA LLC,LLC,Active,Annual report due,2665830,2023-03-31,,233 Park Road,,Hamden,United States,06517,CT,rican4rmct@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6266667,,United States,,,,rlsos@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,
"Chimborazo Construction, LLC",LLC,Active,Annual report due,2665793,2023-03-31,,110 Catherine Street,,Hartford,United States,06106-3932,CT,bestburgersnshakes@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.5500000,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkman Studios L.L.C.,LLC,Active,Annual report due,2665795,2023-03-31,,26 Robertson Ln,,Cos Cob,United States,06807-2522,CT,prodmilkman@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5500000,,United States,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,,,,,
WILTON MASSAGE LLC,LLC,Active,Annual report due,2665790,2023-03-31,,17 DANBURY RD,,WILTON,United States,06897,CT,wendytax@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5700000,,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,
Holistic Psychopharmacology PLLC,LLC,Active,Annual report due,2665800,2023-03-31,,67 Holly Hill Ln,308A,Greenwich,United States,06830-6072,CT,info@gabrielahayesmd.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,True,False,2022-12-13 00:18:19.5700000,,United States,"Offices of Physicians, Mental Health Specialists (621112)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Emonics LLC,LLC,Active,Annual report due,2665804,2023-03-31,2022-11-22,1260 Centennial Ave,1A,Piscataway,United States,08854-4332,NJ,hr@emonics.com,Emonics,Foreign,2022-11-22,NEW JERSEY,NEW JERSEY,False,False,False,False,False,2022-12-13 00:18:19.5700000,,,Custom Computer Programming Services (541511),,,,"1260 Centennial Ave, 1A, Piscataway, NJ, 08854-4332, United States",1260 Centennial Ave,Piscataway,NJ,08854-4332,United States,"1260 Centennial Ave, 1A, Piscataway, NJ, 08854-4332, United States",1260 Centennial Ave,Piscataway,NJ,08854-4332,United States,1A,1A,,,,,,,,,,
JNZ Enterprise LLC,LLC,Active,Annual report due,2665798,2023-03-31,,29 Ridge Hollow rd,,west haven,United States,06516,CT,zackc16@comcast.net,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5500000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cura Accounting & Bookkeeping, LLC",LLC,Active,Annual report due,2665801,2023-03-31,,67 Brentwood Dr,,Wallingford,United States,06492-4367,CT,j-vals@hotmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:19.5500000,,United States,Other Accounting Services (541219),,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGER'S HOME IMPROVEMENT SERVICES LLC,LLC,Active,Annual report due,2665811,2023-03-31,,84 VIEW ST WEST,1A,GREENWICH,United States,06830,CT,rogershome@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6400000,,United States,All Other Specialty Trade Contractors (238990),,,mcjmultiservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Beulah Cares LLC,LLC,Active,Annual report due,2665843,2023-03-31,,62 GARDEN ST,,EAST HARTFORD,United States,06108,CT,cbooth701@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside Alternative Investment Management LLC,LLC,Active,Annual report due,2665822,2023-03-31,2001-05-03,7 Tremont Street,,Cos Cob,United States,06807,CT,tyokose@raimllc.com,Riverside Alternative Investment Management LLC,Foreign,2022-11-22,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:19.6266667,,,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Awawdeh LLC,LLC,Active,Annual report due,2665840,2023-03-31,,79 Alice Street Ext,,Norwich,United States,06360-4908,CT,mohd.k.awawdeh@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,,,,mohd.k.awawdeh@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"375 Hive, LLC",LLC,Active,Annual report due,2665834,2023-03-31,,375 Griffin Ave,,Bridgeport,United States,06606-2428,CT,375hive@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:20.2833333,,United States,Lessors of Residential Buildings and Dwellings (531110),,,375hive@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"Main 92, LLC",LLC,Active,Annual report due,2665842,2023-03-31,,"510 Cornwall Avenue, Suite 200",,Cheshire,United States,06410,CT,jhershman@bhhlegal.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,,,,ruhelsky@bhhlegal.com,,,,,,,,,,,,,,,,,,,,,,,,
Figueroa & Family Transport LLC,LLC,Dissolved,Annual report due,2665851,2023-03-31,,26 Fiske St,,Waterbury,United States,06710-1311,CT,ericfig26@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,Motor Vehicle Towing (488410),,,,,,,,,,,,,,,,,,2022-12-06T00:00:00.000,,,,,,,,,
"DJL Engineering Services, PLLC",LLC,Active,Annual report due,2665876,2023-03-31,2022-12-01,113 Saratoga Road,203,Scotia,United States,12302,NY,dan@peregrineengineering.com,"DJL Engineering Services, PLLC",Foreign,2022-11-22,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:21.6933333,,,Engineering Services (541330),,,,"113 Saratoga Road, 203, Scotia, NY, 12302, United States",113 Saratoga Road,Scotia,NY,12302,United States,"113 Saratoga Road, 203, Scotia, NY, 12302, United States",113 Saratoga Road,Scotia,NY,12302,United States,203,203,,,,,,,,,,
Goodman Divorce Financials PLLC,LLC,Active,Annual report due,2665920,2023-03-31,,216 Goodale Dr,,Newington,United States,06111-3123,CT,ethan@goodmandivorcefinancials.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Deux Bisous LLC,LLC,Active,Annual report due,2666014,2023-03-31,,69 Lovers Lane,,Madison,United States,06443,CT,kmwcraw@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6400000,,United States,All Other Home Furnishings Stores (442299),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wethersfield Art League, Inc.",Non-Stock,Active,Annual report due,2665859,2023-12-07,,193 Wells Rd,,Wethersfield,United States,06109-2925,CT,wethersfieldartleague@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,Civic and Social Organizations (813410),,2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,
ECHELON LOGISTICS LLC,LLC,Active,Annual report due,2665863,2023-03-31,,113 MORRIS ST 1FL,,NEW HAVEN,United States,06519,CT,efile1234@incfile.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
JANG JUN LLC,LLC,Active,Annual report due,2665922,2023-03-31,,61 MAIN ST,D,HEBRON,United States,06248,CT,abcjang625@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.1866667,,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,
Bookkeeping Payroll and Taxes LLC,LLC,Active,Annual report due,2665864,2023-03-31,,11 Norden Pl,D25,Norwalk,United States,06855-1450,CT,info@bookkeepingpayrollandtaxes.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:21.0966667,,United States,Tax Preparation Services (541213),,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-49 WILLIAMS ST HARTFORD CT, 06120 LLC",LLC,Active,Annual report due,2665879,2023-03-31,,47-49 Williams St,,Hartford,United States,06120,CT,efile1234@incfile.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7533333,,United States,Lessors of Residential Buildings and Dwellings (531110),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
FOURNIER & SONS LLC,LLC,Active,Annual report due,2665868,2023-03-31,,1187 QUADDICK TOWN FARM RD,,THOMPSON,United States,06277,CT,efile1234@incfile.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6933333,,United States,Logging (113310),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
Torque Fitness LLC,LLC,Active,Annual report due,2665872,2023-03-31,2023-02-01,11201 Xeon St NW,,Coon Rapids,United States,55448,MN,cweston@torquefitness.com,Torque Fitness LLC,Foreign,2022-11-22,MINNESOTA,MINNESOTA,False,False,False,False,False,2022-12-13 00:18:21.6933333,,,Sporting and Athletic Goods Manufacturing (339920),,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Giant Consulting LLC,LLC,Active,Annual report due,2665896,2023-03-31,,98 Andrew Dr,,Canton,United States,06019-5000,CT,smallgiantconsulting@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5166667,,United States,Other Scientific and Technical Consulting Services (541690),,,paulbalavender@ogind.com,,,,,,,,,,,,,,,,,,,,,,,,
EasyMed LLC,LLC,Active,Annual report due,2665893,2023-03-31,,2651 N Main St,,Waterbury,United States,06704-2023,CT,pabraham681@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7533333,,United States,Other Electronic and Precision Equipment Repair and Maintenance (811219),,,,,,,,,,,,,,,,,,,,,,,,,,,
BLANCO'S LLC,LLC,Active,Annual report due,2665895,2023-03-31,,86 HIGHVIEW AVE APT 3,,STAMFORD,United States,06907,CT,efile1234@incfile.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5166667,,United States,Computer and Office Machine Repair and Maintenance (811212),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
BC LAB L.L.C.,LLC,Active,Annual report due,2665906,2023-03-31,,6 Hyde Lane,,Westport,United States,06880,CT,cohen.benjacob@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5166667,,United States,All Other Publishers (511199),,,cohen.benjacob@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
ADIDEV INC.,Stock,Active,Annual report due,2665910,2023-12-01,,10 Lafountain Rd,,Suffield,United States,06078-2252,CT,windsor06082@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5166667,,United States,"Beer, Wine, and Liquor Stores (445310)",1000.0,2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,
OCK CANDY STORE LLC,LLC,Active,Annual report due,2665916,2023-03-31,,1064DIXWELL AVE,,HAMDEN,United States,06514,CT,amiralsaidi78@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,Convenience Stores (445120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Cricket Americas Inc,Stock,Active,First report due,2665930,2023-02-20,,,,,,,,daniella@premiercfs.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PINTO DEVELOPMENT Limited Liability Company,LLC,Active,Annual report due,2665932,2023-03-31,,122 Naubuc Ave,,Glastonbury,United States,06033-2091,CT,cpintolcsw@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
79 Wall Street LLC,LLC,Active,Annual report due,2665935,2023-03-31,,70 Jackson Hill Road,,Sharon,United States,06069,CT,ericforstmann@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,Residential Property Managers (531311),,,dteddick@nicholaslaw.net,,,,,,,,,,,,,,,,,,,,,,,,
KhanMedia.net LLC,LLC,Active,Annual report due,2665937,2023-03-31,,11 Norden Pl,D25,Norwalk,United States,06855-1450,CT,info@khanmedia.net,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.1866667,,United States,Advertising Agencies (541810),,,,,,,,,,,,,,,,,,,,,,,,,,,
"UHP2, LLC",LLC,Active,Annual report due,2665939,2023-03-31,,"305 East 86th Street,",Apt. 11GW,New York,United States,10028,NY,jh1003@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Virginia TIC I LLC,LLC,Active,Annual report due,2665933,2023-03-31,2022-11-22,39 Charter Oak Place,,Hartford,United States,06106,CT,rivky@arialegacygroup.com,Joe Virginia TIC I LLC,Foreign,2022-11-22,VIRGINIA,VIRGINIA,False,False,False,False,False,2022-12-13 00:18:17.1866667,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Skin Women Foundation Inc,Non-Stock,Active,First report due,2665947,2023-02-20,,,,,,,,info@brownskinwomen.org,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.2533333,,United States,Educational Support Services (611710),,,carmendveal@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Londyn's market LLC,LLC,Active,Annual report due,2665940,2023-03-31,,24 Home court #11,,stamford,United States,06902,CT,eastern@registeredagentsinc.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodiak Kicks LLC,LLC,Active,Annual report due,2665949,2023-03-31,,39 Deerfield Dr,,Easton,United States,06612-1144,CT,kodiakkicks@outlook.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2533333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levi Virginia TIC IV LLC,LLC,Active,Annual report due,2665946,2023-03-31,2022-11-22,39 Charter Oak Place,,Hartford,United States,06106,CT,rivky@arialegacygroup.com,Levi Virginia TIC IV LLC,Foreign,2022-11-22,VIRGINIA,VIRGINIA,False,False,False,False,False,2022-12-13 00:18:17.2533333,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good Choice, LLC",LLC,Active,Annual report due,2665967,2023-03-31,,1116 Hillside Ave,,Stratford,United States,06614-4802,CT,angelpumallc@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.8300000,,United States,,,,angelpumallc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"MAPLES ANESTHESIA, LLC",LLC,Active,Annual report due,2665973,2023-03-31,2022-10-01,3015 N Scottsdale Rd Unit 4132,,Scottsdale,United States,85251-7254,AZ,tylerwmaples@gmail.com,"MAPLES ANESTHESIA, LLC",Foreign,2022-11-22,ARIZONA,ARIZONA,False,False,False,False,False,2022-12-13 00:18:17.8300000,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,,,,,
Next Steps LLC,LLC,Active,Annual report due,2665975,2023-03-31,,76 Lofgren Rd,,Avon,United States,06001-3170,CT,muneer.panjwani@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,True,True,2022-12-13 00:18:17.8300000,,United States,Human Resources Consulting Services (541612),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Attention To Detail Lawn Care, LLC",LLC,Active,Annual report due,2665985,2023-03-31,,11 Range Hill Dr,,Vernon Rockville,United States,06066-2815,CT,roger@bennettcocpa.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4400000,,United States,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSBUNALLAH Limited LLC,LLC,Active,Annual report due,2665978,2023-03-31,,19 Charter Oak Dr,,East Lyme,United States,06333-1618,CT,habibsultan@husbunallah.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.6400000,,United States,Grantmaking Foundations (813211),,,chauhdryhsultan@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Wildflower Yoga LLC,LLC,Active,Annual report due,2665996,2023-03-31,,234 N. Harwinton Ave.,,Terryville,United States,06786,CT,becca.raimo@outlook.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4400000,,United States,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,,,,,,
D & D Twin Lanterns LLC,LLC,Active,Annual report due,2665998,2023-03-31,2022-09-13,32 Tobin St,,West Warwick,United States,02893-4614,RI,alphaomegas369@gmail.com,D & D Twin Lanterns LLC,Foreign,2022-11-22,RHODE ISLAND,RHODE ISLAND,False,False,False,False,False,2022-12-13 00:18:18.4400000,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
