name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,sub_status,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,country_formation,naics_sub_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
"PICTURE THIS BOUTIQUE, LLC",LLC,Active,1283092,2019-03-31,193 EASTVIEW DRIVE,WINDSOR,,06095,CT,PICTURETHISBOUTIQ@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"NEWINGTON DENTISTRY AND BRACES, INC.",Stock,Active,1283093,2022-08-27,750 OLD MAIN ST STE 300,ROCKY HILL,United States,06067,CT,robb2cpa@icloud.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),2021-11-10 00:08:27.3700000,,,,,,,,,,,,,,,,,,,100.0,,,,,,
"DDC CONNECTICUT, LLC",LLC,Active,1283094,2022-03-31,1520 ASYLUM AVENUE,WEST HARTFORD,United States,06117,CT,drazenfamily@comcast.net,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:27.3700000,,,,,,531390.0,,,,,,,,,,,,,,,,,,,
KERYX COURIER SERVICE LLC,LLC,Active,1283095,2019-03-31,32 LIDO RD.,UNIONVILLE,,06085,CT,JANGAR430@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
GRAND GRACE LLC,LLC,Active,1283096,2022-03-31,7 WHEATFIELD DRIVE,WALLINGFORD,United States,06492,CT,carmen.ski88@gmail.com,Domestic,2018-08-27,CT,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:08:27.3700000,,,,,,722511.0,,,,,,,,,,,,,,,,,,,
VERTEX ELECTRICAL CONSTRUCTION LLC,LLC,Active,1283097,2019-03-31,85 SOUTH AVENUE,MERIDEN,,06451,CT,VERTEXELECTRICLLC@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MASTERGRADE HOBBIES INC.,Stock,Active,1283098,2022-08-27,"400 BOSTON POST RD, #6",MILFORD,United States,06460,CT,cindijoy.lopez@gmail.com,Domestic,2018-08-27,CT,Connecticut,True,False,True,False,False,"Hobby, Toy, and Game Stores (451120)",2021-11-10 00:08:27.3700000,,,,,,451120.0,,,,,,,,,,,,,20000.0,,,,,,
NPE LANDSCAPING LLC,LLC,Active,1283099,2021-03-31,225 Nassau Rd,Stratford,United States,06614-1820,CT,LOUISSACTO@SBCGLOBAL.NET,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:08:27.3700000,Annual report due,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MELLO IMAGING TECHNOLOGIES LLC,LLC,Active,1283100,2022-03-31,920 LINCOLN AVE UNIT 1,HOLBROOK,United States,11741,NY,bruce@melloimaging.com,Foreign,2018-08-27,NY,NY,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2021-11-10 00:08:27.3700000,,,2018-08-31,MELLO IMAGING TECHNOLOGIES LLC,United States,423430.0,"920 LINCOLN AVE UNIT 1, HOLBROOK, NY, 11741,",920 LINCOLN AVE UNIT 1,HOLBROOK,NY,11741,,"920 LINCOLN AVE UNIT 1, HOLBROOK, NY, 11741, United States",920 LINCOLN AVE UNIT 1,HOLBROOK,NY,11741,United States,,,,,,,
63 SHERWOOD PLACE LLC,LLC,Active,1283101,2022-03-31,20 SHOREHAME CLUB ROAD,OLD GREENWICH,United States,06870,CT,kristen.rodriguez@mac.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:27.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
18-B LEXINGTON LLC,LLC,Active,1283102,2022-03-31,20 SHOREHAME CLUB ROAD,OLD GREENWICH,United States,06870,CT,kristen.rodriguez@mac.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:08:27.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
DIVINI COACHING LLC,LLC,Active,1283103,2022-03-31,525 MAIN ST,SOUTH WINDSOR,United States,06074,CT,jimjmbb@gmail.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),2021-11-10 00:08:27.3700000,,,,,,621999.0,,,,,,,,,,,,,,,,,,,
CHAMBERLAIN REALTY LLC,LLC,Active,1283104,2022-03-31,411 SOUTH MAIN STREET,NEW BRITAIN,United States,06051,CT,ericksonhansen@aol.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:27.3700000,,,,,,531120.0,,,,,,,,,,,,,,,,,,,
"FORTY-FIVE HIGH STREET, LLC",LLC,Active,1283105,2022-03-31,34 HIGH STREET,WEST HAVEN,United States,06516,CT,mmalley@neycllc.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:27.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
OMM PAINTING LLC,LLC,Active,1283106,2019-03-31,19 N ORCHARD ST,WALLINGFORD,,06492,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"CAMPUTARO PIZZA, LLC",LLC,Active,1283107,2019-03-31,1765 MERIDEN WATERBURY TURNPIKE,SOUTHINGTON,,06489,CT,MCMUSIC31@HOTMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
63 HOWARD LLC,LLC,Active,1283108,2022-03-31,400 CENTRAL PARK WEST #6N,NEW YORK,United States,10025,NY,Benewil5@hotmail.com,Foreign,2018-08-27,NY,NY,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:27.3700000,,,2018-08-17,63 HOWARD LLC,United States,531110.0,"400 CENTRAL PARK WEST #6N, NEW YORK, NY, 10025,",400 CENTRAL PARK WEST #6N,NEW YORK,NY,10025,,"400 CENTRAL PARK WEST #6N, NEW YORK, NY, 10025, United States",400 CENTRAL PARK WEST #6N,NEW YORK,NY,10025,United States,,,,,,,
HARBOR SHORES LLC,LLC,Active,1283109,2022-03-31,20 HARBOR VIEW AVE 20 HARBOR VIEW AVE,NORWALK,United States,06854,CT,SHIPSCUBA@AOL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:08:27.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
TYPEFLOW LLC,LLC,Active,1283110,2022-03-31,41B MAIN STREET,BETHEL,United States,06801,CT,noteon@mac.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),2021-11-10 00:08:27.3700000,,,,,,541430.0,,,,,,,,,,,,,,,,,,,
RECOVERY DREAM TEAM INC.,Stock,Active,1283111,2020-08-27,No information provided,,,,,,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,200.0,,,,,,
A. COLOP CONSTRUCTION LLC,LLC,Active,1283112,2019-03-31,61 QUINTARD TER,STAMFORD,,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
RBY PROPERTIES LLC,LLC,Active,1283113,2022-03-31,3 SOUTHVIEW STREET,ENFIELD,United States,06082,CT,closings@wazlawfirm.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:08:27.4000000,,,,,,,,,,,,,,,,,,,,,,,,,
MAXWELL SUMMER LLC,LLC,Active,1283114,2022-03-31,368 ROUND HILL RD,GREENWICH,United States,06831,CT,ylipis@laundrycapital.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:27.4000000,,,,,,531390.0,,,,,,,,,,,,,,,,,,,
"LANDVIEW TITLE AGENCY, LLC",LLC,Active,1283115,2020-03-31,"750 CHESTNUT RIDGE ROAD, SUITE 118",SPRING VALLEY,United States,10977,NY,INFO@LANDVIEWTITLE.COM,Foreign,2018-08-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,2018-08-27,"LANDVIEW TITLE AGENCY, LLC",United States,,"1013 CENTRE ROAD SUITE 403-B, WILMINGTON, DE, 19805,",1013 CENTRE ROAD SUITE 403-B,WILMINGTON,DE,19805,,"1013 CENTRE ROAD SUITE 403-B, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403-B,WILMINGTON,DE,19805,United States,,,,,,,
"JBG REALTY, LLC",LLC,Active,1283116,2022-03-31,105 MAIN STREET,CLINTON,United States,06413,CT,susanne@childandadultorthodontics.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:27.4000000,,,,,,531120.0,,,,,,,,,,,,,,,,,,,
"RADIOLOGY MONTANA, P.C.",Stock,Active,1283117,2019-08-27,1101 26TH ST S,GREAT FALLS,,59405,MT,CZUELKE@AZWORLD.COM,Foreign,2018-08-27,MT,MT,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,2018-08-17,"RADIOLOGY MONTANA, P.C.",,,,,,,,,,,,,,,,,,,,,
"BABYWEARING CONNECTICUT, INC.",Non-Stock,Active,1283118,2020-08-27,No information provided,,,,,BABYWEARINGCONNECTICUT@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,,,
FERNANDEZ MASONRY LLC,LLC,Active,1283119,2021-03-31,14 FRANKLIN ST,DANBURY,United States,06810,CT,catia@miranteagency.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2021-11-10 00:08:27.4000000,Annual report past due,,,,,238140.0,,,,,,,,,,,,,,,,,,,
"ALL AREA ROOFING & WATERPROOFING, INC.",Stock,Active,1283120,2022-08-27,1820 N 57TH STREET,TAMPA,United States,33619,FL,lisa@allarearoofing.com,Foreign,2018-08-27,FL,FL,False,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:08:27.4000000,,,2018-08-24,"ALL AREA ROOFING & WATERPROOFING, INC.",United States,238160.0,,,,,,,,,,,,,,,,,,,
ALPHA ENTERTAINMENT LLC,LLC,Withdrawn,1283121,2019-03-31,CONYERS FARM 14 HURLINGHAM DRIVE,GREENWICH,,06831,CT,INFO@ALPHAENTLLC.COM,Foreign,2018-08-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:27.4000000,,,2018-09-01,ALPHA ENTERTAINMENT LLC,,,"1105 NORTH MARKET STREET, WILMINGTON, DE, 19811,",1105 NORTH MARKET STREET,WILMINGTON,DE,19811,,"1105 NORTH MARKET STREET, WILMINGTON, DE, 19811,",1105 NORTH MARKET STREET,WILMINGTON,DE,19811,,,,,,,,
42-48 BRIDGEPORT AVE LLC,LLC,Active,1283122,2020-03-31,42 BRIDGEPORT AVENUE,SHELTON,United States,06484,CT,HBURLAKOFF@MINUTEMANPRESS.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
31-33 WAKEFIELD COURT LLC,LLC,Active,1283124,2020-03-31,31 WAKEFIELD COURT,NEW BRITAIN,United States,06053,CT,RONITEFRI@HOTMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
HELPEDBYTMH LLC,LLC,Active,1283125,2021-03-31,55 BARTHOLOMEW AVENUE,HARTFORD,United States,06106,CT,Helpedbytmhllc@gmail.com,Domestic,2018-08-27,CT,Connecticut,True,False,True,False,False,Caterers (722320),2021-11-10 00:08:27.4000000,Annual report past due,,,,,722320.0,,,,,,,,,,,,,,,,,,,
"INNOCEAN WORLDWIDE HOLDINGS, INC.",Stock,Active,1283127,2022-08-27,180 5TH STREET SUITE 200,HUNTINGTON BEACH,United States,92648,CA,generalaccounting@innoceanusa.com,Foreign,2018-08-27,CA,CA,False,False,False,False,False,Advertising Agencies (541810),2021-11-10 00:08:27.4000000,,,2018-07-01,"INNOCEAN WORLDWIDE HOLDINGS, INC.",United States,541810.0,,,,,,,,,,,,,,,,,,,
BOLT FILMWORKS LLC,LLC,Active,1283128,2020-03-31,45 MOHAWK DRIVE,TRUMBULL,United States,06611,CT,RAIDERBITS52@YAHOO.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"AUSTIN'S LAWN CARE, LLC",LLC,Active,1283129,2020-03-31,115 RIDGEWOOD DRIVE,MILFORD,United States,06460,CT,mail@davoli.us,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
ALL PHASE TRUCKING LLC,LLC,Active,1283130,2019-03-31,"615 WEST JOHNSON AVE, SUITE 202",CHESHIRE,,06410,CT,ALLPHASETRUCKING@GMAIL.COM,Foreign,2018-08-27,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,2018-09-01,ALL PHASE TRUCKING LLC,,,"271 MULBERRY STREET, ELWOOD, NJ, 08217,",271 MULBERRY STREET,ELWOOD,NJ,08217,,,,,,,,,,,,,,
"BY THE GREEN PROPERTIES, LLC",LLC,Active,1283131,2022-03-31,20 SHANNON LANE,COS COB,United States,06807,CT,toybox@optonline.net,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:27.4466667,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
144 - 148 PARROTT AVE LLC,LLC,Active,1283132,2019-03-31,210 HAZELWOOD AVE,BRIDGEPORT,,06605,CT,HARUN89BD@YAHOO.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
63-65 ABNER LLC,LLC,Active,1283133,2019-03-31,2 LINCOLN STREET,NEW HAVEN,,06510,CT,ERKNIGHTJR@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"ZIGGY, LLC",LLC,Active,1283134,2022-03-31,84 5 MILE RIVER RD.,DARIEN,United States,06820,CT,lschmidt@freeborn.com,Domestic,2018-08-27,CT,Connecticut,True,False,False,False,False,All Other Information Services (519190),2021-11-10 00:08:27.4466667,,,,,,519190.0,,,,,,,,,,,,,,,,,,,
"BRAVO LANDSCAPING, LLC",LLC,Active,1283137,2020-03-31,60 RIDGE RD,MIDDLETOWN,United States,06457,CT,BRAVOLANDSCAPINGCT@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
CREATIVE CIRCLE SOLUTIONS INC,Stock,Active,1283138,2019-08-27,834 EAST RAND ROAD SUITE 2,MOUNT PROSPECT,,,IL,ANNAR@DYNAMICSRESOURCES.COM,Foreign,2018-08-27,IL,IL,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,2018-08-24,CREATIVE CIRCLE SOLUTIONS INC,,,,,,,,,,,,,,,,,,,,,
URSA GROUP LLC,LLC,Active,1283139,2020-03-31,417 BELLE ISLE AVE,BELLEAIR BEACH,,33786,FL,kkilpatrick@ilsainc.com,Foreign,2018-08-27,FL,FL,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,2018-08-27,URSA GROUP LLC,,,"417 BELLE ISLE AVE, BELLEAIR BEACH, FL, 33786,",417 BELLE ISLE AVE,BELLEAIR BEACH,FL,33786,,"417 BELLE ISLE AVE, BELLEAIR BEACH, FL, 33786,",417 BELLE ISLE AVE,BELLEAIR BEACH,FL,33786,,,,,,,,
GRAY GROUP LLC,LLC,Active,1283140,2019-03-31,14 BOLTON HILL ROAD,CORNWALL,,06753,CT,ANNACHRISTINEGRAY@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"STUDIO GOBINET, LLC",LLC,Active,1283142,2019-03-31,355 ATLANTIC ST. APT. 26P,STAMFORD,,06901,CT,,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"GANESH & CHANDAN, INC.",Stock,Active,1283149,2020-08-27,No information provided,,,,,,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,200.0,,,,,,
"MEDICAL SERVICE PROVIDER, PLLC",LLC,Active,1283150,2022-03-31,60 HINCKLEY PLACE,BROOKLYN,United States,11218,NY,mochson@ondeckmedical.com,Foreign,2018-08-27,NY,NY,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:08:27.4466667,,,2018-11-15,"MEDICAL SERVICE PROVIDER, PLLC",United States,541990.0,"60 HINCKLEY PLACE, BROOKLYN, NY, 11218,",60 HINCKLEY PLACE,BROOKLYN,NY,11218,,"60 HINCKLEY PLACE, BROOKLYN, NY, 11218, United States",60 HINCKLEY PLACE,BROOKLYN,NY,11218,United States,,,,,,,
SNAKESKIN BASKETBALL LLC,LLC,Active,1283151,2020-03-31,195 DRIFTWOOD LANE,TRUMBULL,United States,06611,CT,JASON.MICALIZZI@UCONN.EDU,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
JADIAN TRANSPORTATION LLC,LLC,Active,1283152,2021-03-31,1114 AVE OF THE AMERICAS 38TH FL,NEW YORK,United States,10036,NY,accounting@jadiancapital.com,Foreign,2018-08-27,DE,DE,False,False,False,False,False,Portfolio Management (523920),2021-11-10 00:08:28.0400000,Annual report past due,,2018-08-14,JADIAN TRANSPORTATION LLC,United States,523920.0,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,,
TOPAZ LIGHTING CORP.,Stock,Active,1283153,2022-08-27,925 WAVERLY AVENUE,HOLTSVILLE,United States,11742,NY,sherrie.gerfen@topaz-usa.com,Foreign,2018-08-27,NY,NY,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2021-11-10 00:08:28.0400000,,,2018-08-20,TOPAZ LIGHTING CORP.,United States,423990.0,,,,,,,,,,,,,,,,,,,
"SAFE STEP WALK IN TUB, LLC",LLC,Active,1283156,2022-03-31,12500 JEFFERSON AVENUE,NEWPORT NEWS,United States,23602,VA,kayla@corpcreations.com,Foreign,2018-08-27,TN,TN,False,False,False,False,False,Other Specialized Design Services (541490),2021-11-10 00:08:28.0400000,,,2018-08-27,"SAFE STEP WALK IN TUB, LLC",United States,541490.0,"402 BNA DRIVE SUITE 350, NASHVILLE, TN, 37217,",402 BNA DRIVE SUITE 350,NASHVILLE,TN,37217,,"402 BNA DRIVE SUITE 350, NASHVILLE, TN, 37217, United States",402 BNA DRIVE SUITE 350,NASHVILLE,TN,37217,United States,,,,,,,
ELM CITY EATERY INC.,Stock,Dissolved,1283159,2022-08-27,67 WHITNEY AVE.,NEW HAVEN,United States,06510,CT,flau@wallacelaucpany.com,Domestic,2018-08-27,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),2021-11-10 00:08:28.0400000,,,,,,,,,,,,,,,,,,,100.0,2021-10-22T00:00:00.000,,,,,
988 HOWARD AVENUE LLC,LLC,Active,1283160,2020-03-31,18 HAZEL STREET UNIT 1,STAMFORD,,06902,CT,JOSEPH.MOTTA2@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
TAYLOR METALS LLC,LLC,Active,1283161,2022-03-31,8 SHARINGTON DR,COLUMBIA,United States,06237,CT,Taylormetalsct@gmail.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Structural Steel and Precast Concrete Contractors (238120),2021-11-10 00:08:28.0400000,,,,,,,,,,,,,,,,,,,,,,,,,
95 KENT STREET LLC,LLC,Active,1283162,2020-03-31,18 HAZEL STREET UNIT 1,STAMFORD,,06902,CT,JOSEPH.MOTTA2@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
CHHETRI LLC,LLC,Active,1283163,2019-03-31,322 OLD GATE LANE,MILFORD,,06460,CT,DIPESH.CCSU@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
110 PATTERSON LLC,LLC,Active,1283166,2022-03-31,20 SHOREHAME CLUB ROAD,OLD GREENWICH,United States,06870,CT,kristen.rodriguez@mac.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:28.0400000,,,,,,,,,,,,,,,,,,,,,,,,,
BLOKKD LLC,LLC,Active,1283167,2020-03-31,119-121 BEACON STREET,HARTFORD,,06015,CT,OWNER@BLOKKD.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
STAGE DOOR SIX LLC,LLC,Active,1283168,2019-03-31,97 BUGG HILL RD 97 BUGG HILL RD,MONROE,,06468,CT,BMAUR1@AOL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
DEJAVU LOUNGE LLC,LLC,Active,1283169,2022-03-31,17 WASHINGTON STREET,NORWALK,United States,06854,CT,MARCELLOUIS203@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,True,False,False,Full-Service Restaurants (722511),2021-11-10 00:08:28.0400000,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
INNOVATIVE ALTERNATIVES LLC,LLC,Active,1283171,2020-03-31,164 HICKORY HILL LN,NEWINGTON,United States,06111,CT,ZMAN.CANNAROO@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"STOP ONE DIESEL TRUCK REPAIR, LLC.",LLC,Active,1283172,2020-03-31,135 OLIVE ST,MERIDEN,United States,06450,CT,KEVINDOWNING506@YAHOO.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
LIVE DELIBERATELY WELLNESS COACHING LLC,LLC,Active,1283173,2019-03-31,23 COURT AVE,OAKDALE,,06370,CT,LIVEDELIBERATELYWELLNESS@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"E&V PARTNERS, INC.",Stock,Active,1283175,2020-08-27,No information provided,,,,,SAVASPAPAGEORGE@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0866667,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,20000.0,,,,,,
"A.L. CHAPPELL, LLC",LLC,Active,1283177,2021-03-31,63 ASHFORD ST,HARTFORD,United States,06120,CT,nglcenter@gmail.com,Domestic,2018-08-27,CT,Connecticut,False,False,True,True,False,Residential Remodelers (236118),2021-11-10 00:08:28.0866667,Annual report past due,,,,,236118.0,,,,,,,,,,,,,,,,,,,
GUEVARA LANDSCAPING LLC,LLC,Active,1283179,2020-03-31,1135 CHAPEL ST,STRATFORD,United States,06614,CT,ROXY_GUEVARA12@ICLOUD.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
534 BROAD STREET LLC,LLC,Active,1283181,2021-03-31,110 DIVINITY STREET,BRISTOL,United States,06010,CT,ALMOSELSKY@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:28.0866667,Annual report past due,,,,,531390.0,,,,,,,,,,,,,,,,,,,
"POLITE T ENTERPRISES, LLC",LLC,Active,1283182,2020-03-31,144 FREDERICK ST,STAMFORD,,06902,CT,TIFFANYPOLITE@HOTMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
