name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billing_unit,billingcountry,business_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,date_of_organization_meeting
HOME CREATIONS GROUP CORP,Stock,Active,Annual report past due,1277189,2020-06-22,42 PARK ROW,WALLINGTON,07057,NJ,Foreign,2018-06-22,NJ,NJ,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:27.3366667,,United States,vladimirn1@hotmail.com,,2018-07-01,HOME CREATIONS GROUP CORP,United States,,,,,,,,,,,,,,,,,
CHASE THERMAL SYSTEMS LLC,LLC,Active,,1277190,2022-03-31,"C/O CHASE ENTERPRISES 225 ASYLUM ST., 29TH FL",HARTFORD,06103,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,ktierney@chaseenterprises.com,,,,,,,,,,,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,
105 CONYERS LLC,LLC,Active,,1277191,2022-03-31,620 WADE AVENUE UNIT 506,RALEIGH,27605,NC,Domestic,2018-06-22,NC,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,eevans@ticats.ca,,,,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,
VESPA CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1277192,2019-03-31,216C NORWICH AVE,LEBANON,06249,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:27.3366667,,,DJGESIAK@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
NICOLE ZASOWSKI BOOKS LLC,LLC,Active,,1277193,2022-03-31,4 JUNIPER ROAD,NORWALK,06853,CT,Domestic,2018-06-22,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,nicolezasowski@gmail.com,,,,,,,,,,,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,
G SEVEN CONSULTING,Stock,Active,,1277194,2022-05-28,76 RIVERSIDE AVENUE,RIVERSIDE,06878,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,GP@GSEVENCONSULTING.COM,1000.0,,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,,,,,,
THUNDERBALL CONSULTING LLC,LLC,Active,,1277195,2022-03-31,130 LAWLER ROAD,WEST HARTFORD,06117,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,rph1030@gmail.com,,,,,,,,,,,Public Relations Agencies (541820),541820.0,,,,,,,,,
"L&R DESIGN, LLC",LLC,Active,,1277196,2022-03-31,26 EMILY LN  26 EMILY LN,SHELTON,06484,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,rfmitri@gmail.com,,,,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,
"S. MONARCA MASONRY & RESTORATION SERVICES, INC.",Stock,Active,First report past due,1277197,2020-06-22,No information provided,,,,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:27.3366667,,,,20000.0,,,,,,,,,,,,,,,,,,,,
NAKED ESSENTIALS LLC,LLC,Active,Ready for dissolution,1277198,2020-03-31,59 THISTLE DOWN LANE,NAUGATUCK,06770,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:27.3366667,,,NAKEDESSENTIALSHM@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
444 STATE STREET LLC,LLC,Active,,1277199,2022-03-31,C/O EXECUTIVE AUTO GROUP 1180 NORTH COLONY RD,WALLINGFORD,06492,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,lzampano@executiveag.com,,,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,
FBB PAINTING LLC,LLC,Active,Ready for dissolution,1277200,2019-03-31,87 EAST LIBERTY ST,DANBURY,06810,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:27.3366667,,,ONEOAKAGENCY@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
LDESIGNED INTERIORS LLC,LLC,Active,Annual report past due,1277201,2021-03-31,4 CEDAR RIDGE RD,EAST GRANBY,06026,CT,Domestic,2018-06-22,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,lindsey@ldesignedinteriors.com,,,,,,,,,,,Interior Design Services (541410),541410.0,,,,,,,,,
HENSEL PHELPS PARENT 1 INC.,Stock,Active,,1277203,2022-06-22,420 SIXTH AVENUE,GREELEY,80631,CO,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,JSCHOLZ@HENSELPHELPS.COM,,2018-06-22,HENSEL PHELPS PARENT 1 INC.,United States,,,,,,,Commercial and Institutional Building Construction (236220),236220.0,,,,,,,,,
HENSEL PHELPS PARENT 2 INC.,Stock,Active,,1277205,2022-06-22,420 SIXTH AVENUE,GREELEY,80631,CO,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:27.3366667,,United States,JSCHOLZ@HENSELPHELPS.COM,,2018-06-22,HENSEL PHELPS PARENT 2 INC.,United States,,,,,,,Commercial and Institutional Building Construction (236220),236220.0,,,,,,,,,
CLEAN FOOD SOLUTIONS LLC,LLC,Dissolved,,1277207,2019-03-31,20 CHESTNUT STREET APT A3,BETHEL,06801,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.8066667,,,KTSCUISINE@GMAIL.COM,,,,,,,,,,,,,,,,,,,2021-02-15T00:00:00.000,,
SLACKLINE PRESS LLC,LLC,Active,Ready for dissolution,1277208,2019-03-31,58 SUMMIT AVE,EAST HAVEN,06512,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.8066667,,,LOURDES@SLACKLINEPRESS.COM,,,,,,,,,,,,,,,,,,,,,
BASTA TWO LLC,LLC,Active,Ready for dissolution,1277216,2019-03-31,510 WOODWARD AVENUE,NEW HAVEN,06512,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.8066667,,,GALAXYNINO@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
FURTHER LLC,LLC,Active,,1277223,2022-03-31,"1777 SENTRY PARKWAY WEST BLDG 11, STE 201",BLUE BELL,19422,PA,Foreign,2018-06-22,PA,PA,False,False,False,False,False,,2021-11-10 00:08:23.8066667,,United States,Compliancemail@cscinfo.com,,2017-12-01,FURTHER LLC,United States,"1777 SENTRY PARKWAY WEST BLDG 11, STE 201, BLUE BELL, PA, 19422, United States","1777 SENTRY PARKWAY WEST BLDG 11, STE 201",BLUE BELL,PA,19422,United States,Engineering Services (541330),541330.0,"1777 SENTRY PARKWAY WEST BLDG 11, STE 201, BLUE BELL, PA, 19422, United States","1777 SENTRY PARKWAY WEST BLDG 11, STE 201",BLUE BELL,PA,19422,United States,,,
HEALING SPA LLC.,LLC,Active,Ready for dissolution,1277239,2020-03-31,970 L NEWFIELD ST,MIDDLETOWN,06457,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:24.4166667,,United States,OLGAMARANO1@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
M D HALLIDAY SERVICES LLC,LLC,Active,Annual report past due,1277243,2021-03-31,29 METACOMET VIEW,SOUTHINGTON,06489,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4166667,,United States,MdHalliday58@yahoo.com,,,,,,,,,,,Car Washes (811192),,,,,,,,,,
"AOM-NY HOLDING, INC.",Stock,Active,,1277248,2022-06-22,6310 SOUTHWEST BVD STE 204,FORT WORTH,76109,TX,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:24.4466667,,United States,kstowe@aomofny.com,,2018-06-22,"AOM-NY HOLDING, INC.",United States,,,,,,,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,,,,,,,,,
LEADING EDGE LAWN CARE LLC,LLC,Active,Ready for dissolution,1277251,2020-03-31,320 PENDLETON HILL ROAD,NORTH STONINGTON,06359,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:24.4466667,,,ZACHARYSERVICE@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
"JOAN D. CAHILL, LCSW LLC",LLC,Active,Ready for dissolution,1277253,2019-03-31,51 NORTH MAIN STREET SUITE 2D,SOUTHINGTON,06489,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:24.4466667,,,JDC3964@AOL.COM,,,,,,,,,,,,,,,,,,,,,
TIFFANY'S HAIRSTYLING LLC,LLC,Active,Ready for dissolution,1277257,2019-03-31,147 MANHATTAN AVE,BRIDGEPORT,06606,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:24.4466667,,,MARIACEU128@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
"METALLICUS, INC.",Stock,Active,,1277275,2022-06-22,660 4TH STREET #107,SAN FRANCISCO,94107,CA,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:24.4933333,,United States,Compliancemail@cscinfo.com,,2018-04-01,"METALLICUS, INC.",United States,,,,,,,Consumer Lending (522291),522291.0,,,,,,,,,
"J.DUMONT LUTHIER, LLC",LLC,Active,,1277344,2022-03-31,253 CENTRAL STREET,BRISTOL,06010,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.4633333,,United States,lapking@comcast.net,,,,,,,,,,,Musical Instrument Manufacturing (339992),339992.0,,,,,,,,,
PAYCHEX HR OUTSOURCING LLC,LLC,Active,,1277462,2022-03-31,911 PANORAMA TRAIL SOUTH,ROCHESTER,14625,NY,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:26.6800000,,United States,peolicensing@paychex.com,,2017-08-18,PAYCHEX HR OUTSOURCING LLC,United States,"1209 ORANGE ST., WILMINGTON, DE, 19801,",1209 ORANGE ST.,WILMINGTON,DE,19801,,Professional Employer Organizations (561330),561330.0,"1209 ORANGE ST., WILMINGTON, DE, 19801, United States",1209 ORANGE ST.,WILMINGTON,DE,19801,United States,,,
BRIAN'S CRANE SERVICE LLC,LLC,Active,Annual report past due,1277579,2021-03-31,31 BURNAP BROOK RD,ANDOVER,06232,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:25.4633333,,United States,bjacques545@gmail.com,,,,,,,,,,,Logging (113310),113310.0,,,,,,,,,
"52 HOMESTEAD ROAD, LLC",LLC,Active,,1277700,2022-03-31,52 HOMESTEAD ROAD,SOUTHBURY,06488,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.6800000,,United States,bassett52@icloud.com,,,,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,
SANDVIK MACHINING SOLUTIONS USA LLC,LLC,Active,,1277740,2022-03-31,1701 NEVINS RD,FAIR LAWN,07410,NJ,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:26.7433333,,United States,Compliancemail@cscinfo.com,,2018-07-02,SANDVIK MACHINING SOLUTIONS USA LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,Cutting Tool and Machine Tool Accessory Manufacturing (333515),333515.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,
ORCHID SECURE LLC,LLC,Active,,1277750,2022-03-31,201 TRESSER BLVD STE 300,STAMFORD,06901,CT,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.7733333,,United States,Jirwin@brooksidegrp.com,,2018-06-22,ORCHID SECURE LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,
"OLYMPIA DEVELOPMENT, LLC",LLC,Active,,1277808,2022-03-31,7 CUSTOM HOUSE STREET,PORTLAND,04101,ME,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:25.5100000,,United States,jarmbruster@theocos.com,,2018-06-19,"OLYMPIA DEVELOPMENT, LLC",United States,"7 CUSTOM HOUSE ST, FL 5 STE. 201 7 CUSTOM HOUSE ST, FL 5, PORTLAND, ME, 04112, United States","7 CUSTOM HOUSE ST, FL 5 STE. 201 7 CUSTOM HOUSE ST, FL 5",PORTLAND,ME,04112,United States,Hotels (except Casino Hotels) and Motels (721110),721110.0,"850 NEW BURTON ROAD STE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD STE 201,DOVER,DE,19904,United States,,,
"OLYMPIA HOTEL MANAGEMENT, LLC",LLC,Active,,1277811,2022-03-31,7 CUSTOM HOUSE STREET,PORTLAND,04101,ME,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:25.5100000,,United States,jarmbruster@theocos.com,,2018-06-19,"OLYMPIA HOTEL MANAGEMENT, LLC",United States,"7 CUSTOM HOUSE ST, FL 5 STE. 201 7 CUSTOM HOUSE ST, FL 5, PORTLAND, ME, 04112, United States","7 CUSTOM HOUSE ST, FL 5 STE. 201 7 CUSTOM HOUSE ST, FL 5",PORTLAND,ME,04112,United States,Hotels (except Casino Hotels) and Motels (721110),721110.0,"850 NEW BURTON ROAD STE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD STE 201,DOVER,DE,19904,United States,,,
"I J TECH MECHANICAL SERVICES, INC.",Stock,Active,,1277814,2022-06-22,1601 SOUTH 19 ST,HARRISBURG,17104,PA,Foreign,2018-06-22,PA,PA,False,False,False,False,False,,2021-11-10 00:08:25.5100000,,United States,cloy@ijtechmechanical.com,,2018-05-01,"I J TECH MECHANICAL SERVICES, INC.",United States,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,
"MILLENIA LAKES HOLDINGS GP, L.L.C.",LLC,Active,,1277815,2022-03-31,591 WEST PUTNAM AVENUE,GREENWICH,06830,CT,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:25.5100000,,United States,CLS-CTARMSevidence@wolterskluwer.com,,2018-06-25,"MILLENIA LAKES HOLDINGS GP, L.L.C.",United States,NONE,NONE,,,,,Other Activities Related to Real Estate (531390),531210.0,NONE,NONE,,,,,,,
ORCHID ULTRA FLEX LLC,LLC,Active,,1277891,2022-03-31,201 TRESSER BLVD STE 300,STAMFORD,06901,CT,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:26.6500000,,United States,Jirwin@brooksidegrp.com,,2018-06-22,ORCHID ULTRA FLEX LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,
ORCHID ULTRA MOBILE LLC,LLC,Active,,1277892,2022-03-31,201 TRESSER BLVD STE 300,STAMFORD,06901,CT,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:26.6500000,,United States,Jirwin@brooksidegrp.com,,2018-06-22,ORCHID ULTRA MOBILE LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",541715.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,
ORCHID ULTRA SECURITY LLC,LLC,Active,,1277893,2022-03-31,201 TRESSER BLVD STE 300,STAMFORD,06901,CT,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:26.6500000,,United States,Jirwin@brooksidegrp.com,,2018-06-22,ORCHID ULTRA SECURITY LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",541715.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,
"WEST WIND HOLDINGS, LLC",LLC,Dissolved,,1277924,2021-03-31,2 POST ROAD WEST,WESTPORT,06880,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7300000,,United States,CLS-CTARMSevidence@wolterskluwer.com,,,,,,,,,,,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,2021-01-05T00:00:00.000,,
FINANCEIT INC.,Stock,Active,,1277934,2022-06-22,"296 RICHMOND STREET WEST, SUITE 500  ONTARIO M5V 1X2",TORONTO,2,,Foreign,2018-06-22,DE,DE,False,False,False,False,False,,2021-11-10 00:08:26.7300000,,Canada,CLS-CTARMSevidence@wolterskluwer.com,,2018-06-22,FINANCEIT INC.,Canada,,,,,,,Consumer Lending (522291),522291.0,,,,,,,,,
WINDHAM HOME CARE LLC,LLC,Dissolved,,1277136,2019-03-31,2 ARNIO DRIVE,MOOSUP,06354,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:24.8666667,,,ARUN@RIVU.CO,,,,,,,,,,,,,,,,,,,2018-10-23T00:00:00.000,,
EXTREME PAINTING LLC,LLC,Dissolved,,1277134,2019-03-31,36 GRACE STREET 36 GRACE STREET,HARTFORD,06106,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:04.6800000,,,DANIELSCORREIA@YAHOO.COM,,,,,,,,,,,,,,,,,,,2019-07-16T00:00:00.000,,
ROLANDO LLC,LLC,Dissolved,,1277085,2019-03-31,67 SOUTHFORD RD,DANBURY,06810,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:17.0300000,,,CHRISTIANMULTI@HOTMAIL.CO,,,,,,,,,,,,,,,,,,,2019-09-30T00:00:00.000,,
PERSONAL IMAGE AND MASSAGE INC,Stock,Dissolved,,1277204,2020-06-22,No information provided,,,,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:42.5866667,,,KEVINC750@GMAIL.COM,1000.0,,,,,,,,,,,,,,,,,,2020-04-20T00:00:00.000,,
"EVIECONNECTS, LLC",LLC,Dissolved,,1277169,2019-03-31,101 GARFIELD AVE 1ST FLOOR,DANBURY,06810,CT,Domestic,2018-06-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:57.2266667,,,EVIECONNECTS@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-05-09T00:00:00.000,,
FROM THE FARM LLC,LLC,Active,,1275988,2022-03-31,41 STERLING HILL ROAD,LYME,06371,CT,Domestic,2018-06-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.1366667,,United States,jtiffany01@msn.com,,,,,,,,,,,Floriculture Production (111422),111422.0,,,,,,,,,
"PORTLAND CT TRAVEL BASKETBALL, LLC",LLC,Active,Ready for dissolution,1277092,2019-03-31,22 KAREN DRIVE,PORTLAND,06480,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:26.1500000,,,GARYHUGHCOLLINS@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
SALON KP LLC,LLC,Active,,1277209,2022-03-31,427 STILLSON ROAD,FAIRFIELD,06824,CT,Domestic,2018-06-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.8066667,,United States,kimporter4389@yahoo.com,,,,,,,,,,,Beauty Salons (812112),,,,,,,,,,
STRAITS TURNPIKE 486 LLC,LLC,Active,,1277210,2022-03-31,674 STRAITS TURNPIKE,WATERTOWN,06795,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.8066667,,United States,janet@shakerautogroup.com,,,,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,
SKY COLORS PAINTING LLC,LLC,Active,Ready for dissolution,1277212,2019-03-31,4 ANN DRIVE APT 3,DANBURY,06810,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.8066667,,,CRIS@MIRANTEAGENCY.COM,,,,,,,,,,,,,,,,,,,,,
MAISON LLC,LLC,Active,,1277213,2022-03-31,"1127 HIGH RIDGE ROAD, #120",STAMFORD,06905,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.8066667,,United States,apts1@optonline.net,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,
LUNALITY LLC,LLC,Active,,1277214,2022-03-31,41 IRONWOOD RD,GUILFORD,06437,CT,Domestic,2018-06-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.8066667,,United States,info@lunality.com,,,,,,,,,,,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,
QUANT PIONEERS LLC,LLC,Active,Ready for dissolution,1277217,2019-03-31,190B OAK GROVE STREET,MANCHESTER,06040,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.8066667,,,QUANTPIONEERS@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
OSCAR CLEANING LLC,LLC,Dissolved,,1277218,2019-03-31,86 S MAIN ST APT 2B,NORWALK,06854,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.8066667,,United States,LISSETTE_TRRS@YAHOO.COM,,,,,,,,,,,,,,,,,,,2021-08-21T00:00:00.000,,
STUDIOH LLC,LLC,Active,,1277219,2022-03-31,9 WOODLAND DR,DARIEN,06820,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.8066667,,United States,christina@studiohnyc.com,,,,,,,,,,,Interior Design Services (541410),541410.0,,,,,,,,,
CHESHIRE WOODCRAFT LLC,LLC,Active,,1277240,2022-03-31,248 SANDBANK RD 248 SANDBANK RD,CHESHIRE,06410,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4166667,,United States,sales@cheshirewoodcraft.com,,,,,,,,,,,All Other Miscellaneous Wood Product Manufacturing (321999),321999.0,,,,,,,,,
ATHENA WELLNESS HOLDINGS LLC,LLC,Dissolved,,1277211,2020-03-31,71 HIGH MEADOW ROAD,GUILFORD,06437,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:43.6100000,,United States,FLANAGAN.JJ@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-07-06T00:00:00.000,,
EXCEPTIONAL MASONRY LLC,LLC,Dissolved,,1277220,2020-03-31,70 BOARDMAN STREET APT. B4,BRISTOL,06010,CT,Domestic,2018-06-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:48.9166667,,United States,DUNAJTVEJSELOVSKI@YAHOO.COM,,,,,,,,,,,,,,,,,,,2019-08-20T00:00:00.000,,
DANBURY ROAD PROPERTIES LLC,LLC,Active,Annual report past due,1275863,2021-03-31,2 GLEN HILL ROAD,DANBURY,06810,CT,Domestic,2018-06-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.9800000,,United States,darius.mehri@gmail.com,,,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,
AM HOMES IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1277153,2020-03-31,1180 STILLSON RD,FAIRFIELD,06824,CT,Domestic,2018-06-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:26.7133333,,United States,ALEXLX61@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
"BATTLE CLUB, LLC",LLC,Active,Ready for dissolution,1277155,2019-03-31,180 POST RD EAST STE 215,WESTPORT,06880,CT,Domestic,2018-06-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:26.7133333,,,NICOLAS@BATTLECLUB.APP,,,,,,,,,,,,,,,,,,,,,
RIOTERRA LLC,LLC,Active,,1277156,2022-03-31,226 POVERTY HOLLOW RD,REDDING,06896,CT,Domestic,2018-06-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7133333,,United States,aflalosg@gmail.com,,,,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,
"INTELISEARCH, INC.",Stock,Active,,1277181,2022-06-25,C/O INTELISEARCH 60 LONG RIDGE ROAD STE. 304,STAMFORD,06902,CT,Domestic,2018-06-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7433333,,United States,pfeeny@isimpact.com,20000.0,,,,,,,,,,Employment Placement Agencies (561311),561311.0,,,,,,,,,
