name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,business_email_address,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,office_jurisdiction_3,date_of_organization_meeting
"WIN MORRISON REALTY, INC.",Stock,Active,Ready for dissolution,1268503,2019-03-29,56 JOHN STREET,KINGSTON,12401,NY,Foreign,2018-03-29,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,WIN@WINMORRISONREALTY.COM,,,,2018-04-02,"WIN MORRISON REALTY, INC.",,,,,,,,,,,,,,,,,,
ELITE RESIDENTIAL AND COMMERCIAL CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1268504,2020-03-31,331 MIGEON AVE,TORRINGTON,06790,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,United States,JAMES@AMESUR.NET,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,
CONSERVATOR CARE LLC,LLC,Active,,1268505,2022-03-31,455 WITCHES ROCK RD,BRISTOL,06010,CT,Domestic,2018-03-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,mitzi@conservatorcare.com,Other Individual and Family Services (624190),624190.0,,,,,,,,,,,,,,,,,,,,,
"NOURIA ENERGY RETAIL, INC.",Stock,Active,,1268511,2022-03-29,326 CLARK STREET,WORCESTER,01606,MA,Foreign,2018-03-29,MA,MA,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,maggie.moraitis@nouriaenergy.com,Convenience Stores (445120),,,2018-04-29,"NOURIA ENERGY RETAIL, INC.",,,,,,,,,,,,,,,,,,
"AMERICANA USED COMPUTERS, LLC",LLC,Active,,1268512,2022-03-31,"1423 QUINNIPIAC AVE, UNIT 806",NEW HAVEN,06513,CT,Domestic,2018-03-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:23.7266667,United States,Kwameopoku71@gmail.com,Electronics Stores (443142),443142.0,,,,,,,,,,,,,,,,,,,,,
TR CUSTOM WOODCRAFTS LLC,LLC,Active,,1268515,2022-03-31,70 NOTCH RD,WEST SIMSBURY,06092,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,tomrutledge32@gmail.com,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,
TJN PROPERTIES LLC,LLC,Active,,1268516,2022-03-31,8 SALERNO DRIVE,ENFIELD,06082,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,tjnproperties@hotmail.com,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,,,,,,,,,
PYTHAGUS CONSULTING SERVICES LLC,LLC,Active,Annual report past due,1268517,2021-03-31,23 CHAPMAN ST APT 36,EAST HARTFORD,06108,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,EFILE1234@INCFILE.COM,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,,
"ALMA IRON, LLC",LLC,Active,,1268519,2022-03-31,27 CASTLE LANE,ANSONIA,06401,CT,Domestic,2018-03-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:20.9300000,United States,pmanzialma2018@gmail.com,Structural Steel and Precast Concrete Contractors (238120),238120.0,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA WOODBURY LLC,LLC,Active,,1268520,2022-03-31,133 TRANSYLVANIA ROAD,WOODBURY,06798,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,kathy@mahlercompany.com,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,
"PM CONSTRUCTION SERVICES, LLC",LLC,Active,,1268521,2022-03-31,43 NORMAN RD,STAMFORD,06906,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,pmallozzi2006@yahoo.com,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,
GLOBAL STRUCTURAL LLC,LLC,Active,,1268522,2022-03-31,21 WEST HUDSON AVE,ENGLEWOOD,07631,NJ,Foreign,2018-03-29,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,Info@globalstructural.com,Commercial and Institutional Building Construction (236220),236220.0,,2018-03-28,GLOBAL STRUCTURAL LLC,United States,"377 KNICKERBOCKER RD, ENGLEWOOD, NJ, 07631, United States",377 KNICKERBOCKER RD,ENGLEWOOD,NJ,07631,United States,"377 KNICKERBOCKER RD, ENGLEWOOD, NJ, 07631, United States",377 KNICKERBOCKER RD,ENGLEWOOD,NJ,07631,United States,,,,,
"RMP, LLC",LLC,Active,,1268523,2022-03-31,323 WETHERSFIELD ROAD,BERLIN,06037,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,michael.cassetta@gmail.com,Other Direct Selling Establishments (454390),,,,,,,,,,,,,,,,,,,,,,
"DELTOSTA CONSULTING, LLC",LLC,Active,,1268524,2022-03-31,200 HENRY STREET APT. 3111,STAMFORD,06902,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,dddconsultingllc@gmail.com,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,,
THREADING BROW BAR 2 LLC,LLC,Active,Annual report past due,1268526,2021-03-31,1552 POST RD,FAIRFIELD,06824,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,hasan@miraniassociates.com,Beauty Salons (812112),812112.0,,,,,,,,,,,,,,,,,,,,,
FLETCHER INVEST LLC,LLC,Active,Ready for dissolution,1268527,2019-03-31,99 WALL ST STE 1947,NEW YORK,10005,NY,Domestic,2018-03-29,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,SAMANTHA.FLETCHER@FLETCHERINVEST.COM,,,,,,,,,,,,,,,,,,,,,,,
NIMA LOGISTICS LLC,LLC,Active,Ready for dissolution,1268529,2020-03-31,57 AMERICA ST #1,WATERBURY,06708,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9466667,United States,NIMALOGISTICSLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIATE ENGINEERING CORPORATION,Stock,Active,,1268544,2022-03-29,606 SOUTH LAKE STREET,HUSTISFORD,53034,WI,Foreign,2018-03-29,WI,WI,False,False,False,False,False,,2021-11-10 00:08:20.9766667,United States,erind@rolair.com,Air and Gas Compressor Manufacturing (333912),333912.0,,2018-01-01,ASSOCIATE ENGINEERING CORPORATION,United States,,,,,,,,,,,,,,,,,
"INSTAMED COMMUNICATIONS, LLC",LLC,Active,,1268545,2022-03-31,1880 JOHN F KENNEDY BLVD 12TH FLOOR,PHILADELPHIA,19103,PA,Foreign,2018-03-29,PA,PA,False,False,False,False,False,,2021-11-10 00:08:20.9766667,United States,cls-ctarmsevidence@wolterskluwer.com,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,,2018-03-29,"INSTAMED COMMUNICATIONS, LLC",United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,,
RECON CONSTRUCTION CORP.,Stock,Active,,1268546,2022-03-29,260 OLD ROUTE 17,HILLBURN,10931,NY,Foreign,2018-03-29,NY,NY,False,False,False,False,False,,2021-11-10 00:08:20.9766667,United States,agent@bizfilings.com,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,,2018-03-29,RECON CONSTRUCTION CORP.,United States,,,,,,,,,,,,,,,,,
TRANQUILA LLC,LLC,Active,Ready for dissolution,1268551,2019-03-31,13 AFTON TERRACE 13 AFTON TERRACE,MIDDLETOWN,06457,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9766667,,TRANQUILAEXOTICA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"PLEDGE TO BE HEALTHY, LLC",LLC,Active,Annual report past due,1268552,2021-03-31,15 JEAN LANE,SOUTH WINDSOR,06074,CT,Domestic,2018-03-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:20.9766667,United States,pledgetobehealthy@gmail.com,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,,
OMEGA SYSTEMS AND TECHNOLOGIES LLC,LLC,Active,Annual report past due,1268553,2021-03-31,82 COACHLAMP LANE,STAMFORD,06902,CT,Domestic,2018-03-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:20.9766667,United States,ldsilva@yahoo.com,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,,
"VIEIRA'S BAKERY, INC.",Stock,Active,,1268555,2022-03-29,34-38 AVENUE K,NEWARK,07105,NJ,Foreign,2018-03-29,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:20.9766667,United States,Lmercado@mpcpallc.com,Commercial Bakeries (311812),311812.0,,2018-03-29,"VIEIRA'S BAKERY, INC.",United States,,,,,,,,,,,,,,,,,
"MPS PLASTIC WALL PRODUCTS, INC.",Stock,Active,,1268556,2022-03-29,101 COMMERCE ROAD UNIT B,BROOKFIELD,06804,CT,Foreign,2018-03-29,NV,NV,False,False,False,False,False,,2021-11-10 00:08:20.9766667,United States,Stephanie@millerpaneling.com,All Other Specialty Trade Contractors (238990),238990.0,,2018-01-02,"MPS PLASTIC WALL PRODUCTS, INC.",United States,,,,,,,,,,,,,,,,,
"HONEYSPOT PIZZA MERIDEN, LLC",LLC,Active,Ready for dissolution,1268557,2019-03-31,93 COLONY STREET,MERIDEN,06451,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.0100000,,REMZIKORKMAZ19@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
3A GROUP LLC,LLC,Active,Ready for dissolution,1268560,2019-03-31,55 GREENS FARMS ROAD SUITE 200-01,WESTPORT,06880,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.0100000,,3AGROUPLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"SEIGEL FAMILY HOLDINGS, LLC",LLC,Active,,1268561,2022-03-31,207 FARM MEADOW LANE,CHESHIRE,06410,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.0100000,United States,MARCSEIGEL@COX.NET,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,marcseigel@cox.net,,,
"MAMA C'S GENTLE CARE, LLC",LLC,Active,,1268562,2022-03-31,42 FOURTH ST,HAMDEN,06514,CT,Domestic,2018-03-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:21.0100000,United States,pjonesashley@gmail.com,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,,
"REPPIIIN SNOW, LLC",LLC,Active,Ready for dissolution,1268563,2019-03-31,185 N. BROAD STREET,MILFORD,06460,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.0100000,,REPPIIINSNOWLLC@GMAIL.CM,,,,,,,,,,,,,,,,,,,,,,,
"ORANGE CHILDREN'S DENTISTRY, LLC",LLC,Active,Ready for dissolution,1268600,2019-03-31,26 FAIRWOOD AVENUE,MILFORD,06460,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6500000,,ORANGECHILDRENSDENTISTRY@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
BRITE STAR DAY CARE LLC,LLC,Active,Ready for dissolution,1268601,2019-03-31,25 POPLAR ST,BRIDGEPORT,06605,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6800000,,KARINAPLAZA87@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"BLUE STAR REDEVELOPMENTS, LLC",LLC,Active,,1268604,2022-03-31,77 ROBERTS RD.,MARBOROUGH,06447,CT,Foreign,2018-03-29,NV,NV,False,False,False,False,False,,2021-11-10 00:08:21.6800000,United States,pinaleone@comcast.net,Other Activities Related to Real Estate (531390),531390.0,,2018-03-29,"BLUE STAR REDEVELOPMENTS, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE ROAD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE ROAD #300,LAS VEGAS,NV,89147,United States,,,,,
"SPORTSPAGEMAGAZINE.COM, LLC",LLC,Active,Annual report past due,1268605,2021-03-31,35 WEDGEWOOD DR,WATERBURY,06705,CT,Domestic,2018-03-29,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:08:21.6800000,United States,Holly.tkac@yahoo.com,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,,,,,,,,,,,,,,,,,,,,,
VERTEX INVESTMENTS LLC,LLC,Active,,1268606,2022-03-31,43 BURNT HILL ROAD,FARMINGTON,06032,CT,Domestic,2018-03-29,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:08:21.6800000,United States,travis.grosser@yahoo.com,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,,,,
PURAVIDA PROPERTIES LLC,LLC,Active,,1268607,2022-03-31,128 OLD TOWN FARM RD,WOODBURY,06798,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6800000,United States,Dalton@whitetailsolutionsllc.com,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,
"SKRS WORLDWIDE, LLC",LLC,Active,,1268608,2022-03-31,16 PINNEY ROAD,BLOOMFIELD,06002,CT,Domestic,2018-03-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:21.6800000,United States,sirskrs@gmail.com,Clothing Accessories Stores (448150),448150.0,,,,,,,,,,,,,,,,,,,,,
PIPE WORKS PLUMBING & HEATING LLC,LLC,Active,Ready for dissolution,1268609,2019-03-31,71 GARDEN STREET,BRISTOL,06010,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6800000,,info@pipeworksct.com,,,,,,,,,,,,,,,,,,,,,,,
SPORT-TECH ACRYLICS CORP.,Stock,Active,,1268610,2022-03-29,410 ROUTE 22,BREWSTER,10509,NY,Foreign,2018-03-29,NY,NY,False,False,False,False,False,,2021-11-10 00:08:21.6800000,United States,beth@sporttechconstruction.com,All Other Specialty Trade Contractors (238990),238990.0,,2018-04-02,SPORT-TECH ACRYLICS CORP.,United States,,,,,,,,,,,,,,,,,
"THE COUNTRY HOMESTEAD,LLC",LLC,Active,Ready for dissolution,1268623,2019-03-31,114 EAST STREET,STAFFORD SPRINGS,06076,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,BILLKIM16@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
LUCIANO MENDEZ SERVICES LLC,LLC,Active,Ready for dissolution,1268624,2019-03-31,4 FAIRFIELD AVE,FAIRFIELD,06810,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,ESTEVEZKATIUSCA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
AK EXOTIC FISH LLC,LLC,Active,Ready for dissolution,1268627,2019-03-31,179 TUCKIE RD,NORTH WINDHAM,06256,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,AKEXOTICFISH@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"DJ'S PROFESSIONAL FITNESS, LLC",LLC,Active,,1268629,2022-03-31,10 ALVIN DRIVE,NORWALK,06850,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7266667,United States,DJPROFESSIONALFITNESS@GMAIL.COM,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,
"I AM JOURNEY, LLC",LLC,Active,,1268630,2022-03-31,31 HAWLEYVILLE ROAD,NEWTOWN,06470,CT,Domestic,2018-03-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:21.7266667,United States,journeyyogact@gmail.com,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,,
CT RENTAL SOLUTIONS LLC,LLC,Active,,1268631,2022-03-31,16 AMANDA CT,UNCASVILLE,06382,CT,Domestic,2018-03-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:21.7266667,United States,mkjakubec@gmail.com,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,
"JOHNSON'S LAWN SERVICE, LLC",LLC,Active,Ready for dissolution,1268632,2019-03-31,999 PALISADO AVENUE,WINDSOR,06095,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,ANNJOHNSON999@COMCAST.NET,,,,,,,,,,,,,,,,,,,,,,,
"NS MANAGEMENT CONSULTING, LLC",LLC,Active,,1268633,2022-03-31,169 JONES ST,WEST HAVEN,06516,CT,Domestic,2018-03-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:21.7266667,United States,Noille.s@nsmanagementconsulting.com,Other Accounting Services (541219),541219.0,,,,,,,,,,,,,,,,,,,,,
ENLIGHTENED CHRISTIAN GATHERING ECG CHURCH INC,Non-Stock,Active,First report past due,1268635,2020-03-29,No information provided,,,,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:21.7266667,,MARTNEGE@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"HUMBLE ELECTRIC SERVICE AND CONSULTING, LLC",LLC,Active,,1269289,2022-03-31,137 SONGBIRD LN,FARMINGTON,06032,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,United States,zpark@att.net,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,,,,,,,,,
AROMAS AND MORE LLC,LLC,Active,Ready for dissolution,1269293,2019-03-31,544 BLUE HILLS AVE,HARTFORD,06112,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.2900000,,ROMA48WILLIAMS@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
ZION VENTURES INC.,Stock,Active,,1269296,2022-03-29,264 GEORGETOWN DR,GLASTONBURY,06033,CT,Domestic,2018-03-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:22.2900000,United States,mailalwyn@gmail.com,Administrative Management and General Management Consulting Services (541611),541611.0,1500.0,,,,,,,,,,,,,,,,,,,,
"H. HIRSCHMANN, LTD.",Stock,Active,,1269361,2022-03-29,467 SHELDON AVE,WEST RUTLAND,05777,VT,Foreign,2018-03-29,VT,VT,False,False,False,False,False,,2021-11-10 00:08:23.0233333,United States,ursula@hhirschmannltd.com,Wood Window and Door Manufacturing (321911),321911.0,,2018-03-15,"H. HIRSCHMANN, LTD.",United States,,,,,,,,,,,,,,,,,
"SHIEN, LLC",LLC,Active,Ready for dissolution,1269366,2019-03-31,50 NEWTON ROAD,WOODBRIDGE,06525,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
"GANEN, LLC",LLC,Active,Ready for dissolution,1269441,2019-03-31,50 NEWTON ROAD,WOODBRIDGE,06525,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.6966667,,,,,,,,,,,,,,,,,,,,,,,,,
108 HARRISON LLC,LLC,Active,,1269442,2022-03-31,108 HARRISON ST,NEW HAVEN,06515,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6966667,United States,kayemet@msn.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,
"Q & A GENERAL CONTRACTING, LLC",LLC,Active,Ready for dissolution,1269443,2019-03-31,132 FIRE ST.,OAKDALE,06370,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.6966667,,QAGENCON@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
THE TRAIN STATION CLUBS LLC,LLC,Active,,1269447,2022-03-31,100 OAKVIEW DR. SUITE 1-109,TRUMBULL,06611,CT,Domestic,2018-03-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:23.6966667,United States,info@thetrainstationclubs.com,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,
"LUDOVICI BUILDING EIGHT, INC.",Stock,Active,,1269546,2022-03-29,9000 SW 152 STREET SUITE 106,PALMETTO BAY,33157,FL,Foreign,2018-03-29,FL,FL,False,False,False,False,False,,2021-11-10 00:08:21.6200000,United States,alex@ludoprop.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,2016-09-21,"LUDOVICI BUILDING EIGHT, INC.",United States,,,,,,,,,,,,,,,,,
ACB STYLES LLC,LLC,Dissolved,,1268528,2019-03-31,168 MAIN ST,NEWINGTON,06111,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.1400000,,LLCSUPPORT@PRIMECORPORATESERVICES.COM,,,,,,,,,,,,,,,,,,,2019-03-20T00:00:00.000,,,,
DRAGON BUFFET OF TORRINGTON INC,Stock,Dissolved,,1268026,2020-03-29,No information provided,,,,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:00.2633333,,88KHCPA@GMAIL.COM,,,20000.0,,,,,,,,,,,,,,,,2020-03-03T00:00:00.000,,,,
BBP GROUP INC.,LLC,Withdrawn,,1268513,2019-03-31,500 WEST AVE APT 627,NORWALK,06850,CT,Foreign,2018-03-29,WY,WY,False,False,False,False,False,,2021-11-10 00:05:52.1500000,,VICTORIA.DANTCHEVA@GMAIL.COM,,,,2018-03-29,BBP GROUP INC.,,"5830 E. 2ND STREETSUITE 8, CASPER, WY, 82609,",5830 E. 2ND STREETSUITE 8,CASPER,WY,82609,,"5830 E. 2ND STREETSUITE 8, CASPER, WY, 82609,",5830 E. 2ND STREETSUITE 8,CASPER,WY,82609,,,,,,
"INDEPENDENT CONTRACTING, LLC",LLC,Dissolved,,1268428,2019-03-31,246 MISTUXET AVE.,MYSTIC,06355,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:09.4066667,,BILLWELEC@YAHOO.COM,,,,,,,,,,,,,,,,,,,2019-02-25T00:00:00.000,,,,
"ABSOLUTE RESPIRATORY CARE, INC.",Stock,Withdrawn,,1268062,2021-03-29,"665 HARTFORD AVE., STE. 24",JOHNSTON,02919,RI,Foreign,2018-03-29,RI,RI,False,False,False,False,False,,2021-11-10 00:06:15.9700000,,rclark@absoluterespiratorycare.com,Home Health Care Services (621610),,,2018-03-31,"ABSOLUTE RESPIRATORY CARE, INC.",,,,,,,,,,,,,,,,,,
NH SMART MOBILITY LLC,LLC,Dissolved,,1268547,2019-03-31,"31 FULTON STREET, UNIT D",NEW HAVEN,06513,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:25.6533333,,DWOJDAT@P3GM.COM,,,,,,,,,,,,,,,,,,,2018-04-04T00:00:00.000,,,,
FROZANA LLC,LLC,Dissolved,,1268441,2021-03-31,311 BLAKE STREET APT 67,NEW HAVEN,06515,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:44.9533333,United States,mattfaircloth@live.com,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,2020-03-26T00:00:00.000,,,,
"EOC EMISSIONS,LLC",LLC,Dissolved,,1268525,2021-03-31,315 BROAD ST.,MANCHESTER,06040,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:37.6133333,United States,eoilchange@yahoo.com,Automotive Parts and Accessories Stores (441310),,,,,,,,,,,,,,,,,,2020-10-30T00:00:00.000,,,,
"20 SASQUA, LLC",LLC,Dissolved,,1268196,2021-03-31,274 RIVERSIDE AVENUE 3RD FLOOR,WESTPORT,06880,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:42.9433333,United States,CLS-CTARMSevidence@wolterskluwer.com,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,2020-03-17T00:00:00.000,,,,
ORCHID HOLDINGS LLC,LLC,Dissolved,,1268564,2020-03-31,72 PARK STREET,NEW CANAAN,06840,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:47.6333333,United States,carenforbes@gmail.com,,,,,,,,,,,,,,,,,,,2019-12-31T00:00:00.000,,,,
"PEAK HEALTH SOLUTIONS, LLC",LLC,Withdrawn,,1267949,2020-03-31,12400 HIGH BLUFF DRIVE STE. 100,SAN DIEGO,92130,CA,Foreign,2018-03-29,CA,CA,False,False,False,False,False,,2021-11-10 00:03:22.1933333,,ANN.STIPICA@AMNHEALTHCARE.COM,,,,2018-03-29,"PEAK HEALTH SOLUTIONS, LLC",,"12400 HIGH BLUFF DRIVE STE. 100, SAN DIEGO, CA, 92130,",12400 HIGH BLUFF DRIVE STE. 100,SAN DIEGO,CA,92130,,"12400 HIGH BLUFF DRIVE STE. 100, SAN DIEGO, CA, 92130,",12400 HIGH BLUFF DRIVE STE. 100,SAN DIEGO,CA,92130,,,,,,
SKETCH HOODIES LLC,LLC,Dissolved,,1268514,2019-03-31,10 WILLOWMERE CIRCLE,RIVERSIDE,06878,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:40.4433333,,EFILE1234@INCFILE.COM,,,,,,,,,,,,,,,,,,,2018-04-17T00:00:00.000,,,,
"C & B BREAD DISTRIBUTORS, LLC",LLC,Active,,1268058,2022-03-31,5 PLEASANT ST,WEST HARTFORD,06107,CT,Domestic,2018-03-30,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:22.3200000,United States,showlo2005@yahoo.com,Other Grocery and Related Products Merchant Wholesalers (424490),424490.0,,,,,,,,,,,,,,,,,,,,,
