name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting,mailing_address
"PROPEL INSURANCE AGENCY, LLC",LLC,Active,,1274542,2022-03-31,"1201 PACIFIC AVENUE, SUITE 1000",TACOMA,United States,98402,WA,nick.sinnett@propelinsurance.com,Foreign,2018-05-25,WA,WA,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:25.5900000,,2018-05-18,"PROPEL INSURANCE AGENCY, LLC","1201 PACIFIC AVENUE SUITE 1000, TACOMA, WA, 98402, United States",1201 PACIFIC AVENUE SUITE 1000,TACOMA,WA,98402,"1201 PACIFIC AVENUE, SUITE 1000, TACOMA, WA, 98402, United States","1201 PACIFIC AVENUE, SUITE 1000",TACOMA,WA,98402,United States,United States,United States,,,,,,
"MOBSN CONNECTICUT, INC.",Stock,Active,First report past due,1274543,2020-05-25,No information provided,,,,,PROCESSING@INCORP.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file First Report,,,,,,,,,,,,,,,,100.0,,,,,
"BROWN MECHANICAL CONSULTING, INC.",Stock,Active,,1274544,2022-05-25,1 SOUTHVIEW DRIVE,SHERMAN,United States,06784,CT,info@accumera.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:25.5900000,,,,,,,,,,,,,,,,,200.0,,,,,
"BLACK SEAL, LLC",LLC,Dissolved,,1274549,2021-03-31,65 CHURCH STREET,BRANFORD,United States,06405,CT,rickygreenberg@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:10:25.5900000,,,,,,,,,,,,,,,,,,,2021-07-08T00:00:00.000,,,
ALL ITEMS DIRECT LLC,LLC,Active,,1274551,2022-03-31,"167 CHERRY STREET, SUITE 122",MILFORD,United States,06460,CT,SCARO@TALOSMOON.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:25.5900000,,,,,,,,,,,,,,,,,,,,,,
GUNUPUDIS 645 BLUE HILLS LLC,LLC,Active,Ready for dissolution,1274552,2019-03-31,645 BLUEHILLS AVE,HARTFORD,,06112,CT,HARI.GUNUPUDI@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"GEAR UP PRODUCTIONS, LLC",LLC,Active,Ready for dissolution,1274553,2020-03-31,40 WAYNE RD,MILFORD,United States,06460,CT,CHRISTOPHERMDON@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
AFTERBURN FITNESS CT LLC,LLC,Active,,1274554,2022-03-31,175 Capital Blvd,Rocky Hill,United States,06067-3914,CT,info@afterburnfitnessct.com,Domestic,2018-05-25,CT,Connecticut,False,False,True,False,False,Fitness and Recreational Sports Centers (713940),,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,402,,
"BRAND DISPOSITION, INC.",Stock,Active,Annual report past due,1274556,2022-04-20,2 A STONY POINT ROAD,WESTPORT,United States,06880,CT,DAVID@DTCPAPC.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Advertising Agencies (541810),,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,200.0,,,,,
"VALLEY GARAGE & RESTORATION, LLC",LLC,Active,,1274557,2022-03-31,400 NORTH MAIN STREET,SEYMOUR,United States,06483,CT,valleygarageandrestoration@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,,,
TAVOGISE SERVICES LLC,LLC,Active,Annual report past due,1274558,2021-03-31,344 SCOTT ROAD,WATERBURY,United States,06705,CT,tavin11220131@hotmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,,,
MCQUEEN ASSOCIATES LLC,LLC,Active,,1274559,2022-03-31,110 CAMP DUTTON ROAD # 1862,LITCHFIELD,United States,06759,CT,GMcQueen@Geopolitical-RM.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,,,
"BILLIAS ENTERPRISE, LLC",LLC,Active,,1274560,2022-03-31,43 W Broad St,Pawcatuck,United States,06379-4306,CT,chrisbillias@hotmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,Suite #5,,
"DELAWARE VALLEY BROKERAGE, INC.",Stock,Active,,1274561,2022-05-25,"1415 FOULK RD., STE. 103",WILMINGTON,United States,19803,DE,llocke@epdv.com,Foreign,2018-05-25,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:25.6200000,,2018-05-11,"DELAWARE VALLEY BROKERAGE, INC.",,,,,,,,,,,United States,,,,,,,,
"NAD PROPERTIES, LLC",LLC,Active,Ready for dissolution,1274565,2020-03-31,270 HILLFIELD RD.,HAMDEN,United States,06518,CT,jane@janewgriffithesq.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"CLIFFORD MOUNTAIN ROAD, LLC",LLC,Dissolved,,1274569,2019-03-31,20-A MOUNTAIN ROAD,OXFORD,,06478,CT,,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,2021-02-26T00:00:00.000,,,
FIRST AMENDMENT WATCHDOGS INCORPORATED,Non-Stock,Active,Ready for dissolution,1274572,2019-05-25,516 ELLSWORTH AVENUE,NEW HAVEN,,06511,CT,dresslerlaw@aol.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"SIR-17 WESTWAY, LLC",LLC,Active,,1274580,2022-03-31,943 POST RD E,WESTPORT,United States,06880,CT,julieharoun@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),236117.0,2021-11-10 00:10:26.1533333,,,,,,,,,,,,,,,,,,,,,,
"MARGO FRIEDMAN LPC, LLC",LLC,Active,,1274585,2022-03-31,1698 POST RD EAST SUITE 1C,WESTPORT,United States,06880,CT,info@friedmantherapyct.com,Domestic,2018-05-25,CT,Connecticut,True,False,False,True,False,Offices of Mental Health Practitioners (except Physicians) (621330),,2021-11-10 00:10:26.1533333,,,,,,,,,,,,,,,,,,,,,,
"3 REASONS CONSULTING, LLC",LLC,Active,,1274586,2022-03-31,5487 WINSMITH DR,MECHANICSVILLE,United States,23116,VA,jodi.cotton@3reasonsllc.com,Foreign,2018-05-25,VA,VA,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:10:26.1533333,,2018-05-21,"3 REASONS CONSULTING, LLC","5487 WINSMITH DR, MECHANICSVILLE, VA, 23116,",5487 WINSMITH DR,MECHANICSVILLE,VA,23116,"5487 WINSMITH DR, MECHANICSVILLE, VA, 23116, United States",5487 WINSMITH DR,MECHANICSVILLE,VA,23116,United States,,United States,,,,,,
10 MORGAN POINT INC,Stock,Active,First report past due,1274588,2020-05-25,No information provided,,,,,,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1533333,Failure to file First Report,,,,,,,,,,,,,,,,200.0,,,,,
WISDOM 33 INC.,Non-Stock,Active,Ready for dissolution,1274589,2019-05-25,33 WARD ST 3FL,HARTFORD,,06106,CT,jeff8819@yahoo.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1533333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
JACK OF MANY TRADES LLC,LLC,Active,Annual report past due,1274591,2021-03-31,446 NEIPSIC RD.,GLASTONBURY,United States,06033,CT,APARENT1914@HOTMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:22.9633333,,,,,,,,,,,,,,,,,,,,,,
TOMSON LLC,LLC,Active,Ready for dissolution,1274592,2019-03-31,923 FLANDERS RD,COVENTRY,,06238,CT,MATT-GRUNSKE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9633333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"BRTRC FEDERAL SOLUTIONS, INC.",Stock,Active,,1274594,2022-05-25,11790 SUNRISE VALLEY DR STE 500,RESTON,United States,20191,VA,carter.seaton@wbbinc.com,Foreign,2018-05-25,VA,VA,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:10:22.9633333,,2018-01-05,"BRTRC FEDERAL SOLUTIONS, INC.",,,,,,,,,,,United States,,,,,,,,
"FRINK-HAMLETT LEGAL SOLUTIONS, INC.",Stock,Withdrawn,,1274555,2019-05-25,1033 WILSON AVENUE,TEANECK,,07666,NJ,OPPORTUNITIES@FRINKHAMLETT.COM,Foreign,2018-05-25,NJ,NJ,False,False,False,False,False,,,2021-11-10 00:06:02.0933333,,2018-02-27,"FRINK-HAMLETT LEGAL SOLUTIONS, INC.",,,,,,,,,,,,,,,,,,,
"RAPTOR PHOTONICS, INC.",Stock,Withdrawn,,1274540,2019-05-25,1 WILLOWBANK RD MILBROOK,LARNE BT40 2SF,Ireland,,,SH@RAPTORPHOTONICS.COM,Foreign,2018-05-25,DE,DE,False,False,False,False,False,,,2021-11-10 00:06:28.7733333,,2018-05-28,"RAPTOR PHOTONICS, INC.",,,,,,,,,,,Ireland,,,,,,,,
"CLIFFORD GROVE STREET, LLC",LLC,Dissolved,,1274571,2019-03-31,20-A MOUNTAIN ROAD,OXFORD,,06478,CT,,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:20.6133333,,,,,,,,,,,,,,,,,,,2020-07-29T00:00:00.000,,,
ALIGN LLC,LLC,Dissolved,,1274524,2020-03-31,49 RICHMONDVILLE AVENUE SUITE 111,WESTPORT,,06880,CT,CURTISHOGUE@HOTMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:12.8866667,,,,,,,,,,,,,,,,,,,2020-03-31T00:00:00.000,,,
"WAGZ AND WIGGLEZ, LLC",LLC,Dissolved,,1274405,2019-03-31,7 COVE HILL ROAD,ESSEX,,06426,CT,INFO@WAGZANDWIGGLEZ.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:40.8766667,,,,,,,,,,,,,,,,,,,2018-11-21T00:00:00.000,,,
"RTK22 MUSIC, LLC",LLC,Dissolved,,1274482,2021-03-31,11 AMBERG DRIVE 11 AMBERG DRIVE,POMFRET CENTER,United States,06259,CT,richkn22@charter.net,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",,2021-11-10 00:04:58.2166667,,,,,,,,,,,,,,,,,,,2020-09-07T00:00:00.000,,,
EXPLORER BRANDS LLC,LLC,Dissolved,,1274520,2019-03-31,59 RIDGE RD,WESTON,,06883,CT,RICHARD@NEWSWEATHER.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:10.6233333,,,,,,,,,,,,,,,,,,,2020-02-28T00:00:00.000,,,
MARINI FAMILY DELI LLC,LLC,Dissolved,,1274522,2020-03-31,7 RUBY ST,NORWALK,,06850,CT,EMARINI@MARINELLOSDELI.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:14.6700000,,,,,,,,,,,,,,,,,,,2020-07-08T00:00:00.000,,,
ABDI LLC,LLC,Dissolved,,1274398,2020-03-31,28 ASNUNTUCK ST,ENFIELD,United States,06082,CT,MOHAMEDADAN585@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:45.1500000,,,,,,,,,,,,,,,,,,,2020-02-27T00:00:00.000,,,
BOTTOM LINE FINANCIAL CONSULTING LLC,LLC,Dissolved,,1274516,2019-03-31,152 BELRIDGE ROAD 152 BELRIDGE ROAD,BRISTOL,,06010,CT,DJMARCHAK@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:00.3533333,,,,,,,,,,,,,,,,,,,2019-03-11T00:00:00.000,,,
LISTING PRO OF CT LLC,LLC,Active,Ready for dissolution,1274562,2019-03-31,52 HUTCHINSON ST,NEW BRITAIN,,06053,CT,ISIDRORODRIGUEZ@GMAIL.COM,Domestic,2018-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
URBAN NILE INC.,Non-Stock,Active,First report past due,1274563,2020-05-26,No information provided,,,,,S.GIBBS727@GMAIL.COM,Domestic,2018-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
AGUILAR CLEANING SERVICES  LLC,LLC,Active,Ready for dissolution,1274564,2019-03-31,21 WALTON ST,LAKEVIEW,,06039,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2018-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ORDONEZ V SIDING LLC,LLC,Active,,1274566,2022-03-31,27 MONTGOMERY ST APT 1,DANBURY,United States,06810,CT,geoordonez6@yahoo.com,Domestic,2018-05-26,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,,,
63 BAY ROAD LLC,LLC,Active,,1274567,2022-03-31,29 WILLOW BEE LN,MIDDLETOWN,United States,06457,CT,63bayroadllc@gmail.com,Domestic,2018-05-26,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:10:25.6200000,,,,,,,,,,,,,,,,,,,,,,
BURNS PROPERTIES LLC,LLC,Active,Ready for dissolution,1274570,2019-03-31,1265 BERLIN TURNPIKE 1265 BERLIN TURNPIKE,BERLIN,,06037,CT,BURNSPROPERTIES1@GMAIL.COM,Domestic,2018-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.6200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
RAMOS LAWN CARE  SERVICES LLC,LLC,Active,Ready for dissolution,1274431,2020-03-31,142 SEYMOUR AVE 1FL,WEST HARTFORD,United States,06119,CT,ejprofessionalpaintingllc@outlook.com,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:10:24.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"HANDSOME HOMES, LLC",LLC,Active,Ready for dissolution,1274574,2019-03-31,2 EASTON HEIGHTS,EASTON,,06612,CT,MICHAELCELLA7272@GMAIL.COM,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1533333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
K&A LIQUORS LLC,LLC,Active,Ready for dissolution,1274575,2020-03-31,334 HOPE STREET,STAMFORD,United States,06906,CT,americans175@yahoo.com,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1533333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
RONIN IT LLC,LLC,Active,Ready for dissolution,1274577,2019-03-31,100 BROAD ST,BRISTOL,,,CT,INFO@ERFANMD.COM,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1533333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
MAPLEWOOD INVESTMENT LLC,LLC,Active,,1274581,2022-03-31,50 QUALITY ST UNIT 110445,TRUMBULL,United States,06611,CT,maslimo@hotmail.com,Domestic,2018-05-28,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:26.1533333,,,,,,,,,,,,,,,,,,,,,,
"DEDICATED SERVICE, LLC",LLC,Active,,1274582,2022-03-31,113 DORSET LN,MADISON,United States,06443,CT,jjpero@att.net,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:10:26.1533333,,,,,,,,,,,,,,,,,,,,,,
INTEGRAL GROUP LLC,LLC,Active,,1274583,2022-03-31,427 13TH STREET,OAKLAND,United States,94612,CA,HMATHENA@INTEGRALGROUP.COM,Foreign,2018-05-28,DE,DE,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:10:26.1533333,,2018-05-15,INTEGRAL GROUP LLC,"427 13TH STREET, OAKLAND, CA, 94612,",427 13TH STREET,OAKLAND,CA,94612,"427 13TH STREET, OAKLAND, CA, 94612, United States",427 13TH STREET,OAKLAND,CA,94612,United States,,United States,,,,,,
SOCIAL EPRO LLC,LLC,Active,,1274584,2022-03-31,12 POCONO LN,DANBURY,United States,06810,CT,antonia.schachter@gmail.com,Domestic,2018-05-28,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:26.1533333,,,,,,,,,,,,,,,,,,,,,,
THE LAW OFFICES OF ERIK H. BEARD LLC,LLC,Active,,1274587,2022-03-31,339 COUNTRY CLUB ROAD UNITED STATES,AVON,United States,06001,CT,ebeard@ehblegal.com,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:10:26.1533333,,,,,,,,,,,,,,,,,,,,,,
MEXICOMODERN LLC,LLC,Active,Ready for dissolution,1274590,2020-03-31,3 RAIDERS LANE,DARIEN,United States,06820,CT,EMARTARUIZ@YAHOO.COM,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.1533333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"LAMOUNTAIN HOLDING COMPANY, LLC",LLC,Active,,1274595,2022-03-31,186 FARROWS STREET,PUTNAM,United States,06260,CT,MARK.R.LAMOUNTAIN@GMAIL.COM,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,2021-11-10 00:10:22.9633333,,,,,,,,,,,,,,,,,,,,,,
RELAX & RENEW MASSAGE THERAPY LLC,LLC,Active,,1274596,2022-03-31,25 MAPLE ST.,PLANTSVILLE,United States,06479,CT,merrilylacombe@hotmail.com,Domestic,2018-05-28,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:10:22.9633333,,,,,,,,,,,,,,,,,,,,,,
"BORDEN MINISTRIES, INC.",Non-Stock,Active,First report past due,1274634,2020-05-28,No information provided,,,,,BORDEN.MINISTRIES@GMAIL.COM,Domestic,2018-05-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5900000,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
TIGGER LLC,LLC,Active,Ready for dissolution,1274426,2019-03-31,45 STAFFORD AVENUE,BRISTOL,,06010,CT,DONNATABACCO@YAHOO.COM,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
NANCY JANISZEWSKI CONSULTING LLC,LLC,Active,,1274427,2022-03-31,115 FORGE DRIVE FORGE DRIVE,AVON,United States,06001,CT,nancy.janiszewski@gmail.com,Domestic,2018-05-29,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:10:24.1666667,,,,,,,,,,,,,,,,,,,,,,
"BUCKROE ADVISORS, LLC",LLC,Active,Ready for dissolution,1274428,2020-03-31,4 REGENT STREET,HARTFORD,United States,06105,CT,BUCKROEADVISORS@GMAIL.COM,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
CAPITAL ATHLETICS LLC,LLC,Dissolved,,1274430,2021-03-31,221 NEWFIELD AVE SUITE 3,HARTFORD,United States,06106,CT,pdevine@rdadvisoryllc.com,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:10:24.1666667,,,,,,,,,,,,,,,,,,,2021-03-01T00:00:00.000,,,
"NEW ENGLAND CENTER FOR HEALTH, LLC",LLC,Active,,1274432,2022-03-31,3 HOLLYHOCK LANE,WILTON,United States,06897,CT,betsy@newenglandcenterforhealth.com,Domestic,2018-05-29,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:10:24.1666667,,,,,,,,,,,,,,,,,,,,,,
"POLICEREPORTS.US, LLC",LLC,Active,,1274437,2022-03-31,1000 ALDERMAN DR,ALPHARETTA,United States,30005,GA,RENEE.SIMONTON@RELX.COM,Foreign,2018-05-29,NC,NC,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:10:24.7933333,,2016-02-01,"POLICEREPORTS.US, LLC","160 MINE LAKE CT SUITE 200, RALEIGH, NC, 06108, United States",160 MINE LAKE CT SUITE 200,RALEIGH,NC,06108,"160 MINE LAKE CT SUITE 200, RALEIGH, NC, 06108, United States",160 MINE LAKE CT SUITE 200,RALEIGH,NC,06108,United States,United States,United States,,,,,,
"161 FALCON ROAD II, LLC",LLC,Active,Ready for dissolution,1274440,2020-03-31,161 FALCON ROAD,GUILFORD,United States,06437,CT,brb2@mac.com,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.7933333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"AMERICAN SAFETY NETTING, LLC",LLC,Active,Ready for dissolution,1274441,2019-03-31,46 CRANBERRY LANE,MIDDLETOWN,,06457,CT,CHIPHMERRITT@AOL.COM,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.7933333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
OASIS MISSION CHURCH,Religious,Active,,1274448,,No information provided,,,,,,Domestic,2018-05-29,,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,,,,,,
43 FAIRLINE LLC,LLC,Active,,1274450,2022-03-31,63 LESLIE LANE,FAIRFIELD,United States,06824,CT,jgrassojr@GrassoConstruction.com,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,,ddambra@grassoconstruction.com,,,,
CHAYLIFE GROUP LLC,LLC,Active,Ready for dissolution,1274457,2019-03-31,304 JOBS HILL RD,ELLINGTON,,06029,CT,HUGH.HAUN@GMAIL.COM,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8400000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"BARSTOOL BRAWL, LLC",LLC,Active,,1274481,2022-03-31,"333 7TH AVENUE, 2ND FLOOR",NEW YORK,United States,10001,NY,jc@clasinfo.com,Foreign,2018-05-29,DE,DE,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:10:24.8700000,,2018-06-01,"BARSTOOL BRAWL, LLC","1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,United States,,,,,,
"EASTERN STANDARD HOLDINGS, LLC",LLC,Active,,1274489,2022-03-31,50 DAY ST,NORWALK,United States,06854,CT,angie@mcchord.net,Domestic,2018-05-29,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:10:24.8866667,,,,,,,,,,,,,,,,,,,,,,
"NXTHVN, INC.",Non-Stock,Active,Ready for dissolution,1274532,2019-05-29,169 HENRY STREET,NEW HAVEN,United States,06511,CT,PGRUTMAN@CAHILLLAWFIRM.COM,Foreign,2018-05-29,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,2018-05-25,"NXTHVN, INC.",,,,,,,,,,,United States,,,,,,,,No information provided
"SABER ENGINEERING, INC.",Stock,Active,,1274535,2022-05-29,2923 SOUTH TRYON ST. STE. 280,CHARLOTTE,United States,28203,NC,jat@saberengineering.com,Foreign,2018-05-29,NC,NC,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:10:25.5900000,,2018-05-29,"SABER ENGINEERING, P.A.",,,,,,,,,,,United States,,,,,,,,
SILVIO VERA PAINTING LLC,LLC,Active,Ready for dissolution,1274537,2019-03-31,24 GILBERT PLACE APT. 1,PORT CHESTER,,10573,NY,,Foreign,2018-05-29,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file Annual Report,2018-05-24,SILVIO VERA PAINTING LLC,"24 GILBERT PLACE APT. 1, PORT CHESTER, NY, 10573,",24 GILBERT PLACE APT. 1,PORT CHESTER,NY,10573,"24 GILBERT PLACE APT. 1, PORT CHESTER, NY, 10573,",24 GILBERT PLACE APT. 1,PORT CHESTER,NY,10573,,,,,,,,,
