name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
ARORA INVESTMENT MANAGEMENT LLC,LLC,Active,,1294221,2022-03-31,FIVE GREENWICH OFFICE PARK SUITE 455,GREENWICH,06831,CT,NISHA@ALPHASTRATLLC.COM,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Investment Advice (523930),523930.0,,,,2018-12-27,ARORA INVESTMENT MANAGEMENT LLC,United States,"1209 ORANGE ST., WILMINGTON, DE, 19801,",1209 ORANGE ST.,WILMINGTON,DE,19801,,"1209 ORANGE ST., WILMINGTON, DE, 19801, United States",1209 ORANGE ST.,WILMINGTON,DE,19801.0,United States,,,,
BRIDGE CAPITAL HOLDINGS LLC,LLC,Active,Ready for dissolution,1294246,2019-03-31,47 BARMORE DRIVE W,STAMFORD,06905-2008,CT,BRENDAN.GRIFFIN@INSPERITY.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4800000,,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT BEHAVIORAL SERVICES LLC,LLC,Active,Ready for dissolution,1294247,2019-03-31,"100 STATE STREET, APT. 85",NORTH HAVEN,06473,CT,RUEL.R.DIXON@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4800000,,,,,,,,,,,,,,,,,,,,,,,,,
FIRESIDE REAL ESTATE LLC,LLC,Active,,1294253,2022-03-31,56 VILLA RD.,WATERBURY,06706,CT,Rodriguezeric758@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:32.4800000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
INFINITUM COETUS LLC,LLC,Active,Ready for dissolution,1294254,2019-03-31,239 SILO RD,BRISTOL,06010,CT,IMPERIALCOSTINC@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4800000,,,,,,,,,,,,,,,,,,,,,,,,,
JCS ADVISORS LLC,LLC,Active,,1294255,2022-03-31,"255 BANK STREET, SUITE 1A",WATERBURY,06702,CT,jcsmith@jcsmithadvisors.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4966667,United States,Business Associations (813910),,,,,,,,,,,,,,,,,,,,,,,
CESC IP HOLDINGS LLC,LLC,Active,,1294256,2022-03-31,294 EAST ROBBINS AVENUE,NEWINGTON,06111,CT,cesarsgroup@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:32.4966667,United States,Human Resources Consulting Services (541612),541612.0,,,,,,,,,,,,,,,,,,,,,,
"THE REPEATER NETWORK, LLC",LLC,Active,,1294257,2022-03-31,58 NORTH HARRISON AVENUE,CONGERS,10920,NY,accounting@goosetown.com,Foreign,2018-12-27,NY,NY,False,False,False,False,False,,2021-11-10 00:08:32.4966667,United States,Communication Equipment Repair and Maintenance (811213),811213.0,,,,2018-12-01,"THE REPEATER NETWORK, LLC",United States,"58 NORTH HARRISON AVENUE, CONGERS, NY, 10920, United States",58 NORTH HARRISON AVENUE,CONGERS,NY,10920,United States,"58 NORTH HARRISON AVENUE, CONGERS, NY, 10920, United States",58 NORTH HARRISON AVENUE,CONGERS,NY,10920.0,United States,,,,
"NAPOLITANO DIETRICH 1030, LLC",LLC,Active,,1294258,2022-03-31,1076 SOUTH MAIN STREET,CHESHIRE,06410,CT,amnapolitano@aol.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4966667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,,
CLL ADVISORS LLC,LLC,Active,,1294259,2022-03-31,162 ROUND HILL ROAD,GREENWICH,06831,CT,brad.critchell@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4966667,United States,Other Financial Vehicles (525990),,,,,,,,,,,,,,,,,,,,,,,
"HEALING HANDS COMPANION, LLC",LLC,Active,,1294260,2022-03-31,295 MILLERTON ROAD,LAKEVILLE,06039,CT,INFO@LWTSTAXSERVICE.COM,Domestic,2018-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:32.4966667,United States,Home Health Care Services (621610),621610.0,,,,,,,,,,,,,,,,,,,,,,
SUCCESSFUL ESTATES LLC,LLC,Active,Ready for dissolution,1294261,2019-03-31,74 MAIN STREET C,SOMERS,06071,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
HOLLEY INVESTMENTS LLC,LLC,Active,Ready for dissolution,1294262,2019-03-31,121 PLAZA DR,MIDDLETOWN,06457,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0733333,,,,,,,,,,,,,,,,,,,,,,,,,
"MY ESSENTIALS, LLC",LLC,Active,,1294263,2022-03-31,131 ENTERPRISE RD,JOHNSTOWN,12095,NY,RA@LEGALINC.COM,Foreign,2018-12-27,NY,NY,False,False,False,False,False,,2021-11-10 00:08:33.0733333,United States,Services for the Elderly and Persons with Disabilities (624120),624120.0,,,,2018-12-27,"MY ESSENTIALS, LLC",United States,"131 ENTERPRISE RD, JOHNSTOWN, NY, 12095, United States",131 ENTERPRISE RD,JOHNSTOWN,NY,12095,United States,"131 ENTERPRISE RD, JOHNSTOWN, NY, 12095, United States",131 ENTERPRISE RD,JOHNSTOWN,NY,12095.0,United States,,,,
NWAJ TECH LLC,LLC,Active,,1294264,2022-03-31,83 HIDDEN PINES CIRCLE,MERIDEN,06451,CT,sgombar@nwaj.tech,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0733333,United States,Other Computer Related Services (541519),541519.0,,,,,,,,,,,,,,,,,,,,,,
"P & A SONG, INC.",Stock,Active,First report past due,1294265,2020-12-27,No information provided,,,,YOOCPAOK@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0733333,,,,,200.0,,,,,,,,,,,,,,,,,,,,
"169 MILBANK AVENUE ASSOCIATION, INC.",Non-Stock,Active,First report past due,1294266,2020-12-27,No information provided,,,,SCOTT.ROTH@SRCMLLC.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0733333,,,,,,,,,,,,,,,,,,,,,,,,,
NK LANDSCAPING LLC,LLC,Active,,1294267,2022-03-31,920 ROUTE 292,HOLMES,12531,NY,nklawncare@aol.com,Foreign,2018-12-27,NY,NY,False,False,False,False,False,,2021-11-10 00:08:33.0733333,United States,Landscaping Services (561730),561730.0,,,,2019-01-01,NK LANDSCAPING LLC,United States,"920 ROUTE 292, HOLMES, NY, 12531,",920 ROUTE 292,HOLMES,NY,12531,,"920 ROUTE 292, HOLMES, NY, 12531, United States",920 ROUTE 292,HOLMES,NY,12531.0,United States,,,,
VCB SERVICES LLC,LLC,Active,Ready for dissolution,1294268,2019-03-31,634 FLATBUSH AVE FL 1,WEST HARTFORD,06110,CT,MONASPIKE@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0733333,,,,,,,,,,,,,,,,,,,,,,,,,
PAMELA FEROLETO LCSW LLC,LLC,Active,,1294269,2022-03-31,540 TUNXIS HILL RD.,FAIRFIELD,06825,CT,pcarnes66@gmail.com,Domestic,2018-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:33.0733333,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED COLORECTAL ASSOCIATES OF SOUTHERN CONNECTICUT, LLC",LLC,Active,Ready for dissolution,1294270,2020-03-31,18 LEE ALLEN LANE SUITE 41052,WILTON,06897,CT,ADVANCEDCOLORECTALASSOCIATES@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"DOLAN WELLNESS COUNSELING, LLC",LLC,Active,,1294272,2022-03-31,5 BRAGDON AVE,DANBURY,06811,CT,traceydolan66@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0733333,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,,,
WRIGHT PARTNERSHIP LLC,LLC,Active,Ready for dissolution,1294273,2019-03-31,2 NANCY LANE,BROOKFIELD,06801-1837,CT,MICHAEL@FEDERICOSETTECPA.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0733333,,,,,,,,,,,,,,,,,,,,,,,,,
"CREATIVE SERVICES, LLC",LLC,Active,,1294274,2022-03-31,255 WOODSIDE CIRCLE,FAIRFIELD,06825,CT,creativeservices@snet.net,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0733333,United States,Engineering Services (541330),541330.0,,,,,,,,,,,,,,,,,,,,,,
"KAPRIECO, CORP.",Stock,Active,First report past due,1294277,2020-12-27,No information provided,,,,YOOCPAOK@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0733333,,,,,200.0,,,,,,,,,,,,,,,,,,,,
JENIFFERLOPES LLC,LLC,Active,Ready for dissolution,1294281,2019-03-31,84 E THORME ST,BRIDGEPORT,06606,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0733333,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBALNET TRANSPORTATION LLC,LLC,Active,Annual report past due,1294283,2021-03-31,27 RACEBROOK DR APT D,EAST HARTFORD,06108,CT,odeirichard@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:33.0733333,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,,,,,,,,,,,,,,,,,,,,,
"ALL SAINTS LIMO, LLC",LLC,Active,Ready for dissolution,1294285,2019-03-31,1003 HOWARD AVE,BRIDGEPORT,06605,CT,ALLSAINTLIMO@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
MARCELO CONTENTE LLC,LLC,Active,Ready for dissolution,1294286,2019-03-31,133 MAIN ST APT # 4,NORWALK,06851,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"EVNTDE CONSULTING GROUP, LLC",LLC,Active,Ready for dissolution,1294288,2019-03-31,31 WILSON AVE,TRUMBULL,06611,CT,SEAN@EVNTDE.IO,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
"THE NEW MINISTRY OF HEALTH, INC.",Stock,Active,Annual report past due,1294289,2020-12-27,86 GALE ROAD,HARWINTON,06791,CT,jaimelev1128@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"11 HIGHLAND ST, LLC",LLC,Dissolved,,1294291,2021-03-31,11 HIGHLAND STREET,EAST HARTFORD,06108,CT,ultimate.sports@comcast.net,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,2021-03-09T00:00:00.000,,,,,,,,,,,,,,,,,,,
"GLOWING LIGHT CHURCH INTERNATIONAL, INC.",Non-Stock,Dissolved,,1294293,2020-12-27,1435 BEDFORD STREET 5L,STAMFORD,06905,CT,SLAMOAH@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,,,,,2021-01-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
"DAMONE'S EXPRESS,LLC",LLC,Active,Annual report past due,1294294,2021-03-31,1250 PALMETTO ARMS DR 5B,CAMDEN,29020,SC,DAMONESEXPRESSLLC@YAHOO.COM,Domestic,2018-12-27,SC,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,Couriers and Express Delivery Services (492110),492110.0,,,,,,,,,,,,,,,,,,,,,,
968 FARMINGTON AVE LLC,LLC,Active,Ready for dissolution,1294295,2019-03-31,105 FISK DRIVE,NEWINGTON,06111,CT,FARMINGTONAVE968@AOL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
97 HARPERS FERRY LLC,LLC,Active,Ready for dissolution,1294296,2019-03-31,40 S KING ST,DANBURY,06811,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
"MEADOW FARMS, LLC",LLC,Active,,1294298,2022-03-31,37 CHATHAM HILL,SOUTH GLASTONBURY,06033,CT,robert@jlmachineco.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,Apple Orchards (111331),,,,,,,,,,,,,,,,,,,,,,,
93 HARPERS FERRY LLC,LLC,Active,Ready for dissolution,1294299,2019-03-31,40 S KING ST,DANBURY,06811,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
BOFILL STRAUSS LLC,LLC,Active,Annual report past due,1294300,2021-03-31,700 CANAL ST. SERENDIPITY LABS,STAMFORD,06902,CT,sbofill@bofillstrauss.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,Aircraft Manufacturing (336411),336411.0,,,,,,,,,,,,,,,,,,,,,,
MICKEY CHAPLIN LLC,LLC,Active,Ready for dissolution,1294301,2019-03-31,44 BENNETT DR.,HAMPTON,06247,CT,PANKAJBUDDY@YAHOO.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
OPORTO'S HANDYMAN SERVICES LLC,LLC,Active,Annual report past due,1294302,2021-03-31,605 LONGBROOK AVE,STRATFORD,06614,CT,Handymanforhire31@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:33.1066667,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
"DANIEL EVAN MASON, MD",LLC,Active,,1294303,2022-03-31,58 PINE STREET SUITE 4,NEW CANAAN,06840,CT,eastern@northwestregisteredagent.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1066667,United States,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,,,,,,,,,,,,,,,,,,,,,
"MASSAD INSURANCE AGENCY, LLC",LLC,Active,,1294304,2022-03-31,194 COLMAN STREET,NEW LONDON,06320,CT,massad.stephen@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1533333,United States,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,,,,,,,,,,
"SAFE HOME FIREARMS TRAINING, LLC",LLC,Active,,1294306,2022-03-31,15 CIRCLE DRIVE EXT.,GREENWICH,06830,CT,Shftllc@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1533333,United States,All Other Miscellaneous Schools and Instruction (611699),611699.0,,,,,,,,,,,,,,,,,,,,,,
"HYANNIS AIR SERVICE, INC.",Stock,Active,Annual report due,1294307,2021-12-27,660 BARNSTABLE ROAD,HYANNIS,02601,MA,casey.stone@capeair.com,Foreign,2018-12-27,MA,MA,False,False,False,False,False,,2021-11-10 00:08:33.1533333,United States,Scheduled Passenger Air Transportation (481111),481111.0,,,,2018-12-27,"HYANNIS AIR SERVICE, INC.",United States,,,,,,,,,,,,,,,,
"STARK CONSTRUCTION SOLUTIONS, LLC",LLC,Active,,1294311,2022-03-31,"C/O STARK BUSINESS SOLUTIONS, INC. 445 HAMILTON AVENUE - STE 1204",WHITE PLAINS,10601,NY,rmccullagh@starkofficesuites.com,Domestic,2018-12-27,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1533333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
SAUGATUCK TRANSPORTATION.LLC,LLC,Active,Ready for dissolution,1294312,2019-03-31,251 RIVERSIDE AVE #117,WESTPORT,06880,CT,SAUGATUCKTAXI@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1533333,,,,,,,,,,,,,,,,,,,,,,,,,
"DIRECTTIPS OPERATIONS, LLC",LLC,Active,,1294321,2022-03-31,2755 EAST OAKLAND PARK BLVD. SUITE 300,FORT LAUDERDALE,33306,FL,lindsey@meettippy.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:33.1533333,United States,Custom Computer Programming Services (541511),541511.0,,,,2018-12-31,"DIRECTTIPS OPERATIONS, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,
"DELRAY OPPORTUNITY ZONE FUND, LLC",LLC,Active,Ready for dissolution,1294322,2019-03-31,37 CEDAR ISLAND AVENUE,CLINTON,06413,CT,DPERROTTI@HOMETOWNWASTE.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1533333,,,,,,,,,,,,,,,,,,,,,,,,,
"WOODFORD DENTAL, LLC",LLC,Active,,1294323,2022-03-31,817 BOSTON POST ROAD,MADISON,06443,CT,s.h.woodford@sbcglobal.net,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1533333,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,,,
DOUGLAS ALLEN INVESTMENT GROUP LLC,LLC,Active,,1294325,2022-03-31,554 BOSTON POST RD UNIT 3,MILFORD,06460,CT,doug@dareal.estate,Domestic,2018-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:33.6366667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
"20 PROSPECT, LLC",LLC,Active,,1294326,2022-03-31,NONE,,,,zenlibertyllc@gmail.com,Domestic,2018-12-27,,Connecticut,True,False,True,False,False,,2021-11-10 00:08:33.6533333,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
MONIKAS CLOSET LLC,LLC,Active,Ready for dissolution,1294327,2019-03-31,34 ATWOOD AVENUE,WATERBURY,06705,CT,MONISTEF1@COMCAST.NET,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6533333,,,,,,,,,,,,,,,,,,,,,,,,,
"51 MOULTON COURT, LLC",LLC,Active,,1294328,2022-03-31,NONE,,,,zenlibertyllc@gmail.com,Domestic,2018-12-27,,Connecticut,True,False,True,False,False,,2021-11-10 00:08:33.6533333,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
INSIGHT SERVICES AND SOLUTIONS LLC,LLC,Active,Annual report past due,1294329,2021-03-31,43 RANCH DR.,BRIDGEPORT,06606,CT,insightsands@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,True,False,,2021-11-10 00:08:33.6533333,United States,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,,,,,,,,,,
RARE BIRD MASSAGE AND WELLNESS LLC,LLC,Active,,1294330,2022-03-31,43 BOW LANE,MIDDLETOWN,06457,CT,Rarebirdmassage@gmail.com,Domestic,2018-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:33.6533333,United States,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,,,
O GARCIA & GARCIA LLC,LLC,Active,Ready for dissolution,1294331,2019-03-31,132 NORWICH SALEM RD,EAST HADDEM,06423,CT,OSCARIGARCIA60@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6533333,,,,,,,,,,,,,,,,,,,,,,,,,
SPRING INNOVATION INC,Stock,Active,Annual report due,1294332,2021-12-27,360 EAST MAIN STREET,WALLINGFORD,06492,CT,lui@springinnovation.com,Domestic,2018-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:33.6533333,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,20000.0,,,,,,,,,,,,,,,,,,,,
WICKHAM GARDENS LLC,LLC,Active,,1294333,2022-03-31,501 Chestnut Ridge Drive,Chestnut Ridge,10977,NY,HOROWITZHARRY@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.6533333,United States,Lessors of Residential Buildings and Dwellings (531110),,ben@potoklaw.com,,,,,,,,,,,,,,,,,,Suite 306,,,
"JC CENTER, LLC",LLC,Active,,1294334,2022-03-31,83 MORGAN STREET SUITE D,STAMFORD,06905,CT,mobile@centerjc.com,Domestic,2018-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:33.6533333,United States,Professional Organizations (813920),,,,,,,,,,,,,,,,,,,,,,,
JPM GENERAL WORKS LLC,LLC,Active,Ready for dissolution,1294335,2019-03-31,5 RIVERVIEW RD,WESTBROOK,06498,CT,JMCSHANE76@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6533333,,,,,,,,,,,,,,,,,,,,,,,,,
"BB NATURALS, LLC",LLC,Active,Ready for dissolution,1294336,2020-03-31,81 EDWARDS ST,BRIDGEPORT,06606,CT,NURSEBETH2000@OPTONLINE.NET,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6533333,United States,,,,,,,,,,,,,,,,,,,,,,,,
FYE N REI LLC,LLC,Active,,1294337,2022-03-31,43 HULL PL,RIDGEFIELD,06877,CT,carolwoo@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.6533333,United States,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,,,,,,,,
KAT DRAKE CREATIVE LLC,LLC,Active,Ready for dissolution,1294338,2020-03-31,4 GRAND ST APT 2,BETHEL,06801,CT,KATDRAKECREATIVE@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6533333,United States,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,,,,,
COUNTERPATH LLC,LLC,Active,Ready for dissolution,1294339,2019-03-31,117 N JEFFERSON ST SUITE 307,CHICAGO,60661,IL,JACKW@CURNOWCPA.COM,Foreign,2018-12-27,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.6533333,,,,,,,2018-12-31,COUNTERPATH LLC,,"117 N JEFFERSON ST SUITE 307, CHICAGO, IL, 60661,",117 N JEFFERSON ST SUITE 307,CHICAGO,IL,60661,,"117 N JEFFERSON ST SUITE 307, CHICAGO, IL, 60661,",117 N JEFFERSON ST SUITE 307,CHICAGO,IL,60661.0,,,,,
ORCHARD LANE TAX SERVICES LIMITED PARTNERSHIP,Limited Partnership,Active,Annual report due,1294491,2021-12-27,4 ORCHARD HILL LANE,GREENWICH,06831,CT,pwysocki62@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,All Other Legal Services (541199),541199.0,,,,,,,,,,,,,,,,,,,,,,
"SLVBRK350, LLC",LLC,Active,Ready for dissolution,1294521,2019-03-31,18 PUTTING GREEN LANE,ORANGE,06477,CT,,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.0433333,,,,,,,,,,,,,,,,,,,,,,,,,
ROTARY DISTRICT 7890 FOUNDATION INC,Non-Stock,Active,First report past due,1294528,2020-12-27,No information provided,,,,,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.0433333,,,,,,,,,,,,,,,,,,,,,,,,,
TW.TRANSPORTATION LLC,LLC,Active,,1294682,2022-03-31,853 LEETES ISLAND RD,GUILFORD,06437,CT,twtransportationllc@gmail.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,,,,,,,,,,,,,,,,
CREDITSAFE USA INC.,Stock,Active,Annual report past due,1294686,2020-12-27,4635 CRACKERSPORT ROAD,ALLENTOWN,18104,PA,christine.peifly@creditsafe.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.1966667,United States,Credit Bureaus (561450),561450.0,,,,2019-01-01,"CREDITSAFE USA, INC.",United States,,,,,,,,,,,,,,,,
"CSC WIRELESS, LLC",LLC,Active,,1294688,2022-03-31,ONE COURT SQUARE,LONG ISLAND CITY,11101,NY,Compliancemail@cscinfo.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.6800000,United States,Wired Telecommunications Carriers (517311),517311.0,,,,2018-12-01,"CSC WIRELESS, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,
