name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,total_authorized_shares,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,date_of_organization_meeting
"J3 PROPERTY SUPPORT, LLC",LLC,Active,Ready for dissolution,1265090,2019-03-31,445 GRISWOLD ST.,GLASTONBURY,06033,CT,NUSPACES@AOL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:25.5266667,,,,,,,,,,,,,,,,,,,,,,
TWO SKIS MANAGEMENT LLC,LLC,Active,Annual report past due,1265092,2021-03-31,1 LONGSHORE AVENUE,NORWALK,06854,CT,tuskers@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:25.5266667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
GLITTER CARTEL LLC,LLC,Active,Annual report past due,1265100,2021-03-31,106 GOODWIN RD,CANTERBURY,06331,CT,Glittercartel@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:25.5733333,United States,Other Clothing Stores (448190),448190.0,,,,,,,,,,,,,,,,,,,
"DARE 2B DIFFERENT, INC.",Non-Stock,Active,First report past due,1265101,2020-02-26,No information provided,,,,INFO@DARE2BDIFFERENT.ORG,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file First Report,,2021-11-10 00:10:25.5733333,,,,,,,,,,,,,,,,,,,,,,
"PRECISION PROPERTY MAINTENANCE, LLC",LLC,Active,Annual report past due,1266742,2021-03-31,33 SUMMIT ROAD,PROSPECT,06712,CT,tommurphycpa@optonline.net,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3066667,United States,Landscaping Services (561730),561730.0,,,,,,,,,,,,,,,,,,,
MILESTONE WOODFIRED PIZZA LLC,LLC,Active,Ready for dissolution,1266747,2019-03-31,375 LYMAN ROAD,WOLCOTT,06716,CT,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:22.3066667,,,,,,,,,,,,,,,,,,,,,,
"SAND HILL PROPERTIES, LLC",LLC,Active,,1266749,2022-03-31,34 SAND HILL ROAD,PORTLAND,06480,CT,michaelbrown1921@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3066667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
ALDEAN AVIATION LLC,LLC,Active,Annual report past due,1266751,2021-03-31,2A FLANDERS RD,EAST HAMPTON,06424,CT,dean@2-twenty.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3066667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
RANVEUZ LANDSCAPING LLC,LLC,Active,,1266755,2022-03-31,500 OLD TOWN ROAD,TRUMBULL,06611,CT,marisa703@hotmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3533333,United States,Home and Garden Equipment Repair and Maintenance (811411),,,,,,,,,,,,,,,,,,,,
PIIRI FOUNDATION INC,Non-Stock,Active,Ready for dissolution,1266794,2020-02-26,924 MIDDLE STREET APT 2,BRISTOL,06010,CT,PIIRIFOUNDATION@GMAIL.COM,Foreign,2018-02-26,GHA,GHA,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0400000,,,,2018-02-06,PIIRI FOUNDATION,,,,,,,,,,,,,,,,,
CPR PROPERTY GROUP LLC,LLC,Active,Ready for dissolution,1266797,2019-03-31,28 LAKE AVENUE,DANBURY,06810,CT,CRAIGLAYOK@YAHOO.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0400000,,,,,,,,,,,,,,,,,,,,,,
MODA BRAZIL LLC,LLC,Active,Ready for dissolution,1266857,2020-03-31,15 WEST STREET,DANBURY,06810,CT,ELYBL18@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.1200000,United States,,,,,,,,,,,,,,,,,,,,,
ZEED WORLDWIDE LLC,LLC,Active,Ready for dissolution,1267086,2019-03-31,145 HARBOR POND DRIVE APT 5B,MERIDEN,06450,CT,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:22.3066667,,,,,,,,,,,,,,,,,,,,,,
215 WEST GILBERT LLC,LLC,Active,,1267114,2022-03-31,1387 SEAVIEW AVE.,BRIDGEPORT,06607,CT,lisa.chirillo@vikingconstruction.net,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3833333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
"MILITARY CUSTOMS, LLC",LLC,Active,,1267125,2022-03-31,100 ELM RIDGE DR.,ROCKY HILL,06067,CT,mcclureskyline@yahoo.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3833333,United States,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,,,,,,,,,,,,,,,,,,,
"KOM INVESTMENTS, LLC",LLC,Active,Ready for dissolution,1267128,2020-03-31,"100 MAIN STREET, NORTH",SOUTHBURY,06488,CT,KMOLINA429@SBCGLOBAL.NET,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:22.3833333,United States,,,,,,,,,,,,,,,,,,,,,
ALVES LAND CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1267136,2019-03-31,"600 DANBURY RD., UNIT 3",NEW MILFORD,06776,CT,ALVESLAND@HOTMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0400000,,,,,,,,,,,,,,,,,,,,,,
"LOCUST RENTALS, LLC",LLC,Active,,1267148,2022-03-31,22 LOCUST COURT,WATERFORD,06385,CT,kj64@sbcglobal.net,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:23.0866667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
"255 NUTMEG ROAD, LLC",LLC,Active,Ready for dissolution,1267152,2019-03-31,255 NUTMEG RD.,SOUTH WINDSOR,06074,CT,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0866667,,,,,,,,,,,,,,,,,,,,,,
"29 STARR ROAD, LLC",LLC,Active,Ready for dissolution,1267153,2020-03-31,29 STARR RD.,DANBURY,06810,CT,R.MASI@COMCAST.NET,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0866667,United States,,,,,,,,,,,,,,,,,,,,,
"31 STARR ROAD, LLC",LLC,Active,Ready for dissolution,1267154,2020-03-31,29 STARR RD.,DANBURY,06810,CT,R.MASI@COMCAST.NET,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0866667,United States,,,,,,,,,,,,,,,,,,,,,
61 PROSPECT PORTLAND LLC,LLC,Active,,1267189,2022-03-31,6 RIDGEVIEW RD.,PORTLAND,06480,CT,carroll.matthew@sbcglobal.net,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:23.6666667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,
198 EHRD LLC,LLC,Active,,1267191,2022-03-31,6 RIDGEVIEW RD.,PORTLAND,06480,CT,carroll.matthew@sbcglobal.net,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:23.6666667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,
204-210 EHRD LLC,LLC,Active,,1267195,2022-03-31,6 RIDGEVIEW RD.,PORTLAND,06480,CT,carroll.matthew@sbcglobal.net,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:23.6666667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,
"12 KINGSTON STREET, LLC",LLC,Active,Ready for dissolution,1267221,2019-03-31,199 CLEARFIELD RD.,WETHERSFIELD,06109,CT,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.7266667,,,,,,,,,,,,,,,,,,,,,,
"VETERAN'S AID SERVICES, INC.",Stock,Active,Ready for dissolution,1267228,2019-02-26,"70 HARRIS CIRCLE, APT. 1-A",WATERBURY,06704,CT,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,10000.0,2021-11-10 00:08:23.7266667,,,,,,,,,,,,,,,,,,,,,,
UNIQUE SOULZ HOME CARE LLC,LLC,Active,Ready for dissolution,1267536,2019-03-31,245 CENTER STREET,MANCHESTER,06040,CT,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.6800000,,,,,,,,,,,,,,,,,,,,,,
MICROPIGMENTATION ACADEMY LLC,LLC,Active,Ready for dissolution,1267633,2020-03-31,350 SILAS DEANE HWY SUITE 104,WETHERSFIELD,06109,CT,SMPMICRO@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:21.0100000,,,,,,,,,,,,,,,,,,,,,,
"LITTLE TINKER CITY, LLC",LLC,Dissolved,,1265035,2020-03-31,1502 HIGHCROFT PLACE,WEATOGUE,06089,CT,MARIA@LITTLETINKERCITY.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:22.6900000,,,,,,,,,,,,,,,,,,,2019-02-06T00:00:00.000,,,
"NEW LOOK RESTORATION, LLC",LLC,Dissolved,,1267517,2019-03-31,293 MOUNTAIN RD,CHESHIRE,06410,CT,CHUCKCARLETTE@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:21.2833333,,,,,,,,,,,,,,,,,,,2019-03-27T00:00:00.000,,,
"VOLEX DESIGN, LLC",LLC,Dissolved,,1265083,2021-03-31,2238 BUTLER DRIVE,MARYSVILLE,95901,CA,contact@volexdesign.com,Domestic,2018-02-26,CA,Connecticut,False,False,True,False,False,,,2021-11-10 00:06:20.6766667,United States,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,2020-03-30T00:00:00.000,,,
"CT 28, LLC",LLC,Dissolved,,1265004,2020-03-31,557 LEHIGH LANE,WOODMERE,11598,NY,Ct28llc@hotmail.com,Domestic,2018-02-26,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:16.5633333,United States,,,,,,,,,,,,,,,,,,2020-07-16T00:00:00.000,,,
"FINE FETTLE DISPENSARY, LLC",LLC,Dissolved,,1265014,2019-03-31,40 WOODLAND ST,HARTFORD,06105-2331,CT,EZACHS@BBVLLC.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:16.1866667,,,,,,,,,,,,,,,,,,,2018-03-08T00:00:00.000,,,
SKYLINE GROUP LLC,LLC,Dissolved,,1265070,2019-03-31,56 BREEZY HILL ROAD 56 BREEZY HILL ROAD,SOUTH WINDSOR,06074,CT,SKYLINEGROUPLLCCT@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:29.0300000,,,,,,,,,,,,,,,,,,,2019-02-20T00:00:00.000,,,
CASTLE REMODELING LLC,LLC,Dissolved,,1264994,2019-03-31,13 RIVER RD,EAST HAVEN,06512,CT,CASTLEREMODELING20@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:24.9500000,,,,,,,,,,,,,,,,,,,2018-07-31T00:00:00.000,,,
"THE BASILICO CAFE, LLC",LLC,Dissolved,,1264353,2019-03-31,75 MAIN STREET,PUTNAM,06260,CT,CROTH213@YAHOO.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:17.0433333,,,,,,,,,,,,,,,,,,,2019-01-24T00:00:00.000,,,
"CLEAN EARTH, INC.",Stock,Withdrawn,,1264428,2020-02-26,334 S. WARMINSTER RD,HATBORO,19040,PA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-02-26,DE,DE,False,False,False,False,False,,,2021-11-10 00:04:53.3666667,,,,2018-02-01,"CLEAN EARTH, INC.",,,,,,,,,,,,,,,,,
OCEAN STAR DAY SPA CORP,Stock,Dissolved,,1264384,,No information provided,,,,,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,200.0,2021-11-10 00:05:02.4833333,,,,,,,,,,,,,,,,,,,2019-10-15T00:00:00.000,,,
"MASQUERADE EXPRESS, LLC",LLC,Dissolved,,1267599,2020-03-31,2389 MAIN ST,GLASTONBURY,06033,CT,sbensky@masqueradeexpress.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:03.2166667,,,,,,,,,,,,,,,,,,,2020-03-31T00:00:00.000,,,
SEAWAY HOLDINGS LLC,LLC,Dissolved,,1264999,2019-03-31,16 CORNERSTONE CT,PLANTSVILLE,06479,CT,MIKE@FA-CPAS.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:01.3566667,,,,,,,,,,,,,,,,,,,2020-06-30T00:00:00.000,,,
"ALTERNATIVE WELLNESS CENTER, LLC",LLC,Dissolved,,1265023,2019-03-31,98 DINGLETOWN RD,GREENWICH,06830,CT,EFILE1234@INCFILE.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:21.0800000,,,,,,,,,,,,,,,,,,,2018-12-14T00:00:00.000,,,
"AYURBAL WELLNESS, LLC",LLC,Dissolved,,1265058,2020-03-31,"345 GREENWICH AVENUE, NONE",GREENWICH,06830,CT,FIRSTEMC@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:21.7666667,United States,,,,,,,,,,,,,,,,,,2020-07-02T00:00:00.000,,,
AUTOWORX DETAIL & SUPPLY INC,Stock,Dissolved,,1265075,2020-02-26,No information provided,,,,SGREEN@ABAPC.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,5000.0,2021-11-10 00:05:36.9100000,,,,,,,,,,,,,,,,,,,2020-02-05T00:00:00.000,,,
"JM LAWNCARE ,LLC",LLC,Dissolved,,1265074,2020-03-31,435 WINTHROP ST APT 34 435 WINTHROP ST APT 34,TORRINGTON,06790,CT,MESSENGER_JEFF@YAHOO.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:41.0233333,,,,,,,,,,,,,,,,,,,2020-02-24T00:00:00.000,,,
TRUE JUSTICE LLC,LLC,Dissolved,,1264886,2019-03-31,850 MAIN STREET FL. 8,BRIDGEPORT,06604,CT,JSTAFSTROM@PULLCOM.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:20.7866667,,,,,,,,,,,,,,,,,,,2019-02-25T00:00:00.000,,,
"SOUTH WINDSOR MANAGEMENT CO, LLC",LLC,Dissolved,,1267524,2020-03-31,6 SAXTON LANE,BROAD BROOK,06106,CT,PMOLIN17@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:37.8200000,United States,,,,,,,,,,,,,,,,,,2020-11-16T00:00:00.000,,,
"VARSITY PIZZA AND GRILL, LLC",LLC,Dissolved,,1265091,2019-03-31,161 DOWNES ST,WATERBURY,06704,CT,ARDIANA@ADILITAX.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:37.7100000,,,,,,,,,,,,,,,,,,,2018-09-10T00:00:00.000,,,
123 HAVEMEYER PLACE LLC,LLC,Dissolved,,1265054,2019-03-31,16 CARPENTERS BROOK ROAD,GREENWICH,06831,CT,VENERA1955@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:36.5533333,,,,,,,,,,,,,,,,,,,2018-10-12T00:00:00.000,,,
"SWEET HILL FARM, LLC",LLC,Active,,1262927,2022-03-31,610 COLONEL LEDYARD HWY,LEDYARD,06339,CT,info@sweethillfarmct.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.9000000,United States,All Other Miscellaneous Crop Farming (111998),111998.0,,,,,,,,,,,,,,,,,,,
"VIRTUAL BROKER EDGE, LLC",LLC,Active,Ready for dissolution,1264429,2019-03-31,298 DUCK FARM RD,FAIRFIELD,06824,CT,INFO@VIRTUALBROKEREDGE.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,,,,,
TONY BOLONEY'S II LLC,LLC,Active,Ready for dissolution,1264430,2019-03-31,2190 BERLIN TURNPIKE SUITE 1,NEWINGTON,06111,CT,UNOMETT@LIVE.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.3233333,United States,,,,,,,,,,,,,,,,,,,,,
JP WEALTH INVESTMENT CLUB OF HARTFORD LLC,LLC,Active,Ready for dissolution,1264433,2020-03-31,708 MOUNTAIN RD.,W. HARTFORD,06117,CT,DR_JDP@ATT.NET,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.3233333,United States,,,,,,,,,,,,,,,,,,,,,
CENTRO CRISTIANO DE ADORACION OASIS INC.,Non-Stock,Active,Ready for dissolution,1264439,2019-02-27,511 WOLCOTT ST.,WATERBURY,06704,CT,iglesiadecritoasis@gmail.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,,,,,
"SHATTERING GLASS CEILINGS, LLC",LLC,Active,Ready for dissolution,1264445,2019-03-31,36 ALBA AVENUE,BRIDGEPORT,06606,CT,SHATTERINGGLASSCEILING94@GMAIL.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
"MASTER HONG'S OLYMPIC TAEKWONDO ACADEMY, INC.",Stock,Active,,1264448,2022-04-16,89 DANBURY ROAD,NEW MILFORD,06776,CT,Hongkov@hotmail.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,200.0,2021-11-10 00:10:22.8866667,United States,Sports Teams and Clubs (711211),711211.0,,,,,,,,,,,,,,,,,,,
"TICKETNETWORK ANIMAL SANCTUARY, INC.",Non-Stock,Active,First report past due,1264451,2020-02-27,No information provided,,,,,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file First Report,,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
COLLEGE PREP 360 LLC,LLC,Active,Ready for dissolution,1264452,2019-03-31,135 EASTERN PARKWAY,BROOKLYN,11238-6097,NY,,Foreign,2018-02-27,NY,NY,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8866667,,,,2018-02-26,COLLEGE PREP 360 LLC,,"135 EASTERN PARKWAY, BROOKLYN, NY, 11238-6097,",135 EASTERN PARKWAY,BROOKLYN,NY,11238-6097,,"135 EASTERN PARKWAY, BROOKLYN, NY, 11238-6097,",135 EASTERN PARKWAY,BROOKLYN,NY,11238-6097,,,,,
"THE LITTLE MUFFIN, LLC",LLC,Active,Ready for dissolution,1264453,2019-03-31,16 SUNSET DR.,WESTON,06883,CT,,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
201 ENTERPRISES LLC,LLC,Active,,1264454,2022-03-31,201 MAIN STREET,STAMFORD,06901,CT,hsgouris@gmail.com,Domestic,2018-02-27,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.8866667,United States,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,
"WIDOW'S PEAK PICTURES, LLC",LLC,Active,,1264455,2022-03-31,376 BROADWAY SUITE 111 SUITE 111,SARATOGA SPRINGS,12866,NY,jra@jralawfirm.com,Domestic,2018-02-27,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,United States,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",,,,,,,,,,,,,,,,,,,,
"WATHCO, INC.",Stock,Active,,1264459,2022-02-27,5470 TECHNOLOGY PKWY,BRASELTON,30517,GA,SelenaM@wathco.com,Foreign,2018-02-27,GA,GA,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Commercial and Institutional Building Construction (236220),236220.0,2018-03-12,"WATHCO, INC.",United States,,,,,,,,,,,,,,,,
"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",LLC,Active,,1264468,2022-03-31,"15801 BRIXHAM HILL AVE., STE. 200",CHARLOTTE,28277,NC,jburke@curtisswright.com,Foreign,2018-02-27,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Engineering Services (541330),541330.0,2007-05-09,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",United States,"C/O THE CORPORATION TRUST COMPANY  1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O THE CORPORATION TRUST COMPANY  1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"C/O THE CORPORATION TRUST COMPANY  1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O THE CORPORATION TRUST COMPANY  1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,
M BHATTI LLC,LLC,Dissolved,,1264477,2022-03-31,1949 SILAS DEANE HWY.,ROCKY HILL,06067,CT,taskofficework@gmail.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Tobacco Stores (453991),453991.0,,,,,,,,,,,,,,,,2021-11-08T00:00:00.000,,,
SSS TOTAL FUNDING GROUP INC,Stock,Active,,1264487,2022-02-27,"15150 NW 79TH CT., STE. 103",MIAMI LAKES,33016,FL,compliance@domyllc.com,Foreign,2018-02-27,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:20.1500000,United States,Direct Health and Medical Insurance Carriers (524114),524114.0,2018-02-27,SSS TOTAL FUNDING GROUP INC,United States,,,,,,,,,,,,,,,,
CT KITCHEN CABINETS LLC,LLC,Active,,1264488,2022-03-31,1776 MERIDEN RD,WOLCOTT,06716,CT,bartlett2121@aol.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1500000,United States,Other Building Material Dealers (444190),444190.0,,,,,,,,,,,,,,,,,,,
"NORTH END KITCHEN & BATH, LLC",LLC,Active,Annual report past due,1264489,2021-03-31,4267 MAIN ST,BRIDGEPORT,06606,CT,northendkb@gmail.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1500000,United States,Wood Kitchen Cabinet and Countertop Manufacturing (337110),337110.0,,,,,,,,,,,,,,,,,,,
GAIA ENVIRONMENTAL SERVICES LLC,LLC,Active,Ready for dissolution,1264490,2019-03-31,47 SUMMER ST. APT 5,BRISTOL,06010,CT,GAIAENVIRONMENTALSERVICES@YAHOO.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1500000,,,,,,,,,,,,,,,,,,,,,,
"WAVE HEARING INSTRUMENTS, LLC",LLC,Active,,1264496,2022-03-31,40 STANFORD DRIVE,FARMINGTON,06032,CT,meisen@earct.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1500000,United States,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,,,,,,,
"DIZZY DIAGNOSTICS, LLC",LLC,Active,,1264497,2022-03-31,40 STANFORD DRIVE,FARMINGTON,06032,CT,meisen@earct.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1500000,United States,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,,,,,,,
"EAR SPECIALTY GROUP OF CONNECTICUT, P.C.",Stock,Active,,1264498,2022-02-27,40 STANFORD DRIVE,FARMINGTON,06032,CT,meisen@earct.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,20000.0,2021-11-10 00:10:20.1500000,United States,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,,,,,,,
"HAIR SHE ROCKS, LLC",LLC,Active,Ready for dissolution,1264500,2020-03-31,264 PEQUONNOCK STREET 264 PEQUONNOCK STREET,BRIDGEPORT,06604,CT,HAIRSHEROCKS@HOTMAIL.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1500000,,,,,,,,,,,,,,,,,,,,,,
"ROCKSTAR PARTY RENTALS, LLC",LLC,Active,Ready for dissolution,1264501,2019-03-31,49 DEMING RD,GLASTONBURY,06033,CT,ROCKSTARRENTALS@YAHOO.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,,
JUS KYE LLC,LLC,Active,Ready for dissolution,1264505,2019-03-31,171 EDGEWOOD ST.,HARTFORD,06112,CT,KYBOSTICK@GMAIL.COM,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,,
"CSA FIREARMS TRAINING, LLC",LLC,Dissolved,,1264561,2021-03-31,70 WILDWOOD DR,STRATFORD,06614,CT,csafirearms@gmail.com,Domestic,2018-02-27,CT,Connecticut,False,True,False,False,False,,,2021-11-10 00:10:20.8400000,United States,All Other Miscellaneous Schools and Instruction (611699),611699.0,,,,,,,,,,,,,,,,2021-03-29T00:00:00.000,,,
HCI CONSTRUCTION LENDER LLC,LLC,Active,,1264562,2022-03-31,2 HUNTLEY RD.,OLD LYME,06371,CT,readjudith@aol.com,Domestic,2018-02-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.8400000,United States,New Single-Family Housing Construction (except For-Sale Builders) (236115),,,,,,,,,,,,,,,,,,,,
