name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,total_authorized_shares,create_dt,sub_status,reason_for_administrative,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"LAW OFFICE OF GABRIELLA G. KINIRY, LLC",LLC,Active,1262193,2019-03-31,12 RICHMONDVILLE AVENUE,WESTPORT,,06880,CT,GKINIRY@LAWGGK.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"AMYB CONSULTING PARTNERS, LLC",LLC,Active,1262194,2019-03-31,725 S. BROOKSVALE ROAD,CHESHIRE,,06410,CT,OKWUGUS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SAMPSON & TURNER REALTY GROUP LLC,LLC,Active,1262195,2022-03-31,541 ALBANY AVE.,HARTFORD,United States,06112,CT,processing@mycorporation.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,,2021-11-10 00:10:20.8233333,,,,,,,,,,,,,,,,,,,,,
SEASIDE NUTRITION LLC,LLC,Dissolved,1262197,2021-03-31,50 NAUGATUCK AVE,MILFORD,United States,06470,CT,maria@tallfitmom.com,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,Limited-Service Restaurants (722513),722513.0,,2021-11-10 00:10:20.8233333,,,2021-02-22T00:00:00.000,,,,,,,,,,,,,,,,,,
JORDAN CONSTRUCTION LLC,LLC,Active,1262198,2019-03-31,201 LENORE DR,SHELTON,,06484,CT,RICKJORDAN214@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
HEAVENLY HAND CAKES & CATERING LLC,LLC,Active,1262199,2019-03-31,76 PEOBODY STREET,WEST HAVEN,,06516,CT,HEAVENLYHANDCAKESCATERING@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"FIVE WEST DESIGNS, LLC",LLC,Active,1262200,2022-03-31,5 HINMAN MEADOW RD,BURLINGTON,United States,06013,CT,jared@fivewestdesigns.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Drafting Services (541340),541340.0,,2021-11-10 00:10:20.8233333,,,,,,,,,,,,,,,,,,,,,
"ADDVANTAGE FRAMEWORK, LLC",LLC,Active,1262201,2021-03-31,300 CORNWALL STREET,HARTFORD,United States,06112,CT,keon.berry44@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,,2021-11-10 00:10:20.8233333,Annual report past due,,,,,,,,,,,,,,,,,,,,
THE SHAVING SHOP LLC,LLC,Active,1262202,2019-03-31,347 LONG HILL AVENUE,SHELTON,,06484,CT,SHAVINGSHOPONLINE@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
YOUNIQUELY YOURS LLC,LLC,Active,1262203,2019-03-31,22 FLORENCE ROAD,BLOOMFIELD,,06002,CT,YOUNIQUELYYOURSLLC@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"BODIE HOLDINGS, LLC",LLC,Active,1262204,2019-03-31,829 BAYBERRY LN 829 BAYBERRY LN,ORANGE,,06477,CT,KEITH_BODIE@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"SPECIAL POWER, LLC",LLC,Active,1263765,2022-03-31,130 STATE ST UNIT I18,NORTH HAVEN,United States,06473,CT,rybarczykrj@onet.pl,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,Electric Power Distribution (221122),221122.0,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,
BAKER CONCRETE STRUCTURES LLC,LLC,Active,1263782,2022-03-31,900 N. GARVER RD,MONROE,United States,45050,OH,taxdepartment@sharedservices.cc,Foreign,2018-01-30,DE,DE,False,False,False,False,False,Poured Concrete Foundation and Structure Contractors (238110),238110.0,,2021-11-10 00:10:22.9500000,,,,2018-01-30,BAKER CONCRETE STRUCTURES LLC,United States,"900 N. GARVER ROAD, MONROE, OH, 45050, United States",900 N. GARVER ROAD,MONROE,OH,45050.0,United States,"900 N. GARVER ROAD, MONROE, OH, 45050,",900 N. GARVER ROAD,MONROE,OH,45050.0,,,,
"SIMCHA THERAPEUTICS HOLDING COMPANY, LLC",LLC,Active,1263784,2022-03-31,"Connecticut Financial Center, 157 Church Street",NEW HAVEN,United States,06510,CT,beatrice@simchatherapeutics.com,Foreign,2018-01-30,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,,2021-11-10 00:10:22.9633333,,,,2018-01-30,"SIMCHA THERAPEUTICS HOLDING COMPANY, LLC",United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808.0,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,19th Floor,
"MUSIC AT THE RED DOOR, INC.",Non-Stock,Active,1263785,2022-01-30,679 FARMINGTON AVENUE C/O ST. JOHN'S EPISCOPAL CHURCH,WEST HARTFORD,United States,06119,CT,music@sjparish.net,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,,2021-11-10 00:10:22.9633333,,,,,,,,,,,,,,,,,,,,,
"CLOVER RIDGE FARM ANIMAL SANCTUARY, INC.",Non-Stock,Active,1263800,2022-01-30,230 WEST MEETINGHOUSE ROAD,NEW MILFORD,United States,06776,CT,lori.swett@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,
"WELL DONE CLEANING SERVICES, LLC",LLC,Active,1263803,2022-03-31,514 GRASSY HILL ROAD,ORANGE,United States,06477,CT,INFO2@CPS-FILINGS.COM,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,Private Households (814110),814110.0,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,
"EDGEWOOD AVENUE PROPERTIES, LLC",LLC,Active,1263805,2022-03-31,124 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,info@multicommerce.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,
GENESIS MOTOR AMERICA LLC,LLC,Active,1263807,2022-03-31,10550 TALBERT AVENUE,FOUNTAIN VALLEY,United States,92708,CA,dmidani@hmausa.com,Foreign,2018-01-30,CA,CA,False,False,False,False,False,Automobile Manufacturing (336111),336111.0,,2021-11-10 00:10:20.2000000,,,,2018-01-30,GENESIS MOTOR AMERICA LLC,United States,"10550 TALBERT AVENUE, FOUNTAIN VALLEY, CA, 92708, United States",10550 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708.0,United States,"10550 TALBERT AVENUE, FOUNTAIN VALLEY, CA, 92708,",10550 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708.0,,,,
"J & C RODGERS & COMPANY, LLC",LLC,Active,1263810,2019-03-31,64 RESERVOIR ROAD,HARWINTON,,06791,CT,JOELCOLLEENRODGERS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
GM HOME IMPROVEMENT SOLUTIONS INC,Stock,Active,1263812,2022-01-30,10920 SW 42ST,MIAMI,United States,33165,FL,gmhomesolution@hotmail.com,Foreign,2018-01-30,FL,FL,False,False,False,False,False,Residential Remodelers (236118),236118.0,,2021-11-10 00:10:20.2300000,,,,2018-01-22,GM HOME IMPROVEMENT SOLUTIONS INC,United States,,,,,,,,,,,,,,,
"37 GISELLA ROAD, LLC",LLC,Dissolved,1261660,2019-03-31,43 GISELLA ROAD,TRUMBULL,,06611,CT,BEAUBEAU19@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:06:15.9533333,,,2020-04-13T00:00:00.000,,,,,,,,,,,,,,,,,,
UNIA LLC,LLC,Dissolved,1262097,2020-03-31,"1206 STORRS RD, STE. C #134",MANSFIELD,,06268,CT,patcamp93@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:06:10.7033333,,,2019-07-09T00:00:00.000,,,,,,,,,,,,,,,,,,
364 MAIN ST INC,Stock,Dissolved,1262142,,No information provided,,,,,MEKFURN@MSN.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,1000.0,2021-11-10 00:06:09.5000000,,,2018-02-14T00:00:00.000,,,,,,,,,,,,,,,,,,
"THE J. N. PHILLIPS COMPANY, LLC",LLC,Withdrawn,1261793,2020-03-31,11 WHEELING AVENUE,WOBURN,United States,01801,MA,Compliancemail@cscinfo.com,Foreign,2018-01-30,DE,DE,False,False,False,False,False,,,,2021-11-10 00:04:10.9166667,,,,2018-01-29,"THE J. N. PHILLIPS COMPANY, LLC",United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808.0,United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808.0,United States,,,
"EV VENDING, LLC",LLC,Dissolved,1261625,2019-03-31,1090 LONG MEADOW ROAD,MIDDLEBURY,,06762,CT,EVVENDING9@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:04:24.3266667,,,2020-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,
SMS TRUCKING SERVICES LLC,LLC,Dissolved,1261939,2019-03-31,68 CROMWELL STREET,HARTFORD,,06114,CT,RAVANCIJA@HOTMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:04:42.1400000,,,2019-08-09T00:00:00.000,,,,,,,,,,,,,,,,,,
UNIVERSAL SAFETY NET SOLUTIONS L.L.C.,LLC,Dissolved,1263779,2019-03-31,65 HANMER ST,EAST HARTFORD,,06108,CT,UNIVERSALSAFETYSOLUTIONS@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:04:33.7800000,,,2018-09-20T00:00:00.000,,,,,,,,,,,,,,,,,,
FUSCO FITNESS LLC,LLC,Dissolved,1262186,2019-03-31,159 REMUS ROAD 159 REMUS ROAD,CHESHIRE,,06410,CT,NFUSCO47@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:04:53.4300000,,,2019-10-04T00:00:00.000,,,,,,,,,,,,,,,,,,
GG 735 CORNER LLC,LLC,Dissolved,1261716,2020-03-31,9 BANKSVILLE ROAD,ARMONK,,10504,NY,JDAVIS@COLUMBUSSQ.COM,Domestic,2018-01-30,NY,Connecticut,False,False,False,False,False,,,,2021-11-10 00:05:02.5466667,,,2020-08-31T00:00:00.000,,,,,,,,,,,,,,,,,,
"ROLLING GREENS, LLC",LLC,Dissolved,1262085,2019-03-31,9 MILLBROOK LANE,HARWINTON,,06791,CT,ERIK@ROLLINGGREENSLLC.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:05:12.5766667,,,2018-06-09T00:00:00.000,,,,,,,,,,,,,,,,,,
"PIERIAN PICTURES, LLC",LLC,Dissolved,1262103,2020-03-31,17 WHITE CEDAR DRIVE,MADISON,,06443,CT,JOSHUA.M.GARLICK@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:03:41.1000000,,,2020-10-16T00:00:00.000,,,,,,,,,,,,,,,,,,
"GEM IN YOU, LLC",LLC,Active,1260955,2019-03-31,51 EAST MAIN STREET #21,AVON,,06001,CT,LQBCIRCLE@MAC.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"WORKSHOP/APD ARCHITECTURE, D.P.C., CORP.",Stock,Active,1261879,2022-01-31,39 W 38TH STREET 7TH FLOOR,NEW YORK,United States,10018,NY,pharris@licensesure.biz,Foreign,2018-01-31,NY,NY,False,False,False,False,False,Architectural Services (541310),541310.0,,2021-11-10 00:10:20.8066667,,,,2018-01-31,"WORKSHOP/APD ARCHITECTURE, D.P.C.",United States,,,,,,,,,,,,,,,
"ON-SIGHT MANAGEMENT COMPANY, LLC",LLC,Active,1261924,2019-03-31,25 MITCHELLTOWN RD.,SHARON,,06069,CT,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
TURUL HOME IMPROVEMENT LLC,LLC,Active,1261925,2019-03-31,53 BEVERLY DRIVE,BRIDGEPORT,,06610,CT,GYORIJANOS17@GMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"SHEN COUNSELING, LLC",LLC,Active,1261926,2019-03-31,263 MILL RIVER ROAD,FAIRFIELD,,06824,CT,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
ROCKLAND FENCE LLC,LLC,Active,1261927,2022-03-31,454 MAIN STREET UNIT B,DURHAM,United States,06422,CT,Jim@rocklandfencect.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,,2021-11-10 00:10:21.5433333,,,,,,,,,,,,,,,,,,,,,
"HACKED SOLUTIONS, LLC",LLC,Active,1261929,2022-03-31,84 SOUTH STREET APT B,DANBURY,United States,06810,CT,info@israeldduran.com,Domestic,2018-01-31,CT,Connecticut,False,False,True,False,False,All Other Information Services (519190),519190.0,,2021-11-10 00:10:21.5433333,,,,,,,,,,,,,,,,,,,,,
DIRECT BUILDERS SUPPLY COMPANY INC,Stock,Active,1261930,2020-01-31,101 KENTILE ROAD,SOUTH PLAINFIELD,United States,07080,NJ,accounting@DBSCABINETS.COM,Foreign,2018-01-31,NY,NY,False,False,False,False,False,,,,2021-11-10 00:10:21.5433333,Ready for dissolution,Failure to file Annual Report,,2018-03-15,DIRECT BUILDERS SUPPLY COMPANY INC,United States,,,,,,,,,,,,,,,
PELLA PLUMBING LLC,LLC,Active,1261934,2019-03-31,89 STRAWBERRY HILL,NORWALK,,06855,CT,GCPAM@AOL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JUSTCUTS LLC,LLC,Active,1261942,2019-03-31,21 WHITING ST,PLAINVILLE,,06062,CT,ROBIN11472@HOTMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
PIXEL URGE LLC,LLC,Active,1261943,2022-03-31,522 CHURCH STREET,NEW BRITAIN,United States,06051,CT,pixelurge@gmail.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),541430.0,,2021-11-10 00:10:21.5433333,,,,,,,,,,,,,,,,,,,,,
"BACKWOODS INVESTING, LLC",LLC,Active,1261944,2022-03-31,439 NW SUNFLOWER PLACE,JENSEN BEACH,United States,34957,FL,backwoodsinvesting@gmail.com,Domestic,2018-01-31,FL,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:21.5433333,,,,,,,,,,,,,,,,,,,,,
MLS PROPERTIES LLC,LLC,Active,1261945,2022-03-31,464 BUNKER HILL ROAD,COVENTRY,United States,06238,CT,michellestrycharz@gmail.com,Domestic,2018-01-31,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,,2021-11-10 00:10:21.5433333,,,,,,,,,,,,,,,,,,,,,
CGCT DANIELSON LLC,LLC,Dissolved,1261946,2021-03-31,774 NORTH MAIN ST,DANIELSON,United States,06239,CT,shibbert@carpionatogroup.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:21.5433333,,,2020-12-29T00:00:00.000,,,,,,,,,,,,,,,,,,
CGCT NORWICH LLC,LLC,Dissolved,1261947,2020-03-31,33 NEW LONDON TURNPIKE,NORWICH,United States,06360,CT,SHIBBERT@CARPIONATOGROUP.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.5433333,,,2020-12-29T00:00:00.000,,,,,,,,,,,,,,,,,,
CGCT OLD SAYBROOK LLC,LLC,Active,1261948,2022-03-31,1654 BOSTON POST RD,OLD SAYBROOK,United States,06475,CT,shibbert@carpionatogroup.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:21.5433333,,,,,,,,,,,,,,,,,,,,,
"19-21 WHITMORE, LLC",LLC,Active,1261949,2020-03-31,17 DINEV ROAD UNIT 202,MONROE,,10950,NY,MSHOMESCORP@GMAIL.COM,Domestic,2018-01-31,NY,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"BADGER INVESTMENTS, INC.",Stock,Active,1261951,2020-01-31,No information provided,,,,,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,10000.0,2021-11-10 00:10:21.5900000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
CGCT KILLINGLY LLC,LLC,Active,1261952,2022-03-31,543 WAUREGAN RD,DANIELSON,United States,06239,CT,shibbert@carpionatogroup.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:21.5900000,,,,,,,,,,,,,,,,,,,,,
"INVUITY, INC.",Stock,Active,1261953,2022-01-31,444 DE HARO STREET,SAN FRANCISCO,United States,94107,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-01-31,DE,DE,False,False,False,False,False,Other Direct Selling Establishments (454390),339112.0,,2021-11-10 00:10:21.5900000,,,,2015-04-06,"INVUITY, INC.",United States,,,,,,,,,,,,,,,
"FSC INDUSTRIAL I, DELAWARE STATUTORY TRUST",Statutory Trust,Active,1261956,2019-01-31,1901 MAIN STREET,LAKE COMO,,07719,NJ,,Foreign,2018-01-31,DE,DE,False,False,False,False,False,,,,2021-11-10 00:10:21.5900000,,,,2018-01-31,"FSC INDUSTRIAL I, DELAWARE STATUTORY TRUST",,,,,,,,,,,,,,,,
"PAUL BEATTY CONSULTING, INC.",Stock,Active,1261959,2020-01-31,No information provided,,,,,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,100.0,2021-11-10 00:10:21.5900000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
"MARK PETHICK DMD, PLLC",LLC,Active,1261960,2022-03-31,532 CHAPEL ST.,NEW HAVEN,United States,06511,CT,cgrice@gabesricelaw.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),621210.0,,2021-11-10 00:10:21.5900000,,,,,,,,,,,,,,,,,,,,,
"PHYLLIS L. WEIHS-YAVNER, P.C.",Stock,Active,1261961,2022-01-31,30 OLD KINGS HWY SOUTH,DARIEN,United States,06820,CT,Phyllis.weihsyavner@gmail.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,200.0,2021-11-10 00:10:21.5900000,,,,,,,,,,,,,,,,,,,,,
"85 HALLS ROAD OWNER, LLC",LLC,Active,1261962,2022-03-31,12 ROWLAND ROAD,OLD LYME,United States,06371,CT,hahn.judi@gmail.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Other Gasoline Stations (447190),447190.0,,2021-11-10 00:10:21.5900000,,,,,,,,,,,,,,,,,,,,,
BENCO PRODUCTS INC.,Stock,Active,1261964,2019-01-31,10 MADISON ROAD SUITE E,FAIRFIELD,,07004,NJ,KAREN@BENCOINCONLINE.COM,Foreign,2018-01-31,NJ,NJ,False,False,False,False,False,,,,2021-11-10 00:10:21.5900000,Ready for dissolution,Failure to file Annual Report,,2018-01-29,"BENCO, INC.",,,,,,,,,,,,,,,,
"COST PLUS, INC.",Stock,Withdrawn,1261965,2022-01-31,1201 MARINA VILLAGE PARKWAY,ALAMEDA,United States,94501,CA,laura.segreto@bedbath.com,Foreign,2018-01-31,CA,CA,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,2021-11-10 00:10:21.5900000,,,,2018-06-01,"COST PLUS, INC.",United States,,,,,,,,,,,,,,,
THE MUNCHIES DELI LLC,LLC,Active,1261968,2022-03-31,384 BROOK ST,BRIDGEPORT,United States,06608,CT,themunchiesdeli031@gmail.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),,,2021-11-10 00:10:21.5900000,,,,,,,,,,,,,,,,,,,,,
"LAUNCH PERSONAL TRAINING, LLC",LLC,Active,1261970,2019-03-31,157 BOSTON POST RD,NORTH WINDHAM,,06256,CT,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
ARTISTICLE INC,Stock,Active,1261972,2019-01-31,77 DEER HILL ROAD,COLEBROOK,,06021,CT,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,200.0,2021-11-10 00:10:21.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JERRY COURIER SERVICES AND MUSIC PRODUCTION LLC,LLC,Active,1261975,2020-03-31,56 HIGH COURT APT 3,EAST HARTFORD,United States,06118,CT,KOFIDARKO@YAHOO.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
LIBERTY LIMO LLC,LLC,Active,1261976,2022-03-31,38 Nutmeg Ave,Enfield,United States,06082-4933,CT,ashrafonline7@yahoo.com,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,Limousine Service (485320),485320.0,,2021-11-10 00:10:21.6200000,,,,,,,,,,,,,,,,,,,,,
HILDARIS HAIR SALON LLC,LLC,Active,1261978,2019-03-31,603 EAST MAIN ST,WATERBURY,,06702,CT,HILDARISBEAUTYSALON@HOTMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SARAY MARKET LLC,LLC,Active,1261979,2019-03-31,179 KELSEY ST,NEW BRITAIN,,06051,CT,SARAYMARKETNDELI@GMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
GREEN GROCERY LLC,LLC,Active,1261986,2019-03-31,57 FAIRMOUNT ST,HARTFORD,,06120,CT,VR9395583@GMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"LORD OF THE WHEEL, LLC",LLC,Active,1261989,2019-03-31,5 ELM STREET UNIT 3,NORWALK,,06850,CT,,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:21.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"THE MATH LEARNING CENTER, INC.",Non-Stock,Active,1261994,2022-01-31,1850 OXFORD ST. SE,SALEM,United States,97302,OR,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-01-31,OR,OR,False,False,False,False,False,Elementary and Secondary Schools (611110),611110.0,,2021-11-10 00:10:21.6500000,,,,2018-01-01,THE MATH LEARNING CENTER,United States,,,,,,,,,,,,,,,
W BONILLA IRRIGATION LLC,LLC,Active,1262061,2021-03-31,"105 LEXINGTON AVENUE, APT #1",NORWALK,United States,06854,CT,Bonillairrigation@gmail.com,Domestic,2018-01-31,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),238990.0,,2021-11-10 00:10:22.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,
GENES1S LANDSCAPING SERVICES LLC,LLC,Active,1262065,2020-03-31,12 LUFBERRY LANE,NORWALK,,06851,CT,GENES1SLANDSCAPINGSERVICES@GMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.3066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"CKM GARAGE ENHANCEMENTS, L.L.C.",LLC,Active,1262066,2019-03-31,872 NORWICH AVENUE,COLCHESTER,,06415,CT,MEFF1082@GMAIL.COM,Domestic,2018-01-31,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.3066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
