name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_address
RICO'S RELOCATION LLC,LLC,Active,Ready for dissolution,1291855,2020-03-31,124 PROSPECT ST,VERNON,06066,CT,LARICOTGARRETT.228.LG69@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,United States,,,,,,,,,,,,,,,,,,,,,,
NEWCAN INC.,Stock,Active,First report past due,1291856,2020-11-29,No information provided,,,,,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,1000.0,,,,
"COPPER HAVEN PROPERTIES, LLC",LLC,Active,,1291859,2022-03-31,6 OLD STONE CROSSING,WEST SIMSBURY,06092,CT,care@healthysmilespd.com,Domestic,2018-11-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,
"HELTHA MEDICAL MISSOURI, P.C.",Stock,Active,Annual report due,1291862,2021-11-29,"15 BROAD STREET, SUITE 801",BOSTON,02109,MA,BTaylor@maselanjones.com,Foreign,2018-11-29,MO,MO,False,False,False,False,False,,2021-11-10 00:12:28.2566667,2018-09-01,United States,"HELTHA MEDICAL MISSOURI, P.C.",United States,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,
A & A PROPERTY LLC,LLC,Active,Ready for dissolution,1291867,2019-03-31,133 MELBOURNE COURT,NAUGATUCK,06770,CT,KAFFCOCOINC@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,
"SUNRUN CYGNUS OWNER 2018, LLC",LLC,Active,,1291873,2022-03-31,225 BUSH STREET SUITE 1400,SAN FRANCISCO,94104,CA,compliancemail@cscinfo.com,Foreign,2018-11-29,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,2018-12-01,United States,"SUNRUN CYGNUS OWNER 2018, LLC",United States,"225 BUSH STREET SUITE 1400, SAN FRANCISCO, CA, 94104, United States",225 BUSH STREET SUITE 1400,SAN FRANCISCO,CA,94104,Solar Electric Power Generation (221114),,"225 BUSH STREET SUITE 1400, SAN FRANCISCO, CA, 94104, United States",225 BUSH STREET SUITE 1400,SAN FRANCISCO,CA,94104,United States,,United States,,,,,
TRIO LLC,LLC,Active,Ready for dissolution,1291874,2019-03-31,209 RED FOX RD,STAMFORD,06903,CT,RMAIOLO10@HOTMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,,,,,,,,,,,,,,,,,,,,,,,
"SUNRUN CYGNUS MANAGER 2018, LLC",LLC,Active,,1291876,2022-03-31,225 BUSH STREET SUITE 1400,SAN FRANCISCO,94104,CA,Compliancemail@cscinfo.com,Foreign,2018-11-29,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,2018-12-01,United States,"SUNRUN CYGNUS MANAGER 2018, LLC",United States,"225 BUSH STREET SUITE 1400, SAN FRANCISCO, CA, 94104, United States",225 BUSH STREET SUITE 1400,SAN FRANCISCO,CA,94104,Solar Electric Power Generation (221114),221114.0,"225 BUSH STREET SUITE 1400, SAN FRANCISCO, CA, 94104, United States",225 BUSH STREET SUITE 1400,SAN FRANCISCO,CA,94104,United States,,United States,,,,,
"EMPOWERED LIFESTYLE, LLC",LLC,Active,,1291896,2022-03-31,598 OAKWOOD DRIVE,GLASTONBURY,06033,CT,sandra@kelseylawct.com,Domestic,2018-11-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.3500000,,United States,,,,,,,,All Other Health and Personal Care Stores (446199),446199.0,,,,,,,,,,,,,
"MANZI PROPERTIES, LLC",LLC,Active,,1291921,2022-03-31,84 CARMEL HILL RD.,WOODBURY,06798,CT,manziproperties@gmail.com,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
"WATERTOWN MEDICAL ASSOCIATES, LLC",LLC,Active,,1291932,2022-03-31,51 DEPOT ST. SUITE 202,WATERTOWN,06795,CT,ashley@watertown.doctor,Domestic,2018-11-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:12:28.9766667,,United States,,,,,,,,General Medical and Surgical Hospitals (622110),622110.0,,,,,,,,,,,,,
VIRAGO FOUNDATION INC.,Stock,Active,Ready for dissolution,1291939,2019-11-29,220 EAST 60TH STREET APT 5G,NEW YORK,10022,NY,viragofoundation@gmail.com,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9766667,,,,,,,,,,,,,,,,,,,,10000.0,,,,
"HAWKEYE PIERCE, LLC",LLC,Active,Ready for dissolution,1291956,2019-03-31,35 D DANBURY RD,NEW MILFORD,,CT,HAWKEYEPIERCELLC@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6800000,,,,,,,,,,,,,,,,,,,,,,,,
"COLONEL BLAKE, LLC",LLC,Active,Ready for dissolution,1291957,2019-03-31,35 D DANBURY RD,NEW MILFORD,,CT,COLONELBLAKELLC@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6800000,,,,,,,,,,,,,,,,,,,,,,,,
TOC LLC,LLC,Active,Annual report past due,1291961,2021-03-31,256 AMITY ROAD,BETHANY,06524,CT,capassolandscaping@gmail.com,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6800000,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,
84 ELECTRICAL CONTRACTOR LLC,LLC,Active,,1292132,2022-03-31,99 ROLLING MEADOW DRIVE,EAST HARTFORD,06118,CT,84electricalcontractor@gmail.com,Domestic,2018-11-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:12:26.6333333,,United States,,,,,,,,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,
BENZ CLIPPER TECHS LLC,LLC,Active,Ready for dissolution,1292135,2019-03-31,205 SISSON AVE,HARTFORD,06105,CT,,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6333333,,,,,,,,,,,,,,,,,,,,,,,,
"KLAUS LARSEN HQ, LLC",LLC,Active,,1292141,2022-03-31,29 NORTHRIDGE DRIVE,NORTH WINDHAM,06256,CT,accounting@klauslarsen.com,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6333333,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531130.0,,,,,,,,,,,,,
"BLUE PENCIL, LLC",LLC,Active,,1292142,2022-03-31,7 DORCHESTER LANE,RIVERSIDE,06878,CT,paige@bluepencilcompany.com,Domestic,2018-11-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:26.6633333,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
14 MCMILLAN LANE TROUT LAKE LLC,LLC,Active,,1292148,2022-03-31,107 DORSET LANE,MADISON,06443,CT,todvankirk@gmail.com,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6633333,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
"GABRIELLE PINO PAC, LLC",LLC,Active,Ready for dissolution,1292159,2019-03-31,33 MILLER STREET,FAIRFIELD,06824,CT,GABTROISI@YAHOO.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,,,,,,,,,,,,,,,,,,
3 BRIDGE SOLUTIONS LLC,LLC,Active,,1292167,2022-03-31,100 S 5TH STREET SUITE 300,MINNEAPOLIS,55402,MN,Compliancemail@cscinfo.com,Domestic,2018-11-29,MN,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,
"DRD INTUITIVE DESIGNS, LLC",LLC,Active,Ready for dissolution,1292177,2019-03-31,4 OLD DODGINGTOWN RD,BETHEL,06801,CT,,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,
TCHAMBA CONSULTING GROUP LLC,LLC,Dissolved,,1291780,2019-03-31,22C BETMARLEA RD,NORWALK,06850,CT,TCHAMBACONSULTING@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:28.0100000,,,,,,,,,,,,,,,,,,2020-11-24T00:00:00.000,,,,,,
PACIFIC CAPTAIN COMMUNICATIONS GROUP INC,Stock,Dissolved,,1291898,,No information provided,,,,TOPUSA222@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:18.3633333,,,,,,,,,,,,,,,,,,2019-08-02T00:00:00.000,,200.0,,,,
LOVE ALL HOME SERVICES LLC,LLC,Dissolved,,1291814,2019-03-31,233-235 CAMPFIELD AVE,HARTFORD,06114,CT,MALLY121999@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:40.8600000,,,,,,,,,,,,,,,,,,2019-07-24T00:00:00.000,,,,,,
LIMERICK FARM LLC,LLC,Dissolved,,1291760,2019-03-31,60 BURGESS RD.,MORRIS,06763,CT,THELIMERICKFARM@GMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:08.8433333,,,,,,,,,,,,,,,,,,2019-03-11T00:00:00.000,,,,,,
"LAVENDERGUN, LLC",LLC,Dissolved,,1291852,2020-03-31,180 MELBA STREET UNIT 207,MILFORD,06460,CT,LAVENDERGUN@YAHOO.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:13.3733333,,,,,,,,,,,,,,,,,,2019-09-23T00:00:00.000,,,,,,
"PEAK FALL PROTECTION, INC.",Stock,Withdrawn,,1292134,2019-11-29,1230 PERRY RD.,APEX,27502,NC,JSCARLETT@PEAK-FP.COM,Foreign,2018-11-29,NC,NC,False,False,False,False,False,,2021-11-10 00:05:27.5966667,2017-06-28,,"PEAK FALL PROTECTION, INC.",,,,,,,,,,,,,,,,,,,,,
"JURISDICTION ONLINE, LLC",LLC,Withdrawn,,1292145,2021-03-31,1000 BUSINESS CENTER DRIVE,LAKE MARY,32746,FL,Compliancemail@cscinfo.com,Foreign,2018-11-29,DE,DE,False,False,False,False,False,,2021-11-10 00:03:25.3966667,2018-11-15,United States,"JURISDICTION ONLINE, LLC",United States,"1000 BUSINESS CENTER DRIVE, LAKE MARY, FL, 32746, United States",1000 BUSINESS CENTER DRIVE,LAKE MARY,FL,32746,Custom Computer Programming Services (541511),,"1000 BUSINESS CENTER DRIVE, LAKE MARY, FL, 32746, United States",1000 BUSINESS CENTER DRIVE,LAKE MARY,FL,32746,United States,,United States,,,,,
SUPER CAR WASH LLC,LLC,Dissolved,,1291955,2019-03-31,191 SHUNPIKE ROAD,CROMWELL,06416,CT,EMECELECTRICAL@HOTMAIL.COM,Domestic,2018-11-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:29.9900000,,,,,,,,,,,,,,,,,,2019-08-08T00:00:00.000,,,,,,
EAST COAST PIZZA LLC,LLC,Active,Ready for dissolution,1286592,2019-03-31,253 BLAKE STREET,NEW HAVEN,06515,CT,SLEBOWITZ@ZNCLAW.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.4800000,,,,,,,,,,,,,,,,,,,,,,,,
"VORTEXED, INC.",Stock,Active,Annual report past due,1291846,2020-11-30,74 SPRING STREET,SOUTHINGTON,06489,CT,epocock@vortexedinc.com,Domestic,2018-11-30,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:12:26.6633333,,United States,,,,,,,,Software Publishers (511210),511210.0,,,,,,,,,2000.0,,,,
NEXT LEVEL CHURCH CORP,Non-Stock,Active,Ready for dissolution,1291847,2019-11-30,236 EAST STREET D4,PLAINVILLE,06062,CT,DANIEL.KING@NLC.TV,Foreign,2018-11-30,NH,NH,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,2018-11-30,,NEXT LEVEL CHURCH CORP,,,,,,,,,,,,,,,,,,,,,
WOODBURY BARNS & FARM LLC,LLC,Active,,1291850,2022-03-31,557 MAIN STREET SOUTH,WOODBURY,06798,CT,tom@rjt3associates.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
"HOSPICE OF CONNECTICUT, LLC",LLC,Active,,1291857,2022-03-31,655 BRAWLEY SCHOOL ROAD SUITE 200,MOORESVILLE,28117,NC,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2018-11-30,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.2566667,2018-11-26,United States,"HOSPICE OF CONNECTICUT, LLC",United States,NONE,NONE,,,,Home Health Care Services (621610),621610.0,NONE,NONE,,,,,,,,,,,
"FLAWLESS NAILS & SPA, INC.",Stock,Active,First report past due,1291858,2020-11-30,No information provided,,,,YOOCPAOK@GMAIL.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,200.0,,,,
KOLD TRANS LLC,LLC,Dissolved,,1291860,2021-03-31,13330 SPRUCE RUN DR 312,NORTH ROYALTON,44133,OH,maksymkolodii@gmail.com,Domestic,2018-11-30,OH,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,Freight Transportation Arrangement (488510),488510.0,,,,,,,2021-05-24T00:00:00.000,,,,,,
"RANSOM BROOK HOUSE, LLC",LLC,Active,Ready for dissolution,1291861,2019-03-31,170 DARLING ROAD,SALEM,06420,CT,ELFYALFREDA803@GMAIL.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,
"BARBARA'S HOUSE OF FASHION, LLC",LLC,Active,,1291863,2022-03-31,435 BURNSIDE AVE,EAST HARTFORD,06108,CT,barbarashouseoffashion@gmail.com,Domestic,2018-11-30,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,Clothing Accessories Stores (448150),,,,,,,,,,,,,,
"HOUSE & ASSOCIATES, LLC",LLC,Active,,1291865,2022-03-31,3 ORCHARD HEIGHTS ROAD,ESSEX,06426,CT,lhouse@houseandassoc.com,Domestic,2018-11-30,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,Other Services Related to Advertising (541890),,,,,,,,,,,,,,
BLUE OCEAN SPA INC,Stock,Active,,1291866,2022-06-27,71 SOUTH MAIN STREET,NEWTOWN,06470,CT,kevin87926@gmail.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,,United States,,,,,,,,All Other Personal Services (812990),,,,,,,,,,200.0,,,2020-10-31,
550 FOOD MART LLC,LLC,Active,Ready for dissolution,1291868,2019-03-31,550 BROAD STREET UNIT 2,MERIDEN,06450,CT,CONTACT@ISELACCOUNTING.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,,,,,,,,,,,,,,,,,,,,,,,
"CONSULTIVA MARKETING-FINANCIAL ASSESSMENTS, LLC",LLC,Active,Ready for dissolution,1291869,2020-03-31,748 SOUTH BRITAIN ROAD LOWER,SOUTHBURY,06488,CT,CONSULTIVAFINANCIAL@GMAIL.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,United States,,,,,,,,,,,,,,,,,,,,,,
"EVOLUTIONARY SYSTEMS, CORP.",Stock,Active,,1291870,2022-11-30,"400 TRADE CENTER, SUITE 5860",WOBURN,01801,MA,JWARD@KPPBLAW.COM,Foreign,2018-11-30,MA,MA,False,False,False,False,False,,2021-11-10 00:12:28.3033333,2018-07-28,United States,"EVOLUTIONARY SYSTEMS, CORP.",United States,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,,,,,,,,,,
CONNEY SAFETY PRODUCTS LLC,LLC,Active,,1291871,2022-03-31,225 WEST STATION SQUARE DR STE 700,PITTSBURGH,15219,PA,crex@wesco.com,Foreign,2018-11-30,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,2018-12-01,United States,CONNEY SAFETY PRODUCTS LLC,United States,"1209 N ORANGE ST, WILMINGTON, DE, 19801,",1209 N ORANGE ST,WILMINGTON,DE,19801,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,"225 WEST STATION SQUARE DR STE 700, PITTSBURGH, PA, 15219, United States",225 WEST STATION SQUARE DR STE 700,PITTSBURGH,PA,15219,United States,,,,,,,
"COASTAL THERAPY, LLC",LLC,Active,,1291872,2022-03-31,117 NORTH STONINGTON ROAD,MYSTIC,06355,CT,Coastaltherapyct@gmail.com,Domestic,2018-11-30,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,
SIEDLARZ PLUMBING LLC,LLC,Active,,1291875,2022-03-31,137 KNOB HILL DR,HAMDEN,06518,CT,dhyder@l-hcpas.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,,,,,,,,,,,,,
550 WHITNEY AVENUE LLC,LLC,Active,,1291877,2022-03-31,149 NICOLL STREET UNIT 3,NEW HAVEN,06511,CT,topliffpeak@gmail.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
"MECHANICAL ADVANTAGE CONSTRUCTION, LLC",LLC,Active,Ready for dissolution,1291878,2020-03-31,202 PINE HILL ROAD,NEW FAIRFIELD,06812,CT,amolisani@mech-adv.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,United States,,,,,,,,,,,,,,,,,,,,,,
"JT'S LAWNCARE, LLC",LLC,Active,,1291879,2022-03-31,1068 OLD NORTHFIELD ROAD,THOMASTON,06787,CT,mlazzara53@gmail.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,
ASJ REALTY GROUP LLC,LLC,Active,,1291880,2022-03-31,371 FAIRFIELD WOODS ROAD,FAIRFIELD,06825,CT,ASJ@ASJREALTY.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,All Other Support Services (561990),,,,,,,,,,,,,,
"KONNECT RESOURCES, LLC",LLC,Active,,1291881,2022-03-31,"14515 VALLEY VIEW AVE, SUITE G",SANTA FE SPRINGS,90670,CA,complianceteam@cogencyglobal.com,Foreign,2018-11-30,CA,CA,False,False,False,False,False,,2021-11-10 00:12:28.3033333,2019-01-01,United States,"KONNECT RESOURCES, LLC",United States,"14515 VALLEY VIEW AVE, SUITE G, SANTA FE SPRINGS, CA, 90670, United States","14515 VALLEY VIEW AVE, SUITE G",SANTA FE SPRINGS,CA,90670,Employment Placement Agencies (561311),561311.0,"14515 VALLEY VIEW AVE, SUITE G, SANTA FE SPRINGS, CA, 90670, United States","14515 VALLEY VIEW AVE, SUITE G",SANTA FE SPRINGS,CA,90670,United States,,United States,,,,,
"ECLYPSE HOLDINGS, LLC",LLC,Active,,1291882,2022-03-31,12 SHOREHAVEN ROAD,NORWALK,06855,CT,tim@ramierlaw.com,Domestic,2018-11-30,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,,,,,
BEM FINANCIAL SERVICES LLC,LLC,Active,Ready for dissolution,1291883,2020-03-31,110 WILLIAM STREET,WEST HAVEN,06516,CT,BEMFINANCIALSERVICES@GMAIL.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,United States,,,,,,,,,,,,,,,,,,,,,,
"DAWN SCALA, LLC",LLC,Active,,1291884,2022-03-31,2330 WHITNEY AVENUE UNIT 1B,HAMDEN,06518,CT,dmscala@comcast.net,Domestic,2018-11-30,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.3033333,,United States,,,,,,,,Beauty Salons (812112),812112.0,,,,,,,,,,,,,
"LAST RUN ENTERPRISES, LLC",LLC,Active,Ready for dissolution,1291885,2020-03-31,67 BABYLON TPKE,FREEPORT,11520,NY,LAGATOSHINE21@GMAIL.COM,Domestic,2018-11-30,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3366667,,United States,,,,,,,,,,,,,,,,,,,,,,
WORLDWIDE LEASING CORP.,Stock,Active,Ready for dissolution,1291886,2019-11-30,94 DEMAREST MILL ROAD,NANUET,10954,NY,PROCESSING@MYCORPORATION.COM,Foreign,2018-11-30,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3366667,2018-11-30,,WORLDWIDE LEASING CORP.,,,,,,,,,,,,,,,,,,,,,
WEHEARD FITNESS LLC,LLC,Active,Ready for dissolution,1291887,2019-03-31,37 STOWE AVENUE,MILFORD,06460,CT,WEHEARDFITNESS@GMAIL.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3366667,,,,,,,,,,,,,,,,,,,,,,,,
CATALYTIC THINKING LLC,LLC,Active,Ready for dissolution,1291889,2019-03-31,"11 MERWIN ST., APT. 517",NORWALK,06850,CT,PETE@STEER1.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3366667,,,,,,,,,,,,,,,,,,,,,,,,
BLAZING FRESH DONUTS LLC,LLC,Active,,1291890,2022-03-31,16 CHURCH STREET,GUILFORD,06437,CT,bfdonuts@gmail.com,Domestic,2018-11-30,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.3366667,,United States,,,,,,,,Snack and Nonalcoholic Beverage Bars (722515),445291.0,,,,,,,,,,,,,
BARS ON I-95 LLC,LLC,Active,Annual report past due,1291891,2021-03-31,259 ELM STREET,WEST HAVEN,06516,CT,barzoni95@gmail.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3366667,,United States,,,,,,,,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,
X-CALIBER FUNDING LLC,LLC,Active,,1291892,2022-03-31,3 W. MAIN ST. SUITE 103,IRVINGTON,10533,NY,lauren.tisdale@x-calibercap.com,Foreign,2018-11-30,NY,NY,False,False,False,False,False,,2021-11-10 00:12:28.3366667,2018-12-01,United States,X-CALIBER FUNDING LLC,United States,"3 W. MAIN ST. SUITE 103, IRVINGTON, NY, 10533,",3 W. MAIN ST. SUITE 103,IRVINGTON,NY,10533,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,"3 W. MAIN ST. SUITE 103, IRVINGTON, NY, 10533, United States",3 W. MAIN ST. SUITE 103,IRVINGTON,NY,10533,United States,,,,,,,
"FRITOS RESTAURANT, LLC.",LLC,Active,Ready for dissolution,1291893,2020-03-31,451 MEADOW ST,WATERBURY,06702,CT,FRITOSRESTAURANT@GMAIL.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3500000,,United States,,,,,,,,,,,,,,,,,,,,,,
LIVE EDGE WOODWORKING LLC,LLC,Active,,1291894,2022-03-31,38 SMALLWOOD TRAIL,COVENTRY,06238,CT,liveedgewoodworkingllc@gmail.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3500000,,United States,,,,,,,,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,
"BGT MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1291895,2019-03-31,78 SOUTH ROAD,HARRISON,10528,NY,MANORCAPITAL@YAHOO.COM,Domestic,2018-11-30,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3500000,,,,,,,,,,,,,,,,,,,,,,,,
CRAFT ELECTRIC LLC,LLC,Active,,1291897,2022-03-31,63 AVERY STREET APT 1,STAMFORD,06902,CT,rmvining23@gmail.com,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3500000,,United States,,,,,,,,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,
GETTING TOGETHER FOR GOOD INC.,Non-Stock,Active,Annual report due,1291899,2021-11-25,24 FATHER PETERS LANE,NEW CANAAN,06840,CT,BSZTAM@WPSIR.COM,Domestic,2018-11-30,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3500000,,United States,,,,,,,,All Other Amusement and Recreation Industries (713990),713990.0,,,,,,,,,,,,,
