name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,total_authorized_shares,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting
HE LLC,LLC,Active,,1289006,2022-03-31,135 GRASSLANDS ROAD,SOUTHBURY,06488,CT,Burt@Stevens.aero,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,Other Nonscheduled Air Transportation (481219),481219.0,,,,,,,,,,,,,,,,,,,,
AUGURS FARM LLC,LLC,Active,Ready for dissolution,1289009,2019-03-31,383 FOREST RD.,NORTHFORD,06472,CT,BAUGUR@ATT.NET,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,,,,,,,,,,,,,,,,,,,,,,,
SKINCURE ONCOLOGY LLC,LLC,Active,,1289011,2022-03-31,200 S FRONTAGE ROAD SUITE 200,BURR RIDGE,60527,IL,ellyngeorge@dwt.com,Foreign,2018-10-27,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2019-01-01,SKINCURE ONCOLOGY LLC,"160 GREENTREE DRIVE SUITE 101, DOVER, DE, 19904,",160 GREENTREE DRIVE SUITE 101,DOVER,DE,19904,"160 GREENTREE DRIVE SUITE 101, DOVER, DE, 19904, United States",160 GREENTREE DRIVE SUITE 101,DOVER,DE,19904,,United States,,United States,,,,
MILITIA MADE COOKIE CO. LLC,LLC,Active,Ready for dissolution,1289012,2019-03-31,351 BEAUMONT HWY,LEBANON,,CT,JOHNLAIBRANDT@YAHOO.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,,,,,,,,,,,,,,,,,,,,,,,
"DR. CAROL DERMESROPIAN, PLLC",LLC,Active,,1289013,2022-03-31,"76 NEWTOWN RD, STE A",DANBURY,06810,CT,drcaroldermes@hotmail.com,Domestic,2018-10-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.1933333,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,
MELO K HOLDING E LLC,LLC,Active,Ready for dissolution,1289014,2019-03-31,470 BROOKLAWN AVE,BRIDGEPORT,06604,CT,RMELO99@YAHOO.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1933333,,,,,,,,,,,,,,,,,,,,,,,
8 CLARMORE 1A LLC,LLC,Dissolved,,1289015,2021-03-31,213 NORTH BARRY AVE,MAMARONECK,10543,NY,yixchen6@gmail.com,Domestic,2018-10-27,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1933333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,
"TLS EXPRESS, LLC",LLC,Active,,1289017,2022-03-31,1 CHAFFEE LANE,UNIONVILLE,06085,CT,tls.expresss@gmail.com,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1933333,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,,,,,,,,,,,,,,,,,,,
"VENN'S IT SOLUTIONS, LLC",LLC,Active,Ready for dissolution,1289065,2020-03-31,68 OAKLEY STREET,NEW HAVEN,06513,CT,vennsitsolutions@gmail.com,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7566667,United States,Computer and Office Machine Repair and Maintenance (811212),811212.0,,,,,,,,,,,,,,,,,,,,
CONNECTICUT  CAB AND CUSTOM WOODWORK CORPORATION,Non-Stock,Active,First report past due,1289089,2020-10-27,No information provided,,,,CTCABWOODWORK@YAHOO.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
HARTFORD ENERGY ASSOCIATES LLC,LLC,Dissolved,,1289010,2020-03-31,11 QUAKER LN N,WEST HARTFORD,06119,CT,ADMIN@HARTFORDENERGYASSOCIATES.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:05.5566667,United States,,,,,,,,,,,,,,,,,,,,2020-01-04T00:00:00.000,,
CAREBOX LLC,LLC,Dissolved,,1289088,2020-03-31,54 BOXWOOD LN,NEW MILFORD,06776,CT,CONTACTCAREBOX@GMAIL.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:28.2833333,United States,,,,,,,,,,,,,,,,,,,,2020-10-08T00:00:00.000,,
"SEQUEL FINISHING, INC.",Stock,Active,,1288532,2022-10-29,96 Napco Dr,Terryville,06786-7308,CT,jclark@ejpartscleaning.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,All Other Miscellaneous Manufacturing (339999),339999.0,,,,,,,,,,,,,20000.0,,,,jmm@mielelaw.com,,,
SWEETS BY MARIELA LLC,LLC,Dissolved,,1289019,2021-03-31,290 BOOTH HILL ROAD,TRUMBULL,06611,CT,sweetsbymariela@gmail.com,Domestic,2018-10-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:22.1933333,United States,All Other Miscellaneous Food Manufacturing (311999),311999.0,,,,,,,,,,,,,,,,,,2021-01-15T00:00:00.000,,
VIROLOGY SIMPLIFIED LLC,LLC,Active,Ready for dissolution,1289020,2019-03-31,118 HEWEY ST,WATERBURY,06708,CT,BFRIEDRICH@VIROLOGYSIMPLIFIED.NET,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1933333,,,,,,,,,,,,,,,,,,,,,,,
J M F CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1289021,2019-03-31,102 MCMULLEN AVE,STAMFORD,06902,CT,JORMORALES7@HOTMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1933333,,,,,,,,,,,,,,,,,,,,,,,
FG MERRITT MEMBER LLC,LLC,Active,Ready for dissolution,1289022,2019-03-31,26 FOREST DRIVE,LAKEWOOD,08701,NJ,,Domestic,2018-10-29,NJ,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1933333,,,,,,,,,,,,,,,,,,,,,,,
CUE FG MERRITT PARTNERS LLC,LLC,Active,Ready for dissolution,1289024,2020-03-31,26 FOREST DRIVE,LAKEWOOD,08701,NJ,JABREU@VCORPSERVICES.COM,Domestic,2018-10-29,NJ,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1933333,United States,,,,,,,,,,,,,,,,,,,,,,
HIGHER STANDARDS CONSULTANTS LLC,LLC,Active,Ready for dissolution,1289025,2020-03-31,231 LOON MEADOW DR,NORFOLK,06058,CT,kvaill507@gmail.com,Domestic,2018-10-29,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1933333,United States,Professional and Management Development Training (611430),611430.0,,,,,,,,,,,,,,,,,,,,
"CAPSTONE LOGISTICS, LLC",LLC,Active,,1289026,2022-03-31,30 TECHNOLOGY PARKWAY SOUTH SUITE 200,PEACHTREE CORNERS,30092,GA,complianceteam@cogencyglobal.com,Foreign,2018-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.1933333,United States,General Warehousing and Storage (493110),493110.0,2018-10-31,"CAPSTONE LOGISTICS, LLC","850 NEW BURTON ROAD SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD SUITE 201,DOVER,DE,19904,"850 NEW BURTON ROAD SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD SUITE 201,DOVER,DE,19904,,United States,United States,United States,,,,
FURNISH NEW ENGLAND LLC,LLC,Active,,1289029,2022-03-31,14 CLEFT ROCK ROAD,WOODBRIDGE,06525,CT,psg58@optonline.net,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1933333,United States,Furniture Merchant Wholesalers (423210),,,,,,,,,,,,,,,,,,,,,
MONARCH COUNSELING SERVICES LLC,LLC,Active,,1289047,2022-03-31,314 Flanders Rd,East Lyme,06333-1727,CT,sebonardi@gmail.com,Domestic,2018-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.2266667,United States,All Other Outpatient Care Centers (621498),621498.0,,,,,,,,,,,,,,,,,,,"2nd floor, suite D",
"MICHELE ROMAN PHOTOGRAPHY, LLC",LLC,Active,Ready for dissolution,1289048,2020-03-31,28 DEAN ROAD,NEW MILFORD,06776,CT,JMAYER@NEWTOWNLAWYERS.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,United States,,,,,,,,,,,,,,,,,,,,,,
HOME BYERS LLC,LLC,Active,,1289049,2022-03-31,16 FORREST EDWARDS ROAD,OTISFIELD,04270,ME,nickbyers@gmail.com,Domestic,2018-10-29,ME,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.2266667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
BRITO AUTO TRANSPORT LLC,LLC,Active,,1289050,2022-03-31,16 PACKERVILLE ROAD,PLAINFIELD,06374,CT,britoautollc@gmail.com,Domestic,2018-10-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:22.2266667,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,,,,,,,,,,,,,,,,,,,
RYDER PROPERTIES LLC,LLC,Active,,1289051,2019-03-31,146 MAIN ST.,COLLINSVILLE,06019,CT,CRYDER910@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,,,,,,,,,,,,,,,,,,,,2021-07-28T00:00:00.000,,
COLLABORATIVE RESULTS LLC,LLC,Active,,1289052,2022-03-31,47 BRAINARD HILL RD.,HIGGANUM,06441,CT,mgrabarek@mac.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.2266667,United States,Human Resources Consulting Services (541612),541612.0,,,,,,,,,,,,,,,,,,,,
"MIRACLES HYPNOSIS CENTER, LLC",LLC,Active,Annual report past due,1289053,2021-03-31,12 FAIRVIEW AVE,NAUGATUCK,06770,CT,JAMES@ONLINEHYPNOSISNOW.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,,,,,,,,
THE FREEDOM ISN'T FREE RIDE FOUNDATION INC.,Non-Stock,Active,,1289054,2022-10-29,268 POST RD,FAIRFIELD,06824,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,
MDMP LLC,LLC,Active,,1289055,2022-03-31,"12 SPINDLE HILL RD., UNIT 2H",WOLCOTT,06716,CT,dianehochman@gmail.com,Domestic,2018-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,
"RENT NEW HAVEN, LLC",LLC,Active,,1289056,2022-03-31,32 STRAWBERRY PATCH LN,STAMFORD,06902,CT,daniel@pennylaneassociates.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
IVIS RIVERA LLC,LLC,Active,Ready for dissolution,1289057,2019-03-31,86 MYRTLE AVE APT 18,STAMFORD,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7566667,,,,,,,,,,,,,,,,,,,,,,,
ARIYA SALES AND SERVICES LLC,LLC,Active,Ready for dissolution,1289058,2019-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7566667,,,,,,,,,,,,,,,,,,,,,,,
DYNAMICS DRYWALL LLC,LLC,Active,,1289059,2022-03-31,59 MARTIN ST,WEST HAVEN,06516,CT,yojoselousa@yahoo.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Drywall and Insulation Contractors (238310),,,,,,,,,,,,,,,,,,,,,
ELLI TRAVEL GROUP LLC,LLC,Active,,1289061,2022-03-31,235 LARCHMONT AVENUE,LARCHMONT,10538,NY,juan@ellitravel.com,Foreign,2018-10-29,NY,NY,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Travel Agencies (561510),561510.0,2018-10-29,ELLI TRAVEL GROUP LLC,"2005 PALMER AVENUE, LARCHMONT, NY, 10538,",2005 PALMER AVENUE,LARCHMONT,NY,10538,"1967 PALMER AVENUE, LARCHMONT, NY, 10538, United States",1967 PALMER AVENUE,LARCHMONT,NY,10538,,United States,,United States,,,,
KARLI HENDRICKSON DESIGN LLC,LLC,Active,,1289062,2022-03-31,20 ROSSIE STREET,MYSTIC,06355,CT,karli.hendrickson@gmail.com,Domestic,2018-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Graphic Design Services (541430),541430.0,,,,,,,,,,,,,,,,,,,,
"TEN3NINE DESIGN, LLC",LLC,Active,Ready for dissolution,1289063,2019-03-31,7 SHELLEY RD,BETHEL,06801,CT,TEN3NINEDESIGN@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7566667,,,,,,,,,,,,,,,,,,,,,,,
CAMPFIRE TECHNOLOGY LLC,LLC,Active,,1289064,2022-03-31,172 ETHAN DRIVE,WINDSOR,06095,CT,jlouro@campfiretechnology.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Software Publishers (511210),511210.0,,,,,,,,,,,,,,,,,,,,
"HOMETOWN WELL PUMP SERVICE, LLC",LLC,Active,,1289066,2022-03-31,645 GOSHEN HILL ROAD,LEBANON,06249,CT,james@hometownpump.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,,,,,,,,,,,,,,,,,,,,
T10 VENTURES LLC,LLC,Active,,1289067,2022-03-31,6 OLD BRIDGE ROAD WEST,NEW FAIRFIELD,06812,CT,ken@t10ventures.com,Domestic,2018-10-29,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:12:22.7566667,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,
RODRIGUEZ GENERAL CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1289068,2019-03-31,12  MAIN ST   APT 56,DANBURY,06810,CT,REALSOLUTIONCT@YAHOO.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7566667,,,,,,,,,,,,,,,,,,,,,,,
SAFER VAPORZ LLC,LLC,Active,,1289069,2022-03-31,342 STATE STREET,NORTH HAVEN,06473,CT,safervaporz@gmail.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,,,,,,,,,,,,
"KEYSTONE CONSULTING GROUP, LLC",LLC,Dissolved,,1289070,2022-03-31,66 GLENDALE ROAD,SOUTH WINDSOR,06074,CT,dimbert@ditekconsulting.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7566667,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,2021-06-29T00:00:00.000,,
C&G BREAD AND SNACKS INC,Stock,Active,Ready for dissolution,1289071,2019-10-29,54 MIDFIELD DRIVE APT 17,WATERBURY,06705,CT,cw16059@gmail.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7566667,,,,,,,,,,,,,,,,100.0,,,,,,,
ZMS CONSULTING LLC,LLC,Active,,1289072,2022-03-31,1035 RACEBROOK RD.,WOODBRIDGE,06525,CT,zachary.sadler8@gmail.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
SAFE ROAD TRAFFIC CONTROL LLC,LLC,Active,Ready for dissolution,1289073,2019-03-31,16 E RAYMOND STREET,HARTFORD,06112,CT,TMERRITT40@YAHOO.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
AUTO BOX LLC,LLC,Active,Ready for dissolution,1289074,2020-03-31,27 SEMINOLE AVE,WATERBURY,06705,CT,contactus@allthingsautobox.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,United States,,,,,,,,,,,,,,,,,,,,,,
DANBURY BASEMENT SOLUTIONS LLC,LLC,Active,Ready for dissolution,1289075,2019-03-31,13 PLUMTREES ROAD,BETHEL,06801,CT,CHRISTIANMULTI@HOTMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
MY FAMILY GROCERY LLC,LLC,Active,Ready for dissolution,1289076,2019-03-31,1335 EAST MAIN ST,BRIDGEPORT,06608,CT,,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
MAURICIOS PAINTING LLC,LLC,Active,Ready for dissolution,1289077,2019-03-31,18 ELM ST,NORWALK,06850,CT,MAURICIOSPAINTINGLLC@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
ONPOINT WARRANTY SOLUTIONS LLC,LLC,Active,,1289078,2022-03-31,9900 CORPORATE CAMPUS DRIVE SUITE 2050,LOUISVILLE,40223,KY,JENNIFFER@ONPOINTWARRANTY.COM,Foreign,2018-10-29,KY,KY,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,All Other Insurance Related Activities (524298),524298.0,2018-10-29,ONPOINT WARRANTY SOLUTIONS LLC,"9900 CORPORATE CAMPUS DRIVE, SUITE 2050  9900 CORPORATE CAMPUS DRIVE, SUITE 2050, LOUISVILLE, KY, 40223, United States","9900 CORPORATE CAMPUS DRIVE, SUITE 2050  9900 CORPORATE CAMPUS DRIVE, SUITE 2050",LOUISVILLE,KY,40223,"9900 CORPORATE CAMPUS DRIVE, SUITE 2050, LOUISVILLE, KY, 40223, United States","9900 CORPORATE CAMPUS DRIVE, SUITE 2050",LOUISVILLE,KY,40223,,United States,United States,United States,,,,
"O'REILLY AUTO ENTERPRISES, LLC",LLC,Active,,1289079,2022-03-31,233 S. PATTERSON AVE.,SPRINGFIELD,65802,MO,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2018-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,Automotive Parts and Accessories Stores (441310),441310.0,2015-06-24,"O'REILLY AUTO ENTERPRISES, LLC","233 S. PATTERSON AVE., SPRINGFIELD, MO, 65802, United States",233 S. PATTERSON AVE.,SPRINGFIELD,MO,65802,"233 S. PATTERSON AVE., SPRINGFIELD, MO, 65802, United States",233 S. PATTERSON AVE.,SPRINGFIELD,MO,65802,,United States,United States,United States,,,,
"GRANNY'S BRIDGE, LLC",LLC,Active,,1289084,2022-03-31,17 BEAVER DAM ROAD,NEWTOWN,06470,CT,jmayer@newtownlawyers.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,Forest Nurseries and Gathering of Forest Products (113210),113210.0,,,,,,,,,,,,,,,,,,,,
ST. JUSTINA LLC,LLC,Active,Ready for dissolution,1289085,2019-03-31,137 JOHN STREET,BRIDGEPORT,06604,CT,HGHALY69@YAHOO.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
"ASAPP, INC.",Stock,Active,,1289086,2022-10-29,ONE WORLD TRADE CENTER 80TH FLOOR,NEW YORK,10007,NY,Compliancemail@cscinfo.com,Foreign,2018-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,Research and Development in the Social Sciences and Humanities (541720),541720.0,2018-10-29,"ASAPP, INC.",,,,,,,,,,,,United States,,,,,,
"NORTH HAVEN HOMES, LLC",LLC,Active,Annual report past due,1289090,2021-03-31,11 ALLENDALE DRIVE,NORTH HAVEN,06473,CT,lm@brownrealestatelaw.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
862 PARK ROAD HOLDINGS LLC,LLC,Active,Ready for dissolution,1289092,2019-03-31,690 MAIN STREET,OAKVILLE,06779,CT,MYHOOPTY.COM@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7900000,,,,,,,,,,,,,,,,,,,,,,,
"LINDENBERG, PLLC",LLC,Active,,1289094,2022-03-31,11 BEVERLY DRIVE,AVON,06001,CT,dlindenberg1@gmail.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,All Other Legal Services (541199),541199.0,,,,,,,,,,,,,,,,,,,,
RED APPLE CATERING LLC,LLC,Active,,1289095,2022-03-31,65 GARTHWAIT RD,WOLCOTT,06716,CT,nanette@ciampitax.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7900000,United States,Caterers (722320),722320.0,,,,,,,,,,,,,,,,,,,,
CLAIREHAVEN GROUP LLC,LLC,Active,,1289096,2022-03-31,27 CROWS NEST LANE 13D,DANBURY,06810,CT,DESAJOAO15@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:12:22.8366667,United States,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,,,,,,,,,,,,,,
"BLLT, LLC",LLC,Active,Ready for dissolution,1289098,2019-03-31,39 ELM ST,WEST HAVEN,06516,CT,TONY@DICROSTALAW.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8366667,United States,,,,,,,,,,,,,,,,,,,,,6,
CT. AUTO AND TRUCK BENEFIT SOLUTIONS LLC.,LLC,Active,Ready for dissolution,1289100,2020-03-31,105 DOE MEADOW COURT,SOUTHINGTON,06489,CT,trossini@mengelfinancialgroup.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8366667,United States,,,,,,,,,,,,,,,,,,,,,,
"RDSM VENTURES, INC.",Stock,Active,,1289101,2022-10-29,140 PRINCETON DRIVE,SHELTON,06484,CT,ra@andersonadvisors.com,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.8366667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,1000.0,,,,,,,
MCM HOLDINGS LLC,LLC,Active,,1289103,2022-03-31,40 WOODLAND STREET,HARTFORD,06105,CT,HMARTINO@MCMGMT.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.8366667,United States,All Other Telecommunications (517919),517919.0,,,,,,,,,,,,,,,,,,,,
RIVER ROAD REAL ESTATE LLC,LLC,Active,Ready for dissolution,1289104,2020-03-31,43 RIVER ROAD,CLINTON,06413,CT,BOOKKEEPER@SIMMONSQUALITY.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8366667,United States,,,,,,,,,,,,,,,,,,,,,,
JOAO & OLIVIA LLC,LLC,Active,Ready for dissolution,1289105,2019-03-31,57 LINCOLN AVE,BRIDGEPORT,06606,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8366667,,,,,,,,,,,,,,,,,,,,,,,
WHITE WING LLC,LLC,Active,,1289106,2022-03-31,615 CALLE DEL OTONO,SARASOTA,34242,FL,whitewingproperty@gmail.com,Foreign,2018-10-29,MA,MA,False,False,False,False,False,,2021-11-10 00:12:22.8366667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,2017-09-20,WHITE WING LLC,"39 LYMAN ROAD, NORTHAMPTON, MA, 01060, United States",39 LYMAN ROAD,NORTHAMPTON,MA,01060,"39 LYMAN ROAD, NORTHAMPTON, MA, 01060, United States",39 LYMAN ROAD,NORTHAMPTON,MA,01060,,United States,United States,United States,,,,
TLS HANDYMAN AND REMODELING LLC,LLC,Active,Ready for dissolution,1289107,2020-03-31,"30 BUXTON FARMS ROAD, STE 325",STAMFORD,06905,CT,EVERYTHINGELECTRIC72@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8366667,United States,,,,,,,,,,,,,,,,,,,,,,
VITALITY XU INC.,Stock,Active,First report past due,1289108,2020-10-29,No information provided,,,,LQINCPAEA@GMAIL.COM,Domestic,2018-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.8366667,,,,,,,,,,,,,,,,200.0,,,,,,,
