name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,naics_sub_code,sub_status,reason_for_administrative,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"DEXTER AND COMPANY CT, LLC",LLC,Dissolved,1270929,2019-03-31,3 MALLORY HILL RD.,RIDGEFIELD,,06877,CT,KATIEBETTS11@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:00.8900000,,,,2019-06-25T00:00:00.000,,,,,,,,,,,,,,,,,,,
ADRIAN FRIAS PAINTING LLC,LLC,Dissolved,1271029,2019-03-31,40 WELCH ST,WATERBURY,,06704,CT,BLANCHEDPEREZ@OUTLOOK.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.2500000,,,,2018-07-07T00:00:00.000,,,,,,,,,,,,,,,,,,,
SOLOVEY LLC,LLC,Dissolved,1271023,2020-03-31,100 WHITNEY AVE #2,TRUMBULL,United States,06611,CT,SOLOVEYLLC@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.1533333,,,,2020-03-09T00:00:00.000,,,,,,,,,,,,,,,,,,,
GLOBAL WELL AND FIT LLC,LLC,Dissolved,1271021,2019-03-31,32 PINE STREET #15,NORWALK,,06854,CT,INFO@GLOBALWELLANDFIT.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:57.4066667,,,,2019-04-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
"SIMPSON & SONS BEE COMPANY, LLC",LLC,Dissolved,1270928,2020-03-31,73 SUFFOLK DR,MADISON,United States,06443,CT,KSIMPSON@FMI.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.1700000,,,,2019-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
"ESCT-BJ037, LLC",LLC,Dissolved,1270891,2019-03-31,805 THIRD AVENUE 20TH FLOOR,NEW YORK,,10022,NY,LBOYER@ENTERSOLAR.COM,Domestic,2018-04-23,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:06:04.3433333,,,,2018-08-06T00:00:00.000,,,,,,,,,,,,,,,,,,,
AUTO WORX LLC,LLC,Dissolved,1270993,2019-03-31,100 MAIN ST NORTH # 350,SOUTHBURY,United States,06488,CT,TRACY.GELORMINO@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:03.5000000,,,,2020-10-02T00:00:00.000,,,,,,,,,,,,,,,,,,,
WEFINE HEALTH TECHNOLOGY CORPORATION,Stock,Merged,1271014,2019-04-23,"157 CHURCH ST, 19TH FLOOR",NEW HAVEN,,06510,CT,evedong@foxmail.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:26.5866667,,,,,20000.0,,,,,,,,,,,,,,,,,,
JBS SERVICES LLC,LLC,Dissolved,1271042,2019-03-31,66 WHITMORE LN,STAMFORD,,06902,CT,BLANCHEDPEREZ@OUTLOOK.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:12.9800000,,,,2019-10-03T00:00:00.000,,,,,,,,,,,,,,,,,,,
EAZIWARE LLC,LLC,Dissolved,1271052,2019-03-31,407 OLD COLCHESTER RD.,AMSTON,,06231,CT,EAZIWARE@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:12.2133333,,,,2018-11-05T00:00:00.000,,,,,,,,,,,,,,,,,,,
"ESCT-BJ203, LLC",LLC,Dissolved,1270897,2019-03-31,805 THIRD AVENUE 20TH FLOOR,NEW YORK,,10022,NY,LBOYER@ENTERSOLAR.COM,Domestic,2018-04-23,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:04:04.6800000,,,,2018-08-06T00:00:00.000,,,,,,,,,,,,,,,,,,,
LOWER CONNECTICUT RIVER VALLEY AIRPLANE LEASING LLC,LLC,Dissolved,1271043,2020-03-31,325 CEDAR LAKE RD.,DEEP RIVER,United States,06417,CT,KEVATOM@HOTMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:29.0466667,,,,2019-03-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
"ESCT-BJ193, LLC",LLC,Dissolved,1270895,2019-03-31,805 THIRD AVENUE 20TH FLOOR,NEW YORK,,10022,NY,LBOYER@ENTERSOLAR.COM,Domestic,2018-04-23,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:04:18.2800000,,,,2018-08-06T00:00:00.000,,,,,,,,,,,,,,,,,,,
GREEN MANGO LLC,LLC,Dissolved,1271003,2019-03-31,1117 E PUTNAM AVE STE 228,RIVERSIDE,,06878,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:27.6866667,,,,2019-03-29T00:00:00.000,,,,,,,,,,,,,,,,,,,
INVESTMENT PORTFOLIO ADVISORS LLC,LLC,Dissolved,1270944,2021-03-31,3 GINGERTREE LANE,CORONADO,United States,92118,CA,trichards18@gmail.com,Domestic,2018-04-23,CA,Connecticut,False,False,False,False,False,Investment Advice (523930),2021-11-10 00:04:41.5633333,,,,2020-11-03T00:00:00.000,,,,,,,,,,,,,,,,,,,
CONNECTICUT COALITION OF POETS LAUREATE LLC,LLC,Dissolved,1270910,2020-03-31,9 EDMUND PLACE,WEST HARTFORD,,06119,CT,CJMARGOLIS@SNET.NET,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:46.3766667,,,,2019-08-30T00:00:00.000,,,,,,,,,,,,,,,,,,,
"APOTHECARY MASSAGE SOLUTIONS, LLC",LLC,Dissolved,1271036,2020-03-31,27 NEWGATE RD,OXFORD,United States,06478,CT,CELEWIS27@COMCAST.NET,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:42.8433333,,,,2020-08-19T00:00:00.000,,,,,,,,,,,,,,,,,,,
NEEDLE INTERCO TENANT LLC,LLC,Withdrawn,1270914,2019-03-31,1345 AVENUE OF THE AMERICAS 45TH FL,NEW YORK,,10105,NY,,Foreign,2018-04-23,DE,DE,False,False,False,False,False,,2021-11-10 00:04:44.3133333,,,,,,2018-04-10,NEEDLE INTERCO TENANT LLC,,,,,,,,,,,,,,,,
GARZON CAR WASH SERVICES LLC,LLC,Dissolved,1270924,2020-03-31,14 WEST ST #15,DANBURY,United States,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:52.8800000,,,,2020-10-16T00:00:00.000,,,,,,,,,,,,,,,,,,,
"DAVID GERTLER INSURANCE AGENCY, INC.",Stock,Dissolved,1270967,,No information provided,,,,,,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:44.9400000,,,,2018-07-24T00:00:00.000,7000.0,,,,,,,,,,,,,,,,,,
"ESCT-BJ214, LLC",LLC,Dissolved,1270899,2019-03-31,805 THIRD AVENUE 20TH FLOOR,NEW YORK,,10022,NY,LBOYER@ENTERSOLAR.COM,Domestic,2018-04-23,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:04:56.7900000,,,,2018-08-06T00:00:00.000,,,,,,,,,,,,,,,,,,,
WAVE INTEGRATIVE CT LLC,LLC,Dissolved,1271040,2019-03-31,167 CHERRY ST UNIT 325,MILFORD,,06460,CT,DO_NOT_REPLY@WAVEINTEGRATIVE.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:03.9500000,,,,2018-08-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
"SPARTAN REALTY, LLC",LLC,Dissolved,1270985,2019-03-31,77 WINTERHILL ROAD,MADISON,,06443,CT,SPARTANREALTY24@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:43.6166667,,,,2018-12-17T00:00:00.000,,,,,,,,,,,,,,,,,,,
NEW GENERATION CLEANING LLC,LLC,Dissolved,1271109,2020-03-31,96 ROWE AVE APT 3 APT 3,HARTFORD,,06106,CT,DEISE.KBRAL.DC@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:25.3633333,,,,2019-03-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
PEPIN SOLUTIONS LLC,LLC,Dissolved,1270965,2019-03-31,1 HIGHLAND DRIVE 1 HIGHLAND DRIVE,PROSPECT,,06712,CT,PEPIN.MAKE@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:53.3366667,,,,2020-10-21T00:00:00.000,,,,,,,,,,,,,,,,,,,
THE MORNINGSTAR CARE LLC,LLC,Active,1270970,2019-03-31,121 JANET DR,EAST HARTFORD,,06118,CT,75NACOB10@ATT.NET,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.5733333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"EIP INVESTMENT, LLC",LLC,Active,1270980,2022-03-31,65 DUNKIRK AVE,WORCESTER,United States,01604,MA,jsheehan@jdsma.com,Foreign,2018-04-24,MA,MA,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2021-11-10 00:10:21.6033333,237130.0,,,,,2018-04-24,"EIP INVESTMENT, LLC",United States,"65 DUNKIRK AVE, WORCESTER, MA, 01604, United States",65 DUNKIRK AVE,WORCESTER,MA,1604.0,"65 DUNKIRK AVE, WORCESTER, MA, 01604, United States",65 DUNKIRK AVE,WORCESTER,MA,1604.0,United States,United States,,,
SBP DUBLIN HILL LLC,LLC,Active,1271006,2022-03-31,289 SELLECK STREET,STAMFORD,United States,06902,CT,jhoffman@sbphomes.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:10:21.6500000,531190.0,,,,,,,,,,,,,,,,,,,,,,
"ARISTA BUILDERS AND DESIGNERS, INC.",Stock,Active,1271008,2020-04-24,329 JACKSON MILLS ROAD,JACKSON,United States,08527,NJ,SAVVAS1@OPTONLINE.NET,Foreign,2018-04-24,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:21.6500000,,Ready for dissolution,Failure to file Annual Report,,,2018-03-26,"ARISTA BUILDERS AND DESIGNERS, INC.",United States,,,,,,,,,,,,,,,
WAY-TO-GO MERCHANDISING AND STAFFING LLC,LLC,Active,1271010,2022-03-31,905 CHERRY ST. SUITE 9,NORTH WILKESBORO,United States,28659,NC,Compliancemail@cscinfo.com,Foreign,2018-04-24,NC,NC,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:10:21.6500000,541990.0,,,,,2018-06-01,WAY-TO-GO MERCHANDISING AND STAFFING LLC,United States,"905 CHERRY ST. SUITE 9, NORTH WILKESBORO, NC, 28659,",905 CHERRY ST. SUITE 9,NORTH WILKESBORO,NC,28659.0,"905 CHERRY ST. SUITE 9, NORTH WILKESBORO, NC, 28659, United States",905 CHERRY ST. SUITE 9,NORTH WILKESBORO,NC,28659.0,United States,,,,
"VINFETCH, LLC",LLC,Active,1271011,2022-03-31,1908 ASYLUM AVE.,WEST HARTFORD,United States,06117,CT,jzisa@vinfetch.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Wine and Distilled Alcoholic Beverage Merchant Wholesalers (424820),2021-11-10 00:10:21.6500000,424820.0,,,,,,,,,,,,,,,,,,,,,,
MAYVAN LLC,LLC,Active,1271053,2022-03-31,24 MERLINS LANE,NEWTOWN,United States,06470,CT,Mayvan@4newtown.com,Domestic,2018-04-24,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:22.2466667,531120.0,,,,,,,,,,,,,,,,,,,,,,
C PLUS C LLC,LLC,Active,1271054,2022-03-31,708 WASHINGTON ST,MDDLETOWN,United States,06457,CT,mabed@sbcglobal.net,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,,
ZIYA BOUTIQUE LLC,LLC,Active,1271055,2019-03-31,231 ELLINGTON RD. APT.F,EAST HARTFORD,,06108,CT,ZIYABOUTIQUE@ZIYABOUTIQUE.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"PALLADIUM GROUP GLOBAL, LLC",LLC,Active,1271065,2022-03-31,1331 PENNSYLVANIA AVENUE NW SUITE 600,WASHINGTON,United States,20004,DC,ARFS@INCSERV.COM,Foreign,2018-04-24,NC,NC,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:10:22.2933333,541618.0,,,,,2018-03-15,"PALLADIUM GROUP GLOBAL, LLC",United States,"176 MINE LAKE COURT SUITE 100, RALEIGH, NC, 27615, United States",176 MINE LAKE COURT SUITE 100,RALEIGH,NC,27615.0,"176 MINE LAKE COURT SUITE 100, RALEIGH, NC, 27615, United States",176 MINE LAKE COURT SUITE 100,RALEIGH,NC,27615.0,United States,United States,,,
EFSTATHIOS PAPAKYRIAKOU LLC,LLC,Active,1271068,2019-03-31,51 GLASSER ST #2,NORWALK,,06854,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"LIGHTSPEED FIBER OPTICS, LLC",LLC,Active,1271072,2019-03-31,304 RATTLESNAKE LEDGE RD.,SALEM,,06420,CT,LIGHTSPEEDFOSC@GMAIL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"J.T.G, LLC",LLC,Active,1271074,2019-03-31,224 THISTLE LN.,SOUTHINGTON,,06489,CT,PAULGROLLUSA@COX.NET,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"THE YOGA FARM, LLC",LLC,Active,1271075,2022-03-31,21 B FURNACE ST,DANIELSON,United States,06239,CT,scottroys@yahoo.com,Domestic,2018-04-24,CT,Connecticut,True,True,True,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:10:22.2933333,713940.0,,,,,,,,,,,,,,,,,,,,,,
LENY MONTUFAR LLC,LLC,Active,1271076,2019-03-31,76 OAK ST UNIT 4S,NEW BRITAIN,,06051,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
HOUSE STARK INDUSTRIES LLC,LLC,Active,1271077,2019-03-31,21 DUANE ROAD,HAMDEN,,06514,CT,THEDOCTOR@DOCTORSTARK.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"ORCHARD LAWN & LANDSCAPE, LLC",LLC,Active,1271078,2020-03-31,8 OLD ORCHARD LN.,NEW MILFORD,,06776,CT,ORCHARDLANDBOOKING@GMAIL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
SLL ENGRAVING LLC,LLC,Active,1271079,2019-03-31,"501 BOSTON POST RD., STE. 3",ORANGE,,06477,CT,KYLE@SLLENGRAVING.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"KS REAL ESTATE DEVELOPMENT, LLC",LLC,Active,1271080,2022-03-31,90 PAPER MILL RD.,BALTIC,United States,06330,CT,melissa.little@amgraph.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:22.8533333,531390.0,,,,,,,,,,,,,,,,,,,,,,
"SAM COBA PHOTOGRAPHY, LLC",LLC,Active,1271081,2022-03-31,11 ORCHARD LN.,PLAINVILLE,United States,06062,CT,stcoba06@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,"Photography Studios, Portrait (541921)",2021-11-10 00:10:22.8533333,541921.0,,,,,,,,,,,,,,,,,,,,,,
"VANTAINE HOSPITALITY, LLC",LLC,Active,1271083,2022-03-31,25 WHITFIELD ST.,GUILFORD,United States,06437,CT,srossi@aldrichperkins.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:10:22.8533333,722511.0,,,,,,,,,,,,,,,,,,,,,,
"CM CAPITAL, LLC",LLC,Active,1271084,2022-03-31,58 JUDITH DRIVE,DANBURY,United States,06811,CT,Cmcapllc@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:22.8533333,531390.0,,,,,,,,,,,,,,,,,,,,,,
"ENJOY COMMUNITY WELLNESS, LLC",LLC,Active,1271085,2022-03-31,1200 HIGH RIDGE RD,STAMFORD,United States,06905,CT,rofoulds@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:10:22.8533333,713940.0,,,,,,,,,,,,,,,,,,,,,,
"J.K.J. HOME IMPROVEMENT, LLC",LLC,Active,1271086,2022-03-31,39 CLOVER HILL AVE,BRIDGEPORT,United States,06606,CT,josedejesus8425@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:10:22.8533333,238320.0,,,,,,,,,,,,,,,,,,,,,,
"WESTBROOK BODY & FENDER, LLC",LLC,Active,1271087,2022-03-31,974 ESSEX ROAD,WESTBROOK,United States,06498,CT,Tedlemelin@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:10:22.8533333,811198.0,,,,,,,,,,,,,,,,,,,,,,
JENNIFER MICHAEL DESIGN LLC,LLC,Active,1271088,2019-03-31,177 FLANDERS ROAD,STONINGTON,,06378,CT,FILING@ACS123.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
PYJL LLC,LLC,Active,1271089,2022-03-31,21 FARM MEADOW RD,NEWTOWN,United States,06470,CT,jn9292@yahoo.com,Domestic,2018-04-24,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),2021-11-10 00:10:22.8533333,531311.0,,,,,,,,,,,,,,,,,,,,,,
MODULAR CARBON LLC,LLC,Active,1271090,2019-03-31,19 ENRICO ROAD,BOLTON,,06043,CT,FILING@ACS123.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
RJ RENOVATIONS LLC,LLC,Active,1271091,2021-03-31,80 OLD BARN RD 80 OLD BARN RD,STAMFORD,United States,06905,CT,iralphk@yahoo.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:10:22.8533333,238350.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DONAHUE MATCO TOOL DISTRIBUTOR LLC,LLC,Active,1271092,2019-03-31,28 MAPLE HILL AVE,NEWINGTON,,06111,CT,JOHNDONH@GMAIL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MKN PROPERTY HOLDINGS LLC,LLC,Active,1271093,2019-03-31,5 SOUTH MAIN STREET,KENT,,06757,CT,NISAR9865@YAHOO.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ULTRA COIN LAUNDROMAT 2 LLC,LLC,Active,1271094,2019-03-31,1118 NORTH COLONY RD,WALLINGFORD,,06492,CT,CW3356@AOL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ZFN INVESTMENTS LLC,LLC,Active,1271095,2022-03-31,91 QUAIL RUN 91 QUAIL RUN,SOUTH WINDSOR,United States,06074,CT,nawaz.m.shaikh@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:22.8533333,531390.0,,,,,,,,,,,,,,,,,,,,,,
"ELITE HOCKEY EVOLUTION, LLC",LLC,Active,1271096,2019-03-31,61 SEAVIEW AVE. APT. 15,STAMFORD,,06902,CT,MARCO@CJRHOCKEY.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"DREAM VIEW FARM, LLC",LLC,Active,1271097,2022-03-31,37 VALLEY VIEW DRIVE,MERIDEN,United States,06450,CT,dreamviewfarm@cox.net,Domestic,2018-04-24,CT,Connecticut,True,False,False,False,False,Horses and Other Equine Production (112920),2021-11-10 00:10:22.8533333,112920.0,,,,,,,,,,,,,,,,,,,,,,
"REG CONSULTING, LLC",LLC,Active,1271099,2019-03-31,286 TACONIC RD,GREENWICH,,06831,CT,DROGERS@STELLARCS.COM,Foreign,2018-04-24,DE,DE,False,False,False,False,False,,2021-11-10 00:10:22.8533333,,Ready for dissolution,Failure to file Annual Report,,,2018-04-24,"REG CONSULTING, LLC",,"3500 S DUPONT HIGHWAY, DOVER, DE, 19901,",3500 S DUPONT HIGHWAY,DOVER,DE,19901.0,"3500 S DUPONT HIGHWAY, DOVER, DE, 19901,",3500 S DUPONT HIGHWAY,DOVER,DE,19901.0,,,,,
PARK AVE DISCOUNT LLP,LLP,Active,1271100,2019-04-24,1615 PARK  AVE,BRIDGEPORT,,06604,CT,SCOTTTAXSERVICES@GMAIL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"G-BURY BNB, LLC",LLC,Active,1271101,2020-03-31,67 CHASE HOLLOW LANE 67 CHASE HOLLOW LANE,GLASTONBURY,,06033,CT,GBURYBNB@AOL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"CARDINAL ASCENSION, LLC",LLC,Active,1271102,2022-03-31,208 FLANDERS ROAD,NIANTIC,United States,06357,CT,a1.auto.center@sbcglobal.net,Domestic,2018-04-24,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:22.8866667,531120.0,,,,,,,,,,,,,,,,,,,,,,
"DEV2006, LLC",LLC,Active,1271103,2019-03-31,168 FAIRVIEW ROAD,WESTBROOK,,06498,CT,ALPUS31@YAHOO.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
COVENANT CARE OF CONNECTICUT LLC,LLC,Active,1271105,2020-03-31,83 WOOSTER HEIGHTS SUIT 125,DANBURY,United States,06810,CT,Covenantcareny@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SKILLS CAFE', LLC",LLC,Active,1271107,2020-03-31,1004 FALLS VIEW RD.,MANCHESTER,United States,06042,CT,KPSS.SANDHU@GMAIL.COM,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ELENION CAPITAL GP LLC,LLC,Withdrawn,1271108,2021-03-31,86 GLENVILLE ROAD,GREENWICH,United States,06831,CT,bradboyer@aol.com,Foreign,2018-04-24,DE,DE,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:10:22.8866667,541618.0,,,,,2018-04-24,ELENION CAPITAL GP LLC,United States,"251 LITTLE FALLS DRIVE CORPORATION SERVICE COMPANY, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE CORPORATION SERVICE COMPANY,WILMINGTON,DE,19808.0,"251 LITTLE FALLS DRIVE CORPORATION SERVICE COMPANY, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE CORPORATION SERVICE COMPANY,WILMINGTON,DE,19808.0,United States,United States,,,
STUART & ADRIANNE CAMPBELL LLC,LLC,Active,1271111,2022-03-31,63 HAMMONASSETT MEADOWS ROAD,MADISON,United States,06443,CT,stu.g.campbell@gmail.com,Domestic,2018-04-24,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:10:22.8866667,551112.0,,,,,,,,,,,,,,,,,,,,,,
"APEX FOOT HEALTH INDUSTRIES, LLC",LLC,Active,1271112,2022-03-31,4825 E. INGRAM ST ATT: TERENCE FITZMAURICE,MESA,United States,85205,AZ,Terence.Fitzmaurice@ohi.net,Foreign,2018-04-24,DE,DE,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:10:22.8866667,454390.0,,,,,2018-04-23,"APEX FOOT HEALTH INDUSTRIES, LLC",United States,,,,,,,,,,,,,,,
"KIEFER SPECIALTY FLOORING, INC.",Stock,Active,1271113,2019-04-24,2910 FALLING WATERS BLVD,LINDENHURST,,60046,IL,ENGELMANN@GARFIELD-MEREL.COM,Foreign,2018-04-24,IL,IL,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,2018-04-24,"KIEFER SPECIALTY FLOORING, INC.",,,,,,,,,,,,,,,,
"COUNTRY WAY REALTY, LLC",LLC,Active,1271115,2022-03-31,1276 MAIN STREET,COVENTRY,United States,06238,CT,nancyb@countrywayrealty.com,Domestic,2018-04-24,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:10:22.8866667,531210.0,,,,,,,,,,,,,,,,,,,,,,
